tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,total_amount
2024-01-07 18:45:36,2024-01-07 18:51:11,1.0,1.21,237,142,1,8.6,2.52,15.12
2024-01-07 18:45:41,2024-01-07 19:05:04,2.0,3.66,68,237,2,20.5,0.0,24.5
2024-01-07 18:45:51,2024-01-07 19:05:44,,0.0,263,90,0,24.05,0.0,28.05
2024-01-07 18:45:51,2024-01-07 19:05:12,1.0,3.5,236,90,1,17.7,4.35,26.05
2024-01-07 18:45:52,2024-01-07 18:56:20,3.0,1.75,142,238,1,12.8,3.36,20.16
2024-01-07 18:45:56,2024-01-07 18:56:27,1.0,1.59,238,75,2,12.1,0.0,13.6
2024-01-07 18:46:04,2024-01-07 18:50:46,1.0,0.75,137,233,1,6.5,1.58,12.08
2024-01-07 18:46:12,2024-01-07 18:52:54,1.0,1.19,142,239,1,9.3,2.66,15.96
2024-01-07 18:47:00,2024-01-07 18:52:50,1.0,1.61,233,141,1,9.3,0.0,13.3
2024-01-07 18:47:02,2024-01-07 18:52:54,1.0,1.05,162,237,1,7.9,2.38,14.28
2024-01-07 18:47:13,2024-01-07 19:10:24,3.0,3.85,234,140,1,23.3,5.46,32.76
2024-01-07 18:47:14,2024-01-07 18:53:20,1.0,0.89,234,137,1,7.9,1.5,13.4
2024-01-07 18:48:15,2024-01-07 18:57:21,1.0,1.57,236,142,1,11.4,3.08,18.48
2024-01-07 18:48:19,2024-01-07 18:50:57,1.0,0.37,48,142,2,4.4,0.0,8.4
2024-01-07 18:48:48,2024-01-07 19:22:54,1.0,19.4,132,244,1,70.0,5.0,85.19
2024-01-07 18:48:55,2024-01-07 18:58:07,1.0,1.1,249,144,1,10.0,2.8,16.8
2024-01-07 18:48:57,2024-01-07 19:03:44,2.0,2.73,164,141,1,17.0,2.0,23.0
2024-01-07 18:49:03,2024-01-07 18:59:15,1.0,1.34,161,163,1,11.4,0.0,15.4
2024-01-07 18:49:08,2024-01-07 18:53:34,1.0,0.42,107,234,2,5.1,0.0,9.1
2024-01-07 18:49:18,2024-01-07 18:56:15,1.0,1.26,140,236,1,8.6,3.15,15.75
2024-01-07 18:49:25,2024-01-07 18:56:08,1.0,1.09,229,230,1,7.9,0.25,12.15
2024-01-07 18:49:55,2024-01-07 19:03:09,1.0,1.42,68,137,1,12.8,3.0,19.8
2024-01-07 18:50:03,2024-01-07 19:03:10,1.0,2.25,142,236,1,14.9,2.65,21.55
2024-01-07 18:50:39,2024-01-07 19:02:06,1.0,0.0,132,216,2,10.7,0.0,13.95
2024-01-07 18:50:53,2024-01-07 19:07:57,1.0,1.9,186,142,1,14.9,3.8,22.7
2024-01-07 18:50:54,2024-01-07 19:02:08,5.0,2.02,113,162,1,12.8,3.36,20.16
2024-01-07 18:51:02,2024-01-07 19:10:17,,6.86,236,45,0,29.52,0.0,33.52
2024-01-07 18:51:27,2024-01-07 19:02:23,1.0,2.58,263,170,1,14.2,3.64,21.84
2024-01-07 18:51:42,2024-01-07 18:55:06,3.0,0.58,141,262,1,5.8,1.96,11.76
2024-01-07 18:51:44,2024-01-07 18:57:05,1.0,1.06,262,140,2,7.9,0.0,11.9
2024-01-07 18:51:53,2024-01-07 19:20:11,2.0,10.58,68,14,1,45.0,10.0,65.94
2024-01-07 18:52:02,2024-01-07 18:57:45,1.0,1.0,137,107,1,7.2,2.7,16.4
2024-01-07 18:52:13,2024-01-07 18:56:17,1.0,0.81,113,144,1,6.5,1.0,11.5
2024-01-07 18:52:31,2024-01-07 19:10:18,1.0,5.63,263,186,1,26.8,6.16,36.96
2024-01-07 18:52:34,2024-01-07 19:14:19,1.0,9.2,138,141,1,37.3,11.0,65.99
2024-01-07 18:52:53,2024-01-07 19:20:16,2.0,7.19,186,40,1,34.5,9.09,54.53
2024-01-07 18:52:58,2024-01-07 18:58:28,2.0,1.19,163,142,1,7.9,2.38,14.28
2024-01-07 18:53:03,2024-01-07 19:37:57,4.0,27.1,132,181,2,101.7,0.0,104.95
2024-01-07 18:53:07,2024-01-07 18:58:44,1.0,1.1,90,211,1,7.9,2.35,14.25
2024-01-07 18:53:21,2024-01-07 19:10:32,1.0,2.68,236,48,2,17.7,0.0,21.7
2024-01-07 18:54:31,2024-01-07 18:57:41,1.0,0.62,140,262,1,5.8,2.45,12.25
2024-01-07 18:54:35,2024-01-07 18:59:38,2.0,1.13,231,114,1,7.9,2.38,14.28
2024-01-07 18:54:38,2024-01-07 19:05:36,1.0,1.6,142,237,1,12.1,3.7,22.3
2024-01-07 18:55:03,2024-01-07 19:03:00,1.0,1.3,161,142,1,8.6,3.0,18.1
2024-01-07 18:55:11,2024-01-07 19:02:30,1.0,1.08,263,140,1,9.3,2.66,15.96
2024-01-07 18:55:28,2024-01-07 19:02:37,1.0,1.7,142,151,1,10.0,4.2,18.2
2024-01-07 18:55:34,2024-01-07 18:57:29,1.0,0.0,132,132,2,3.7,0.0,6.95
2024-01-07 18:56:17,2024-01-07 18:59:27,1.0,0.6,151,166,1,5.8,1.45,8.75
2024-01-07 18:56:20,2024-01-07 19:22:20,1.0,9.23,138,230,1,40.8,11.35,69.84
2024-01-07 18:56:32,2024-01-07 19:02:49,1.0,0.86,186,48,1,7.9,2.38,14.28
2024-01-07 18:57:10,2024-01-07 19:12:10,1.0,3.2,137,75,1,16.3,4.0,24.3
2024-01-07 18:57:36,2024-01-07 19:08:33,1.0,2.35,211,66,1,13.5,3.5,21.0
2024-01-07 18:58:19,2024-01-07 19:10:22,1.0,2.54,236,170,1,14.2,3.64,21.84
2024-01-07 18:58:32,2024-01-07 19:02:36,3.0,0.69,186,90,1,5.8,1.96,11.76
2024-01-07 18:58:38,2024-01-07 19:04:57,1.0,0.8,186,68,1,7.9,2.0,13.9
2024-01-07 18:58:45,2024-01-07 19:17:16,1.0,12.4,138,138,1,47.1,9.96,65.31
2024-01-07 18:58:48,2024-01-07 19:17:10,3.0,3.2,246,163,3,19.8,0.0,26.3
2024-01-07 18:59:26,2024-01-07 19:43:02,2.0,17.79,132,48,1,70.0,16.54,99.23
2024-01-07 18:59:40,2024-01-07 19:05:04,1.0,0.9,48,68,1,6.5,2.65,13.15
2024-01-07 18:59:50,2024-01-07 19:22:12,1.0,12.83,132,155,1,49.2,5.0,57.45
2024-01-07 18:59:50,2024-01-07 19:03:40,1.0,1.0,79,137,1,6.5,2.1,12.6
2024-01-07 18:59:51,2024-01-07 19:17:23,1.0,3.77,239,234,1,20.5,4.9,29.4
2024-01-07 18:59:54,2024-01-07 19:15:29,1.0,1.6,186,107,1,13.5,5.25,22.75
2024-01-07 18:59:54,2024-01-07 19:26:33,1.0,5.8,68,52,1,29.6,6.7,40.3
2024-01-07 19:00:41,2024-01-07 19:22:30,1.0,8.7,138,151,1,37.3,10.5,62.99
2024-01-07 19:01:09,2024-01-07 19:50:05,1.0,21.91,132,239,1,70.0,16.19,98.88
2024-01-07 19:01:31,2024-01-07 19:07:59,1.0,0.76,164,186,2,7.2,0.0,11.2
2024-01-07 19:02:01,2024-01-07 19:11:18,2.0,0.79,230,68,1,9.3,2.66,15.96
2024-01-07 19:02:30,2024-01-07 19:35:37,2.0,21.64,132,88,1,70.0,16.19,98.88
2024-01-07 19:02:51,2024-01-07 19:12:11,1.0,2.27,68,142,1,12.1,1.61,17.71
2024-01-07 19:02:54,2024-01-07 19:16:16,1.0,1.4,186,233,1,12.8,3.36,20.16
2024-01-07 19:02:55,2024-01-07 19:20:05,2.0,8.41,138,43,1,34.5,10.44,62.63
2024-01-07 19:03:02,2024-01-07 19:24:49,,7.0,179,95,0,30.34,0.0,31.84
2024-01-07 19:03:02,2024-01-07 19:26:01,1.0,0.0,41,167,1,26.5,0.0,28.0
2024-01-07 19:03:14,2024-01-07 19:06:58,2.0,0.5,161,161,1,5.8,0.03,12.33
2024-01-07 19:03:34,2024-01-07 19:25:52,1.0,4.4,230,88,1,23.3,0.0,27.3
2024-01-07 19:03:43,2024-01-07 19:26:54,1.0,5.61,90,41,1,26.1,6.02,36.12
2024-01-07 19:03:50,2024-01-07 19:42:03,1.0,19.35,132,37,1,74.4,5.0,82.65
2024-01-07 19:03:51,2024-01-07 19:18:35,1.0,3.79,158,229,1,17.7,2.75,24.45
2024-01-07 19:04:36,2024-01-07 19:42:18,2.0,18.1,132,230,1,70.0,14.8,90.55
2024-01-07 19:04:49,2024-01-07 19:11:13,2.0,1.22,237,263,1,8.6,2.52,15.12
2024-01-07 19:04:51,2024-01-07 19:08:21,1.0,0.54,164,170,1,5.8,1.0,10.8
2024-01-07 19:04:55,2024-01-07 19:14:06,1.0,1.4,48,68,1,10.0,0.0,14.0
2024-01-07 19:04:57,2024-01-07 19:07:30,1.0,0.9,107,170,1,5.8,1.96,11.76
2024-01-07 19:05:02,2024-01-07 19:29:09,1.0,11.8,138,52,2,46.4,0.0,54.65
2024-01-07 19:05:05,2024-01-07 19:12:51,2.0,0.6,48,100,1,7.9,1.0,12.9
2024-01-07 19:05:14,2024-01-07 19:16:53,1.0,2.64,141,164,1,14.9,3.78,22.68
2024-01-07 19:05:16,2024-01-07 19:18:58,1.0,2.77,142,41,1,16.3,4.06,24.36
2024-01-07 19:05:46,2024-01-07 19:06:10,2.0,0.11,132,132,4,70.0,0.0,80.19
2024-01-07 19:05:51,2024-01-07 19:10:17,4.0,0.75,140,140,1,6.5,1.89,12.39
2024-01-07 19:05:52,2024-01-07 19:11:42,2.0,1.03,163,230,1,7.9,2.38,14.28
2024-01-07 19:05:53,2024-01-07 19:32:17,1.0,3.8,236,68,1,26.1,6.02,36.12
2024-01-07 19:06:52,2024-01-07 19:13:54,1.0,1.02,186,170,1,7.9,2.38,14.28
2024-01-07 19:06:59,2024-01-07 19:16:23,1.0,2.19,236,142,1,12.8,5.04,21.84
2024-01-07 19:07:13,2024-01-07 19:20:37,1.0,2.86,114,233,1,16.3,4.06,24.36
2024-01-07 19:07:21,2024-01-07 19:12:16,1.0,0.49,161,229,1,6.5,2.62,13.12
2024-01-07 19:07:22,2024-01-07 19:14:43,1.0,0.7,249,158,3,7.2,0.0,11.2
2024-01-07 19:07:33,2024-01-07 19:13:38,1.0,1.06,107,249,1,7.2,1.8,13.0
2024-01-07 19:07:55,2024-01-07 19:27:09,4.0,10.0,138,237,1,38.7,11.78,70.67
2024-01-07 19:08:04,2024-01-07 19:13:17,3.0,0.74,237,230,1,6.5,2.1,12.6
2024-01-07 19:08:14,2024-01-07 19:32:32,1.0,14.72,132,7,1,56.9,11.68,71.83
2024-01-07 19:08:21,2024-01-07 19:12:43,1.0,0.41,162,237,1,5.8,2.94,12.74
2024-01-07 19:08:47,2024-01-07 19:27:18,1.0,3.0,100,151,1,15.6,1.0,20.6
2024-01-07 19:09:06,2024-01-07 19:12:23,1.0,0.59,238,238,1,5.1,1.0,10.1
2024-01-07 19:09:37,2024-01-07 19:31:05,1.0,6.7,163,87,1,28.9,8.25,41.15
2024-01-07 19:09:39,2024-01-07 19:13:49,2.0,0.66,239,238,1,5.8,2.94,12.74
2024-01-07 19:09:44,2024-01-07 19:13:40,2.0,0.72,170,230,4,5.8,0.0,9.8
2024-01-07 19:09:54,2024-01-07 19:49:28,1.0,19.0,132,25,1,71.6,10.0,84.85
2024-01-07 19:10:04,2024-01-07 19:21:32,2.0,1.92,239,263,1,12.8,3.36,20.16
2024-01-07 19:10:13,2024-01-07 19:26:11,1.0,2.46,237,90,1,17.0,4.2,25.2
2024-01-07 19:10:22,2024-01-07 19:29:57,2.0,9.06,138,238,1,36.6,10.51,64.8
2024-01-07 19:10:23,2024-01-07 19:13:00,4.0,1.62,239,238,2,8.6,0.0,12.6
2024-01-07 19:10:26,2024-01-07 19:18:08,1.0,1.2,148,113,1,8.6,1.0,13.6
2024-01-07 19:10:48,2024-01-07 19:59:16,2.0,34.94,132,265,1,145.1,34.95,211.43
2024-01-07 19:11:13,2024-01-07 19:16:47,2.0,0.96,163,48,1,7.2,2.24,13.44
2024-01-07 19:11:18,2024-01-07 19:24:08,2.0,2.5,230,140,1,14.2,4.5,22.7
2024-01-07 19:11:23,2024-01-07 19:27:47,1.0,3.0,100,144,2,17.0,0.0,21.0
2024-01-07 19:11:26,2024-01-07 19:34:20,3.0,9.62,264,264,1,40.8,12.31,61.55
2024-01-07 19:11:28,2024-01-07 19:17:40,3.0,1.87,79,170,1,10.0,2.8,16.8
2024-01-07 19:11:50,2024-01-07 19:21:41,3.0,2.7,236,41,1,13.5,1.8,19.3
2024-01-07 19:11:52,2024-01-07 19:48:33,2.0,6.37,164,17,2,38.7,0.0,42.7
2024-01-07 19:11:58,2024-01-07 19:30:22,1.0,6.19,239,90,1,28.2,6.44,38.64
2024-01-07 19:12:06,2024-01-07 19:17:07,1.0,0.93,263,140,1,7.2,2.24,13.44
2024-01-07 19:12:10,2024-01-07 19:43:15,1.0,9.83,138,43,1,44.3,10.66,65.71
2024-01-07 19:12:54,2024-01-07 19:22:45,2.0,1.85,161,100,1,11.4,3.08,18.48
2024-01-07 19:12:54,2024-01-07 19:21:14,1.0,1.26,48,142,1,10.0,2.8,16.8
2024-01-07 19:13:29,2024-01-07 19:23:47,4.0,1.04,164,48,1,10.7,3.3,18.0
2024-01-07 19:13:44,2024-01-07 19:47:43,1.0,19.88,132,262,1,70.0,16.19,98.88
2024-01-07 19:13:55,2024-01-07 19:18:52,1.0,1.39,132,132,4,-8.6,0.0,-11.85
2024-01-07 19:13:57,2024-01-07 19:29:32,2.0,3.22,229,239,1,17.7,4.34,26.04
2024-01-07 19:14:41,2024-01-07 19:31:03,1.0,3.1,229,75,2,16.3,0.0,20.3
2024-01-07 19:14:50,2024-01-07 19:31:04,1.0,10.66,132,265,1,40.8,8.46,52.51
2024-01-07 19:14:54,2024-01-07 19:24:48,1.0,2.7,132,132,2,15.6,0.0,18.85
2024-01-07 19:15:17,2024-01-07 19:18:26,2.0,0.46,263,237,1,5.1,2.73,11.83
2024-01-07 19:15:29,2024-01-07 19:58:07,3.0,20.22,132,43,2,70.0,0.0,82.69
2024-01-07 19:16:27,2024-01-07 19:25:25,1.0,1.81,237,75,1,11.4,1.0,16.4
2024-01-07 19:16:27,2024-01-07 19:28:20,1.0,2.48,236,142,1,14.2,2.0,20.2
2024-01-07 19:16:31,2024-01-07 19:25:57,1.0,2.25,142,246,1,12.1,3.22,19.32
2024-01-07 19:16:53,2024-01-07 19:24:00,2.0,2.9,132,10,2,13.5,0.0,16.75
2024-01-07 19:17:00,2024-01-07 19:23:44,2.0,1.13,113,164,1,8.6,2.52,15.12
2024-01-07 19:17:00,2024-01-07 19:26:57,1.0,0.33,163,237,1,10.0,2.8,16.8
2024-01-07 19:17:46,2024-01-07 19:28:45,1.0,2.04,249,261,1,13.5,3.5,21.0
2024-01-07 19:18:02,2024-01-07 19:34:03,3.0,3.5,79,230,1,17.7,5.0,26.7
2024-01-07 19:18:31,2024-01-07 19:26:32,1.0,0.95,48,161,1,8.6,3.15,15.75
2024-01-07 19:18:41,2024-01-07 19:34:17,1.0,2.44,142,229,1,16.3,4.06,24.36
2024-01-07 19:18:44,2024-01-07 19:42:49,1.0,6.84,224,189,1,32.4,6.0,42.4
2024-01-07 19:18:44,2024-01-07 19:26:37,1.0,0.84,161,48,1,8.6,3.15,15.75
2024-01-07 19:19:15,2024-01-07 19:28:17,,1.2,140,141,0,10.16,0.0,14.16
2024-01-07 19:19:37,2024-01-07 19:38:48,1.0,2.64,68,230,2,19.1,0.0,23.1
2024-01-07 19:20:22,2024-01-07 19:27:47,1.0,1.39,142,237,1,9.3,2.66,15.96
2024-01-07 19:20:26,2024-01-07 19:23:53,1.0,0.68,114,113,1,5.8,1.5,11.3
2024-01-07 19:20:43,2024-01-07 19:39:03,1.0,3.65,90,143,1,20.5,3.0,27.5
2024-01-07 19:20:50,2024-01-07 19:28:58,2.0,0.88,162,164,1,9.3,2.66,15.96
2024-01-07 19:20:52,2024-01-07 19:43:51,1.0,7.07,163,243,1,31.7,8.92,44.62
2024-01-07 19:21:07,2024-01-07 19:23:01,1.0,0.74,142,48,1,5.1,1.82,10.92
2024-01-07 19:21:33,2024-01-07 19:33:38,5.0,2.05,162,143,1,13.5,3.5,21.0
2024-01-07 19:21:36,2024-01-07 19:40:42,2.0,11.58,132,138,1,64.3,10.0,82.05
2024-01-07 19:22:12,2024-01-07 19:27:30,1.0,0.87,137,170,1,7.2,3.0,14.2
2024-01-07 19:22:23,2024-01-07 19:26:45,5.0,0.9,237,236,1,7.2,1.68,12.88
2024-01-07 19:22:28,2024-01-07 19:32:36,1.0,1.83,237,163,1,12.1,2.42,18.52
2024-01-07 19:22:39,2024-01-07 19:30:31,2.0,0.66,43,236,2,8.6,0.0,12.6
2024-01-07 19:22:50,2024-01-07 19:25:49,1.0,0.35,170,234,3,5.1,0.0,9.1
2024-01-07 19:23:23,2024-01-07 19:52:38,1.0,17.51,132,237,1,70.0,10.0,92.69
2024-01-07 19:23:27,2024-01-07 19:52:44,1.0,15.37,132,149,2,61.1,0.0,64.35
2024-01-07 19:23:48,2024-01-07 19:30:57,1.0,1.0,249,79,1,7.2,2.25,13.45
2024-01-07 19:23:58,2024-01-07 19:40:15,1.0,3.27,230,263,1,18.4,5.0,27.4
2024-01-07 19:24:13,2024-01-07 19:54:12,1.0,16.47,132,145,1,62.5,12.8,78.55
2024-01-07 19:24:23,2024-01-07 19:24:29,1.0,0.0,74,74,1,77.5,0.0,78.5
2024-01-07 19:24:42,2024-01-07 19:28:57,1.0,1.13,142,238,1,7.2,2.24,13.44
2024-01-07 19:25:16,2024-01-07 19:27:59,1.0,0.4,262,263,1,4.4,2.0,10.4
2024-01-07 19:25:34,2024-01-07 19:53:46,1.0,10.35,132,95,1,42.9,10.0,56.15
2024-01-07 19:25:37,2024-01-07 19:56:20,1.0,14.16,132,93,1,55.5,11.75,70.5
2024-01-07 19:26:04,2024-01-07 19:34:30,2.0,1.3,142,141,1,9.3,2.65,15.95
2024-01-07 19:26:43,2024-01-07 19:59:04,2.0,18.14,132,230,1,70.0,16.19,98.88
2024-01-07 19:27:01,2024-01-07 19:56:22,1.0,17.75,132,229,1,70.0,10.0,92.69
2024-01-07 19:27:27,2024-01-07 19:37:31,4.0,1.9,142,68,2,12.1,0.0,16.1
2024-01-07 19:27:46,2024-01-07 19:39:42,2.0,3.6,68,238,1,17.7,4.35,26.05
2024-01-07 19:27:47,2024-01-07 19:50:38,1.0,14.19,132,149,1,54.8,11.76,72.31
2024-01-07 19:27:48,2024-01-07 19:37:14,,1.5,234,249,0,10.36,0.0,14.36
2024-01-07 19:27:53,2024-01-07 19:58:50,1.0,4.01,230,145,1,28.2,0.0,32.2
2024-01-07 19:28:05,2024-01-07 19:47:18,1.0,9.51,138,234,1,38.0,10.79,66.48
2024-01-07 19:28:39,2024-01-07 19:35:55,1.0,1.34,163,246,1,9.3,1.0,14.3
2024-01-07 19:28:52,2024-01-07 19:35:12,1.0,1.02,68,162,1,7.9,2.98,14.88
2024-01-07 19:28:54,2024-01-07 19:50:28,1.0,2.4,246,162,1,19.1,1.9,25.0
2024-01-07 19:29:21,2024-01-07 19:37:44,2.0,0.92,68,230,1,9.3,2.66,15.96
2024-01-07 19:29:28,2024-01-07 19:51:52,1.0,8.33,138,166,1,35.2,9.73,60.12
2024-01-07 19:29:41,2024-01-07 20:09:31,1.0,12.3,132,117,2,54.1,0.0,57.35
2024-01-07 19:29:44,2024-01-07 19:55:47,1.0,10.76,138,163,1,45.0,12.54,75.23
2024-01-07 19:29:46,2024-01-07 19:38:36,3.0,1.88,45,33,1,12.1,3.22,19.32
2024-01-07 19:29:52,2024-01-07 19:40:42,1.0,1.71,230,90,1,11.4,3.08,18.48
2024-01-07 19:30:13,2024-01-07 19:44:15,1.0,1.53,234,48,2,14.2,0.0,18.2
2024-01-07 19:30:18,2024-01-07 19:59:49,2.0,16.81,138,142,1,63.2,8.0,88.89
2024-01-07 19:30:33,2024-01-07 19:37:23,0.0,0.6,162,48,1,7.2,2.2,13.4
2024-01-07 19:30:39,2024-01-07 19:49:38,1.0,4.4,107,75,1,21.9,5.65,34.05
2024-01-07 19:30:47,2024-01-07 19:37:22,1.0,0.9,262,141,1,7.2,2.8,14.0
2024-01-07 19:31:27,2024-01-07 19:35:39,1.0,0.85,170,234,1,6.5,2.1,12.6
2024-01-07 19:31:37,2024-01-07 19:35:24,2.0,0.51,236,236,2,5.8,0.0,9.8
2024-01-07 19:31:45,2024-01-07 19:44:15,,3.9,261,4,0,18.4,3.36,25.76
2024-01-07 19:32:04,2024-01-07 19:37:54,1.0,0.93,237,141,1,7.2,1.12,12.32
2024-01-07 19:32:11,2024-01-07 19:41:48,3.0,1.61,48,234,1,10.7,2.94,17.64
2024-01-07 19:32:23,2024-01-07 19:46:16,2.0,3.1,142,166,1,17.0,5.0,26.0
2024-01-07 19:32:40,2024-01-07 19:57:05,,7.4,113,166,0,33.01,0.0,37.01
2024-01-07 19:33:48,2024-01-07 19:53:52,3.0,3.74,234,262,1,21.2,5.04,30.24
2024-01-07 19:33:56,2024-01-07 20:08:33,1.0,19.37,132,236,1,70.0,12.4,95.09
2024-01-07 19:34:25,2024-01-07 19:43:21,1.0,1.1,144,249,1,9.3,2.66,15.96
2024-01-07 19:34:38,2024-01-07 19:37:08,1.0,0.8,239,142,1,5.8,1.0,10.8
2024-01-07 19:35:06,2024-01-07 19:41:38,1.0,1.0,262,236,1,7.2,2.2,13.4
2024-01-07 19:35:10,2024-01-07 19:40:50,1.0,0.81,161,229,1,7.2,2.24,13.44
2024-01-07 19:36:17,2024-01-07 19:51:01,2.0,3.41,161,238,1,17.7,3.26,24.96
2024-01-07 19:36:29,2024-01-07 20:00:07,1.0,12.56,132,138,1,48.5,11.35,68.1
2024-01-07 19:36:39,2024-01-07 19:41:57,1.0,0.8,186,230,1,7.2,0.0,11.2
2024-01-07 19:36:40,2024-01-07 19:55:30,2.0,3.22,144,161,1,19.1,4.62,27.72
2024-01-07 19:36:51,2024-01-07 19:47:26,2.0,1.64,113,186,1,11.4,4.62,20.02
2024-01-07 19:37:02,2024-01-07 19:52:19,1.0,11.9,132,154,1,45.0,9.3,55.8
2024-01-07 19:37:13,2024-01-07 19:47:35,1.0,1.49,186,233,1,11.4,3.08,18.48
2024-01-07 19:37:38,2024-01-07 19:41:27,1.0,0.8,238,239,2,5.8,0.0,9.8
2024-01-07 19:37:43,2024-01-07 19:53:31,2.0,2.74,164,148,1,17.7,4.34,26.04
2024-01-07 19:38:00,2024-01-07 19:56:56,1.0,1.92,186,143,2,17.7,0.0,21.7
2024-01-07 19:38:07,2024-01-07 19:47:13,1.0,1.48,161,143,1,10.7,0.0,14.7
2024-01-07 19:38:16,2024-01-07 19:44:53,1.0,1.65,142,151,1,9.3,0.0,13.3
2024-01-07 19:38:34,2024-01-07 20:02:47,1.0,7.94,138,233,1,34.5,1.0,46.25
2024-01-07 19:38:47,2024-01-07 19:48:48,2.0,1.63,142,236,1,12.1,3.22,19.32
2024-01-07 19:38:48,2024-01-07 19:42:06,5.0,0.63,43,239,1,5.8,1.96,11.76
2024-01-07 19:39:04,2024-01-07 19:42:46,1.0,0.8,68,68,1,6.5,2.1,12.6
2024-01-07 19:39:05,2024-01-07 19:42:29,4.0,0.61,43,142,2,5.8,0.0,9.8
2024-01-07 19:39:08,2024-01-07 19:57:41,1.0,12.14,132,138,1,45.7,10.44,64.39
2024-01-07 19:39:09,2024-01-07 19:48:45,1.0,1.3,141,142,1,10.0,0.7,14.7
2024-01-07 19:39:14,2024-01-07 20:12:10,1.0,19.76,132,33,1,74.4,5.0,82.65
2024-01-07 19:39:25,2024-01-07 19:49:53,1.0,1.93,170,186,1,12.8,3.36,20.16
2024-01-07 19:39:36,2024-01-07 19:54:02,2.0,1.4,186,233,1,13.5,3.5,21.0
2024-01-07 19:39:44,2024-01-07 19:46:49,2.0,0.99,107,114,1,8.6,1.26,13.86
2024-01-07 19:40:01,2024-01-07 19:48:05,2.0,1.28,48,186,2,9.3,0.0,13.3
2024-01-07 19:40:36,2024-01-07 19:49:58,2.0,1.12,162,163,1,10.0,1.0,15.0
2024-01-07 19:40:46,2024-01-07 19:53:40,1.0,2.67,45,13,1,15.6,3.92,23.52
2024-01-07 19:41:17,2024-01-07 20:08:22,1.0,11.73,138,100,1,48.5,12.89,79.08
2024-01-07 19:41:20,2024-01-07 19:51:09,1.0,1.38,229,230,2,10.7,0.0,14.7
2024-01-07 19:41:37,2024-01-07 19:47:07,1.0,1.03,75,263,1,7.9,2.38,14.28
2024-01-07 19:41:54,2024-01-07 19:47:02,1.0,1.0,137,90,1,6.5,2.65,13.15
2024-01-07 19:42:03,2024-01-07 19:46:34,2.0,1.21,229,262,1,7.2,2.24,13.44
2024-01-07 19:42:06,2024-01-07 19:51:25,1.0,2.6,229,79,2,13.5,0.0,17.5
2024-01-07 19:42:19,2024-01-07 19:44:26,1.0,0.63,263,236,1,5.1,1.82,10.92
2024-01-07 19:43:01,2024-01-07 19:56:25,2.0,3.75,151,140,1,19.1,3.25,26.35
2024-01-07 19:43:12,2024-01-07 20:06:59,1.0,3.9,238,244,2,21.2,0.0,25.2
2024-01-07 19:43:32,2024-01-07 19:57:30,1.0,2.1,249,107,1,14.2,4.5,22.7
2024-01-07 19:43:39,2024-01-07 19:54:52,1.0,1.81,113,186,1,12.1,3.22,19.32
2024-01-07 19:43:47,2024-01-07 19:54:57,2.0,1.7,237,238,1,11.4,3.85,19.25
2024-01-07 19:44:10,2024-01-07 19:54:31,1.0,4.0,141,107,2,18.4,0.0,22.4
2024-01-07 19:44:21,2024-01-07 19:59:55,1.0,9.35,132,39,2,35.9,0.0,39.15
2024-01-07 19:44:33,2024-01-07 20:05:28,1.0,11.17,132,70,2,42.9,0.0,46.15
2024-01-07 19:44:50,2024-01-07 19:52:24,2.0,1.55,234,162,1,10.0,2.8,16.8
2024-01-07 19:44:57,2024-01-07 20:09:13,2.0,4.1,144,230,2,24.0,0.0,30.5
2024-01-07 19:44:58,2024-01-07 20:12:08,1.0,3.71,186,263,1,26.8,6.16,36.96
2024-01-07 19:45:07,2024-01-07 20:04:37,1.0,2.82,68,237,1,18.4,2.0,24.4
2024-01-07 19:45:16,2024-01-07 19:58:18,2.0,2.75,229,142,1,15.6,4.9,24.5
2024-01-07 19:45:21,2024-01-07 19:53:51,1.0,1.63,48,68,1,10.0,2.8,16.8
2024-01-07 19:45:21,2024-01-07 19:51:04,1.0,0.9,170,90,1,6.5,2.1,12.6
2024-01-07 19:45:32,2024-01-07 19:59:23,1.0,2.43,262,163,1,15.6,5.88,25.48
2024-01-07 19:45:45,2024-01-07 19:50:50,1.0,0.68,142,163,1,6.5,2.1,12.6
2024-01-07 19:46:09,2024-01-07 19:53:08,2.0,1.26,186,107,1,8.6,2.52,15.12
2024-01-07 19:46:21,2024-01-07 19:52:02,1.0,1.16,140,263,1,7.9,2.0,13.9
2024-01-07 19:46:33,2024-01-07 20:00:31,0.0,9.3,138,116,1,35.9,8.0,59.09
2024-01-07 19:46:41,2024-01-07 20:03:49,1.0,3.16,113,48,1,18.4,4.48,26.88
2024-01-07 19:46:44,2024-01-07 19:46:49,1.0,0.0,148,148,1,70.0,14.8,88.8
2024-01-07 19:47:07,2024-01-07 19:51:08,2.0,0.54,162,229,2,5.8,0.0,9.8
2024-01-07 19:47:11,2024-01-07 19:50:24,2.0,0.42,249,158,1,5.1,1.82,10.92
2024-01-07 19:47:18,2024-01-07 19:55:18,1.0,1.37,166,74,1,9.3,2.16,12.96
2024-01-07 19:47:28,2024-01-07 19:50:40,1.0,0.68,236,236,1,5.8,2.45,12.25
2024-01-07 19:48:18,2024-01-07 20:02:53,1.0,10.91,132,155,2,41.5,0.0,44.75
