sequence_id,split,step,row_type,component,reading,alert_label
TR-0129,training,6,reading,G,-1.3834,1
TR-0129,training,7,reading,J,0.3143,1
TR-0129,training,8,reading,I,0.2645,1
TR-0129,training,9,reading,A,-0.4605,1
TR-0129,training,10,reading,C,-1.5099,1
TR-0129,training,11,reading,K,0.25,1
TR-0129,training,12,query,I,,1
TR-0130,training,0,reading,C,-2.107,0
TR-0130,training,1,reading,F,-0.25,0
TR-0130,training,2,reading,H,-0.4909,0
TR-0130,training,3,reading,I,-0.4836,0
TR-0130,training,4,reading,A,0.7404,0
TR-0130,training,5,reading,G,-0.3246,0
TR-0130,training,6,reading,E,0.5696,0
TR-0130,training,7,reading,D,-0.7743,0
TR-0130,training,8,reading,K,1.3061,0
TR-0130,training,9,reading,B,0.25,0
TR-0130,training,10,reading,J,0.25,0
TR-0130,training,11,reading,L,0.9064,0
TR-0130,training,12,query,D,,0
TR-0131,training,0,reading,G,0.7192,1
TR-0131,training,1,reading,C,0.25,1
TR-0131,training,2,reading,L,1.0798,1
TR-0131,training,3,reading,H,-0.7942,1
TR-0131,training,4,reading,A,-0.8661,1
TR-0131,training,5,reading,F,-0.25,1
TR-0131,training,6,reading,E,1.5521,1
TR-0131,training,7,reading,D,-1.8632,1
TR-0131,training,8,reading,J,0.25,1
TR-0131,training,9,reading,I,-0.5999,1
TR-0131,training,10,reading,K,-0.2767,1
TR-0131,training,11,reading,B,0.5906,1
TR-0131,training,12,query,C,,1
TR-0132,training,0,reading,E,-0.4775,1
TR-0132,training,1,reading,B,0.3565,1
TR-0132,training,2,reading,I,-0.25,1
TR-0132,training,3,reading,A,1.2125,1
TR-0132,training,4,reading,C,0.4402,1
TR-0132,training,5,reading,L,0.7821,1
TR-0132,training,6,reading,J,-0.25,1
TR-0132,training,7,reading,H,-0.334,1
TR-0132,training,8,reading,K,-0.8086,1
TR-0132,training,9,reading,G,-0.5491,1
TR-0132,training,10,reading,F,-1.0324,1
TR-0132,training,11,reading,D,-1.3139,1
TR-0132,training,12,query,A,,1
TR-0133,training,0,reading,G,-0.6548,0
TR-0133,training,1,reading,E,0.5555,0
TR-0133,training,2,reading,A,-1.2314,0
TR-0133,training,3,reading,D,0.5021,0
TR-0133,training,4,reading,B,-0.3877,0
TR-0133,training,5,reading,H,-2.1308,0
TR-0133,training,6,reading,I,-0.3799,0
TR-0133,training,7,reading,J,-0.25,0
TR-0133,training,8,reading,K,-1.1034,0
TR-0133,training,9,reading,L,-1.4324,0
TR-0133,training,10,reading,C,2.0107,0
TR-0133,training,11,reading,F,-0.3178,0
TR-0133,training,12,query,B,,0
TR-0134,training,0,reading,E,-0.9901,0
TR-0134,training,1,reading,J,1.1147,0
TR-0134,training,2,reading,L,-0.25,0
TR-0134,training,3,reading,I,-2.0953,0
TR-0134,training,4,reading,D,0.7351,0
TR-0134,training,5,reading,A,0.257,0
TR-0134,training,6,reading,H,1.8895,0
TR-0134,training,7,reading,F,2.3543,0
TR-0134,training,8,reading,C,1.3795,0
TR-0134,training,9,reading,B,-0.8296,0
TR-0134,training,10,reading,G,0.6282,0
TR-0134,training,11,reading,K,1.085,0
TR-0134,training,12,query,E,,0
TR-0135,training,0,reading,E,-0.4218,0
TR-0135,training,1,reading,A,-0.25,0
TR-0135,training,2,reading,L,-0.9232,0
TR-0135,training,3,reading,K,-0.2754,0
TR-0135,training,4,reading,C,-1.1751,0
TR-0135,training,5,reading,J,-0.25,0
TR-0135,training,6,reading,F,0.25,0
TR-0135,training,7,reading,B,0.3241,0
TR-0135,training,8,reading,H,0.25,0
TR-0135,training,9,reading,I,-0.25,0
TR-0135,training,10,reading,D,0.9739,0
TR-0135,training,11,reading,G,0.5967,0
TR-0135,training,12,query,E,,0
TR-0136,training,0,reading,D,1.8461,1
TR-0136,training,1,reading,B,0.25,1
TR-0136,training,2,reading,G,0.2796,1
TR-0136,training,3,reading,C,1.317,1
TR-0136,training,4,reading,H,-1.0955,1
TR-0136,training,5,reading,L,-0.2836,1
TR-0136,training,6,reading,J,-0.25,1
TR-0136,training,7,reading,E,-0.9609,1
TR-0136,training,8,reading,I,0.3451,1
TR-0136,training,9,reading,A,-0.6726,1
TR-0136,training,10,reading,K,-1.5171,1
TR-0136,training,11,reading,F,0.4322,1
TR-0136,training,12,query,D,,1
TR-0137,training,0,reading,F,-0.25,1
TR-0137,training,1,reading,A,-1.3339,1
TR-0137,training,2,reading,C,-0.8801,1
TR-0137,training,3,reading,G,1.5456,1
TR-0137,training,4,reading,B,0.5399,1
TR-0137,training,5,reading,E,0.25,1
TR-0137,training,6,reading,D,0.739,1
TR-0137,training,7,reading,H,1.1615,1
TR-0137,training,8,reading,I,0.8538,1
TR-0137,training,9,reading,J,1.0335,1
TR-0137,training,10,reading,K,-1.0192,1
TR-0137,training,11,reading,L,1.398,1
TR-0137,training,12,query,L,,1
TR-0138,training,0,reading,K,0.25,0
TR-0138,training,1,reading,A,0.2693,0
TR-0138,training,2,reading,L,-0.5011,0
TR-0138,training,3,reading,F,0.3348,0
TR-0138,training,4,reading,G,-0.25,0
TR-0138,training,5,reading,E,-0.25,0
TR-0138,training,6,reading,H,-0.778,0
TR-0138,training,7,reading,J,-1.2963,0
TR-0138,training,8,reading,I,1.1675,0
TR-0138,training,9,reading,D,-0.25,0
TR-0138,training,10,reading,C,-0.6598,0
TR-0138,training,11,reading,B,-1.8714,0
TR-0138,training,12,query,C,,0
TR-0139,training,0,reading,K,0.3507,0
TR-0139,training,1,reading,C,-0.25,0
TR-0139,training,2,reading,I,0.8096,0
TR-0139,training,3,reading,G,2.1045,0
TR-0139,training,4,reading,H,-0.25,0
TR-0139,training,5,reading,D,0.25,0
TR-0139,training,6,reading,A,-1.7636,0
TR-0139,training,7,reading,F,-0.25,0
TR-0139,training,8,reading,J,1.256,0
TR-0139,training,9,reading,L,-0.7599,0
TR-0139,training,10,reading,B,-0.8669,0
TR-0139,training,11,reading,E,-2.3549,0
TR-0139,training,12,query,C,,0
TR-0140,training,0,reading,L,0.289,0
TR-0140,training,1,reading,B,-0.25,0
TR-0140,training,2,reading,F,0.524,0
TR-0140,training,3,reading,K,1.7308,0
TR-0140,training,4,reading,D,-0.5321,0
TR-0140,training,5,reading,I,-0.2532,0
TR-0140,training,6,reading,H,-0.25,0
TR-0140,training,7,reading,C,-1.0447,0
TR-0140,training,8,reading,A,0.4494,0
TR-0140,training,9,reading,E,1.6788,0
TR-0140,training,10,reading,J,2.1785,0
TR-0140,training,11,reading,G,0.3676,0
TR-0140,training,12,query,D,,0
TR-0141,training,0,reading,H,-0.25,0
TR-0141,training,1,reading,F,0.4581,0
TR-0141,training,2,reading,C,0.6718,0
TR-0141,training,3,reading,K,-0.25,0
TR-0141,training,4,reading,L,-0.4814,0
TR-0141,training,5,reading,E,0.5755,0
TR-0141,training,6,reading,J,-1.3113,0
TR-0141,training,7,reading,G,-0.6125,0
TR-0141,training,8,reading,B,0.4537,0
TR-0141,training,9,reading,I,0.3982,0
TR-0141,training,10,reading,D,-1.2215,0
TR-0141,training,11,reading,A,0.25,0
TR-0141,training,12,query,G,,0
TR-0142,training,0,reading,J,0.3,1
TR-0142,training,1,reading,I,0.25,1
TR-0142,training,2,reading,F,1.1808,1
TR-0142,training,3,reading,A,-0.2723,1
TR-0142,training,4,reading,K,0.4783,1
TR-0142,training,5,reading,H,-1.4558,1
TR-0142,training,6,reading,D,0.25,1
TR-0142,training,7,reading,B,-1.6239,1
TR-0142,training,8,reading,E,-1.1459,1
TR-0142,training,9,reading,C,-0.7874,1
TR-0142,training,10,reading,L,0.271,1
TR-0142,training,11,reading,G,-0.3425,1
TR-0142,training,12,query,F,,1
TR-0143,training,0,reading,I,0.6881,1
TR-0143,training,1,reading,C,-0.2649,1
TR-0143,training,2,reading,J,1.3336,1
TR-0143,training,3,reading,E,1.3703,1
TR-0143,training,4,reading,D,1.9529,1
TR-0143,training,5,reading,L,0.25,1
TR-0143,training,6,reading,A,-0.25,1
TR-0143,training,7,reading,K,0.25,1
TR-0143,training,8,reading,B,-0.25,1
TR-0143,training,9,reading,F,-1.9209,1
TR-0143,training,10,reading,H,-1.3872,1
TR-0143,training,11,reading,G,0.25,1
TR-0143,training,12,query,I,,1
TR-0144,training,0,reading,A,0.5745,1
TR-0144,training,1,reading,B,-0.25,1
TR-0144,training,2,reading,C,0.7818,1
TR-0144,training,3,reading,D,-0.9628,1
TR-0144,training,4,reading,E,0.255,1
TR-0144,training,5,reading,J,-1.3744,1
TR-0144,training,6,reading,G,2.8322,1
TR-0144,training,7,reading,F,1.0917,1
TR-0144,training,8,reading,L,0.25,1
TR-0144,training,9,reading,H,0.25,1
TR-0144,training,10,reading,K,0.5378,1
TR-0144,training,11,reading,I,1.3234,1
TR-0144,training,12,query,H,,1
TR-0145,training,0,reading,J,-1.5402,0
TR-0145,training,1,reading,L,0.25,0
TR-0145,training,2,reading,E,-0.5181,0
TR-0145,training,3,reading,G,0.25,0
TR-0145,training,4,reading,A,-0.25,0
TR-0145,training,5,reading,H,-1.6266,0
TR-0145,training,6,reading,I,0.25,0
TR-0145,training,7,reading,C,-1.1583,0
TR-0145,training,8,reading,K,0.2578,0
TR-0145,training,9,reading,F,-0.6954,0
TR-0145,training,10,reading,D,-0.2858,0
TR-0145,training,11,reading,B,1.3752,0
TR-0145,training,12,query,D,,0
TR-0146,training,0,reading,G,0.3133,0
TR-0146,training,1,reading,K,-0.6914,0
TR-0146,training,2,reading,B,1.3447,0
TR-0146,training,3,reading,J,0.4434,0
TR-0146,training,4,reading,A,-0.25,0
TR-0146,training,5,reading,H,-0.5483,0
TR-0146,training,6,reading,F,-0.6867,0
TR-0146,training,7,reading,L,0.6256,0
TR-0146,training,8,reading,E,0.25,0
TR-0146,training,9,reading,I,-1.0517,0
TR-0146,training,10,reading,C,-0.7642,0
TR-0146,training,11,reading,D,-0.25,0
TR-0146,training,12,query,A,,0
TR-0147,training,0,reading,A,-1.0382,1
TR-0147,training,1,reading,K,-1.1425,1
TR-0147,training,2,reading,J,0.25,1
TR-0147,training,3,reading,I,-0.2645,1
TR-0147,training,4,reading,L,-1.9401,1
TR-0147,training,5,reading,C,-0.4808,1
TR-0147,training,6,reading,H,-1.9694,1
TR-0147,training,7,reading,E,1.7234,1
TR-0147,training,8,reading,B,-0.6937,1
TR-0147,training,9,reading,G,0.25,1
TR-0147,training,10,reading,D,-0.5462,1
TR-0147,training,11,reading,F,-0.604,1
TR-0147,training,12,query,G,,1
TR-0148,training,0,reading,E,-2.2593,0
TR-0148,training,1,reading,G,-1.5709,0
TR-0148,training,2,reading,L,0.25,0
TR-0148,training,3,reading,H,-0.564,0
TR-0148,training,4,reading,A,-0.9845,0
TR-0148,training,5,reading,J,-1.5572,0
TR-0148,training,6,reading,F,1.4006,0
TR-0148,training,7,reading,C,0.8533,0
TR-0148,training,8,reading,D,-1.0652,0
TR-0148,training,9,reading,K,-0.25,0
TR-0148,training,10,reading,I,-0.3522,0
TR-0148,training,11,reading,B,1.4911,0
TR-0148,training,12,query,A,,0
TR-0149,training,0,reading,H,-0.8064,1
TR-0149,training,1,reading,K,1.729,1
TR-0149,training,2,reading,I,1.3558,1
TR-0149,training,3,reading,C,0.25,1
TR-0149,training,4,reading,A,0.2948,1
TR-0149,training,5,reading,D,-0.3964,1
TR-0149,training,6,reading,J,-0.25,1
TR-0149,training,7,reading,G,0.5666,1
TR-0149,training,8,reading,B,0.25,1
TR-0149,training,9,reading,F,0.3576,1
TR-0149,training,10,reading,L,1.2426,1
TR-0149,training,11,reading,E,-2.3637,1
TR-0149,training,12,query,I,,1
TR-0150,training,0,reading,C,-0.25,0
TR-0150,training,1,reading,I,-0.25,0
TR-0150,training,2,reading,K,0.6714,0
TR-0150,training,3,reading,G,-0.9657,0
TR-0150,training,4,reading,H,-1.6272,0
TR-0150,training,5,reading,A,-0.25,0
TR-0150,training,6,reading,E,0.5681,0
TR-0150,training,7,reading,F,-0.982,0
TR-0150,training,8,reading,D,-0.8785,0
TR-0150,training,9,reading,L,-1.4982,0
TR-0150,training,10,reading,J,0.25,0
TR-0150,training,11,reading,B,-0.9832,0
TR-0150,training,12,query,L,,0
TR-0151,training,0,reading,B,0.25,1
TR-0151,training,1,reading,C,-0.25,1
TR-0151,training,2,reading,E,0.8797,1
TR-0151,training,3,reading,L,-0.8884,1
TR-0151,training,4,reading,F,-1.4024,1
TR-0151,training,5,reading,D,-1.0068,1
TR-0151,training,6,reading,G,0.25,1
TR-0151,training,7,reading,K,0.9768,1
TR-0151,training,8,reading,I,0.25,1
TR-0151,training,9,reading,H,-0.6757,1
TR-0151,training,10,reading,J,-0.2835,1
TR-0151,training,11,reading,A,0.9633,1
TR-0151,training,12,query,B,,1
TR-0152,training,0,reading,I,-1.1807,1
TR-0152,training,1,reading,D,-0.8748,1
TR-0152,training,2,reading,L,0.5569,1
TR-0152,training,3,reading,C,1.3921,1
TR-0152,training,4,reading,J,0.8228,1
TR-0152,training,5,reading,F,1.4647,1
TR-0152,training,6,reading,G,0.6849,1
TR-0152,training,7,reading,B,0.8008,1
TR-0152,training,8,reading,A,0.4137,1
TR-0152,training,9,reading,E,1.3975,1
TR-0152,training,10,reading,H,1.7711,1
TR-0152,training,11,reading,K,0.8321,1
TR-0152,training,12,query,H,,1
TR-0153,training,0,reading,L,-0.25,0
TR-0153,training,1,reading,D,-0.8298,0
TR-0153,training,2,reading,C,1.6423,0
TR-0153,training,3,reading,H,-0.7744,0
TR-0153,training,4,reading,K,-0.3194,0
TR-0153,training,5,reading,J,0.2693,0
TR-0153,training,6,reading,F,-0.946,0
TR-0153,training,7,reading,A,0.6209,0
TR-0153,training,8,reading,B,-0.6187,0
TR-0153,training,9,reading,E,0.4605,0
TR-0153,training,10,reading,I,1.2871,0
TR-0153,training,11,reading,G,0.25,0
TR-0153,training,12,query,K,,0
TR-0154,training,0,reading,I,0.3438,1
TR-0154,training,1,reading,B,-0.4682,1
TR-0154,training,2,reading,A,-0.3393,1
TR-0154,training,3,reading,C,0.25,1
TR-0154,training,4,reading,K,0.25,1
TR-0154,training,5,reading,E,1.1617,1
TR-0154,training,6,reading,J,-0.25,1
TR-0154,training,7,reading,F,-1.002,1
TR-0154,training,8,reading,L,-0.4303,1
TR-0154,training,9,reading,D,-0.25,1
TR-0154,training,10,reading,H,0.25,1
TR-0154,training,11,reading,G,0.9204,1
TR-0154,training,12,query,K,,1
TR-0155,training,0,reading,K,0.3692,1
TR-0155,training,1,reading,A,0.25,1
TR-0155,training,2,reading,J,-0.3662,1
TR-0155,training,3,reading,F,-0.3568,1
TR-0155,training,4,reading,E,-0.25,1
TR-0155,training,5,reading,C,-0.2548,1
TR-0155,training,6,reading,I,0.285,1
TR-0155,training,7,reading,D,0.4595,1
TR-0155,training,8,reading,H,0.9868,1
TR-0155,training,9,reading,L,-1.4754,1
TR-0155,training,10,reading,G,0.7759,1
TR-0155,training,11,reading,B,-0.25,1
TR-0155,training,12,query,G,,1
TR-0156,training,0,reading,L,-1.1456,1
TR-0156,training,1,reading,E,1.2137,1
TR-0156,training,2,reading,D,-0.9026,1
TR-0156,training,3,reading,I,-0.5288,1
TR-0156,training,4,reading,C,0.9822,1
TR-0156,training,5,reading,F,-0.5881,1
TR-0156,training,6,reading,H,0.6643,1
TR-0156,training,7,reading,K,0.25,1
TR-0156,training,8,reading,B,0.7396,1
TR-0156,training,9,reading,G,0.2579,1
TR-0156,training,10,reading,J,-0.2606,1
TR-0156,training,11,reading,A,2.0414,1
TR-0156,training,12,query,A,,1
TR-0157,training,0,reading,E,0.5238,1
TR-0157,training,1,reading,H,1.0883,1
TR-0157,training,2,reading,K,1.099,1
TR-0157,training,3,reading,F,0.394,1
TR-0157,training,4,reading,L,0.25,1
TR-0157,training,5,reading,D,-0.25,1
TR-0157,training,6,reading,G,0.6713,1
TR-0157,training,7,reading,J,-1.0977,1
TR-0157,training,8,reading,C,-0.6323,1
TR-0157,training,9,reading,B,0.8657,1
TR-0157,training,10,reading,A,0.7475,1
TR-0157,training,11,reading,I,1.5244,1
TR-0157,training,12,query,K,,1
TR-0158,training,0,reading,C,-1.8538,0
TR-0158,training,1,reading,E,-0.25,0
TR-0158,training,2,reading,G,-0.5357,0
TR-0158,training,3,reading,L,1.6467,0
TR-0158,training,4,reading,J,-1.504,0
TR-0158,training,5,reading,A,-2.4061,0
TR-0158,training,6,reading,F,0.25,0
TR-0158,training,7,reading,D,-0.25,0
TR-0158,training,8,reading,I,0.25,0
TR-0158,training,9,reading,H,-0.7291,0
TR-0158,training,10,reading,K,0.25,0
TR-0158,training,11,reading,B,-0.8569,0
TR-0158,training,12,query,E,,0
TR-0159,training,0,reading,G,0.4002,1
TR-0159,training,1,reading,K,1.0969,1
TR-0159,training,2,reading,L,0.4914,1
TR-0159,training,3,reading,A,0.25,1
TR-0159,training,4,reading,B,0.5024,1
TR-0159,training,5,reading,E,1.2691,1
TR-0159,training,6,reading,F,0.2531,1
TR-0159,training,7,reading,J,0.25,1
TR-0159,training,8,reading,C,-2.0232,1
TR-0159,training,9,reading,H,0.3115,1
TR-0159,training,10,reading,D,-0.5896,1
TR-0159,training,11,reading,I,0.25,1
TR-0159,training,12,query,A,,1
TR-0160,training,0,reading,C,1.2516,0
TR-0160,training,1,reading,K,-0.8143,0
TR-0160,training,2,reading,J,-0.8444,0
TR-0160,training,3,reading,D,-1.2312,0
TR-0160,training,4,reading,F,0.7,0
TR-0160,training,5,reading,E,-1.0247,0
TR-0160,training,6,reading,B,0.3951,0
TR-0160,training,7,reading,L,0.8515,0
TR-0160,training,8,reading,I,0.25,0
TR-0160,training,9,reading,A,0.6346,0
TR-0160,training,10,reading,G,0.25,0
TR-0160,training,11,reading,H,-0.8895,0
TR-0160,training,12,query,H,,0
TR-0161,training,0,reading,K,0.25,1
TR-0161,training,1,reading,D,-0.369,1
TR-0161,training,2,reading,L,1.4241,1
TR-0161,training,3,reading,C,0.6942,1
TR-0161,training,4,reading,F,-0.25,1
TR-0161,training,5,reading,I,-1.0997,1
TR-0161,training,6,reading,H,0.9843,1
TR-0161,training,7,reading,B,-0.25,1
TR-0161,training,8,reading,G,1.3631,1
TR-0161,training,9,reading,A,0.25,1
TR-0161,training,10,reading,E,-0.25,1
TR-0161,training,11,reading,J,-0.9075,1
TR-0161,training,12,query,A,,1
TR-0162,training,0,reading,I,0.25,0
TR-0162,training,1,reading,G,0.3257,0
TR-0162,training,2,reading,H,0.6097,0
TR-0162,training,3,reading,E,-0.3559,0
TR-0162,training,4,reading,B,-0.2539,0
TR-0162,training,5,reading,D,-0.5339,0
TR-0162,training,6,reading,C,0.5169,0
TR-0162,training,7,reading,L,2.1805,0
TR-0162,training,8,reading,K,-0.5917,0
TR-0162,training,9,reading,F,-1.6777,0
TR-0162,training,10,reading,A,1.5625,0
TR-0162,training,11,reading,J,-0.25,0
TR-0162,training,12,query,J,,0
TR-0163,training,0,reading,B,-2.2124,1
TR-0163,training,1,reading,C,-0.9134,1
TR-0163,training,2,reading,K,0.7924,1
TR-0163,training,3,reading,G,-0.676,1
TR-0163,training,4,reading,A,1.5223,1
TR-0163,training,5,reading,J,0.25,1
TR-0163,training,6,reading,L,1.0481,1
TR-0163,training,7,reading,D,-0.4235,1
TR-0163,training,8,reading,E,-2.0254,1
TR-0163,training,9,reading,H,0.25,1
TR-0163,training,10,reading,F,-0.7919,1
TR-0163,training,11,reading,I,-0.5162,1
TR-0163,training,12,query,K,,1
TR-0164,training,0,reading,B,-0.544,1
TR-0164,training,1,reading,A,-0.3288,1
TR-0164,training,2,reading,G,-0.25,1
TR-0164,training,3,reading,H,-1.9336,1
TR-0164,training,4,reading,K,-0.691,1
TR-0164,training,5,reading,L,0.25,1
TR-0164,training,6,reading,I,0.8293,1
TR-0164,training,7,reading,F,0.883,1
TR-0164,training,8,reading,D,0.7407,1
TR-0164,training,9,reading,C,-0.7154,1
TR-0164,training,10,reading,J,0.2855,1
TR-0164,training,11,reading,E,0.5931,1
TR-0164,training,12,query,E,,1
TR-0165,training,0,reading,J,-0.2576,0
TR-0165,training,1,reading,L,-0.2688,0
TR-0165,training,2,reading,K,-2.0261,0
TR-0165,training,3,reading,A,0.4859,0
TR-0165,training,4,reading,D,-0.8613,0
TR-0165,training,5,reading,F,-1.1448,0
TR-0165,training,6,reading,H,0.3398,0
TR-0165,training,7,reading,B,0.25,0
TR-0165,training,8,reading,I,-0.25,0
TR-0165,training,9,reading,E,1.3736,0
TR-0165,training,10,reading,G,-0.3967,0
TR-0165,training,11,reading,C,-1.6688,0
TR-0165,training,12,query,K,,0
TR-0166,training,0,reading,H,0.8491,1
TR-0166,training,1,reading,D,0.9639,1
TR-0166,training,2,reading,G,-0.7853,1
TR-0166,training,3,reading,B,-0.4189,1
TR-0166,training,4,reading,C,-0.6091,1
TR-0166,training,5,reading,K,-0.8079,1
TR-0166,training,6,reading,L,-1.5348,1
TR-0166,training,7,reading,A,0.9046,1
TR-0166,training,8,reading,F,-0.25,1
TR-0166,training,9,reading,J,-0.2812,1
TR-0166,training,10,reading,E,-1.3091,1
TR-0166,training,11,reading,I,-0.534,1
TR-0166,training,12,query,H,,1
TR-0167,training,0,reading,E,0.5853,0
TR-0167,training,1,reading,I,0.3363,0
TR-0167,training,2,reading,A,1.2706,0
TR-0167,training,3,reading,F,0.25,0
TR-0167,training,4,reading,L,-0.431,0
TR-0167,training,5,reading,H,-0.25,0
TR-0167,training,6,reading,B,-0.5878,0
TR-0167,training,7,reading,K,-1.254,0
TR-0167,training,8,reading,C,0.2644,0
TR-0167,training,9,reading,J,0.2682,0
TR-0167,training,10,reading,D,0.25,0
TR-0167,training,11,reading,G,0.25,0
TR-0167,training,12,query,L,,0
TR-0168,training,0,reading,G,0.25,1
TR-0168,training,1,reading,D,-1.4826,1
TR-0168,training,2,reading,L,0.3448,1
TR-0168,training,3,reading,E,0.25,1
TR-0168,training,4,reading,K,1.4969,1
TR-0168,training,5,reading,I,0.3017,1
TR-0168,training,6,reading,J,1.1066,1
TR-0168,training,7,reading,B,-1.129,1
TR-0168,training,8,reading,C,0.4932,1
TR-0168,training,9,reading,A,0.925,1
TR-0168,training,10,reading,H,1.1056,1
TR-0168,training,11,reading,F,1.7576,1
TR-0168,training,12,query,K,,1
TR-0169,training,0,reading,J,0.5907,0
TR-0169,training,1,reading,I,-1.4547,0
TR-0169,training,2,reading,H,-0.25,0
TR-0169,training,3,reading,F,-0.7242,0
TR-0169,training,4,reading,A,1.676,0
TR-0169,training,5,reading,E,0.9595,0
TR-0169,training,6,reading,L,0.25,0
TR-0169,training,7,reading,G,-0.25,0
TR-0169,training,8,reading,B,-0.6257,0
TR-0169,training,9,reading,D,0.505,0
TR-0169,training,10,reading,C,-0.9475,0
TR-0169,training,11,reading,K,-0.7758,0
TR-0169,training,12,query,C,,0
TR-0170,training,0,reading,L,0.3574,1
TR-0170,training,1,reading,E,-1.6979,1
TR-0170,training,2,reading,J,1.1882,1
TR-0170,training,3,reading,I,0.817,1
TR-0170,training,4,reading,G,-0.7533,1
TR-0170,training,5,reading,H,-0.7055,1
TR-0170,training,6,reading,C,-0.6267,1
TR-0170,training,7,reading,D,1.1123,1
TR-0170,training,8,reading,F,0.2704,1
TR-0170,training,9,reading,B,1.037,1
TR-0170,training,10,reading,A,0.2658,1
TR-0170,training,11,reading,K,0.25,1
TR-0170,training,12,query,D,,1
TR-0171,training,0,reading,D,-0.8996,1
TR-0171,training,1,reading,G,0.9079,1
TR-0171,training,2,reading,L,1.3878,1
TR-0171,training,3,reading,H,0.25,1
TR-0171,training,4,reading,B,0.5685,1
TR-0171,training,5,reading,C,-1.5157,1
TR-0171,training,6,reading,J,0.8505,1
TR-0171,training,7,reading,K,1.3749,1
TR-0171,training,8,reading,I,-0.25,1
TR-0171,training,9,reading,A,1.161,1
TR-0171,training,10,reading,E,0.25,1
TR-0171,training,11,reading,F,0.9934,1
TR-0171,training,12,query,K,,1
TR-0172,training,0,reading,G,0.25,1
TR-0172,training,1,reading,D,-0.8993,1
TR-0172,training,2,reading,F,1.3722,1
TR-0172,training,3,reading,L,0.6106,1
TR-0172,training,4,reading,E,-0.4815,1
TR-0172,training,5,reading,H,-0.3139,1
TR-0172,training,6,reading,A,0.2951,1
TR-0172,training,7,reading,J,-0.25,1
TR-0172,training,8,reading,K,1.5275,1
TR-0172,training,9,reading,B,-1.861,1
TR-0172,training,10,reading,I,0.25,1
TR-0172,training,11,reading,C,-0.6357,1
TR-0172,training,12,query,F,,1
TR-0173,training,0,reading,L,-1.1523,1
TR-0173,training,1,reading,I,0.25,1
TR-0173,training,2,reading,B,1.3812,1
TR-0173,training,3,reading,J,-1.3871,1
TR-0173,training,4,reading,F,0.4791,1
TR-0173,training,5,reading,G,0.25,1
TR-0173,training,6,reading,C,-0.9571,1
TR-0173,training,7,reading,D,0.9753,1
TR-0173,training,8,reading,K,0.25,1
TR-0173,training,9,reading,H,0.25,1
TR-0173,training,10,reading,A,-0.25,1
TR-0173,training,11,reading,E,1.2042,1
TR-0173,training,12,query,K,,1
TR-0174,training,0,reading,B,-1.318,0
TR-0174,training,1,reading,D,-0.4665,0
TR-0174,training,2,reading,G,-2.2665,0
TR-0174,training,3,reading,I,-0.5143,0
TR-0174,training,4,reading,C,0.25,0
TR-0174,training,5,reading,F,-1.4191,0
TR-0174,training,6,reading,J,-1.0981,0
TR-0174,training,7,reading,H,0.9172,0
TR-0174,training,8,reading,A,-1.4114,0
TR-0174,training,9,reading,L,-0.25,0
TR-0174,training,10,reading,E,-0.25,0
TR-0174,training,11,reading,K,1.361,0
TR-0174,training,12,query,I,,0
TR-0175,training,0,reading,I,0.8727,1
TR-0175,training,1,reading,G,-0.25,1
TR-0175,training,2,reading,L,0.4537,1
TR-0175,training,3,reading,C,0.4964,1
TR-0175,training,4,reading,D,0.9613,1
TR-0175,training,5,reading,K,-0.3688,1
TR-0175,training,6,reading,A,-0.5657,1
TR-0175,training,7,reading,H,-0.8955,1
TR-0175,training,8,reading,F,-0.3427,1
TR-0175,training,9,reading,E,1.0093,1
TR-0175,training,10,reading,B,-1.1257,1
TR-0175,training,11,reading,J,0.25,1
TR-0175,training,12,query,E,,1
TR-0176,training,0,reading,H,-0.9861,0
TR-0176,training,1,reading,G,1.1276,0
TR-0176,training,2,reading,C,0.8085,0
TR-0176,training,3,reading,K,-1.0981,0
TR-0176,training,4,reading,B,-1.7757,0
TR-0176,training,5,reading,I,0.25,0
TR-0176,training,6,reading,F,-0.8648,0
TR-0176,training,7,reading,A,0.7952,0
TR-0176,training,8,reading,D,0.3726,0
TR-0176,training,9,reading,J,-1.1522,0
TR-0176,training,10,reading,L,1.923,0
TR-0176,training,11,reading,E,-1.0383,0
TR-0176,training,12,query,F,,0
TR-0177,training,0,reading,C,1.2503,0
TR-0177,training,1,reading,D,-1.2181,0
TR-0177,training,2,reading,J,-1.1365,0
TR-0177,training,3,reading,A,-0.25,0
TR-0177,training,4,reading,B,0.3092,0
TR-0177,training,5,reading,I,-0.5849,0
TR-0177,training,6,reading,E,-1.8504,0
TR-0177,training,7,reading,K,-1.1469,0
TR-0177,training,8,reading,G,-1.5508,0
TR-0177,training,9,reading,H,1.1943,0
TR-0177,training,10,reading,F,-1.0628,0
TR-0177,training,11,reading,L,1.4483,0
TR-0177,training,12,query,A,,0
TR-0178,training,0,reading,G,-0.382,1
TR-0178,training,1,reading,H,1.1861,1
TR-0178,training,2,reading,J,0.5194,1
TR-0178,training,3,reading,A,-1.8465,1
TR-0178,training,4,reading,I,0.25,1
TR-0178,training,5,reading,E,-0.25,1
TR-0178,training,6,reading,K,0.5522,1
TR-0178,training,7,reading,D,0.906,1
TR-0178,training,8,reading,B,-0.25,1
TR-0178,training,9,reading,C,-0.25,1
