year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,flight,origin,dest,air_time,distance,hour,minute
2013,11,11,1654.0,-6.0,1929.0,-29.0,DL,1585,LGA,MCO,131.0,950,17,0
2013,11,11,1656.0,11.0,1927.0,11.0,DL,884,LGA,DEN,246.0,1620,16,45
2013,11,11,1730.0,-5.0,2010.0,-17.0,B6,327,EWR,MCO,136.0,937,17,35
2013,11,11,1758.0,28.0,1959.0,31.0,US,687,EWR,CLT,77.0,529,17,30
2013,11,11,1853.0,48.0,2053.0,63.0,AA,353,LGA,ORD,125.0,733,18,5
2013,11,11,1926.0,31.0,2122.0,47.0,AA,359,LGA,ORD,132.0,733,18,55
2013,11,11,1941.0,41.0,2115.0,32.0,UA,223,EWR,ORD,131.0,719,19,0
2013,11,11,1947.0,-3.0,2225.0,10.0,MQ,3662,LGA,ATL,116.0,762,19,50
2013,11,11,1950.0,-10.0,2047.0,-28.0,US,2162,LGA,BOS,37.0,184,20,0
2013,11,11,2036.0,-4.0,2311.0,9.0,EV,4085,EWR,OMA,188.0,1134,20,40
2013,11,11,2126.0,-14.0,2232.0,-18.0,MQ,3660,LGA,BNA,112.0,764,21,40
2013,11,11,2126.0,-3.0,7.0,-3.0,B6,527,EWR,MCO,135.0,937,21,29
2013,11,11,2143.0,-7.0,32.0,-4.0,B6,1183,JFK,MCO,137.0,944,21,50
2013,11,11,2219.0,-10.0,2318.0,-25.0,B6,234,JFK,BTV,47.0,266,22,29
2013,11,11,2220.0,170.0,2321.0,154.0,EV,5714,JFK,IAD,46.0,228,19,30
2013,11,12,540.0,-5.0,828.0,-27.0,AA,2243,JFK,MIA,150.0,1089,5,45
2013,11,12,555.0,-5.0,822.0,-5.0,DL,1377,LGA,ATL,120.0,762,6,0
2013,11,12,600.0,0.0,855.0,-38.0,UA,1480,EWR,SFO,333.0,2565,6,0
2013,11,12,603.0,3.0,830.0,5.0,WN,1716,LGA,ATL,122.0,762,6,0
2013,11,12,639.0,0.0,933.0,-22.0,UA,1439,EWR,LAX,323.0,2454,6,39
2013,11,12,645.0,-7.0,1005.0,10.0,UA,479,EWR,RSW,168.0,1068,6,52
2013,11,12,653.0,8.0,848.0,28.0,9E,3496,LGA,PIT,63.0,335,6,45
2013,11,12,657.0,-3.0,942.0,-41.0,DL,472,JFK,LAX,316.0,2475,7,0
2013,11,12,701.0,-4.0,919.0,3.0,EV,3842,EWR,GRR,105.0,605,7,5
2013,11,12,702.0,-8.0,1008.0,8.0,AA,2493,JFK,MCO,149.0,944,7,10
2013,11,12,716.0,-3.0,944.0,3.0,UA,573,EWR,MSY,185.0,1167,7,19
2013,11,12,717.0,-8.0,918.0,-9.0,DL,831,LGA,DTW,91.0,502,7,25
2013,11,12,735.0,5.0,1038.0,-22.0,VX,11,JFK,SFO,334.0,2586,7,30
2013,11,12,736.0,-9.0,840.0,-19.0,EV,5795,EWR,BTV,41.0,266,7,45
2013,11,12,752.0,-13.0,1135.0,30.0,DL,2395,LGA,PBI,162.0,1035,8,5
2013,11,12,921.0,-4.0,1258.0,-7.0,WN,2166,EWR,AUS,236.0,1504,9,25
2013,11,12,927.0,32.0,1100.0,35.0,EV,5220,LGA,ROC,46.0,254,8,55
2013,11,12,1003.0,3.0,1142.0,22.0,US,2175,LGA,DCA,45.0,214,10,0
2013,11,12,1013.0,-2.0,1312.0,-30.0,US,604,EWR,PHX,276.0,2133,10,15
2013,11,12,1154.0,-4.0,1511.0,5.0,B6,1129,JFK,RSW,178.0,1074,11,58
2013,11,12,1158.0,-2.0,1339.0,3.0,UA,255,LGA,ORD,115.0,733,12,0
2013,11,12,1215.0,15.0,1343.0,28.0,US,2179,LGA,DCA,42.0,214,12,0
2013,11,12,1245.0,0.0,1549.0,12.0,B6,383,JFK,MCO,156.0,944,12,45
2013,11,12,1306.0,-4.0,1602.0,5.0,UA,1692,EWR,MCO,148.0,937,13,10
2013,11,12,1355.0,10.0,1722.0,22.0,AA,1073,LGA,MIA,156.0,1096,13,45
2013,11,12,1444.0,-6.0,1611.0,-21.0,9E,2907,JFK,BUF,59.0,301,14,50
2013,11,12,1444.0,44.0,1545.0,36.0,B6,118,JFK,BOS,39.0,187,14,0
2013,11,12,1504.0,-1.0,1823.0,13.0,AA,1155,LGA,DFW,208.0,1389,15,5
2013,11,12,1546.0,-4.0,1728.0,-17.0,9E,2927,JFK,ORD,117.0,740,15,50
2013,11,12,1622.0,11.0,1942.0,27.0,B6,753,JFK,PBI,168.0,1028,16,11
2013,11,12,1627.0,-3.0,1754.0,-6.0,B6,2302,JFK,BUF,58.0,301,16,30
2013,11,12,1652.0,-8.0,2026.0,28.0,DL,1585,LGA,MCO,152.0,950,17,0
2013,11,12,1653.0,-7.0,1823.0,8.0,US,2156,LGA,BOS,36.0,184,17,0
2013,11,12,1657.0,-8.0,1848.0,-14.0,EV,4411,EWR,MEM,153.0,946,17,5
2013,11,12,1708.0,-2.0,1830.0,-5.0,MQ,3365,JFK,DCA,49.0,213,17,10
2013,11,12,1733.0,13.0,2032.0,2.0,AA,291,JFK,AUS,208.0,1521,17,20
2013,11,12,1827.0,22.0,1935.0,5.0,WN,1710,EWR,MDW,103.0,711,18,5
2013,11,12,1828.0,-2.0,2107.0,-36.0,UA,235,EWR,SNA,309.0,2434,18,30
2013,11,12,1858.0,-2.0,2135.0,-43.0,DL,1576,JFK,SAN,306.0,2446,19,0
2013,11,12,1859.0,-6.0,2050.0,10.0,EV,5383,LGA,ROC,44.0,254,19,5
2013,11,12,2030.0,90.0,2147.0,72.0,EV,4195,EWR,BNA,114.0,748,19,0
2013,11,12,2047.0,22.0,2344.0,4.0,UA,314,JFK,LAX,323.0,2475,20,25
2013,11,12,2105.0,30.0,2224.0,14.0,WN,168,LGA,MDW,105.0,725,20,35
2013,11,12,2152.0,-7.0,2302.0,-5.0,9E,3525,LGA,SYR,39.0,198,21,59
2013,11,13,552.0,-8.0,805.0,-22.0,DL,1377,LGA,ATL,107.0,762,6,0
2013,11,13,554.0,-6.0,847.0,-9.0,B6,371,LGA,FLL,147.0,1076,6,0
2013,11,13,556.0,-4.0,659.0,-20.0,EV,5747,LGA,IAD,46.0,229,6,0
2013,11,13,616.0,-4.0,758.0,-28.0,9E,3572,EWR,MSP,147.0,1008,6,20
2013,11,13,635.0,-10.0,758.0,-22.0,9E,3496,LGA,PIT,53.0,335,6,45
2013,11,13,720.0,-5.0,914.0,-13.0,DL,831,LGA,DTW,78.0,502,7,25
2013,11,13,750.0,-13.0,1011.0,-55.0,UA,450,EWR,DFW,172.0,1372,8,3
2013,11,13,756.0,-4.0,915.0,0.0,US,2171,LGA,DCA,49.0,214,8,0
2013,11,13,805.0,-9.0,1007.0,-35.0,EV,4364,EWR,MCI,140.0,1092,8,14
2013,11,13,818.0,-12.0,1003.0,-21.0,9E,2932,JFK,RDU,72.0,427,8,30
2013,11,13,820.0,-10.0,946.0,-15.0,9E,3579,LGA,IAD,44.0,229,8,30
2013,11,13,823.0,-6.0,1024.0,-4.0,B6,219,JFK,CLT,90.0,541,8,29
2013,11,13,846.0,16.0,1024.0,40.0,9E,2901,JFK,BOS,44.0,187,8,30
2013,11,13,956.0,-4.0,1247.0,-46.0,DL,469,JFK,SFO,324.0,2586,10,0
2013,11,13,959.0,97.0,1130.0,67.0,EV,4691,EWR,DAY,75.0,533,8,22
2013,11,13,1019.0,-6.0,1120.0,-7.0,B6,518,JFK,BOS,40.0,187,10,25
2013,11,13,1024.0,-5.0,1251.0,-39.0,UA,234,EWR,IAH,176.0,1400,10,29
2013,11,13,1027.0,-3.0,1227.0,-21.0,DL,2343,EWR,ATL,100.0,746,10,30
2013,11,13,1030.0,0.0,1334.0,-36.0,US,679,JFK,PHX,266.0,2153,10,30
2013,11,13,1039.0,14.0,1237.0,-10.0,EV,4495,EWR,SAV,101.0,708,10,25
2013,11,13,1053.0,-7.0,1250.0,-14.0,DL,1869,LGA,DTW,73.0,502,11,0
2013,11,13,1107.0,-7.0,1308.0,-39.0,UA,405,LGA,DEN,202.0,1620,11,14
2013,11,13,1111.0,-4.0,1246.0,-6.0,EV,5273,LGA,PIT,50.0,335,11,15
2013,11,13,1157.0,-3.0,1423.0,-14.0,DL,1947,LGA,ATL,97.0,762,12,0
2013,11,13,1213.0,-2.0,1400.0,-45.0,WN,332,EWR,DEN,208.0,1605,12,15
2013,11,13,1313.0,-2.0,1452.0,-14.0,US,802,EWR,CLT,75.0,529,13,15
2013,11,13,1323.0,-6.0,1510.0,-19.0,MQ,3340,LGA,DTW,80.0,502,13,29
2013,11,13,1339.0,-6.0,1619.0,-31.0,AA,117,JFK,LAX,300.0,2475,13,45
2013,11,13,1340.0,53.0,1448.0,33.0,EV,4682,EWR,PIT,51.0,319,12,47
2013,11,13,1445.0,-1.0,1618.0,-26.0,EV,4175,EWR,AVL,77.0,583,14,46
2013,11,13,1449.0,24.0,1655.0,5.0,MQ,3669,LGA,ATL,93.0,762,14,25
2013,11,13,1451.0,1.0,1647.0,-2.0,US,1995,LGA,CLT,74.0,544,14,50
2013,11,13,1456.0,14.0,1701.0,-27.0,UA,1111,EWR,LAS,277.0,2227,14,42
2013,11,13,1500.0,-5.0,1752.0,-13.0,DL,2181,LGA,MCO,129.0,950,15,5
2013,11,13,1512.0,0.0,1612.0,-29.0,EV,4502,EWR,BNA,98.0,748,15,12
2013,11,13,1614.0,-6.0,1929.0,-6.0,AA,172,EWR,MIA,161.0,1085,16,20
2013,11,13,1628.0,-2.0,1910.0,-47.0,US,516,EWR,PHX,266.0,2133,16,30
2013,11,13,1658.0,-7.0,1820.0,-42.0,EV,4411,EWR,MEM,125.0,946,17,5
2013,11,13,1714.0,-1.0,1926.0,21.0,AA,345,LGA,ORD,111.0,733,17,15
2013,11,13,1720.0,-5.0,1943.0,-16.0,EV,5298,LGA,OMA,147.0,1148,17,25
2013,11,13,1728.0,-2.0,2005.0,0.0,DL,1499,LGA,ATL,96.0,762,17,30
2013,11,13,1810.0,50.0,2036.0,76.0,MQ,3556,LGA,DTW,85.0,502,17,20
2013,11,13,1818.0,49.0,2059.0,31.0,UA,1109,EWR,MCO,125.0,937,17,29
2013,11,13,1830.0,0.0,2027.0,-20.0,DL,415,JFK,DTW,82.0,509,18,30
2013,11,13,1833.0,-2.0,1951.0,14.0,EV,5948,EWR,ALB,32.0,143,18,35
2013,11,13,1930.0,0.0,2116.0,-25.0,EV,4543,EWR,DSM,136.0,1017,19,30
2013,11,13,1937.0,17.0,2103.0,8.0,WN,152,LGA,MKE,106.0,738,19,20
2013,11,13,1952.0,-8.0,2100.0,-15.0,US,2162,LGA,BOS,39.0,184,20,0
2013,11,13,2100.0,46.0,2254.0,12.0,EV,4333,EWR,TUL,157.0,1215,20,14
2013,11,13,2102.0,-9.0,2253.0,-10.0,EV,4700,EWR,CLT,76.0,529,21,11
2013,11,13,2136.0,46.0,203.0,28.0,UA,1071,EWR,BQN,189.0,1585,20,50
2013,11,13,2224.0,129.0,2356.0,121.0,MQ,3535,JFK,CMH,69.0,483,20,15
2013,11,13,2258.0,91.0,127.0,71.0,UA,464,EWR,IAH,188.0,1400,21,27
2013,11,14,539.0,-6.0,833.0,-22.0,AA,2243,JFK,MIA,153.0,1089,5,45
2013,11,14,606.0,6.0,807.0,-3.0,EV,3819,EWR,CVG,90.0,569,6,0
2013,11,14,609.0,-6.0,747.0,-30.0,US,1899,JFK,CLT,77.0,541,6,15
2013,11,14,610.0,-10.0,813.0,-13.0,9E,3572,EWR,MSP,153.0,1008,6,20
2013,11,14,624.0,24.0,914.0,9.0,AA,1175,LGA,MIA,151.0,1096,6,0
2013,11,14,630.0,5.0,801.0,11.0,WN,1360,LGA,MDW,109.0,725,6,25
2013,11,14,641.0,11.0,853.0,3.0,MQ,3550,LGA,ATL,107.0,762,6,30
2013,11,14,641.0,-4.0,806.0,-14.0,9E,3496,LGA,PIT,59.0,335,6,45
2013,11,14,648.0,-12.0,811.0,-25.0,UA,331,LGA,ORD,118.0,733,7,0
2013,11,14,655.0,-5.0,1036.0,13.0,DL,472,JFK,LAX,347.0,2475,7,0
2013,11,14,704.0,-4.0,1005.0,-8.0,UA,1077,EWR,MIA,163.0,1085,7,8
2013,11,14,744.0,-1.0,1037.0,-21.0,DL,183,JFK,SEA,327.0,2422,7,45
2013,11,14,751.0,-5.0,946.0,-13.0,US,1733,LGA,CLT,81.0,544,7,56
2013,11,14,820.0,-5.0,921.0,-14.0,AA,84,JFK,BOS,41.0,187,8,25
2013,11,14,840.0,-5.0,1202.0,-4.0,B6,795,JFK,AUS,210.0,1521,8,45
2013,11,14,900.0,0.0,1022.0,-13.0,UA,235,LGA,ORD,116.0,733,9,0
2013,11,14,901.0,-9.0,1049.0,-41.0,EV,5443,LGA,CLT,83.0,544,9,10
2013,11,14,907.0,7.0,1127.0,-3.0,DL,394,EWR,ATL,108.0,746,9,0
2013,11,14,944.0,-5.0,1238.0,1.0,B6,483,JFK,MCO,137.0,944,9,49
2013,11,14,1017.0,41.0,1115.0,23.0,B6,116,JFK,SYR,44.0,209,9,36
2013,11,14,1023.0,-2.0,1121.0,-6.0,B6,518,JFK,BOS,41.0,187,10,25
2013,11,14,1030.0,0.0,1357.0,2.0,VX,23,JFK,SFO,359.0,2586,10,30
2013,11,14,1053.0,8.0,1304.0,-16.0,EV,4679,EWR,JAX,113.0,820,10,45
2013,11,14,1054.0,5.0,1226.0,-13.0,EV,4162,EWR,STL,132.0,872,10,49
2013,11,14,1112.0,-3.0,1410.0,-24.0,DL,2098,LGA,MIA,154.0,1096,11,15
2013,11,14,1137.0,7.0,1332.0,-12.0,DL,2219,LGA,MSP,151.0,1020,11,30
2013,11,14,1141.0,-4.0,1414.0,-19.0,UA,1180,EWR,MCO,130.0,937,11,45
2013,11,14,1219.0,-11.0,1355.0,-10.0,AA,329,LGA,ORD,120.0,733,12,30
2013,11,14,1224.0,-6.0,1500.0,-16.0,B6,127,EWR,MCO,132.0,937,12,30
2013,11,14,1253.0,-7.0,1555.0,-10.0,VX,165,EWR,LAX,341.0,2454,13,0
2013,11,14,1258.0,-2.0,1416.0,-18.0,EV,5378,LGA,PIT,53.0,335,13,0
2013,11,14,1320.0,-5.0,1445.0,-3.0,B6,2402,JFK,BUF,56.0,301,13,25
2013,11,14,1403.0,5.0,1538.0,-17.0,EV,4100,EWR,MEM,137.0,946,13,58
2013,11,14,1430.0,-2.0,1749.0,-10.0,UA,1296,EWR,SFO,359.0,2565,14,32
2013,11,14,1437.0,43.0,1713.0,27.0,UA,1122,EWR,PBI,144.0,1023,13,54
2013,11,14,1452.0,-3.0,1942.0,-9.0,DL,1,JFK,SJU,197.0,1598,14,55
2013,11,14,1455.0,0.0,1808.0,18.0,MQ,3070,JFK,TPA,152.0,1005,14,55
2013,11,14,1542.0,49.0,1845.0,16.0,UA,998,EWR,PHX,283.0,2133,14,53
2013,11,14,1551.0,1.0,1701.0,-9.0,WN,421,EWR,MDW,110.0,711,15,50
2013,11,14,1657.0,7.0,1917.0,-3.0,WN,356,LGA,DEN,230.0,1620,16,50
2013,11,14,1731.0,6.0,2025.0,-3.0,UA,475,EWR,IAH,203.0,1400,17,25
2013,11,14,1742.0,-3.0,1935.0,-19.0,DL,1321,EWR,MSP,146.0,1008,17,45
2013,11,14,1755.0,26.0,2039.0,11.0,UA,1109,EWR,MCO,133.0,937,17,29
2013,11,14,1802.0,-3.0,2051.0,-8.0,UA,1637,EWR,TPA,139.0,997,18,5
2013,11,14,1802.0,-8.0,2051.0,-38.0,B6,1013,JFK,LGB,333.0,2465,18,10
2013,11,14,1807.0,3.0,2140.0,5.0,UA,1481,EWR,PHX,294.0,2133,18,4
2013,11,14,1823.0,-7.0,2034.0,-2.0,DL,1531,EWR,DTW,86.0,488,18,30
2013,11,14,1845.0,15.0,2136.0,-13.0,DL,413,JFK,MIA,146.0,1089,18,30
2013,11,14,1904.0,-1.0,2152.0,-13.0,AA,1691,EWR,DFW,193.0,1372,19,5
2013,11,14,1912.0,12.0,2116.0,-8.0,9E,3992,LGA,GSP,93.0,610,19,0
2013,11,14,1938.0,3.0,2100.0,-32.0,EV,5287,LGA,MSN,117.0,812,19,35
2013,11,14,1942.0,12.0,2243.0,13.0,DL,1485,LGA,MCO,129.0,950,19,30
2013,11,14,1953.0,-7.0,2104.0,-13.0,9E,2950,JFK,BWI,36.0,184,20,0
2013,11,14,2003.0,1.0,2122.0,-1.0,UA,1703,EWR,BOS,42.0,200,20,2
2013,11,14,2031.0,6.0,2342.0,2.0,UA,314,JFK,LAX,342.0,2475,20,25
2013,11,14,2048.0,3.0,2344.0,-15.0,B6,1295,JFK,AUS,219.0,1521,20,45
2013,11,15,559.0,-11.0,918.0,23.0,AA,1103,LGA,DFW,213.0,1389,6,10
2013,11,15,603.0,-7.0,750.0,-22.0,DL,1919,LGA,MSP,149.0,1020,6,10
2013,11,15,622.0,-8.0,737.0,-8.0,EV,4533,EWR,BUF,49.0,282,6,30
2013,11,15,627.0,-8.0,914.0,-25.0,UA,1217,LGA,IAH,212.0,1416,6,35
2013,11,15,641.0,-4.0,812.0,-8.0,9E,3496,LGA,PIT,56.0,335,6,45
2013,11,15,656.0,-3.0,954.0,-11.0,UA,1299,EWR,RSW,164.0,1068,6,59
2013,11,15,702.0,27.0,857.0,-6.0,UA,245,EWR,DEN,219.0,1605,6,35
2013,11,15,745.0,-5.0,851.0,-21.0,EV,3815,EWR,ROC,44.0,246,7,50
2013,11,15,752.0,-8.0,926.0,11.0,US,2171,LGA,DCA,50.0,214,8,0
2013,11,15,909.0,9.0,1045.0,3.0,EV,5099,LGA,ORF,47.0,296,9,0
2013,11,15,911.0,-4.0,1220.0,-15.0,DL,874,LGA,MIA,166.0,1096,9,15
2013,11,15,947.0,-12.0,1130.0,-14.0,AA,1030,LGA,STL,138.0,888,9,59
2013,11,15,1004.0,14.0,1135.0,12.0,FL,160,LGA,CAK,66.0,397,9,50
2013,11,15,1012.0,92.0,1152.0,92.0,MQ,3531,LGA,RDU,68.0,431,8,40
2013,11,15,1036.0,51.0,1324.0,54.0,VX,251,JFK,LAS,325.0,2248,9,45
2013,11,15,1142.0,-3.0,1257.0,-18.0,WN,172,LGA,MDW,116.0,725,11,45
2013,11,15,1151.0,-4.0,1357.0,-28.0,UA,586,EWR,DEN,230.0,1605,11,55
2013,11,15,1244.0,-1.0,1421.0,-14.0,WN,1880,LGA,STL,141.0,888,12,45
2013,11,15,1253.0,-7.0,1353.0,-17.0,US,2148,LGA,BOS,42.0,184,13,0
2013,11,15,1255.0,-5.0,1535.0,-15.0,AA,1145,LGA,DFW,201.0,1389,13,0
2013,11,15,1321.0,-8.0,1430.0,-10.0,B6,308,JFK,PWM,46.0,273,13,29
2013,11,15,1324.0,-1.0,1629.0,3.0,UA,1164,EWR,FLL,158.0,1065,13,25
2013,11,15,1352.0,12.0,1738.0,23.0,WN,516,EWR,PHX,325.0,2133,13,40
2013,11,15,1416.0,-9.0,1650.0,0.0,MQ,3669,LGA,ATL,132.0,762,14,25
2013,11,15,1440.0,-5.0,1649.0,-31.0,9E,2918,JFK,IND,108.0,665,14,45
2013,11,15,1447.0,-4.0,1605.0,-1.0,EV,5801,EWR,BUF,51.0,282,14,51
2013,11,15,1453.0,-6.0,1742.0,-14.0,DL,1773,JFK,LAS,319.0,2248,14,59
2013,11,15,1459.0,13.0,1653.0,9.0,EV,4175,EWR,AVL,95.0,583,14,46
2013,11,15,1500.0,0.0,1727.0,-2.0,UA,745,LGA,DEN,228.0,1620,15,0
2013,11,15,1530.0,0.0,1856.0,-9.0,UA,257,JFK,SFO,349.0,2586,15,30
2013,11,15,1556.0,-3.0,1710.0,-22.0,UA,1564,EWR,ORD,113.0,719,15,59
2013,11,15,1558.0,-2.0,1851.0,10.0,DL,847,LGA,ATL,132.0,762,16,0
2013,11,15,1614.0,-7.0,1851.0,12.0,EV,5601,LGA,CLT,102.0,544,16,21
2013,11,15,1614.0,-6.0,1912.0,-23.0,AA,172,EWR,MIA,156.0,1085,16,20
2013,11,15,1647.0,-8.0,1842.0,2.0,MQ,3411,LGA,RDU,73.0,431,16,55
2013,11,15,1655.0,-5.0,1933.0,-6.0,DL,221,LGA,ATL,122.0,762,17,0
2013,11,15,1718.0,-6.0,1959.0,6.0,UA,509,LGA,DEN,240.0,1620,17,24
2013,11,15,1721.0,21.0,2039.0,25.0,DL,706,JFK,AUS,231.0,1521,17,0
2013,11,15,1739.0,9.0,1930.0,2.0,US,687,EWR,CLT,87.0,529,17,30
2013,11,15,1753.0,-2.0,2117.0,3.0,DL,1211,LGA,RSW,173.0,1080,17,55
2013,11,15,1801.0,-9.0,2024.0,3.0,DL,2019,LGA,MSP,152.0,1020,18,10
2013,11,15,1805.0,115.0,2106.0,108.0,UA,1064,EWR,FLL,162.0,1065,16,10
2013,11,15,1923.0,-7.0,2145.0,7.0,EV,4361,EWR,TYS,109.0,631,19,30
2013,11,15,1925.0,-5.0,2124.0,-1.0,MQ,3349,LGA,MSP,149.0,1020,19,30
2013,11,15,1927.0,-3.0,2246.0,-14.0,DL,1768,JFK,SLC,277.0,1990,19,30
2013,11,15,1939.0,-6.0,2035.0,-26.0,9E,2951,JFK,PHL,28.0,94,19,45
2013,11,15,1953.0,-3.0,2221.0,-13.0,DL,2454,JFK,DEN,235.0,1626,19,56
2013,11,15,2009.0,-1.0,2211.0,-8.0,EV,4348,EWR,MSP,153.0,1008,20,10
2013,11,15,2030.0,0.0,2140.0,-25.0,WN,3494,EWR,MDW,107.0,711,20,30
2013,11,15,2100.0,0.0,2316.0,-12.0,DL,1247,LGA,ATL,114.0,762,21,0
2013,11,15,2107.0,32.0,11.0,-3.0,UA,1651,EWR,SFO,345.0,2565,20,35
2013,11,16,553.0,-7.0,839.0,-17.0,B6,371,LGA,FLL,145.0,1076,6,0
2013,11,16,607.0,-8.0,758.0,-20.0,US,883,EWR,CLT,89.0,529,6,15
2013,11,16,655.0,-5.0,1017.0,-6.0,DL,472,JFK,LAX,345.0,2475,7,0
2013,11,16,655.0,-5.0,1023.0,8.0,VX,399,JFK,LAX,354.0,2475,7,0
2013,11,16,709.0,-11.0,855.0,-28.0,DL,831,LGA,DTW,84.0,502,7,20
2013,11,16,740.0,-5.0,1029.0,-14.0,B6,1717,LGA,TPA,148.0,1010,7,45
2013,11,16,756.0,-4.0,1121.0,-15.0,UA,397,JFK,SFO,356.0,2586,8,0
2013,11,16,836.0,24.0,1031.0,2.0,EV,4111,EWR,CHS,92.0,628,8,12
2013,11,16,851.0,-8.0,1146.0,-13.0,AA,1121,LGA,DFW,209.0,1389,8,59
2013,11,16,855.0,-5.0,1128.0,-29.0,B6,27,EWR,MCO,130.0,937,9,0
2013,11,16,901.0,-9.0,1057.0,-13.0,MQ,3565,LGA,CLT,92.0,544,9,10
2013,11,16,926.0,-4.0,1103.0,-25.0,9E,3531,LGA,RDU,73.0,431,9,30
2013,11,16,929.0,-6.0,1229.0,-15.0,DL,1174,LGA,PBI,150.0,1035,9,35
2013,11,16,949.0,-10.0,1107.0,-9.0,EV,5711,JFK,IAD,49.0,228,9,59
2013,11,16,1002.0,1.0,1320.0,-2.0,UA,421,EWR,SFO,351.0,2565,10,1
2013,11,16,1030.0,0.0,1410.0,35.0,AA,179,JFK,SFO,365.0,2586,10,30
2013,11,16,1042.0,24.0,1154.0,17.0,EV,3806,EWR,IAD,38.0,212,10,18
2013,11,16,1123.0,4.0,1355.0,-20.0,UA,1143,EWR,PBI,137.0,1023,11,19
2013,11,16,1135.0,5.0,1348.0,10.0,DL,2219,LGA,MSP,168.0,1020,11,30
2013,11,16,1208.0,-12.0,1355.0,-5.0,AA,329,LGA,ORD,131.0,733,12,20
2013,11,16,1213.0,-2.0,1316.0,-17.0,EV,4214,EWR,BUF,47.0,282,12,15
2013,11,16,1301.0,12.0,1619.0,5.0,UA,394,EWR,SFO,355.0,2565,12,49
2013,11,16,1307.0,-8.0,1609.0,-21.0,B6,1639,LGA,RSW,158.0,1080,13,15
2013,11,16,1327.0,27.0,1425.0,12.0,US,2181,LGA,DCA,44.0,214,13,0
2013,11,16,1338.0,-2.0,1637.0,-8.0,DL,1779,LGA,FLL,155.0,1076,13,40
2013,11,16,1342.0,-3.0,1559.0,-11.0,WN,1611,LGA,DEN,242.0,1620,13,45
2013,11,16,1422.0,-8.0,1659.0,4.0,MQ,3669,LGA,ATL,125.0,762,14,30
2013,11,16,1451.0,5.0,1735.0,-12.0,UA,395,EWR,FLL,139.0,1065,14,46
2013,11,16,1454.0,-6.0,1737.0,0.0,DL,2347,LGA,ATL,121.0,762,15,0
2013,11,16,1508.0,-7.0,1658.0,-15.0,EV,4368,EWR,DAY,90.0,533,15,15
2013,11,16,1523.0,13.0,1954.0,-26.0,AA,95,JFK,SJU,177.0,1598,15,10
2013,11,16,1525.0,-4.0,1636.0,-24.0,EV,5803,EWR,PIT,52.0,319,15,29
2013,11,16,1526.0,-4.0,1824.0,-16.0,WN,1424,EWR,HOU,216.0,1411,15,30
2013,11,16,1604.0,-14.0,1719.0,-44.0,EV,5484,LGA,BNA,115.0,764,16,18
2013,11,16,1608.0,8.0,1722.0,-3.0,EV,4580,EWR,MKE,121.0,725,16,0
2013,11,16,1612.0,77.0,1756.0,71.0,MQ,2815,JFK,CLE,75.0,425,14,55
2013,11,16,1623.0,-2.0,1738.0,-15.0,9E,2904,JFK,BOS,41.0,187,16,25
2013,11,16,1624.0,-6.0,1952.0,-18.0,VX,27,JFK,SFO,370.0,2586,16,30
2013,11,16,1633.0,43.0,1914.0,8.0,DL,2280,JFK,FLL,140.0,1069,15,50
2013,11,16,1645.0,30.0,1929.0,14.0,AA,65,JFK,DFW,202.0,1391,16,15
2013,11,16,1730.0,1.0,1953.0,0.0,F9,507,LGA,DEN,243.0,1620,17,29
2013,11,16,1730.0,-5.0,1953.0,-15.0,9E,2934,JFK,MCI,182.0,1113,17,35
2013,11,16,1738.0,-2.0,2040.0,5.0,AA,67,JFK,SAN,343.0,2446,17,40
2013,11,16,1750.0,-10.0,1912.0,-28.0,MQ,3674,LGA,CLE,67.0,419,18,0
2013,11,16,1816.0,-9.0,2124.0,-25.0,AS,5,EWR,SEA,345.0,2402,18,25
2013,11,16,1824.0,-5.0,1936.0,-9.0,EV,3811,EWR,BUF,50.0,282,18,29
2013,11,16,1841.0,-4.0,2127.0,-20.0,DL,2391,JFK,TPA,144.0,1005,18,45
2013,11,16,1859.0,-1.0,2227.0,-19.0,DL,434,JFK,SFO,360.0,2586,19,0
2013,11,16,1919.0,-1.0,2230.0,-13.0,B6,71,JFK,SLC,294.0,1990,19,20
2013,11,16,1922.0,8.0,2154.0,-10.0,UA,1111,EWR,LAS,313.0,2227,19,14
2013,11,16,1933.0,37.0,2208.0,0.0,UA,1416,EWR,FLL,137.0,1065,18,56
2013,11,16,1951.0,-9.0,2049.0,-26.0,9E,2950,JFK,BWI,36.0,184,20,0
2013,11,16,2132.0,26.0,2351.0,8.0,B6,1677,JFK,JAX,118.0,828,21,6
2013,11,16,2207.0,-8.0,2256.0,-21.0,EV,4194,EWR,ALB,31.0,143,22,15
2013,11,17,25.0,26.0,440.0,-5.0,B6,745,JFK,PSE,179.0,1617,23,59
2013,11,17,45.0,310.0,206.0,274.0,EV,5287,LGA,MSN,125.0,812,19,35
2013,11,17,523.0,8.0,813.0,5.0,UA,1540,EWR,IAH,209.0,1400,5,15
2013,11,17,556.0,-4.0,733.0,-23.0,DL,328,EWR,DTW,80.0,488,6,0
2013,11,17,611.0,-4.0,901.0,-12.0,UA,371,EWR,FLL,148.0,1065,6,15
2013,11,17,702.0,2.0,1022.0,-1.0,DL,472,JFK,LAX,344.0,2475,7,0
