job_id,item_count,active_packers,distinct_skus,fragile_pct,walking_distance_m,rush_order,packing_minutes
PACK-0516,78,2,11,35.1,253.6,0,62.4
PACK-0517,141,5,10,34.3,320.2,0,57.79
PACK-0518,427,8,5,19.3,333.9,0,54.99
PACK-0519,329,4,2,34.0,181.5,0,52.51
PACK-0520,485,7,19,30.8,310.0,0,77.54
PACK-0521,243,6,52,47.0,288.4,0,84.77
PACK-0522,135,5,24,29.4,290.4,0,62.75
PACK-0523,289,5,7,11.0,337.9,0,60.25
PACK-0524,76,1,1,33.4,385.6,0,56.44
PACK-0525,438,5,12,34.2,77.9,0,85.52
PACK-0526,162,6,26,24.7,140.2,1,63.3
PACK-0527,127,2,1,19.5,111.7,0,51.03
PACK-0528,162,1,4,13.4,157.2,0,101.57
PACK-0529,220,8,2,13.9,321.9,0,45.81
PACK-0530,488,7,25,23.4,171.1,0,66.79
PACK-0531,220,1,8,5.5,710.6,0,130.1
PACK-0532,457,8,15,15.6,246.1,1,62.7
PACK-0533,358,4,9,33.2,305.1,0,72.67
PACK-0534,113,8,7,21.2,149.2,1,53.12
PACK-0535,232,8,13,46.7,122.6,0,57.66
PACK-0536,398,3,22,56.3,173.3,1,115.56
PACK-0537,182,6,14,14.8,222.0,0,59.13
PACK-0538,148,5,2,17.2,141.6,0,29.29
PACK-0539,33,6,10,28.6,79.6,1,41.19
PACK-0540,249,2,1,28.1,117.6,0,77.14
PACK-0541,384,4,19,29.6,325.5,0,79.14
PACK-0542,58,4,8,15.6,183.4,0,37.01
PACK-0543,348,3,1,10.8,247.6,0,70.27
PACK-0544,159,4,6,6.1,298.8,0,54.76
PACK-0545,131,1,23,18.1,301.4,0,102.78
PACK-0546,291,5,4,11.1,83.1,0,56.02
PACK-0547,334,1,4,68.9,190.4,1,186.63
PACK-0548,420,4,23,38.0,310.8,0,97.94
PACK-0549,32,1,11,7.5,363.5,0,45.92
PACK-0550,114,4,3,24.0,140.1,0,51.11
PACK-0551,477,8,12,39.0,192.7,0,72.24
PACK-0552,234,3,3,39.7,618.2,0,70.53
PACK-0553,433,1,3,40.6,251.2,0,206.15
PACK-0554,298,1,36,19.2,117.6,0,171.74
PACK-0555,179,3,3,28.1,181.5,1,59.8
PACK-0556,348,2,4,54.9,182.5,0,101.31
PACK-0557,134,8,3,11.6,96.3,0,33.37
PACK-0558,184,4,12,5.3,593.2,0,65.13
PACK-0559,84,8,1,18.4,147.5,0,23.47
PACK-0560,100,8,6,25.7,138.9,0,36.04
PACK-0561,392,7,7,20.4,318.5,0,61.19
PACK-0562,123,3,2,26.1,156.9,0,38.37
PACK-0563,214,1,2,15.6,414.4,1,115.8
PACK-0564,222,5,11,43.9,48.3,1,63.91
PACK-0565,344,3,2,5.0,89.7,1,79.87
PACK-0566,495,4,13,20.0,221.4,1,102.52
PACK-0567,78,2,26,46.7,219.3,0,68.68
PACK-0568,278,8,2,13.8,70.1,1,45.38
PACK-0569,500,4,4,26.8,143.3,0,84.59
PACK-0570,456,5,10,14.1,139.1,0,70.96
PACK-0571,464,5,18,6.6,289.4,0,91.72
PACK-0572,406,8,10,16.6,258.4,0,59.02
PACK-0573,298,4,20,7.7,176.7,0,74.23
PACK-0574,469,3,4,45.0,85.5,0,95.28
PACK-0575,133,7,30,19.6,62.4,0,57.91
PACK-0576,198,6,4,53.9,261.7,0,52.93
PACK-0577,224,2,3,11.6,174.2,0,70.42
PACK-0578,255,3,20,14.0,691.7,0,93.86
PACK-0579,432,6,27,12.7,167.0,1,78.86
PACK-0580,100,8,3,25.2,73.3,0,36.6
PACK-0581,405,3,16,41.9,204.3,0,107.6
PACK-0582,465,7,1,18.3,325.2,0,48.62
PACK-0583,159,3,20,2.4,94.0,1,70.73
PACK-0584,344,6,6,18.5,321.1,0,58.08
PACK-0585,337,1,6,42.7,322.3,0,173.52
PACK-0586,203,3,3,13.2,204.3,0,55.4
PACK-0587,183,5,12,15.4,48.4,0,52.25
PACK-0588,498,8,11,52.8,441.5,0,69.66
PACK-0589,92,4,3,8.3,80.5,0,34.0
PACK-0590,352,8,4,42.1,432.0,0,50.71
PACK-0591,293,2,3,37.1,198.2,0,91.81
PACK-0592,325,3,9,6.0,521.5,0,82.31
PACK-0593,447,3,10,6.8,327.3,0,95.01
PACK-0594,85,7,12,23.2,625.6,0,55.24
PACK-0595,465,8,3,20.5,241.1,1,63.27
PACK-0596,448,1,3,29.6,198.7,0,218.1
PACK-0597,498,5,19,23.8,216.4,0,91.9
PACK-0598,347,1,17,16.7,139.7,0,181.64
PACK-0599,222,5,2,47.6,237.7,1,49.15
PACK-0600,211,3,11,0.8,563.9,0,72.52
PACK-0601,370,8,3,48.1,318.5,0,41.97
PACK-0602,121,7,10,41.4,376.5,0,43.71
PACK-0603,199,5,4,43.0,360.8,0,54.01
PACK-0604,416,6,17,28.8,43.4,1,68.39
PACK-0605,235,6,11,11.2,151.2,1,55.59
PACK-0606,139,8,1,24.7,315.9,0,28.24
PACK-0607,318,2,4,22.3,312.3,0,103.75
PACK-0608,120,1,20,14.0,585.4,0,111.36
PACK-0609,353,8,7,16.0,47.4,0,53.73
PACK-0610,182,2,14,4.0,227.5,0,74.14
PACK-0611,287,1,5,13.5,170.2,0,143.03
PACK-0612,71,6,6,27.5,174.6,1,48.49
PACK-0613,443,4,3,8.0,78.1,1,80.6
PACK-0614,175,7,1,4.1,117.3,1,32.26
PACK-0615,417,3,38,29.8,250.3,0,111.72
PACK-0616,62,1,8,22.4,163.8,0,64.82
PACK-0617,374,8,5,20.7,76.1,1,49.92
PACK-0618,152,4,15,32.9,509.1,0,64.84
PACK-0619,167,6,8,13.0,251.8,0,46.94
PACK-0620,248,2,6,40.8,106.7,0,92.62
PACK-0621,446,7,4,19.3,48.5,1,56.76
PACK-0622,95,4,1,18.6,102.4,1,33.98
PACK-0623,391,8,3,22.8,43.5,0,52.49
PACK-0624,192,7,4,6.4,135.7,0,39.51
PACK-0625,64,4,4,22.9,206.5,0,36.95
PACK-0626,36,5,1,4.0,384.3,0,34.6
PACK-0627,64,3,4,27.8,297.3,0,42.07
PACK-0628,35,4,6,12.5,90.4,0,39.01
PACK-0629,38,6,12,4.9,85.7,0,42.63
PACK-0630,428,2,6,39.2,285.3,1,129.36
PACK-0631,398,7,10,20.4,529.2,0,67.09
PACK-0632,191,6,4,37.9,83.8,0,36.38
PACK-0633,341,8,12,16.8,351.1,0,50.14
PACK-0634,49,2,4,19.9,140.4,0,51.29
PACK-0635,443,3,48,18.8,90.0,0,111.05
PACK-0636,180,5,6,12.4,622.9,0,47.57
PACK-0637,445,7,5,5.3,148.1,0,50.27
PACK-0638,478,1,4,18.1,327.3,0,241.7
PACK-0639,189,2,13,24.2,247.0,0,76.65
PACK-0640,211,1,6,28.1,39.4,1,122.96
PACK-0641,465,7,4,58.6,424.8,0,68.34
PACK-0642,90,6,8,27.2,396.6,0,46.86
PACK-0643,222,6,14,42.8,131.1,0,51.37
PACK-0644,212,6,5,52.3,147.4,0,53.6
PACK-0645,340,4,24,16.6,208.5,0,85.95
PACK-0646,296,4,9,12.9,326.9,0,70.8
PACK-0647,375,5,10,19.8,238.6,1,83.99
PACK-0648,174,6,1,47.6,309.8,0,44.1
PACK-0649,51,5,23,19.8,38.6,1,49.93
PACK-0650,31,1,18,4.6,213.9,1,57.42
PACK-0651,434,7,8,18.9,731.1,0,72.4
PACK-0652,456,5,1,28.7,129.3,0,52.83
PACK-0653,443,6,4,14.7,90.1,0,67.45
PACK-0654,462,6,9,32.1,154.7,0,70.1
PACK-0655,118,6,33,20.8,345.9,1,70.63
PACK-0656,338,1,5,33.2,257.8,0,178.41
PACK-0657,186,5,7,25.3,290.8,0,54.37
PACK-0658,249,2,7,20.2,561.1,0,88.81
PACK-0659,178,6,4,51.8,55.1,0,45.39
PACK-0660,304,5,12,15.5,252.9,0,64.81
PACK-0661,332,3,13,12.9,783.7,0,96.38
PACK-0662,121,5,23,6.7,139.4,0,49.67
PACK-0663,385,5,2,39.8,296.4,0,61.84
PACK-0664,151,5,3,15.3,52.9,0,35.73
PACK-0665,466,4,3,27.6,251.8,0,81.46
PACK-0666,72,3,3,27.8,232.7,1,44.75
PACK-0667,122,1,4,31.9,234.4,0,90.42
PACK-0668,316,3,10,19.5,118.2,1,87.08
PACK-0669,76,1,9,33.9,342.8,1,82.43
PACK-0670,330,8,4,28.0,269.3,0,42.44
PACK-0671,123,7,5,51.5,100.7,0,43.46
PACK-0672,333,2,18,24.7,87.4,0,111.84
PACK-0673,493,6,4,21.4,165.7,0,67.59
PACK-0674,313,7,3,13.1,199.3,0,43.52
PACK-0675,331,7,9,34.4,126.1,0,48.98
PACK-0676,434,5,7,13.6,309.6,0,76.74
PACK-0677,77,4,13,8.7,377.8,0,50.71
PACK-0678,287,8,6,1.3,248.5,0,44.82
PACK-0679,249,3,5,5.6,232.9,1,69.27
PACK-0680,112,7,5,8.4,142.5,1,49.01
PACK-0681,30,4,31,15.1,137.4,1,60.18
PACK-0682,412,8,25,16.7,283.3,0,65.18
PACK-0683,143,6,4,6.6,270.1,1,47.43
PACK-0684,229,6,2,36.5,352.9,0,39.02
PACK-0685,255,3,4,15.4,241.2,0,64.93
PACK-0686,310,3,17,36.7,235.6,0,97.04
PACK-0687,281,4,38,7.0,382.0,0,82.07
PACK-0688,175,3,31,8.8,24.4,0,70.35
PACK-0689,252,7,15,12.2,199.5,0,52.86
PACK-0690,347,4,1,16.6,46.3,0,55.14
PACK-0691,274,5,19,45.3,160.1,1,85.97
PACK-0692,122,6,8,21.9,529.7,1,50.74
PACK-0693,437,6,11,45.4,112.3,0,75.29
PACK-0694,437,3,7,24.6,386.7,0,93.43
PACK-0695,344,1,4,14.4,141.3,1,175.98
PACK-0696,86,8,16,23.7,204.0,1,56.65
PACK-0697,279,1,2,37.8,22.1,0,133.37
PACK-0698,209,4,6,10.6,265.0,0,49.95
PACK-0699,50,5,10,25.8,494.2,0,38.42
PACK-0700,471,2,1,39.6,104.7,0,112.8
PACK-0701,72,3,2,26.1,303.9,0,31.11
PACK-0702,291,1,7,29.5,204.7,0,164.55
PACK-0703,120,5,11,53.6,125.0,1,59.08
PACK-0704,243,4,3,25.9,257.2,1,58.82
PACK-0705,373,7,5,18.6,68.4,0,49.4
PACK-0706,424,5,4,24.3,443.1,0,75.93
PACK-0707,458,7,2,51.9,240.8,0,54.65
PACK-0708,387,2,10,15.1,97.1,0,118.45
PACK-0709,491,6,19,21.0,285.0,0,79.49
PACK-0710,339,1,19,13.0,90.7,0,177.02
PACK-0711,288,5,4,17.7,216.3,0,49.81
PACK-0712,337,4,6,4.9,854.3,0,66.23
PACK-0713,428,7,4,5.8,433.9,1,61.76
PACK-0714,409,3,2,46.0,406.6,0,91.43
PACK-0715,90,1,6,17.9,187.9,0,69.58
PACK-0716,65,8,7,2.6,244.5,0,33.2
PACK-0717,287,3,8,39.2,76.8,0,81.54
PACK-0718,65,2,2,28.6,110.7,0,31.87
PACK-0719,44,5,2,35.6,510.3,0,42.09
PACK-0720,497,7,6,16.4,82.2,0,66.32
PACK-0721,64,7,8,17.0,318.8,0,44.16
PACK-0722,68,6,36,9.3,190.8,1,58.76
PACK-0723,187,3,12,11.2,394.4,1,68.71
PACK-0724,280,6,16,12.3,186.8,0,58.83
PACK-0725,313,8,4,24.6,146.9,0,46.73
PACK-0726,396,8,3,42.8,220.9,1,58.65
PACK-0727,120,2,8,11.5,211.0,0,51.14
PACK-0728,475,1,3,37.3,197.8,0,231.76
PACK-0729,379,6,16,23.8,180.6,0,67.76
PACK-0730,102,3,27,5.3,59.4,0,62.44
PACK-0731,50,4,26,14.2,85.7,1,56.85
PACK-0732,138,1,3,47.9,315.8,0,89.96
PACK-0733,178,2,48,10.0,464.3,0,88.54
PACK-0734,110,3,25,52.3,289.4,0,70.92
PACK-0735,471,8,15,32.6,223.7,0,72.55
PACK-0736,330,5,3,21.2,145.4,0,49.48
PACK-0737,208,2,11,4.6,283.4,0,79.66
PACK-0738,368,6,23,9.2,347.5,1,82.44
PACK-0739,376,5,5,4.5,349.4,0,63.55
PACK-0740,455,5,5,24.8,498.0,0,76.02
PACK-0741,51,1,11,40.4,479.9,0,65.32
PACK-0742,114,1,6,4.3,90.1,0,78.03
PACK-0743,414,3,6,31.6,122.8,0,95.36
PACK-0744,351,5,6,19.2,416.0,0,68.51
PACK-0745,121,4,6,17.3,211.1,0,46.83
PACK-0746,146,5,6,14.2,158.3,1,55.49
PACK-0747,446,1,2,16.9,262.0,0,220.48
PACK-0748,340,4,17,18.8,85.1,0,76.61
PACK-0749,133,2,4,16.2,72.6,0,48.06
PACK-0750,197,8,34,4.6,81.2,1,65.54
PACK-0751,448,6,7,7.4,526.2,0,69.41
PACK-0752,271,6,12,21.0,146.1,0,60.0
PACK-0753,344,3,5,1.9,234.4,0,76.52
PACK-0754,419,3,2,7.3,245.1,1,95.38
PACK-0755,492,7,7,31.6,136.8,0,63.68
PACK-0756,422,8,38,47.0,297.5,0,71.37
PACK-0757,287,5,11,21.2,90.1,0,55.16
PACK-0758,190,5,2,16.7,86.1,0,37.05
PACK-0759,251,5,40,13.8,124.7,0,77.18
PACK-0760,451,1,11,20.7,159.0,0,227.68
PACK-0761,166,1,11,14.9,577.5,1,122.26
PACK-0762,294,8,5,54.9,414.9,0,62.64
PACK-0763,180,7,3,29.5,148.6,1,44.67
PACK-0764,125,3,6,25.8,84.0,0,49.52
PACK-0765,92,6,20,16.0,51.3,1,61.52
PACK-0766,421,5,11,28.1,109.3,0,78.46
PACK-0767,170,8,9,16.0,218.5,1,55.46
PACK-0768,241,7,13,9.2,204.2,0,59.11
PACK-0769,229,5,3,12.1,267.4,0,49.08
PACK-0770,259,6,3,27.4,528.4,0,52.43
PACK-0771,477,6,12,11.6,87.2,0,75.28
PACK-0772,272,4,12,11.0,380.1,0,71.29
PACK-0773,291,1,8,27.2,51.1,0,148.1
PACK-0774,84,7,24,13.1,86.7,1,51.04
PACK-0775,181,5,13,24.4,188.3,1,71.38
PACK-0776,217,4,14,25.0,352.8,0,61.12
PACK-0777,223,6,2,12.4,155.8,0,43.76
PACK-0778,218,6,6,22.6,262.8,0,50.39
PACK-0779,268,3,15,10.0,476.6,1,92.45
PACK-0780,345,1,4,31.1,147.2,0,166.17
PACK-0781,150,1,10,31.1,146.7,0,96.09
PACK-0782,266,2,6,15.0,152.5,0,85.2
PACK-0783,277,3,53,13.9,168.1,0,100.74
PACK-0784,224,8,6,40.0,118.9,1,52.6
PACK-0785,147,5,6,25.4,412.0,0,54.58
PACK-0786,495,8,28,23.1,429.8,0,78.76
PACK-0787,77,8,4,24.2,395.0,0,31.99
PACK-0788,144,1,26,11.8,291.0,0,105.86
PACK-0789,332,7,7,30.1,263.6,0,49.17
PACK-0790,36,6,32,20.7,472.7,0,50.61
PACK-0791,356,5,1,40.7,227.3,0,48.86
PACK-0792,294,2,2,42.4,78.1,0,81.76
PACK-0793,473,4,11,11.7,505.7,1,105.43
PACK-0794,42,6,15,22.8,330.7,0,45.81
PACK-0795,376,1,2,30.3,284.5,0,184.7
PACK-0796,199,5,2,22.8,466.9,1,54.39
PACK-0797,470,1,17,31.1,613.5,1,254.02
PACK-0798,223,7,11,50.8,197.5,0,61.25
PACK-0799,44,3,6,16.6,331.5,1,51.98
PACK-0800,49,7,2,20.4,494.6,0,39.1
PACK-0801,352,6,8,5.6,482.2,0,59.55
PACK-0802,406,4,30,10.7,161.4,0,89.28
PACK-0803,371,5,3,41.6,443.4,0,69.46
PACK-0804,174,3,9,26.1,215.3,0,56.8
PACK-0805,170,8,2,25.5,48.8,0,26.91
PACK-0806,326,6,5,16.1,270.6,0,58.32
PACK-0807,165,8,7,16.6,53.4,0,31.36
PACK-0808,500,6,3,30.0,115.5,1,64.69
PACK-0809,437,6,31,27.3,97.9,0,78.3
PACK-0810,446,4,2,9.2,187.4,0,75.16
PACK-0811,371,6,7,29.6,135.5,0,67.28
PACK-0812,215,3,5,51.5,619.8,0,68.73
PACK-0813,144,6,6,52.6,145.2,0,46.87
PACK-0814,157,8,8,12.3,161.1,0,52.82
PACK-0815,30,8,7,13.0,109.9,1,31.94
PACK-0816,259,1,8,32.8,59.3,0,145.12
PACK-0817,230,5,1,45.4,245.2,0,49.24
PACK-0818,120,6,12,17.1,174.1,0,49.07
PACK-0819,306,8,17,18.1,98.2,0,55.36
PACK-0820,264,6,4,52.6,222.3,0,45.13
PACK-0821,157,4,26,33.7,188.0,0,54.07
PACK-0822,244,1,8,26.6,250.6,1,154.21
PACK-0823,409,3,5,28.5,99.3,0,90.02
PACK-0824,197,6,3,20.5,65.9,1,47.95
PACK-0825,295,3,21,30.7,40.3,0,80.13
PACK-0826,389,1,12,26.3,406.4,0,206.19
PACK-0827,334,2,6,27.3,279.7,0,105.62
PACK-0828,53,8,19,26.8,441.5,1,58.77
PACK-0829,116,2,4,11.0,332.1,0,58.56
PACK-0830,276,3,5,17.9,295.1,1,71.06
PACK-0831,279,7,7,28.1,303.4,0,62.9
PACK-0832,167,2,6,22.5,497.9,0,81.15
PACK-0833,285,2,11,12.2,318.9,0,92.58
PACK-0834,447,6,7,35.1,89.1,0,64.61
PACK-0835,338,6,1,12.4,140.1,0,47.12
PACK-0836,30,1,6,24.8,219.5,0,44.9
PACK-0837,189,8,13,22.1,297.9,0,49.4
PACK-0838,155,3,3,22.5,367.9,0,58.44
PACK-0839,175,2,22,31.4,34.0,0,83.7
PACK-0840,307,8,7,64.3,73.1,0,58.72
PACK-0841,398,8,2,24.9,65.7,0,47.1
PACK-0842,306,8,1,15.8,113.7,0,37.83
PACK-0843,166,1,6,31.5,423.8,1,112.47
PACK-0844,300,1,7,11.7,282.2,0,160.19
PACK-0845,188,6,8,49.2,252.9,0,53.91
PACK-0846,486,7,2,15.9,273.4,0,57.3
PACK-0847,268,2,1,17.8,297.1,0,73.38
PACK-0848,332,6,5,10.5,144.3,1,56.62
PACK-0849,343,2,4,9.9,184.9,0,100.75
PACK-0850,367,7,19,6.1,308.8,0,65.0
PACK-0851,421,5,2,0.9,559.0,0,60.4
PACK-0852,105,4,67,68.1,286.7,0,76.89
PACK-0853,391,1,3,15.6,114.3,0,197.95
PACK-0854,472,8,5,31.9,790.1,0,68.21
PACK-0855,60,4,1,5.4,168.1,0,25.56
PACK-0856,256,4,1,14.5,181.6,0,43.95
PACK-0857,431,3,11,22.6,135.1,1,107.93
PACK-0858,43,2,53,9.7,108.8,0,63.73
PACK-0859,249,4,2,6.0,64.2,0,44.7
PACK-0860,237,8,43,4.6,33.2,1,69.66
PACK-0861,385,5,4,1.3,86.2,0,58.94
PACK-0862,142,8,9,41.1,166.7,0,44.27
PACK-0863,192,8,18,2.2,281.8,0,46.22
PACK-0864,458,2,5,16.3,264.2,0,130.36
PACK-0865,117,4,12,26.8,335.7,0,52.55
PACK-0866,457,7,25,39.2,162.8,0,83.1
PACK-0867,136,6,7,21.1,240.4,0,43.44
PACK-0868,439,7,3,49.2,278.8,0,65.48
PACK-0869,163,7,14,15.8,132.8,0,40.99
PACK-0870,431,6,13,52.6,58.2,0,71.99
PACK-0871,209,6,7,19.2,226.1,1,64.27
PACK-0872,257,5,3,16.0,206.9,0,49.83
PACK-0873,167,1,8,24.5,152.3,0,102.58
PACK-0874,35,7,2,14.7,587.2,0,37.58
PACK-0875,316,8,7,41.2,150.0,0,46.36
PACK-0876,64,8,4,7.4,473.2,0,33.44
PACK-0877,312,5,15,21.0,191.8,0,69.39
PACK-0878,203,1,2,8.3,168.6,0,116.08
PACK-0879,183,7,13,30.3,206.5,0,59.59
PACK-0880,389,8,14,8.7,201.8,0,59.99
PACK-0881,272,1,4,19.3,658.2,0,145.92
PACK-0882,327,1,29,5.1,116.6,0,180.44
PACK-0883,115,2,7,15.1,69.8,1,61.54
PACK-0884,174,8,1,28.5,38.2,0,21.46
PACK-0885,265,6,4,29.9,107.3,0,50.55
PACK-0886,489,8,5,17.7,64.3,0,55.71
PACK-0887,303,4,14,14.1,177.4,0,69.04
PACK-0888,384,1,1,18.6,59.4,0,174.27
PACK-0889,327,8,18,13.4,488.2,1,69.99
PACK-0890,195,6,5,19.6,62.3,0,44.62
PACK-0891,429,7,27,15.2,102.4,0,69.89
PACK-0892,335,5,44,37.7,83.7,0,82.43
PACK-0893,132,5,16,30.3,316.5,1,62.52
PACK-0894,464,7,2,16.8,155.6,0,53.41
PACK-0895,473,2,3,39.2,385.2,0,134.74
PACK-0896,474,7,12,22.8,149.8,0,69.46
PACK-0897,366,4,4,44.9,66.3,1,84.64
PACK-0898,76,1,2,36.2,141.2,0,65.11
PACK-0899,451,3,8,18.2,209.8,0,97.82
PACK-0900,177,2,4,39.3,444.0,0,74.19
PACK-0901,419,8,8,14.5,51.1,0,60.66
PACK-0902,142,8,13,7.9,295.0,1,63.54
PACK-0903,246,2,17,3.2,130.7,0,91.3
PACK-0904,59,2,8,16.7,160.9,1,60.86
PACK-0905,386,1,25,5.3,68.2,0,208.07
PACK-0906,391,7,11,7.5,280.2,0,57.76
PACK-0907,387,7,4,56.7,426.3,0,59.13
PACK-0908,485,8,15,33.9,129.8,0,65.8
PACK-0909,160,3,11,3.3,281.8,1,65.15
PACK-0910,206,7,20,27.2,201.2,0,55.3
PACK-0911,178,4,8,20.0,359.9,0,62.53
PACK-0912,379,5,4,60.2,148.8,0,65.58
PACK-0913,450,2,8,11.8,245.2,0,132.01
PACK-0914,291,4,5,1.4,175.2,0,51.7
PACK-0915,46,7,8,17.4,173.9,1,41.72
PACK-0916,443,1,23,9.5,207.7,0,229.03
PACK-0917,411,6,49,17.2,69.6,0,73.32
PACK-0918,499,7,21,23.7,261.2,0,85.66
PACK-0919,490,6,5,29.4,230.6,0,66.7
PACK-0920,490,6,6,19.3,112.2,0,72.56
PACK-0921,181,5,11,26.1,103.9,1,60.92
PACK-0922,391,3,10,28.5,55.7,0,92.43
PACK-0923,97,7,2,33.1,508.3,0,34.32
PACK-0924,136,8,1,24.5,105.9,0,27.79
PACK-0925,311,6,4,36.0,185.1,0,50.58
PACK-0926,497,7,3,21.5,127.8,0,58.83
PACK-0927,92,1,3,12.2,131.1,0,69.72
PACK-0928,400,2,2,42.1,387.2,0,114.51
PACK-0929,266,6,5,26.8,294.9,0,47.95
PACK-0930,372,4,7,19.8,117.7,0,77.83
PACK-0931,378,8,12,25.7,222.1,1,53.91
PACK-0932,495,7,11,38.8,115.3,0,77.3
PACK-0933,196,4,8,29.0,153.2,0,55.03
PACK-0934,385,2,6,13.7,68.0,0,108.58
PACK-0935,325,1,2,22.4,483.0,0,167.88
PACK-0936,106,3,31,22.4,78.7,0,68.69
PACK-0937,98,8,4,33.4,375.6,0,49.14
PACK-0938,414,3,3,17.4,241.3,1,92.04
PACK-0939,83,3,4,22.2,353.6,0,47.58
PACK-0940,386,8,20,40.5,130.0,0,64.06
PACK-0941,374,7,6,54.2,118.6,0,66.25
PACK-0942,112,3,3,17.7,80.4,0,36.38
PACK-0943,183,7,4,25.0,223.0,0,47.47
PACK-0944,91,1,4,53.2,399.2,0,68.54
PACK-0945,126,1,24,8.4,37.8,0,95.48
PACK-0946,98,8,5,6.4,243.5,0,32.79
PACK-0947,453,3,4,15.3,389.3,0,90.44
PACK-0948,163,8,5,3.8,221.4,0,42.98
PACK-0949,183,2,2,9.1,185.5,0,55.06
PACK-0950,35,2,10,16.0,50.0,0,47.98
PACK-0951,361,4,3,60.1,141.0,0,67.84
PACK-0952,428,7,40,15.6,537.7,0,83.84
PACK-0953,223,3,6,32.5,741.8,1,85.97
PACK-0954,126,6,32,36.6,172.2,1,70.13
PACK-0955,274,2,4,25.0,412.7,1,100.89
PACK-0956,70,2,2,24.8,337.2,0,42.1
PACK-0957,346,8,6,53.6,159.5,0,55.52
PACK-0958,211,5,10,15.0,770.5,0,71.45
PACK-0959,488,5,19,39.8,192.2,0,83.85
PACK-0960,272,5,16,14.8,170.0,1,73.35
PACK-0961,241,5,22,17.1,480.5,0,67.57
PACK-0962,476,4,14,19.9,308.6,1,95.42
PACK-0963,121,2,2,14.7,159.6,0,47.31
PACK-0964,287,4,15,22.4,316.1,1,72.31
PACK-0965,184,3,4,5.4,309.2,0,57.83
PACK-0966,38,3,4,29.7,206.4,0,28.59
PACK-0967,57,8,4,43.1,545.2,0,32.08
PACK-0968,379,5,17,29.9,283.9,0,71.92
PACK-0969,341,4,3,14.8,81.1,1,68.03
PACK-0970,175,8,2,15.3,116.9,0,29.87
PACK-0971,38,5,16,12.6,252.7,0,39.24
PACK-0972,369,4,4,14.4,58.2,0,68.72
PACK-0973,95,4,4,32.9,217.2,1,52.61
PACK-0974,69,5,29,18.0,157.4,0,50.19
PACK-0975,138,4,2,20.9,346.3,1,50.03
PACK-0976,354,7,7,20.3,240.3,0,50.59
PACK-0977,188,6,1,3.5,276.8,1,38.6
PACK-0978,413,2,7,24.7,82.5,0,127.48
PACK-0979,187,1,10,22.1,276.8,0,125.67
PACK-0980,414,7,16,20.4,163.1,0,73.86
PACK-0981,278,6,6,3.6,83.0,1,53.83
PACK-0982,494,1,9,10.7,361.1,0,254.26
PACK-0983,378,1,22,29.7,143.2,0,211.54
PACK-0984,155,8,3,13.8,424.9,1,40.75
PACK-0985,477,5,4,13.9,460.8,0,74.84
PACK-0986,431,1,2,31.6,457.5,0,219.02
PACK-0987,334,3,10,4.7,313.8,0,88.82
PACK-0988,72,8,11,9.2,529.6,0,44.94
PACK-0989,74,3,1,38.3,186.7,0,33.28
PACK-0990,117,7,7,6.7,283.9,0,42.2
PACK-0991,364,3,4,35.3,91.9,0,76.78
PACK-0992,490,2,3,23.3,449.9,1,142.29
PACK-0993,293,6,8,25.1,513.9,0,62.07
PACK-0994,73,7,2,22.1,164.3,0,29.98
PACK-0995,329,6,12,1.1,169.8,0,55.34
PACK-0996,285,1,23,15.4,92.4,1,170.2
PACK-0997,276,7,5,3.4,93.6,1,48.34
PACK-0998,305,5,1,42.0,327.4,0,50.02
PACK-0999,411,1,5,31.5,238.3,0,196.37
PACK-1000,447,2,9,17.3,139.1,0,127.59
PACK-1001,265,2,19,1.2,158.7,0,99.23
PACK-1002,318,1,6,15.7,132.9,0,161.02
PACK-1003,490,3,20,20.9,108.4,0,113.09
PACK-1004,383,1,7,45.8,124.1,1,203.16
PACK-1005,395,1,4,11.8,70.2,1,194.34
PACK-1006,190,2,4,28.7,253.5,0,64.91
PACK-1007,129,5,10,32.2,147.9,0,48.88
PACK-1008,183,6,16,25.2,207.5,0,60.55
PACK-1009,405,7,10,32.3,265.5,0,63.53
PACK-1010,423,1,16,12.4,148.8,0,215.34
PACK-1011,451,6,10,9.5,145.4,1,65.33
PACK-1012,31,6,2,38.8,288.5,0,28.9
PACK-1013,235,5,17,17.4,134.0,0,58.48
PACK-1014,214,1,43,46.2,153.9,0,141.31
PACK-1015,332,6,10,55.8,204.8,0,62.69
PACK-1016,125,4,2,10.4,274.4,1,50.73
PACK-1017,226,6,27,18.3,115.9,0,57.39
PACK-1018,137,2,3,5.8,517.0,0,53.48
PACK-1019,183,7,12,35.7,85.9,0,47.2
PACK-1020,222,6,14,14.5,131.1,0,55.99
PACK-1021,245,4,15,13.5,248.3,0,69.23
PACK-1022,168,7,10,21.3,219.9,0,49.07
PACK-1023,183,5,2,3.6,293.6,0,40.36
PACK-1024,434,3,3,19.8,157.3,0,88.52
PACK-1025,130,2,6,21.8,99.6,1,59.64
PACK-1026,129,7,3,5.1,407.9,0,39.83
PACK-1027,114,5,20,26.2,430.0,0,63.31
PACK-1028,320,6,1,4.8,34.6,0,37.38
PACK-1029,97,7,2,45.5,50.6,0,26.77
PACK-1030,147,8,3,19.7,381.0,0,43.08
PACK-1031,32,4,3,20.4,100.9,0,24.82
