station_hour_id,hour,hour_sin,hour_cos,temperature_c,rain_mm,weekend,nearby_event,bikes_available,empty_docks,next_hour_rentals,empty_next_hour
BS-0362,14,-0.5,-0.86603,6.4,2.2,1,0,8,32,10,0
BS-0363,2,0.5,0.86603,4.6,0.0,0,0,19,21,3,0
BS-0364,5,0.96593,0.25882,6.0,0.0,0,0,14,26,3,0
BS-0365,10,0.5,-0.86603,26.9,1.2,0,0,9,31,21,0
BS-0366,11,0.25882,-0.96593,30.6,0.0,0,0,17,23,18,0
BS-0367,14,-0.5,-0.86603,10.0,0.0,0,0,20,20,11,0
BS-0368,20,-0.86603,0.5,9.7,0.0,0,0,13,27,21,0
BS-0369,11,0.25882,-0.96593,19.9,0.0,0,0,8,32,17,0
BS-0370,5,0.96593,0.25882,29.4,0.0,0,0,19,21,11,0
BS-0371,6,1.0,0.0,10.9,0.0,1,0,4,36,14,0
BS-0372,11,0.25882,-0.96593,23.2,0.0,1,0,15,25,13,0
BS-0373,16,-0.86603,-0.5,3.3,0.0,0,0,16,24,35,1
BS-0374,4,0.86603,0.5,2.1,0.0,0,0,20,20,2,0
BS-0375,12,0.0,-1.0,5.3,0.0,0,0,23,17,12,0
BS-0376,5,0.96593,0.25882,18.9,0.0,0,0,10,30,20,1
BS-0377,4,0.86603,0.5,5.9,0.0,0,0,21,19,7,0
BS-0378,18,-1.0,-0.0,28.9,0.0,1,0,18,22,30,0
BS-0379,5,0.96593,0.25882,16.6,0.0,0,0,29,11,11,0
BS-0380,17,-0.96593,-0.25882,24.8,1.8,1,0,2,38,28,0
BS-0381,21,-0.70711,0.70711,26.3,0.0,0,0,16,24,17,0
BS-0382,10,0.5,-0.86603,16.2,3.3,0,0,20,20,13,0
BS-0383,0,0.0,1.0,14.3,0.0,0,1,29,11,21,0
BS-0384,4,0.86603,0.5,27.0,0.0,0,1,20,20,22,0
BS-0385,13,-0.25882,-0.96593,20.3,0.0,0,0,11,29,23,1
BS-0386,10,0.5,-0.86603,21.5,0.0,1,0,10,30,25,1
BS-0387,11,0.25882,-0.96593,4.1,0.0,1,0,27,13,23,0
BS-0388,6,1.0,0.0,7.5,0.0,1,0,23,17,8,0
BS-0389,10,0.5,-0.86603,20.0,6.9,0,0,9,31,1,0
BS-0390,15,-0.70711,-0.70711,12.5,0.0,0,0,20,20,17,0
BS-0391,0,0.0,1.0,4.6,1.8,0,0,33,7,1,0
BS-0392,6,1.0,0.0,12.9,0.0,0,0,21,19,11,0
BS-0393,20,-0.86603,0.5,5.2,0.0,0,0,22,18,5,0
BS-0394,18,-1.0,-0.0,11.9,0.0,1,0,15,25,21,0
BS-0395,17,-0.96593,-0.25882,5.9,0.0,0,0,23,17,30,0
BS-0396,13,-0.25882,-0.96593,11.4,0.0,0,0,19,21,13,0
BS-0397,11,0.25882,-0.96593,18.4,2.8,0,1,14,26,16,0
BS-0398,14,-0.5,-0.86603,8.2,1.8,1,0,22,18,17,0
BS-0399,12,0.0,-1.0,0.5,0.9,1,1,26,14,24,0
BS-0400,4,0.86603,0.5,23.8,0.0,1,0,16,24,7,0
BS-0401,16,-0.86603,-0.5,4.2,0.0,0,0,14,26,23,0
BS-0402,9,0.70711,-0.70711,8.5,0.5,0,0,15,25,26,0
BS-0403,17,-0.96593,-0.25882,8.5,6.5,0,0,18,22,11,0
BS-0404,23,-0.25882,0.96593,9.5,0.0,0,0,19,21,6,0
BS-0405,14,-0.5,-0.86603,13.5,0.0,0,1,8,32,25,1
BS-0406,8,0.86603,-0.5,15.1,0.0,0,0,11,29,17,0
BS-0407,18,-1.0,-0.0,14.0,0.0,1,0,16,24,24,0
BS-0408,18,-1.0,-0.0,18.3,0.0,0,0,22,18,36,0
BS-0409,8,0.86603,-0.5,10.5,0.0,0,0,1,39,20,0
BS-0410,1,0.25882,0.96593,3.4,0.0,0,0,12,28,4,0
BS-0411,11,0.25882,-0.96593,18.5,1.6,0,0,22,18,8,0
BS-0412,17,-0.96593,-0.25882,24.3,0.0,0,0,3,37,36,1
BS-0413,23,-0.25882,0.96593,3.6,0.0,0,0,18,22,8,0
BS-0414,20,-0.86603,0.5,21.6,0.4,0,0,17,23,15,0
BS-0415,17,-0.96593,-0.25882,10.2,0.0,0,0,9,31,15,0
BS-0416,18,-1.0,-0.0,17.2,0.0,0,0,15,25,37,0
BS-0417,13,-0.25882,-0.96593,23.1,0.0,0,0,22,18,20,0
BS-0418,4,0.86603,0.5,9.8,2.8,1,0,27,13,1,0
BS-0419,1,0.25882,0.96593,6.0,0.0,0,0,24,16,3,0
BS-0420,20,-0.86603,0.5,25.3,0.0,0,0,16,24,19,0
BS-0421,14,-0.5,-0.86603,19.2,0.0,0,0,12,28,18,0
BS-0422,4,0.86603,0.5,9.9,0.0,0,0,15,25,8,0
BS-0423,21,-0.70711,0.70711,0.2,0.7,0,0,15,25,5,0
BS-0424,6,1.0,0.0,10.8,5.4,0,0,27,13,2,0
BS-0425,3,0.70711,0.70711,21.1,0.0,0,1,11,29,17,1
BS-0426,14,-0.5,-0.86603,2.4,0.0,0,0,30,10,17,0
BS-0427,11,0.25882,-0.96593,23.9,3.0,0,1,15,25,16,0
BS-0428,2,0.5,0.86603,22.2,0.0,1,0,20,20,4,0
BS-0429,4,0.86603,0.5,7.9,1.4,0,0,27,13,3,0
BS-0430,8,0.86603,-0.5,34.1,0.0,1,1,18,22,32,0
BS-0431,4,0.86603,0.5,13.6,0.6,0,1,8,32,14,1
BS-0432,17,-0.96593,-0.25882,1.0,2.9,0,0,27,13,14,0
BS-0433,22,-0.5,0.86603,11.7,0.0,1,0,25,15,4,0
BS-0434,4,0.86603,0.5,29.6,0.0,1,0,14,26,10,0
BS-0435,21,-0.70711,0.70711,-2.5,0.0,0,0,25,15,6,0
BS-0436,9,0.70711,-0.70711,24.6,0.0,0,0,23,17,27,0
BS-0437,22,-0.5,0.86603,21.5,0.0,0,0,25,15,12,0
BS-0438,5,0.96593,0.25882,6.8,0.0,0,0,6,34,8,0
BS-0439,21,-0.70711,0.70711,15.2,2.7,0,0,24,16,1,0
BS-0440,0,0.0,1.0,5.4,0.0,1,1,1,39,13,1
BS-0441,21,-0.70711,0.70711,12.0,0.0,0,0,22,18,15,0
BS-0442,5,0.96593,0.25882,4.6,1.7,0,0,16,24,5,0
BS-0443,7,0.96593,-0.25882,4.1,0.0,1,1,15,25,27,0
BS-0444,10,0.5,-0.86603,27.3,0.0,1,0,26,14,22,0
BS-0445,7,0.96593,-0.25882,18.5,0.0,1,0,11,29,21,1
BS-0446,13,-0.25882,-0.96593,24.0,0.0,0,0,11,29,22,1
BS-0447,8,0.86603,-0.5,6.1,2.6,0,0,27,13,13,0
BS-0448,3,0.70711,0.70711,7.8,3.6,0,0,21,19,2,0
BS-0449,2,0.5,0.86603,3.1,0.0,1,0,17,23,5,0
BS-0450,20,-0.86603,0.5,14.6,0.0,0,0,27,13,17,0
BS-0451,10,0.5,-0.86603,20.9,4.7,1,0,26,14,4,0
BS-0452,0,0.0,1.0,6.4,0.0,1,0,14,26,2,0
BS-0453,12,0.0,-1.0,9.0,0.0,1,0,11,29,26,1
BS-0454,12,0.0,-1.0,19.6,0.0,0,0,18,22,13,0
BS-0455,18,-1.0,-0.0,25.5,0.7,0,0,12,28,33,0
BS-0456,2,0.5,0.86603,6.9,0.0,0,0,10,30,4,0
BS-0457,2,0.5,0.86603,21.6,0.0,0,0,8,32,6,0
BS-0458,17,-0.96593,-0.25882,7.1,0.0,0,0,13,27,35,1
BS-0459,14,-0.5,-0.86603,6.3,0.0,0,0,25,15,19,0
BS-0460,5,0.96593,0.25882,9.0,5.0,0,0,17,23,1,0
BS-0461,6,1.0,0.0,4.7,0.4,1,0,18,22,7,0
BS-0462,11,0.25882,-0.96593,19.9,0.0,0,0,12,28,17,0
BS-0463,20,-0.86603,0.5,8.0,0.0,0,0,15,25,13,0
BS-0464,21,-0.70711,0.70711,8.6,0.0,1,0,19,21,9,0
BS-0465,22,-0.5,0.86603,3.3,0.0,1,0,19,21,5,0
BS-0466,21,-0.70711,0.70711,12.3,0.0,0,0,14,26,12,0
BS-0467,22,-0.5,0.86603,23.8,0.0,0,1,12,28,16,0
BS-0468,16,-0.86603,-0.5,5.9,0.0,0,0,15,25,27,1
BS-0469,13,-0.25882,-0.96593,13.7,0.3,1,0,12,28,24,0
BS-0470,19,-0.96593,0.25882,23.9,0.0,0,0,13,27,28,0
BS-0471,10,0.5,-0.86603,31.8,0.0,0,0,18,22,19,0
BS-0472,14,-0.5,-0.86603,19.3,0.0,1,0,11,29,19,1
BS-0473,11,0.25882,-0.96593,16.3,0.0,0,0,9,31,19,0
BS-0474,9,0.70711,-0.70711,9.2,0.0,0,1,16,24,20,0
BS-0475,0,0.0,1.0,10.2,0.0,1,0,26,14,5,0
BS-0476,9,0.70711,-0.70711,26.4,0.8,0,0,27,13,26,0
BS-0477,13,-0.25882,-0.96593,18.7,0.0,0,1,10,30,25,1
BS-0478,6,1.0,0.0,17.6,1.1,0,0,4,36,15,1
BS-0479,21,-0.70711,0.70711,15.1,0.0,0,0,23,17,16,0
BS-0480,15,-0.70711,-0.70711,28.1,0.0,1,1,6,34,40,1
BS-0481,9,0.70711,-0.70711,7.5,0.0,0,0,5,35,24,1
BS-0482,2,0.5,0.86603,5.4,0.0,0,0,26,14,4,0
BS-0483,6,1.0,0.0,19.1,0.0,0,0,12,28,16,0
BS-0484,18,-1.0,-0.0,26.8,0.0,0,1,26,14,22,0
BS-0485,6,1.0,0.0,24.2,0.4,0,0,21,19,20,0
BS-0486,14,-0.5,-0.86603,28.1,0.0,0,0,15,25,18,0
BS-0487,10,0.5,-0.86603,12.7,1.6,1,0,15,25,10,0
BS-0488,18,-1.0,-0.0,12.3,0.0,1,0,24,16,21,0
BS-0489,15,-0.70711,-0.70711,9.5,0.0,1,0,26,14,18,0
BS-0490,18,-1.0,-0.0,22.3,0.0,1,0,22,18,34,0
BS-0491,9,0.70711,-0.70711,19.7,0.0,0,0,16,24,33,1
BS-0492,16,-0.86603,-0.5,23.1,0.0,0,0,12,28,29,1
BS-0493,10,0.5,-0.86603,21.7,0.0,1,0,16,24,18,0
BS-0494,8,0.86603,-0.5,6.3,0.0,0,0,9,31,20,0
BS-0495,1,0.25882,0.96593,22.7,3.0,1,0,23,17,4,0
BS-0496,10,0.5,-0.86603,10.3,0.0,1,0,19,21,18,0
BS-0497,15,-0.70711,-0.70711,20.8,0.0,1,0,21,19,27,0
BS-0498,8,0.86603,-0.5,21.6,5.6,0,0,15,25,6,0
BS-0499,12,0.0,-1.0,19.9,1.2,0,0,13,27,12,0
BS-0500,9,0.70711,-0.70711,10.5,0.0,0,0,15,25,21,0
BS-0501,0,0.0,1.0,26.2,0.0,0,0,5,35,5,0
BS-0502,16,-0.86603,-0.5,22.1,0.0,1,0,1,39,30,1
BS-0503,10,0.5,-0.86603,5.7,2.6,0,0,17,23,9,0
BS-0504,9,0.70711,-0.70711,23.4,6.4,0,0,15,25,10,0
BS-0505,14,-0.5,-0.86603,14.8,0.0,0,0,20,20,15,0
BS-0506,13,-0.25882,-0.96593,24.1,0.0,0,0,7,33,15,0
BS-0507,2,0.5,0.86603,22.9,0.0,0,0,19,21,6,0
BS-0508,11,0.25882,-0.96593,7.5,0.9,0,0,8,32,10,0
BS-0509,2,0.5,0.86603,22.9,0.0,1,0,15,25,11,0
BS-0510,6,1.0,0.0,17.5,0.0,0,0,17,23,18,0
BS-0511,23,-0.25882,0.96593,29.3,0.0,0,0,19,21,6,0
BS-0512,6,1.0,0.0,2.1,0.0,0,0,20,20,19,0
BS-0513,3,0.70711,0.70711,14.2,0.0,0,0,12,28,6,0
BS-0514,7,0.96593,-0.25882,18.6,0.0,1,0,3,37,27,1
BS-0515,10,0.5,-0.86603,17.0,0.0,0,0,13,27,23,1
BS-0516,18,-1.0,-0.0,9.9,0.0,1,0,15,25,14,0
BS-0517,7,0.96593,-0.25882,25.5,0.0,0,0,16,24,22,0
BS-0518,20,-0.86603,0.5,16.6,2.3,0,0,20,20,4,0
BS-0519,12,0.0,-1.0,12.3,2.1,1,0,26,14,12,0
BS-0520,0,0.0,1.0,15.6,0.0,0,0,21,19,9,0
BS-0521,15,-0.70711,-0.70711,4.0,0.9,0,0,15,25,16,0
BS-0522,3,0.70711,0.70711,21.6,0.0,1,0,16,24,8,0
BS-0523,9,0.70711,-0.70711,24.8,0.0,0,0,11,29,28,1
BS-0524,20,-0.86603,0.5,23.5,0.0,1,0,13,27,19,0
BS-0525,10,0.5,-0.86603,15.0,0.0,0,0,20,20,15,0
BS-0526,22,-0.5,0.86603,11.6,0.0,0,0,11,29,5,0
BS-0527,18,-1.0,-0.0,18.7,3.3,1,0,23,17,18,0
BS-0528,7,0.96593,-0.25882,7.5,0.0,0,0,21,19,22,0
BS-0529,22,-0.5,0.86603,20.0,0.0,0,0,24,16,11,0
BS-0530,13,-0.25882,-0.96593,18.1,0.0,0,0,16,24,23,1
BS-0531,0,0.0,1.0,25.0,0.0,0,0,11,29,9,0
BS-0532,19,-0.96593,0.25882,17.8,0.0,0,0,8,32,23,1
BS-0533,11,0.25882,-0.96593,27.2,0.0,1,1,4,36,30,1
BS-0534,1,0.25882,0.96593,22.8,0.0,1,0,7,33,9,0
BS-0535,23,-0.25882,0.96593,11.2,0.0,0,0,11,29,2,0
BS-0536,17,-0.96593,-0.25882,24.3,0.0,0,0,26,14,36,0
BS-0537,4,0.86603,0.5,4.9,0.0,0,1,14,26,15,0
BS-0538,1,0.25882,0.96593,19.1,0.0,0,0,26,14,10,0
BS-0539,19,-0.96593,0.25882,25.0,0.0,0,0,9,31,19,0
BS-0540,16,-0.86603,-0.5,23.1,0.0,0,0,11,29,26,0
BS-0541,6,1.0,0.0,17.7,0.0,0,0,15,25,5,0
BS-0542,17,-0.96593,-0.25882,6.8,0.0,0,1,16,24,40,1
BS-0543,7,0.96593,-0.25882,20.7,0.0,1,0,21,19,12,0
BS-0544,10,0.5,-0.86603,16.3,0.0,0,0,13,27,20,0
BS-0545,11,0.25882,-0.96593,1.5,5.3,1,0,16,24,3,0
BS-0546,20,-0.86603,0.5,19.1,0.0,0,0,18,22,16,0
BS-0547,2,0.5,0.86603,22.5,0.0,1,0,19,21,13,0
BS-0548,19,-0.96593,0.25882,20.8,0.0,0,0,12,28,22,0
BS-0549,9,0.70711,-0.70711,6.2,1.9,0,0,18,22,15,0
BS-0550,3,0.70711,0.70711,31.5,1.2,0,1,12,28,12,0
BS-0551,9,0.70711,-0.70711,18.0,2.6,1,0,22,18,15,0
BS-0552,7,0.96593,-0.25882,0.8,0.8,1,0,3,37,10,0
BS-0553,5,0.96593,0.25882,14.2,0.0,1,0,27,13,6,0
BS-0554,12,0.0,-1.0,22.3,1.0,0,0,10,30,11,0
BS-0555,21,-0.70711,0.70711,12.5,0.0,1,0,21,19,8,0
BS-0556,23,-0.25882,0.96593,33.5,0.0,0,1,4,36,21,1
BS-0557,17,-0.96593,-0.25882,28.1,0.0,0,0,8,32,34,1
BS-0558,23,-0.25882,0.96593,14.4,5.2,0,0,22,18,1,0
BS-0559,9,0.70711,-0.70711,11.6,4.1,0,0,7,33,12,0
BS-0560,6,1.0,0.0,32.3,0.0,1,0,23,17,16,0
BS-0561,14,-0.5,-0.86603,30.1,0.0,0,0,26,14,20,0
BS-0562,13,-0.25882,-0.96593,4.6,0.0,0,0,24,16,8,0
BS-0563,12,0.0,-1.0,2.9,0.0,1,0,25,15,17,0
BS-0564,7,0.96593,-0.25882,20.3,1.0,1,0,2,38,17,1
BS-0565,3,0.70711,0.70711,23.0,0.0,0,0,15,25,5,0
BS-0566,1,0.25882,0.96593,25.7,0.0,0,0,8,32,8,0
BS-0567,23,-0.25882,0.96593,25.5,0.0,0,0,20,20,16,0
BS-0568,5,0.96593,0.25882,26.1,0.0,0,0,19,21,16,0
BS-0569,3,0.70711,0.70711,16.2,0.0,0,0,26,14,8,0
BS-0570,8,0.86603,-0.5,-2.2,2.3,0,0,29,11,16,0
BS-0571,18,-1.0,-0.0,4.3,0.0,1,0,1,39,16,0
BS-0572,20,-0.86603,0.5,20.5,0.0,0,0,24,16,19,0
BS-0573,16,-0.86603,-0.5,0.3,4.1,0,0,1,39,10,0
BS-0574,7,0.96593,-0.25882,5.1,0.0,0,0,14,26,18,0
BS-0575,20,-0.86603,0.5,6.6,0.0,0,0,13,27,12,0
BS-0576,1,0.25882,0.96593,18.1,0.0,0,1,31,9,14,0
BS-0577,8,0.86603,-0.5,1.4,3.9,0,0,1,39,15,1
BS-0578,17,-0.96593,-0.25882,23.4,0.0,0,0,18,22,43,1
BS-0579,8,0.86603,-0.5,30.3,0.0,1,0,10,30,15,0
BS-0580,21,-0.70711,0.70711,8.8,2.0,1,0,22,18,0,0
BS-0581,14,-0.5,-0.86603,4.7,0.0,0,0,13,27,23,1
BS-0582,17,-0.96593,-0.25882,-1.6,0.0,1,0,21,19,19,0
BS-0583,9,0.70711,-0.70711,5.9,0.0,0,0,18,22,21,0
BS-0584,7,0.96593,-0.25882,24.8,0.0,0,0,12,28,30,1
BS-0585,1,0.25882,0.96593,11.8,0.0,0,0,22,18,8,0
BS-0586,6,1.0,0.0,16.2,0.0,0,0,12,28,15,0
BS-0587,5,0.96593,0.25882,14.8,5.0,1,0,4,36,0,0
BS-0588,4,0.86603,0.5,9.3,0.0,0,0,20,20,7,0
BS-0589,17,-0.96593,-0.25882,27.2,0.0,0,0,10,30,28,1
BS-0590,5,0.96593,0.25882,-2.5,0.0,1,0,20,20,5,0
BS-0591,20,-0.86603,0.5,11.0,0.0,0,1,12,28,19,0
BS-0592,18,-1.0,-0.0,25.4,0.0,0,1,6,34,48,1
BS-0593,8,0.86603,-0.5,7.0,0.0,0,0,8,32,23,1
BS-0594,6,1.0,0.0,27.2,0.4,0,0,10,30,22,0
BS-0595,20,-0.86603,0.5,12.8,0.0,1,0,23,17,8,0
BS-0596,8,0.86603,-0.5,22.1,0.0,0,0,9,31,29,1
BS-0597,14,-0.5,-0.86603,9.2,0.7,0,0,17,23,24,0
BS-0598,19,-0.96593,0.25882,-0.8,0.0,0,0,7,33,23,0
BS-0599,18,-1.0,-0.0,0.4,2.3,1,0,21,19,12,0
BS-0600,3,0.70711,0.70711,25.4,0.0,0,0,13,27,8,0
BS-0601,17,-0.96593,-0.25882,8.2,0.0,0,0,25,15,17,0
BS-0602,17,-0.96593,-0.25882,6.5,0.0,1,1,20,20,21,0
BS-0603,20,-0.86603,0.5,24.9,0.0,0,0,25,15,17,0
BS-0604,8,0.86603,-0.5,10.6,0.0,0,0,9,31,30,1
BS-0605,15,-0.70711,-0.70711,13.3,0.0,1,0,20,20,22,0
BS-0606,4,0.86603,0.5,15.5,0.0,0,0,17,23,8,0
BS-0607,8,0.86603,-0.5,28.0,0.0,0,0,27,13,27,0
BS-0608,6,1.0,0.0,13.4,0.0,0,0,24,16,12,0
BS-0609,14,-0.5,-0.86603,13.5,0.0,0,0,22,18,22,0
BS-0610,21,-0.70711,0.70711,7.5,0.0,0,0,11,29,12,0
BS-0611,12,0.0,-1.0,12.8,0.0,0,0,5,35,16,1
BS-0612,1,0.25882,0.96593,11.1,0.0,0,1,18,22,15,0
BS-0613,7,0.96593,-0.25882,4.7,0.0,1,0,18,22,22,0
BS-0614,3,0.70711,0.70711,26.0,0.0,0,0,22,18,5,0
BS-0615,9,0.70711,-0.70711,17.5,0.0,0,0,17,23,19,0
BS-0616,11,0.25882,-0.96593,21.0,0.0,0,1,11,29,19,0
BS-0617,18,-1.0,-0.0,16.9,0.0,0,0,18,22,33,1
BS-0618,5,0.96593,0.25882,17.5,0.0,0,0,22,18,13,0
BS-0619,5,0.96593,0.25882,30.1,0.0,0,1,19,21,17,0
BS-0620,14,-0.5,-0.86603,-0.9,0.0,1,0,16,24,30,0
BS-0621,9,0.70711,-0.70711,6.9,0.0,0,0,1,39,24,1
BS-0622,4,0.86603,0.5,24.9,0.0,0,0,30,10,7,0
BS-0623,7,0.96593,-0.25882,2.3,0.0,1,0,13,27,14,0
BS-0624,12,0.0,-1.0,7.1,0.0,0,0,11,29,9,0
BS-0625,1,0.25882,0.96593,14.7,0.0,1,0,22,18,8,0
BS-0626,0,0.0,1.0,23.6,0.0,0,0,34,6,16,0
BS-0627,9,0.70711,-0.70711,26.3,0.0,0,0,24,16,26,0
BS-0628,9,0.70711,-0.70711,16.8,0.0,0,0,7,33,29,0
BS-0629,3,0.70711,0.70711,10.2,0.0,0,0,23,17,4,0
BS-0630,7,0.96593,-0.25882,5.0,0.0,0,0,12,28,23,0
BS-0631,8,0.86603,-0.5,19.0,0.0,1,0,22,18,13,0
BS-0632,8,0.86603,-0.5,4.0,0.0,1,0,16,24,16,0
BS-0633,13,-0.25882,-0.96593,25.7,0.0,1,0,18,22,20,0
BS-0634,7,0.96593,-0.25882,15.3,0.0,0,0,1,39,24,1
BS-0635,6,1.0,0.0,20.5,0.0,1,0,13,27,15,0
BS-0636,0,0.0,1.0,30.5,0.0,1,0,21,19,11,0
BS-0637,2,0.5,0.86603,23.2,0.0,0,0,9,31,9,0
BS-0638,23,-0.25882,0.96593,10.4,0.0,1,0,18,22,5,0
BS-0639,22,-0.5,0.86603,18.5,1.5,0,0,16,24,4,0
BS-0640,15,-0.70711,-0.70711,-2.6,6.4,0,0,22,18,8,0
BS-0641,5,0.96593,0.25882,29.0,0.0,0,0,13,27,13,0
BS-0642,23,-0.25882,0.96593,10.2,0.0,0,0,15,25,2,0
BS-0643,15,-0.70711,-0.70711,21.5,0.0,1,0,28,12,26,0
BS-0644,11,0.25882,-0.96593,7.1,0.0,0,0,16,24,10,0
BS-0645,11,0.25882,-0.96593,7.5,1.8,0,0,7,33,5,0
BS-0646,6,1.0,0.0,29.2,0.0,1,0,21,19,8,0
BS-0647,9,0.70711,-0.70711,10.7,0.0,0,0,7,33,20,1
BS-0648,5,0.96593,0.25882,6.8,0.8,0,0,25,15,7,0
BS-0649,12,0.0,-1.0,8.1,0.0,0,1,8,32,10,0
BS-0650,14,-0.5,-0.86603,14.9,0.0,1,0,18,22,22,1
BS-0651,23,-0.25882,0.96593,20.7,0.0,0,0,15,25,12,0
BS-0652,1,0.25882,0.96593,23.5,0.0,0,0,10,30,10,0
BS-0653,3,0.70711,0.70711,30.7,0.0,0,0,19,21,7,0
BS-0654,5,0.96593,0.25882,4.6,0.0,1,0,23,17,6,0
BS-0655,13,-0.25882,-0.96593,21.6,0.0,0,1,13,27,23,1
BS-0656,22,-0.5,0.86603,-0.2,0.0,0,0,22,18,7,0
BS-0657,12,0.0,-1.0,19.1,0.0,0,0,20,20,16,0
BS-0658,4,0.86603,0.5,18.8,0.0,0,0,18,22,10,0
BS-0659,5,0.96593,0.25882,15.6,0.0,0,0,33,7,18,0
BS-0660,2,0.5,0.86603,19.3,0.0,1,0,16,24,10,0
BS-0661,4,0.86603,0.5,7.9,0.0,0,0,11,29,8,0
BS-0662,6,1.0,0.0,27.1,0.0,1,0,11,29,19,0
BS-0663,7,0.96593,-0.25882,22.5,0.0,1,0,10,30,20,0
BS-0664,18,-1.0,-0.0,8.9,0.0,0,0,10,30,20,0
BS-0665,12,0.0,-1.0,5.9,0.0,0,0,23,17,8,0
BS-0666,13,-0.25882,-0.96593,11.5,0.0,0,0,21,19,14,0
BS-0667,8,0.86603,-0.5,9.1,0.0,1,1,21,19,22,0
BS-0668,7,0.96593,-0.25882,18.1,3.1,0,0,12,28,13,0
BS-0669,7,0.96593,-0.25882,21.0,0.0,0,0,26,14,18,0
BS-0670,10,0.5,-0.86603,27.5,0.0,0,0,23,17,23,0
BS-0671,8,0.86603,-0.5,9.0,0.0,1,0,7,33,15,0
BS-0672,22,-0.5,0.86603,11.1,2.1,0,0,16,24,0,0
BS-0673,9,0.70711,-0.70711,9.5,0.0,0,0,15,25,26,0
BS-0674,7,0.96593,-0.25882,7.7,0.5,0,0,18,22,20,0
BS-0675,21,-0.70711,0.70711,15.1,0.0,0,0,34,6,12,0
BS-0676,5,0.96593,0.25882,5.6,0.0,0,0,22,18,7,0
BS-0677,19,-0.96593,0.25882,8.0,0.0,0,1,19,21,30,0
BS-0678,10,0.5,-0.86603,19.7,0.0,0,0,15,25,20,0
BS-0679,6,1.0,0.0,10.4,0.0,1,0,18,22,10,0
BS-0680,10,0.5,-0.86603,15.2,0.0,0,0,6,34,18,0
BS-0681,12,0.0,-1.0,25.1,0.0,0,1,18,22,31,1
BS-0682,22,-0.5,0.86603,17.4,0.0,0,0,1,39,12,1
BS-0683,13,-0.25882,-0.96593,20.0,0.0,1,0,23,17,21,0
BS-0684,19,-0.96593,0.25882,21.0,0.0,0,0,27,13,27,0
BS-0685,1,0.25882,0.96593,11.1,3.9,1,0,8,32,0,0
BS-0686,14,-0.5,-0.86603,16.3,6.7,1,0,28,12,9,0
BS-0687,19,-0.96593,0.25882,6.8,0.0,1,0,16,24,12,0
BS-0688,2,0.5,0.86603,7.9,3.7,0,0,15,25,1,0
BS-0689,22,-0.5,0.86603,3.6,0.0,1,0,21,19,4,0
BS-0690,10,0.5,-0.86603,23.0,0.0,0,0,11,29,23,1
BS-0691,1,0.25882,0.96593,25.2,0.0,1,0,17,23,9,0
BS-0692,2,0.5,0.86603,24.8,3.4,0,0,22,18,3,0
BS-0693,0,0.0,1.0,22.8,0.0,0,0,14,26,12,1
BS-0694,8,0.86603,-0.5,9.5,0.0,1,0,5,35,10,0
BS-0695,8,0.86603,-0.5,10.6,0.0,0,0,15,25,29,1
BS-0696,4,0.86603,0.5,15.2,4.8,0,0,13,27,0,0
BS-0697,14,-0.5,-0.86603,9.4,6.2,0,0,34,6,0,0
BS-0698,0,0.0,1.0,27.2,4.3,0,0,17,23,1,0
BS-0699,1,0.25882,0.96593,24.7,0.0,0,0,20,20,8,0
BS-0700,14,-0.5,-0.86603,18.9,5.6,0,0,19,21,4,0
BS-0701,7,0.96593,-0.25882,7.3,0.0,0,0,17,23,18,0
BS-0702,6,1.0,0.0,21.3,0.0,1,0,12,28,14,0
BS-0703,15,-0.70711,-0.70711,20.2,0.0,0,0,3,37,21,1
BS-0704,8,0.86603,-0.5,15.5,0.0,1,0,30,10,21,0
BS-0705,23,-0.25882,0.96593,9.9,0.0,0,0,28,12,4,0
BS-0706,14,-0.5,-0.86603,12.9,0.0,0,0,10,30,13,0
BS-0707,8,0.86603,-0.5,18.2,0.0,0,0,2,38,23,1
BS-0708,9,0.70711,-0.70711,25.6,0.0,1,0,24,16,19,0
BS-0709,23,-0.25882,0.96593,18.9,0.0,1,0,13,27,7,1
BS-0710,5,0.96593,0.25882,11.8,0.0,0,0,21,19,9,0
BS-0711,4,0.86603,0.5,17.1,0.0,0,0,15,25,5,0
BS-0712,19,-0.96593,0.25882,20.3,0.0,0,0,9,31,18,0
BS-0713,14,-0.5,-0.86603,19.4,0.0,0,0,19,21,17,0
BS-0714,14,-0.5,-0.86603,-1.0,0.0,0,0,17,23,20,0
BS-0715,7,0.96593,-0.25882,10.0,0.0,0,0,7,33,24,1
BS-0716,0,0.0,1.0,8.7,2.4,1,0,29,11,0,0
BS-0717,0,0.0,1.0,20.4,2.6,0,1,23,17,5,0
BS-0718,21,-0.70711,0.70711,10.2,1.7,1,0,32,8,1,0
BS-0719,16,-0.86603,-0.5,23.4,0.0,0,0,12,28,26,0
BS-0720,0,0.0,1.0,17.0,0.0,1,0,27,13,11,0
BS-0721,22,-0.5,0.86603,22.2,0.0,0,0,11,29,11,0
BS-0722,7,0.96593,-0.25882,17.6,0.0,1,0,14,26,20,0
BS-0723,0,0.0,1.0,22.0,0.0,1,0,10,30,14,0
BS-0724,21,-0.70711,0.70711,25.6,0.0,0,1,24,16,18,0
BS-0725,18,-1.0,-0.0,16.3,0.0,1,1,8,32,37,1
