trip_id,started_at,member_type,purpose,distance_km,duration_min,rain_mm
HV-0184,2026-05-03 09:23,Member,Commute,4.1,15.4,5.0
HV-0217,2026-05-03 10:45,Day pass,Leisure,6.26,37.1,5.0
HV-0471,2026-05-03 11:22,Day pass,Errand,3.85,30.6,5.0
HV-0592,2026-05-03 12:14,Member,Errand,4.08,24.2,5.0
HV-0425,2026-05-03 12:19,Member,Leisure,12.99,62.5,5.0
HV-0624,2026-05-03 13:23,Member,Leisure,7.1,43.1,5.0
HV-0320,2026-05-03 13:42,Day pass,Commute,6.43,30.4,5.0
HV-0719,2026-05-03 13:54,Member,Errand,2.72,19.4,5.0
HV-0694,2026-05-03 14:38,Member,Leisure,8.0,42.2,5.0
HV-0601,2026-05-03 17:01,Member,Leisure,8.35,43.3,5.0
HV-0646,2026-05-03 17:52,Member,Commute,6.62,27.0,5.0
HV-0568,2026-05-03 18:32,Day pass,Errand,4.06,29.0,5.0
HV-0195,2026-05-04 08:46,Member,Commute,2.49,12.8,0.0
HV-0506,2026-05-04 09:39,Member,Commute,5.01,25.2,0.0
HV-0653,2026-05-04 10:01,Member,Commute,4.18,16.7,0.0
HV-0077,2026-05-04 11:11,Member,Commute,6.38,23.8,0.0
HV-0717,2026-05-04 12:43,Day pass,Errand,4.24,29.0,0.0
HV-0150,2026-05-04 14:08,Day pass,Leisure,7.28,41.2,0.0
HV-0340,2026-05-04 17:14,Member,Errand,2.81,17.9,0.0
HV-0366,2026-05-04 17:26,Day pass,Errand,3.17,22.1,0.0
HV-0205,2026-05-04 18:45,Member,Commute,3.47,18.2,0.0
HV-0577,2026-05-05 07:10,Member,Leisure,6.11,29.6,0.0
HV-0291,2026-05-05 09:19,Member,Commute,4.59,17.9,0.0
HV-0412,2026-05-05 12:02,Day pass,Errand,3.87,20.1,0.0
HV-0463,2026-05-05 12:22,Day pass,Errand,3.38,26.1,0.0
HV-0131,2026-05-05 14:08,Day pass,Errand,3.26,22.7,0.0
HV-0527,2026-05-05 15:23,Member,Commute,6.12,23.6,0.0
HV-0543,2026-05-05 16:55,Day pass,Commute,4.07,12.1,0.0
HV-0249,2026-05-05 17:00,Member,Commute,4.8,22.7,0.0
HV-0237,2026-05-05 18:55,Member,Commute,4.37,19.4,0.0
HV-0261,2026-05-05 21:05,Member,Commute,2.84,10.6,0.0
HV-0650,2026-05-05 22:14,Day pass,Commute,2.98,10.7,0.0
HV-0570,2026-05-06 07:12,Day pass,Leisure,12.09,59.0,0.0
HV-0206,2026-05-06 08:06,Member,Commute,3.52,12.7,0.0
HV-0308,2026-05-06 08:20,Member,Commute,5.04,21.2,0.0
HV-0510,2026-05-06 08:34,Member,Errand,3.52,23.8,0.0
HV-0652,2026-05-06 09:25,Member,Errand,4.2,28.3,0.0
HV-0083,2026-05-06 10:00,Member,Commute,3.86,18.3,0.0
HV-0263,2026-05-06 10:52,Member,Commute,5.14,18.8,0.0
HV-0371,2026-05-06 12:20,Member,Leisure,9.8,51.9,0.0
HV-0416,2026-05-06 14:59,Member,Commute,4.48,18.5,0.0
HV-0136,2026-05-06 17:03,Member,Commute,2.89,11.7,0.0
HV-0302,2026-05-06 17:33,Member,Commute,4.41,19.2,0.0
HV-0442,2026-05-06 17:37,Day pass,Commute,5.0,20.3,0.0
HV-0313,2026-05-06 17:38,Member,Commute,3.29,9.3,0.0
HV-0477,2026-05-06 18:33,Day pass,Commute,5.09,20.9,0.0
HV-0100,2026-05-06 19:13,Member,Commute,2.03,11.3,0.0
HV-0394,2026-05-06 19:35,Member,Errand,3.25,22.0,0.0
HV-0135,2026-05-06 19:55,Day pass,Errand,4.66,34.1,0.0
HV-0644,2026-05-07 08:05,Day pass,Errand,3.32,15.9,7.5
HV-0218,2026-05-07 08:14,Day pass,Commute,3.73,15.9,7.5
HV-0627,2026-05-07 08:31,Day pass,Commute,3.78,19.7,7.5
HV-0159,2026-05-07 09:27,Day pass,Commute,3.06,11.1,7.5
HV-0287,2026-05-07 10:13,Member,Commute,4.29,18.6,7.5
HV-0600,2026-05-07 10:26,Member,Commute,2.88,11.3,7.5
HV-0357,2026-05-07 12:57,Member,Commute,4.54,21.9,7.5
HV-0519,2026-05-07 19:11,Day pass,Errand,3.26,24.4,7.5
HV-0300,2026-05-07 20:43,Member,Errand,3.5,23.2,7.5
HV-0633,2026-05-08 07:16,Member,Leisure,6.78,31.5,0.0
HV-0160,2026-05-08 08:32,Member,Commute,3.07,12.9,0.0
HV-0540,2026-05-08 08:37,Member,Commute,3.19,14.4,0.0
HV-0193,2026-05-08 08:51,Day pass,Commute,4.97,20.6,0.0
HV-0290,2026-05-08 09:04,Member,Commute,3.99,14.9,0.0
HV-0499,2026-05-08 10:32,Member,Commute,3.4,16.3,0.0
HV-0168,2026-05-08 15:39,Member,Commute,3.27,13.0,0.0
HV-0418,2026-05-09 10:04,Member,Leisure,9.93,49.9,0.0
HV-0405,2026-05-09 12:04,Member,Errand,2.59,15.3,0.0
HV-0061,2026-05-09 13:40,Member,Errand,2.14,16.2,0.0
HV-0420,2026-05-09 14:13,Day pass,Leisure,4.81,31.1,0.0
HV-0012,2026-05-09 14:38,Member,Leisure,5.91,32.6,0.0
HV-0387,2026-05-09 16:07,Member,Errand,2.72,22.3,0.0
HV-0199,2026-05-09 16:24,Member,Leisure,10.59,56.6,0.0
HV-0680,2026-05-09 16:41,Member,Errand,5.86,31.1,0.0
HV-0152,2026-05-09 16:48,Day pass,Leisure,6.73,35.6,0.0
HV-0609,2026-05-09 18:42,Member,Leisure,9.22,47.7,0.0
HV-0486,2026-05-09 21:48,Day pass,Leisure,4.88,24.6,0.0
HV-0223,2026-05-10 07:19,Member,Leisure,6.93,35.3,0.0
HV-0403,2026-05-10 07:42,Day pass,Commute,6.17,22.8,0.0
HV-0679,2026-05-10 08:09,Day pass,Errand,4.54,26.1,0.0
HV-0400,2026-05-10 08:46,Day pass,Leisure,6.43,37.7,0.0
HV-0480,2026-05-10 09:00,Member,Leisure,11.64,58.8,0.0
HV-0718,2026-05-10 09:59,Member,Errand,4.13,24.0,0.0
HV-0219,2026-05-10 10:23,Day pass,Commute,3.75,13.8,0.0
HV-0063,2026-05-10 10:46,Member,Errand,2.34,17.3,0.0
HV-0549,2026-05-10 11:13,Member,Leisure,9.56,47.7,0.0
HV-0587,2026-05-10 11:39,Member,Leisure,5.9,28.1,0.0
HV-0145,2026-05-10 12:50,Day pass,Leisure,10.7,48.9,0.0
HV-0093,2026-05-10 13:50,Member,Leisure,10.73,54.1,0.0
HV-0375,2026-05-10 14:30,Member,Leisure,9.17,44.7,0.0
HV-0485,2026-05-10 15:26,Member,Leisure,9.56,49.3,0.0
HV-0706,2026-05-10 15:30,Day pass,Errand,3.35,20.5,0.0
HV-0365,2026-05-10 17:58,Day pass,Errand,3.78,22.6,0.0
HV-0351,2026-05-10 18:24,Member,Commute,2.72,13.4,0.0
HV-0001,2026-05-11 07:07,Day pass,Leisure,8.31,43.2,0.0
HV-0026,2026-05-11 07:44,Member,Commute,4.57,18.5,0.0
HV-0360,2026-05-11 08:12,Member,Leisure,8.09,43.5,0.0
HV-0116,2026-05-11 08:19,Day pass,Commute,4.65,21.4,0.0
HV-0470,2026-05-11 08:26,Day pass,Errand,2.55,16.1,0.0
HV-0257,2026-05-11 09:05,Member,Commute,3.91,14.7,0.0
HV-0617,2026-05-11 09:14,Member,Commute,3.96,16.6,0.0
HV-0055,2026-05-11 12:41,Member,Commute,3.13,17.3,0.0
HV-0347,2026-05-11 12:41,Member,Errand,6.96,35.7,0.0
HV-0713,2026-05-11 12:59,Day pass,Leisure,5.24,29.9,0.0
HV-0665,2026-05-11 14:16,Member,Commute,4.8,24.1,0.0
HV-0079,2026-05-11 14:38,Member,Errand,3.05,20.0,0.0
HV-0372,2026-05-11 14:41,Member,Commute,4.99,17.3,0.0
HV-0687,2026-05-11 15:02,Member,Leisure,7.67,41.6,0.0
HV-0157,2026-05-11 16:23,Day pass,Commute,3.66,18.9,0.0
HV-0685,2026-05-11 16:35,Day pass,Errand,2.95,20.1,0.0
HV-0210,2026-05-11 18:12,Member,Errand,3.48,18.1,0.0
HV-0298,2026-05-11 18:14,Day pass,Errand,3.69,18.7,0.0
HV-0165,2026-05-11 19:07,Member,Commute,3.04,20.0,0.0
HV-0272,2026-05-11 21:22,Member,Commute,5.75,24.0,0.0
HV-0520,2026-05-12 07:19,Member,Commute,4.45,26.2,10.7
HV-0705,2026-05-12 07:34,Day pass,Commute,4.56,21.2,10.7
HV-0547,2026-05-12 08:16,Day pass,Commute,5.04,17.3,10.7
HV-0386,2026-05-12 08:32,Member,Commute,2.55,15.1,10.7
HV-0099,2026-05-12 09:10,Member,Commute,3.56,17.0,10.7
HV-0281,2026-05-12 09:31,Member,Commute,5.03,24.0,10.7
HV-0561,2026-05-12 09:34,Day pass,Errand,4.01,22.0,10.7
HV-0381,2026-05-12 10:55,Member,Commute,2.64,12.5,10.7
HV-0503,2026-05-12 12:26,Member,Errand,3.33,20.7,10.7
HV-0081,2026-05-12 15:14,Member,Commute,5.78,22.3,10.7
HV-0469,2026-05-12 16:07,Member,Commute,5.15,26.0,10.7
HV-0716,2026-05-12 17:25,Member,Commute,7.19,29.6,10.7
HV-0342,2026-05-12 17:49,Member,Errand,4.81,28.1,10.7
HV-0109,2026-05-12 18:06,Day pass,Errand,3.42,23.1,10.7
HV-0003,2026-05-12 20:11,Member,Commute,4.62,19.8,10.7
HV-0552,2026-05-13 07:13,Day pass,Errand,4.31,20.7,1.8
HV-0138,2026-05-13 08:28,Day pass,Leisure,9.59,47.4,1.8
HV-0550,2026-05-13 09:04,Day pass,Commute,3.46,17.0,1.8
HV-0611,2026-05-13 10:01,Member,Commute,2.68,13.0,1.8
HV-0316,2026-05-13 12:22,Member,Commute,6.7,30.7,1.8
HV-0576,2026-05-13 13:10,Member,Commute,4.3,23.8,1.8
HV-0667,2026-05-13 14:29,Member,Commute,3.62,18.8,1.8
HV-0678,2026-05-13 14:59,Member,Commute,3.81,20.1,1.8
HV-0052,2026-05-13 16:08,Member,Commute,5.98,20.7,1.8
HV-0120,2026-05-13 16:15,Member,Commute,5.48,20.7,1.8
HV-0407,2026-05-13 16:15,Member,Leisure,7.59,46.5,1.8
HV-0066,2026-05-13 17:52,Member,Commute,3.59,18.9,1.8
HV-0370,2026-05-13 18:09,Day pass,Commute,3.58,11.5,1.8
HV-0147,2026-05-13 18:23,Member,Commute,6.65,29.7,1.8
HV-0594,2026-05-13 21:05,Member,Commute,5.43,26.1,1.8
HV-0023,2026-05-13 22:52,Member,Commute,2.22,10.5,1.8
HV-0129,2026-05-13 22:59,Member,Errand,5.8,34.8,1.8
HV-0279,2026-05-14 07:14,Member,Commute,3.01,14.7,1.8
HV-0018,2026-05-14 07:41,Member,Errand,3.62,23.9,1.8
HV-0097,2026-05-14 08:15,Day pass,Errand,4.86,29.8,1.8
HV-0330,2026-05-14 09:08,Member,Commute,4.88,18.7,1.8
HV-0509,2026-05-14 09:28,Day pass,Commute,3.69,14.2,1.8
HV-0385,2026-05-14 10:41,Member,Commute,6.02,23.3,1.8
HV-0402,2026-05-14 11:08,Day pass,Leisure,7.14,36.3,1.8
HV-0397,2026-05-14 12:49,Member,Commute,4.82,27.3,1.8
HV-0057,2026-05-14 13:13,Member,Commute,3.5,15.4,1.8
HV-0554,2026-05-14 13:29,Member,Errand,8.64,44.6,1.8
HV-0296,2026-05-14 16:31,Day pass,Commute,5.23,17.3,1.8
HV-0030,2026-05-14 17:23,Member,Errand,4.09,25.2,1.8
HV-0213,2026-05-14 17:42,Member,Commute,3.07,19.5,1.8
HV-0301,2026-05-14 18:46,Member,Commute,3.59,20.7,1.8
HV-0689,2026-05-14 19:36,Day pass,Errand,4.83,31.1,1.8
HV-0546,2026-05-14 19:43,Member,Errand,2.14,17.3,1.8
HV-0134,2026-05-15 07:06,Member,Commute,3.31,18.1,0.0
HV-0525,2026-05-15 08:23,Member,Commute,3.5,15.9,0.0
HV-0334,2026-05-15 08:40,Member,Commute,4.41,19.0,0.0
HV-0086,2026-05-15 09:35,Member,Commute,5.45,24.5,0.0
HV-0124,2026-05-15 11:22,Member,Errand,4.36,22.9,0.0
HV-0325,2026-05-15 11:41,Member,Commute,5.13,23.8,0.0
HV-0236,2026-05-15 13:58,Member,Leisure,4.92,26.0,0.0
HV-0529,2026-05-15 16:40,Member,Commute,10.25,35.3,0.0
HV-0058,2026-05-15 17:39,Member,Errand,3.38,23.0,0.0
HV-0053,2026-05-15 17:51,Day pass,Commute,3.39,14.6,0.0
HV-0256,2026-05-15 18:02,Member,Commute,4.71,18.2,0.0
HV-0532,2026-05-15 19:08,Member,Commute,3.23,16.1,0.0
HV-0242,2026-05-16 08:10,Member,Leisure,10.51,54.9,0.0
HV-0616,2026-05-16 08:18,Member,Errand,2.54,14.1,0.0
HV-0082,2026-05-16 08:31,Member,Commute,5.48,25.4,0.0
HV-0358,2026-05-16 09:18,Member,Commute,4.61,22.3,0.0
HV-0297,2026-05-16 10:13,Member,Errand,3.47,23.7,0.0
HV-0626,2026-05-16 12:21,Member,Leisure,8.29,38.6,0.0
HV-0688,2026-05-16 14:04,Member,Commute,3.43,10.8,0.0
HV-0274,2026-05-16 14:23,Member,Errand,2.18,12.2,0.0
HV-0526,2026-05-16 16:11,Member,Leisure,7.37,41.8,0.0
HV-0344,2026-05-16 16:52,Member,Errand,4.02,21.1,0.0
HV-0144,2026-05-16 17:20,Day pass,Leisure,6.16,36.0,0.0
HV-0126,2026-05-16 20:02,Member,Leisure,9.68,54.8,0.0
HV-0597,2026-05-16 22:17,Day pass,Errand,3.2,26.1,0.0
HV-0329,2026-05-17 07:20,Day pass,Leisure,9.12,50.8,0.0
HV-0621,2026-05-17 08:45,Member,Leisure,9.83,46.8,0.0
HV-0399,2026-05-17 12:25,Member,Errand,3.67,24.9,0.0
HV-0466,2026-05-17 14:26,Member,Errand,3.0,17.5,0.0
HV-0008,2026-05-17 14:56,Day pass,Leisure,6.22,33.0,0.0
HV-0059,2026-05-17 16:33,Day pass,Leisure,7.53,45.2,0.0
HV-0173,2026-05-17 22:54,Member,Leisure,7.19,34.3,0.0
HV-0632,2026-05-18 11:47,Member,Commute,4.87,22.8,1.5
HV-0606,2026-05-18 13:40,Day pass,Errand,3.55,20.7,1.5
HV-0246,2026-05-18 16:36,Member,Commute,5.26,26.0,1.5
HV-0593,2026-05-18 17:53,Member,Commute,4.33,19.6,1.5
HV-0586,2026-05-19 06:13,Member,Commute,3.81,14.4,0.0
HV-0045,2026-05-19 07:00,Member,Commute,2.76,15.1,0.0
HV-0167,2026-05-19 10:59,Member,Errand,4.98,31.9,0.0
HV-0064,2026-05-19 11:42,Member,Commute,5.06,21.2,0.0
HV-0579,2026-05-19 14:07,Member,Commute,3.71,17.1,0.0
HV-0240,2026-05-19 17:22,Member,Commute,5.23,16.1,0.0
HV-0379,2026-05-19 17:43,Member,Commute,3.36,17.9,0.0
HV-0231,2026-05-19 18:05,Member,Errand,2.97,18.5,0.0
HV-0364,2026-05-19 18:10,Day pass,Leisure,6.56,37.0,0.0
HV-0352,2026-05-19 18:54,Member,Commute,3.89,12.2,0.0
HV-0712,2026-05-19 19:48,Member,Leisure,11.52,62.3,0.0
HV-0022,2026-05-19 19:59,Member,Commute,5.53,19.6,0.0
HV-0702,2026-05-19 20:37,Day pass,Commute,4.4,21.5,0.0
HV-0310,2026-05-20 06:53,Member,Commute,4.45,21.3,0.0
HV-0339,2026-05-20 08:04,Member,Errand,2.74,21.4,0.0
HV-0315,2026-05-20 09:49,Member,Commute,5.96,29.0,0.0
HV-0182,2026-05-20 10:03,Member,Errand,3.34,21.6,0.0
HV-0401,2026-05-20 10:47,Member,Commute,6.86,29.1,0.0
HV-0701,2026-05-20 11:31,Member,Errand,5.09,24.9,0.0
HV-0657,2026-05-20 11:41,Member,Commute,4.66,21.1,0.0
HV-0439,2026-05-20 13:27,Day pass,Commute,3.89,18.2,0.0
HV-0417,2026-05-20 14:19,Day pass,Commute,4.3,16.1,0.0
HV-0638,2026-05-20 17:10,Member,Commute,3.43,15.8,0.0
HV-0015,2026-05-21 09:12,Member,Commute,2.63,15.5,3.1
HV-0428,2026-05-21 13:18,Day pass,Errand,3.07,25.0,3.1
HV-0635,2026-05-21 13:35,Day pass,Commute,5.2,23.5,3.1
HV-0654,2026-05-21 13:47,Member,Commute,5.1,22.3,3.1
HV-0511,2026-05-21 18:08,Day pass,Errand,7.8,38.9,3.1
HV-0383,2026-05-21 18:42,Day pass,Commute,4.47,22.7,3.1
HV-0623,2026-05-21 19:37,Day pass,Errand,3.13,17.0,3.1
HV-0204,2026-05-22 09:38,Member,Leisure,6.85,37.7,0.0
HV-0472,2026-05-22 10:05,Member,Errand,4.52,26.3,0.0
HV-0258,2026-05-22 16:22,Member,Commute,3.38,15.2,0.0
HV-0533,2026-05-22 16:23,Day pass,Commute,3.88,17.6,0.0
HV-0582,2026-05-22 17:33,Member,Errand,3.24,18.0,0.0
HV-0658,2026-05-22 17:34,Member,Errand,4.02,24.8,0.0
HV-0656,2026-05-22 18:32,Member,Commute,3.53,13.4,0.0
HV-0545,2026-05-22 20:33,Member,Errand,3.74,24.9,0.0
HV-0268,2026-05-22 22:19,Day pass,Commute,4.46,16.6,0.0
HV-0284,2026-05-23 08:30,Member,Commute,5.75,26.1,0.0
HV-0177,2026-05-23 09:11,Member,Leisure,5.66,34.4,0.0
HV-0127,2026-05-23 09:44,Day pass,Leisure,6.66,32.7,0.0
HV-0142,2026-05-23 10:55,Member,Leisure,11.28,50.8,0.0
HV-0630,2026-05-23 13:46,Day pass,Leisure,5.38,31.0,0.0
HV-0583,2026-05-23 15:43,Member,Leisure,8.85,44.8,0.0
HV-0467,2026-05-23 15:53,Member,Commute,4.18,18.9,0.0
HV-0146,2026-05-23 16:37,Member,Errand,4.3,20.4,0.0
HV-0489,2026-05-23 17:29,Member,Leisure,5.94,34.2,0.0
HV-0377,2026-05-23 18:05,Member,Commute,5.58,21.6,0.0
HV-0174,2026-05-23 18:13,Member,Leisure,6.78,34.7,0.0
HV-0054,2026-05-23 19:12,Member,Commute,2.5,11.1,0.0
HV-0285,2026-05-23 19:40,Member,Leisure,7.82,37.1,0.0
HV-0108,2026-05-23 20:13,Member,Errand,4.73,25.8,0.0
HV-0037,2026-05-23 21:05,Member,Errand,3.91,22.2,0.0
HV-0373,2026-05-24 08:38,Member,Commute,3.85,23.4,0.0
HV-0318,2026-05-24 11:56,Member,Errand,3.64,20.6,0.0
HV-0512,2026-05-24 13:24,Day pass,Leisure,5.65,29.7,0.0
HV-0155,2026-05-24 13:57,Member,Errand,4.62,21.6,0.0
HV-0216,2026-05-24 16:56,Day pass,Leisure,6.77,33.4,0.0
HV-0446,2026-05-24 17:45,Member,Commute,5.01,23.7,0.0
HV-0189,2026-05-24 17:54,Member,Leisure,6.26,34.6,0.0
HV-0574,2026-05-24 18:11,Member,Leisure,10.15,48.1,0.0
HV-0153,2026-05-24 18:13,Member,Commute,2.85,17.1,0.0
HV-0677,2026-05-24 18:22,Member,Leisure,9.74,53.8,0.0
HV-0071,2026-05-24 18:28,Member,Leisure,6.36,37.1,0.0
HV-0067,2026-05-24 18:29,Day pass,Errand,2.2,12.9,0.0
HV-0449,2026-05-24 19:08,Member,Leisure,12.3,59.8,0.0
HV-0686,2026-05-24 20:07,Member,Errand,3.4,26.0,0.0
HV-0025,2026-05-24 21:08,Member,Leisure,7.87,43.1,0.0
HV-0634,2026-05-25 08:38,Member,Errand,3.15,20.0,0.0
HV-0607,2026-05-25 08:53,Member,Leisure,4.81,27.7,0.0
HV-0225,2026-05-25 09:24,Member,Commute,4.89,17.0,0.0
HV-0234,2026-05-25 09:48,Member,Commute,3.44,12.9,0.0
HV-0595,2026-05-25 15:44,Member,Errand,2.93,18.0,0.0
HV-0452,2026-05-25 15:56,Member,Errand,2.62,20.5,0.0
HV-0431,2026-05-25 17:02,Member,Commute,2.96,14.4,0.0
HV-0123,2026-05-25 20:21,Member,Commute,4.38,14.7,0.0
HV-0221,2026-05-26 08:05,Day pass,Leisure,10.34,53.0,0.0
HV-0640,2026-05-26 09:09,Member,Commute,5.17,24.2,0.0
HV-0575,2026-05-26 10:44,Day pass,Leisure,8.6,45.0,0.0
HV-0457,2026-05-26 13:28,Member,Leisure,7.04,35.8,0.0
HV-0522,2026-05-26 13:30,Member,Commute,3.13,13.9,0.0
HV-0672,2026-05-26 13:36,Day pass,Errand,3.33,21.7,0.0
HV-0009,2026-05-26 16:05,Member,Errand,4.21,26.1,0.0
HV-0098,2026-05-26 16:28,Member,Commute,6.94,26.4,0.0
HV-0631,2026-05-26 17:30,Member,Commute,4.02,15.3,0.0
HV-0517,2026-05-26 19:39,Member,Errand,4.51,25.7,0.0
HV-0369,2026-05-26 20:10,Member,Errand,2.84,19.7,0.0
HV-0700,2026-05-27 08:13,Day pass,Commute,4.44,19.2,0.0
HV-0704,2026-05-27 10:15,Member,Commute,5.58,18.9,0.0
HV-0327,2026-05-27 10:57,Member,Errand,5.22,33.4,0.0
HV-0292,2026-05-27 12:50,Member,Leisure,4.47,30.8,0.0
HV-0345,2026-05-27 13:41,Member,Errand,5.2,30.1,0.0
HV-0162,2026-05-27 15:18,Member,Commute,4.22,18.9,0.0
HV-0004,2026-05-27 15:57,Member,Commute,3.55,16.3,0.0
HV-0444,2026-05-27 16:11,Member,Errand,3.2,18.7,0.0
HV-0693,2026-05-27 16:44,Member,Errand,2.05,18.9,0.0
HV-0192,2026-05-27 16:52,Member,Commute,3.84,20.4,0.0
HV-0421,2026-05-27 17:38,Day pass,Errand,3.94,25.3,0.0
HV-0194,2026-05-27 17:40,Member,Commute,3.16,13.3,0.0
HV-0514,2026-05-27 18:32,Member,Commute,4.05,16.3,0.0
HV-0696,2026-05-27 19:58,Member,Commute,7.66,32.5,0.0
HV-0481,2026-05-27 21:06,Member,Commute,6.3,19.4,0.0
HV-0235,2026-05-28 06:15,Member,Leisure,9.08,45.0,7.6
HV-0496,2026-05-28 09:13,Day pass,Commute,5.42,25.8,7.6
HV-0390,2026-05-28 09:49,Day pass,Commute,3.37,22.0,7.6
HV-0648,2026-05-28 16:34,Day pass,Errand,3.33,20.3,7.6
HV-0618,2026-05-28 16:37,Member,Commute,5.42,25.8,7.6
HV-0367,2026-05-28 16:45,Day pass,Commute,3.54,16.0,7.6
HV-0158,2026-05-28 17:00,Member,Errand,3.81,25.5,7.6
HV-0530,2026-05-28 20:05,Member,Commute,4.96,26.8,7.6
HV-0187,2026-05-28 21:26,Member,Errand,3.79,27.1,7.6
HV-0180,2026-05-29 09:01,Member,Commute,3.26,13.4,0.0
HV-0398,2026-05-29 09:37,Member,Leisure,6.33,35.6,0.0
HV-0380,2026-05-29 11:24,Day pass,Commute,4.89,19.6,0.0
HV-0328,2026-05-29 11:31,Day pass,Errand,2.78,20.4,0.0
HV-0465,2026-05-29 12:18,Member,Commute,3.18,12.1,0.0
HV-0190,2026-05-29 14:23,Member,Commute,3.56,16.4,0.0
HV-0283,2026-05-29 14:23,Member,Commute,3.46,19.9,0.0
HV-0306,2026-05-29 15:52,Member,Commute,7.27,29.6,0.0
HV-0534,2026-05-29 16:27,Member,Commute,4.57,20.5,0.0
HV-0536,2026-05-30 08:34,Day pass,Leisure,10.98,58.4,0.0
HV-0105,2026-05-30 09:30,Member,Errand,3.66,21.0,0.0
HV-0560,2026-05-30 11:35,Member,Leisure,5.24,29.8,0.0
HV-0074,2026-05-30 11:54,Day pass,Errand,4.22,22.6,0.0
HV-0230,2026-05-30 15:20,Member,Leisure,4.2,17.4,0.0
HV-0254,2026-05-30 17:18,Member,Commute,2.82,14.5,0.0
HV-0076,2026-05-30 17:31,Day pass,Leisure,7.2,40.7,0.0
HV-0642,2026-05-30 17:45,Day pass,Leisure,10.46,53.7,0.0
HV-0208,2026-05-30 18:05,Member,Leisure,9.54,50.4,0.0
HV-0396,2026-05-30 18:21,Day pass,Leisure,9.25,45.2,0.0
HV-0498,2026-05-30 18:43,Member,Commute,3.94,20.0,0.0
HV-0032,2026-05-30 20:15,Member,Leisure,8.48,46.6,0.0
HV-0473,2026-05-31 07:00,Member,Leisure,10.11,51.3,13.3
HV-0521,2026-05-31 07:13,Day pass,Leisure,12.54,63.0,13.3
HV-0523,2026-05-31 08:57,Member,Errand,3.62,20.0,13.3
HV-0683,2026-05-31 10:10,Day pass,Errand,2.51,19.0,13.3
HV-0133,2026-05-31 10:47,Day pass,Leisure,4.51,30.8,13.3
HV-0072,2026-05-31 10:55,Member,Leisure,8.2,40.2,13.3
HV-0220,2026-05-31 11:06,Member,Leisure,8.76,47.0,13.3
HV-0406,2026-05-31 11:21,Member,Commute,4.0,17.2,13.3
HV-0409,2026-05-31 14:16,Member,Errand,4.12,28.2,13.3
HV-0324,2026-05-31 15:23,Member,Commute,5.44,24.3,13.3
HV-0130,2026-05-31 17:32,Day pass,Errand,5.2,37.9,13.3
HV-0154,2026-05-31 19:56,Day pass,Leisure,8.92,40.3,13.3
