sheet_id,production_line,coating_g_m2,split
CS-0873,line_B,53.446,train
CS-0874,line_A,46.54,train
CS-0875,line_B,61.843,train
CS-0876,line_B,65.717,train
CS-0877,line_B,53.623,train
CS-0878,line_B,58.429,train
CS-0879,line_A,50.341,train
CS-0880,line_B,61.892,test
CS-0881,line_B,57.831,train
CS-0882,line_A,47.323,train
CS-0883,line_A,43.357,train
CS-0884,line_A,49.071,train
CS-0885,line_B,54.199,train
CS-0886,line_A,46.611,train
CS-0887,line_A,53.068,train
CS-0888,line_A,51.828,train
CS-0889,line_A,44.732,train
CS-0890,line_A,50.715,train
CS-0891,line_A,58.049,test
CS-0892,line_A,55.346,train
CS-0893,line_B,55.593,test
CS-0894,line_B,59.81,train
CS-0895,line_A,56.06,test
CS-0896,line_A,48.776,train
CS-0897,line_B,52.85,test
CS-0898,line_B,49.701,train
CS-0899,line_A,43.094,train
CS-0900,line_A,46.222,test
CS-0901,line_B,60.003,train
CS-0902,line_B,61.962,test
CS-0903,line_B,57.496,test
CS-0904,line_A,48.457,test
CS-0905,line_A,40.637,test
CS-0906,line_B,59.664,train
CS-0907,line_A,54.158,train
CS-0908,line_B,61.097,train
CS-0909,line_B,65.585,train
CS-0910,line_A,45.34,train
CS-0911,line_A,39.614,train
CS-0912,line_A,44.364,train
CS-0913,line_A,49.14,train
CS-0914,line_A,43.859,test
CS-0915,line_B,60.129,test
CS-0916,line_A,50.657,train
CS-0917,line_B,58.91,train
CS-0918,line_B,52.359,test
CS-0919,line_A,51.323,train
CS-0920,line_A,48.358,test
CS-0921,line_A,43.022,train
CS-0922,line_A,46.369,train
CS-0923,line_A,57.894,test
CS-0924,line_A,57.606,train
CS-0925,line_A,44.367,train
CS-0926,line_A,53.504,train
CS-0927,line_A,43.198,train
CS-0928,line_B,62.506,train
CS-0929,line_A,47.505,train
CS-0930,line_A,47.273,train
CS-0931,line_A,47.296,train
CS-0932,line_A,57.736,test
CS-0933,line_B,50.44,train
CS-0934,line_B,53.232,train
CS-0935,line_A,41.231,train
CS-0936,line_B,58.802,train
CS-0937,line_B,45.69,train
CS-0938,line_A,46.174,train
CS-0939,line_A,51.218,train
CS-0940,line_A,55.15,test
CS-0941,line_A,57.04,test
CS-0942,line_B,52.813,train
CS-0943,line_A,39.467,train
CS-0944,line_B,55.532,test
CS-0945,line_A,46.629,test
CS-0946,line_A,44.348,train
CS-0947,line_B,59.162,train
CS-0948,line_B,61.17,train
CS-0949,line_B,67.661,test
CS-0950,line_B,63.008,train
CS-0951,line_A,43.907,test
CS-0952,line_A,44.907,train
CS-0953,line_B,59.617,test
CS-0954,line_A,50.544,train
CS-0955,line_B,52.537,train
CS-0956,line_B,53.187,train
CS-0957,line_B,61.543,train
CS-0958,line_A,41.993,train
CS-0959,line_A,51.658,train
CS-0960,line_A,56.65,test
CS-0961,line_B,53.372,train
CS-0962,line_B,52.978,train
CS-0963,line_A,42.293,train
CS-0964,line_A,39.945,train
CS-0965,line_A,36.699,train
CS-0966,line_A,49.995,test
CS-0967,line_A,57.001,train
CS-0968,line_A,40.656,train
CS-0969,line_A,44.509,train
CS-0970,line_A,51.042,test
CS-0971,line_A,53.144,train
CS-0972,line_B,58.288,train
CS-0973,line_A,50.822,train
CS-0974,line_B,60.624,train
CS-0975,line_A,43.179,train
CS-0976,line_A,49.599,train
CS-0977,line_A,55.406,train
CS-0978,line_A,44.904,train
CS-0979,line_B,61.117,train
CS-0980,line_A,50.922,train
CS-0981,line_B,53.47,test
CS-0982,line_A,42.924,train
CS-0983,line_A,47.21,train
CS-0984,line_B,55.844,train
CS-0985,line_A,39.544,train
CS-0986,line_A,52.736,test
CS-0987,line_A,52.433,test
CS-0988,line_B,47.392,train
CS-0989,line_B,64.901,train
CS-0990,line_A,49.995,train
CS-0991,line_A,39.311,test
CS-0992,line_B,52.042,train
CS-0993,line_A,51.903,train
CS-0994,line_B,56.872,train
CS-0995,line_B,50.792,test
CS-0996,line_A,39.819,test
CS-0997,line_A,43.516,test
CS-0998,line_A,49.478,train
CS-0999,line_A,42.404,train
CS-1000,line_A,47.053,test
CS-1001,line_A,45.035,train
CS-1002,line_B,53.945,train
CS-1003,line_A,50.261,train
CS-1004,line_A,51.275,test
CS-1005,line_B,61.437,train
CS-1006,line_A,41.046,train
CS-1007,line_B,63.736,test
CS-1008,line_A,44.123,train
CS-1009,line_B,58.0,train
CS-1010,line_A,33.849,test
CS-1011,line_A,42.239,train
CS-1012,line_B,56.357,train
CS-1013,line_A,50.256,train
CS-1014,line_A,39.476,test
CS-1015,line_A,43.457,train
CS-1016,line_B,52.065,train
CS-1017,line_A,47.497,train
CS-1018,line_A,47.893,train
CS-1019,line_A,42.174,train
CS-1020,line_A,47.392,train
CS-1021,line_A,40.461,train
CS-1022,line_A,44.208,train
CS-1023,line_B,57.429,train
CS-1024,line_B,58.003,train
CS-1025,line_B,59.085,train
CS-1026,line_A,46.355,train
CS-1027,line_B,62.567,train
CS-1028,line_B,57.49,train
CS-1029,line_A,47.565,train
CS-1030,line_A,49.965,train
CS-1031,line_A,43.142,train
CS-1032,line_A,54.569,train
CS-1033,line_A,51.762,train
CS-1034,line_B,60.009,test
CS-1035,line_A,40.729,train
CS-1036,line_A,46.812,train
CS-1037,line_B,57.667,train
CS-1038,line_B,47.565,test
CS-1039,line_B,64.436,test
CS-1040,line_A,44.804,test
CS-1041,line_A,49.947,test
CS-1042,line_B,56.241,train
CS-1043,line_A,45.426,train
CS-1044,line_A,47.72,train
CS-1045,line_A,41.935,train
CS-1046,line_A,51.102,train
CS-1047,line_B,52.662,train
CS-1048,line_A,49.692,train
CS-1049,line_A,51.401,test
CS-1050,line_A,43.275,train
CS-1051,line_A,46.526,train
CS-1052,line_A,48.573,train
CS-1053,line_B,56.389,train
CS-1054,line_B,57.285,test
CS-1055,line_A,41.006,test
CS-1056,line_A,48.184,train
CS-1057,line_A,49.259,test
CS-1058,line_A,58.102,train
CS-1059,line_B,55.853,train
CS-1060,line_A,44.198,train
CS-1061,line_A,46.654,train
CS-1062,line_A,44.96,train
CS-1063,line_B,53.706,train
CS-1064,line_A,47.049,train
CS-1065,line_A,41.79,test
CS-1066,line_A,57.165,test
CS-1067,line_A,40.66,train
CS-1068,line_A,46.671,train
CS-1069,line_A,43.114,train
CS-1070,line_A,47.858,train
CS-1071,line_A,38.316,train
CS-1072,line_B,52.936,train
CS-1073,line_A,34.118,test
CS-1074,line_A,46.308,train
CS-1075,line_A,52.399,train
CS-1076,line_A,46.289,train
CS-1077,line_B,58.437,train
CS-1078,line_A,52.871,train
CS-1079,line_A,47.736,train
CS-1080,line_A,48.348,train
CS-1081,line_B,65.185,train
CS-1082,line_A,44.498,train
CS-1083,line_A,47.16,train
CS-1084,line_B,53.062,train
CS-1085,line_B,65.016,train
CS-1086,line_A,44.266,test
CS-1087,line_A,45.281,train
CS-1088,line_A,42.751,train
CS-1089,line_A,57.138,train
CS-1090,line_A,47.103,train
CS-1091,line_A,44.089,train
CS-1092,line_B,51.499,train
CS-1093,line_A,42.868,train
CS-1094,line_A,39.883,train
CS-1095,line_B,52.044,train
CS-1096,line_B,62.126,train
CS-1097,line_B,61.524,test
CS-1098,line_B,51.894,train
CS-1099,line_B,63.393,train
CS-1100,line_A,44.253,train
CS-1101,line_A,38.33,train
CS-1102,line_A,44.924,test
CS-1103,line_A,42.125,train
CS-1104,line_A,47.627,train
CS-1105,line_B,52.718,test
CS-1106,line_A,51.456,train
CS-1107,line_A,52.174,test
CS-1108,line_A,44.743,train
CS-1109,line_A,37.076,train
CS-1110,line_A,43.823,train
CS-1111,line_A,38.905,train
CS-1112,line_A,61.197,test
CS-1113,line_A,40.135,train
CS-1114,line_A,47.023,train
CS-1115,line_B,56.415,test
CS-1116,line_A,51.744,test
CS-1117,line_A,42.611,test
CS-1118,line_A,55.071,train
CS-1119,line_A,47.105,train
CS-1120,line_A,52.6,train
CS-1121,line_B,54.562,test
CS-1122,line_A,46.004,train
CS-1123,line_B,60.945,test
CS-1124,line_A,51.359,train
CS-1125,line_A,48.656,train
CS-1126,line_A,51.928,train
CS-1127,line_A,41.143,test
CS-1128,line_B,49.36,train
CS-1129,line_A,41.757,train
CS-1130,line_B,50.656,train
CS-1131,line_B,64.577,train
CS-1132,line_B,68.707,train
CS-1133,line_B,56.416,test
CS-1134,line_A,36.479,train
CS-1135,line_B,61.662,train
CS-1136,line_A,48.64,train
CS-1137,line_B,54.375,train
CS-1138,line_A,46.635,test
CS-1139,line_B,63.183,test
CS-1140,line_B,49.729,train
CS-1141,line_A,51.016,test
CS-1142,line_B,48.981,test
CS-1143,line_A,48.404,train
CS-1144,line_B,75.841,train
CS-1145,line_B,62.323,train
CS-1146,line_A,54.871,train
CS-1147,line_A,45.543,train
CS-1148,line_A,48.185,train
CS-1149,line_B,46.448,test
CS-1150,line_A,45.351,train
CS-1151,line_A,47.881,train
CS-1152,line_A,43.627,train
CS-1153,line_A,44.531,test
CS-1154,line_B,64.943,test
CS-1155,line_A,47.275,test
CS-1156,line_B,51.798,train
CS-1157,line_A,48.186,test
CS-1158,line_A,55.141,train
CS-1159,line_B,59.076,test
CS-1160,line_A,54.362,test
CS-1161,line_B,61.795,train
CS-1162,line_A,46.194,test
CS-1163,line_B,49.063,train
CS-1164,line_B,68.052,train
CS-1165,line_A,44.702,train
CS-1166,line_A,57.232,train
CS-1167,line_A,46.702,test
CS-1168,line_A,39.38,test
CS-1169,line_A,52.058,train
CS-1170,line_B,56.712,train
CS-1171,line_B,55.6,train
CS-1172,line_B,59.841,train
CS-1173,line_A,37.985,train
CS-1174,line_A,43.994,train
CS-1175,line_A,51.047,train
CS-1176,line_B,56.802,train
CS-1177,line_A,53.86,test
CS-1178,line_B,63.113,train
CS-1179,line_A,49.063,train
CS-1180,line_A,49.548,train
CS-1181,line_A,49.851,test
CS-1182,line_B,65.065,train
CS-1183,line_A,43.01,train
CS-1184,line_A,43.006,train
CS-1185,line_A,48.782,test
CS-1186,line_A,46.563,test
CS-1187,line_A,50.596,train
CS-1188,line_B,59.089,train
CS-1189,line_A,47.288,test
CS-1190,line_A,58.065,train
CS-1191,line_B,58.937,test
CS-1192,line_B,61.892,test
CS-1193,line_A,50.188,train
CS-1194,line_A,50.3,train
CS-1195,line_A,47.394,test
CS-1196,line_A,51.341,test
CS-1197,line_B,50.961,train
CS-1198,line_A,35.942,test
CS-1199,line_A,48.516,train
CS-1200,line_A,47.153,train
CS-1201,line_A,47.31,train
CS-1202,line_A,44.974,train
CS-1203,line_A,52.775,train
CS-1204,line_B,53.264,train
CS-1205,line_A,50.801,test
CS-1206,line_B,53.908,train
CS-1207,line_B,54.129,train
CS-1208,line_B,62.305,test
CS-1209,line_A,50.066,test
CS-1210,line_A,47.049,train
CS-1211,line_A,53.924,test
CS-1212,line_A,46.782,train
CS-1213,line_A,39.869,test
CS-1214,line_A,47.628,test
CS-1215,line_A,61.142,train
CS-1216,line_A,47.036,test
CS-1217,line_B,64.442,train
CS-1218,line_B,61.662,train
CS-1219,line_B,52.73,train
CS-1220,line_A,51.117,train
CS-1221,line_A,53.179,test
CS-1222,line_B,57.791,train
CS-1223,line_A,50.3,test
CS-1224,line_B,67.284,train
CS-1225,line_A,49.44,train
CS-1226,line_B,60.891,train
CS-1227,line_A,45.384,test
CS-1228,line_B,49.813,test
CS-1229,line_B,49.441,train
CS-1230,line_B,53.102,train
CS-1231,line_A,44.145,train
CS-1232,line_A,49.455,test
CS-1233,line_A,54.092,train
CS-1234,line_B,55.761,test
CS-1235,line_A,47.133,train
CS-1236,line_A,53.899,train
CS-1237,line_A,49.635,train
CS-1238,line_A,51.464,train
CS-1239,line_A,55.622,train
CS-1240,line_A,52.887,train
CS-1241,line_A,50.191,train
CS-1242,line_B,52.119,test
CS-1243,line_A,39.771,train
CS-1244,line_B,59.509,train
CS-1245,line_A,56.317,train
CS-1246,line_B,50.622,train
CS-1247,line_A,48.508,test
CS-1248,line_B,49.816,train
CS-1249,line_B,51.682,train
CS-1250,line_A,46.277,train
CS-1251,line_A,46.507,test
CS-1252,line_B,58.197,train
CS-1253,line_A,46.635,train
CS-1254,line_A,51.854,train
CS-1255,line_A,45.775,train
CS-1256,line_B,51.483,train
CS-1257,line_A,40.481,test
CS-1258,line_A,46.934,train
CS-1259,line_A,52.75,train
CS-1260,line_A,55.256,train
CS-1261,line_B,59.669,train
CS-1262,line_B,67.55,train
CS-1263,line_B,56.212,test
CS-1264,line_A,56.768,train
CS-1265,line_B,53.238,train
CS-1266,line_A,47.369,test
CS-1267,line_A,38.663,train
CS-1268,line_A,49.659,train
CS-1269,line_B,61.746,train
CS-1270,line_B,63.188,train
CS-1271,line_A,43.758,train
CS-1272,line_A,48.377,train
CS-1273,line_B,56.21,train
CS-1274,line_A,45.568,train
CS-1275,line_A,41.686,train
CS-1276,line_A,43.505,test
CS-1277,line_B,64.421,train
CS-1278,line_A,47.364,test
CS-1279,line_A,44.489,train
CS-1280,line_A,53.116,train
CS-1281,line_A,56.068,train
CS-1282,line_B,63.663,train
CS-1283,line_B,55.975,train
CS-1284,line_B,62.444,train
CS-1285,line_A,48.365,train
CS-1286,line_A,45.867,train
CS-1287,line_A,38.064,test
CS-1288,line_B,55.613,train
CS-1289,line_B,56.924,train
CS-1290,line_A,54.581,train
CS-1291,line_B,52.984,test
CS-1292,line_A,53.656,train
CS-1293,line_A,51.253,train
CS-1294,line_B,64.776,test
CS-1295,line_A,49.557,train
CS-1296,line_B,66.273,train
CS-1297,line_A,49.296,test
CS-1298,line_A,44.839,test
CS-1299,line_B,56.659,train
CS-1300,line_A,51.007,train
CS-1301,line_B,61.651,train
CS-1302,line_A,51.49,train
CS-1303,line_A,50.396,train
CS-1304,line_B,53.85,train
CS-1305,line_B,50.557,test
CS-1306,line_B,55.568,train
CS-1307,line_B,56.059,train
CS-1308,line_A,53.436,train
CS-1309,line_A,47.037,train
CS-1310,line_A,46.318,train
CS-1311,line_A,51.0,train
CS-1312,line_B,58.494,train
CS-1313,line_A,53.034,train
CS-1314,line_A,54.519,train
CS-1315,line_B,52.466,test
CS-1316,line_A,50.816,train
CS-1317,line_A,38.114,test
CS-1318,line_A,39.095,train
CS-1319,line_A,46.067,train
CS-1320,line_A,50.401,train
CS-1321,line_A,42.217,train
CS-1322,line_A,41.812,train
CS-1323,line_A,47.091,train
CS-1324,line_A,57.284,train
CS-1325,line_A,37.246,test
CS-1326,line_A,46.565,train
CS-1327,line_A,49.067,train
CS-1328,line_B,56.758,train
CS-1329,line_B,54.268,train
CS-1330,line_B,59.257,train
CS-1331,line_B,53.268,train
CS-1332,line_A,49.409,train
CS-1333,line_A,42.074,train
CS-1334,line_B,58.462,train
CS-1335,line_B,56.141,test
CS-1336,line_B,56.487,test
CS-1337,line_B,58.215,train
CS-1338,line_A,48.674,test
CS-1339,line_B,58.793,test
CS-1340,line_B,67.264,train
CS-1341,line_A,46.379,train
CS-1342,line_A,40.302,train
CS-1343,line_A,47.539,test
CS-1344,line_B,49.404,train
CS-1345,line_A,36.26,train
CS-1346,line_A,53.965,train
CS-1347,line_A,59.918,train
CS-1348,line_A,41.852,test
CS-1349,line_A,39.802,train
CS-1350,line_A,47.563,train
CS-1351,line_A,51.585,train
CS-1352,line_A,43.561,train
CS-1353,line_B,47.511,train
CS-1354,line_B,56.792,train
CS-1355,line_A,42.367,test
CS-1356,line_A,38.199,train
CS-1357,line_A,42.295,train
CS-1358,line_B,58.93,train
CS-1359,line_A,49.118,train
CS-1360,line_A,51.973,test
CS-1361,line_B,55.961,train
CS-1362,line_B,59.56,test
CS-1363,line_A,43.963,train
CS-1364,line_B,58.026,train
CS-1365,line_A,44.598,train
CS-1366,line_B,59.173,train
CS-1367,line_B,56.077,train
CS-1368,line_A,44.758,train
CS-1369,line_A,50.031,train
CS-1370,line_B,62.898,test
CS-1371,line_A,53.156,train
CS-1372,line_A,38.443,train
CS-1373,line_B,61.663,train
CS-1374,line_A,49.474,train
CS-1375,line_B,60.17,train
CS-1376,line_A,52.397,test
CS-1377,line_A,48.133,test
CS-1378,line_A,40.271,train
CS-1379,line_A,56.443,train
CS-1380,line_A,59.735,test
CS-1381,line_A,47.436,train
CS-1382,line_A,50.303,train
CS-1383,line_A,50.868,test
CS-1384,line_A,52.358,test
CS-1385,line_A,52.019,test
CS-1386,line_B,60.516,train
CS-1387,line_A,47.058,train
CS-1388,line_B,55.346,train
CS-1389,line_A,48.902,train
CS-1390,line_A,37.505,train
CS-1391,line_B,51.369,train
CS-1392,line_A,44.197,train
CS-1393,line_B,56.942,train
CS-1394,line_B,63.428,train
CS-1395,line_B,58.887,train
CS-1396,line_B,63.429,train
CS-1397,line_A,50.332,test
CS-1398,line_A,45.201,train
CS-1399,line_B,53.255,train
CS-1400,line_B,54.527,train
CS-1401,line_B,54.008,train
CS-1402,line_B,51.565,train
CS-1403,line_A,48.138,train
CS-1404,line_A,48.94,train
CS-1405,line_B,55.498,train
CS-1406,line_A,49.177,train
CS-1407,line_A,48.553,test
CS-1408,line_A,49.532,train
CS-1409,line_B,57.686,test
CS-1410,line_A,40.713,train
CS-1411,line_B,51.085,train
CS-1412,line_B,61.111,train
CS-1413,line_A,47.43,train
CS-1414,line_B,62.3,train
CS-1415,line_B,57.339,test
CS-1416,line_B,61.809,test
CS-1417,line_A,54.742,train
CS-1418,line_A,40.342,test
CS-1419,line_B,60.085,train
CS-1420,line_B,56.326,train
CS-1421,line_A,50.92,train
CS-1422,line_B,62.036,test
CS-1423,line_B,61.622,train
CS-1424,line_A,48.18,test
CS-1425,line_B,65.976,train
CS-1426,line_A,47.894,train
CS-1427,line_A,46.946,train
CS-1428,line_A,45.899,test
CS-1429,line_A,45.481,train
CS-1430,line_A,46.761,train
CS-1431,line_A,44.127,test
CS-1432,line_A,52.936,test
CS-1433,line_B,58.244,train
CS-1434,line_B,49.065,train
CS-1435,line_A,43.618,train
CS-1436,line_A,39.711,train
CS-1437,line_A,53.403,test
CS-1438,line_B,56.795,train
CS-1439,line_A,40.612,train
CS-1440,line_A,51.038,train
CS-1441,line_A,52.883,train
CS-1442,line_A,45.314,test
CS-1443,line_A,50.579,train
CS-1444,line_A,57.631,train
CS-1445,line_A,40.645,train
CS-1446,line_A,59.744,train
CS-1447,line_A,49.255,train
CS-1448,line_A,42.964,test
CS-1449,line_A,59.972,train
CS-1450,line_A,41.875,train
CS-1451,line_A,45.838,test
CS-1452,line_B,63.123,train
CS-1453,line_B,60.799,train
CS-1454,line_B,54.53,train
CS-1455,line_A,42.874,test
CS-1456,line_A,48.623,test
CS-1457,line_A,38.124,train
CS-1458,line_A,44.805,train
CS-1459,line_A,42.82,train
CS-1460,line_A,49.41,train
CS-1461,line_A,55.445,train
CS-1462,line_A,45.935,train
CS-1463,line_A,55.095,train
CS-1464,line_A,47.908,train
CS-1465,line_A,50.087,test
CS-1466,line_B,52.217,train
CS-1467,line_A,40.497,train
CS-1468,line_A,45.225,test
CS-1469,line_B,60.248,train
CS-1470,line_A,53.047,train
CS-1471,line_A,46.817,test
CS-1472,line_B,59.389,train
CS-1473,line_B,57.041,train
CS-1474,line_A,52.238,train
CS-1475,line_A,55.451,train
CS-1476,line_A,56.033,test
CS-1477,line_A,42.748,train
CS-1478,line_A,44.568,test
CS-1479,line_A,43.535,test
CS-1480,line_A,45.104,test
CS-1481,line_B,64.004,train
CS-1482,line_B,67.267,train
CS-1483,line_B,58.421,train
CS-1484,line_A,56.462,train
CS-1485,line_A,51.776,train
CS-1486,line_A,57.159,train
CS-1487,line_A,44.418,test
CS-1488,line_A,40.932,train
CS-1489,line_A,55.0,train
CS-1490,line_A,51.304,train
CS-1491,line_A,43.872,train
CS-1492,line_B,54.962,train
CS-1493,line_A,47.675,train
CS-1494,line_A,47.414,train
CS-1495,line_A,49.083,train
CS-1496,line_A,54.251,train
CS-1497,line_B,54.819,test
CS-1498,line_A,51.093,train
CS-1499,line_A,52.115,train
CS-1500,line_A,40.931,train
CS-1501,line_A,53.414,train
CS-1502,line_A,36.779,train
CS-1503,line_B,51.674,train
CS-1504,line_A,50.619,train
CS-1505,line_A,49.167,train
CS-1506,line_A,44.216,train
CS-1507,line_B,55.215,train
CS-1508,line_B,63.247,test
CS-1509,line_A,52.05,train
CS-1510,line_B,51.299,train
CS-1511,line_A,48.53,test
CS-1512,line_B,60.834,train
CS-1513,line_A,45.348,train
CS-1514,line_A,48.152,train
CS-1515,line_A,58.222,train
CS-1516,line_B,55.666,train
CS-1517,line_A,49.705,train
CS-1518,line_A,35.663,test
CS-1519,line_A,44.666,train
CS-1520,line_A,45.277,train
CS-1521,line_B,54.993,test
CS-1522,line_A,37.154,train
CS-1523,line_A,52.643,test
CS-1524,line_A,52.476,train
CS-1525,line_A,39.885,train
CS-1526,line_B,60.379,test
CS-1527,line_B,66.392,train
CS-1528,line_B,62.547,train
CS-1529,line_A,48.253,train
CS-1530,line_B,63.044,train
CS-1531,line_A,46.36,train
CS-1532,line_B,63.446,train
CS-1533,line_A,54.471,train
CS-1534,line_A,43.745,train
CS-1535,line_B,62.33,train
CS-1536,line_A,49.781,train
CS-1537,line_A,48.539,test
CS-1538,line_A,55.723,test
CS-1539,line_A,42.406,train
CS-1540,line_B,64.506,train
CS-1541,line_B,54.357,train
CS-1542,line_B,57.52,train
CS-1543,line_A,56.953,train
CS-1544,line_B,52.211,train
CS-1545,line_A,43.974,train
CS-1546,line_A,53.872,test
CS-1547,line_A,37.748,train
CS-1548,line_B,61.34,test
CS-1549,line_B,58.546,train
CS-1550,line_B,57.53,train
CS-1551,line_A,41.036,train
CS-1552,line_B,58.89,test
CS-1553,line_B,52.712,test
CS-1554,line_B,53.569,train
CS-1555,line_A,51.556,train
CS-1556,line_B,56.58,train
CS-1557,line_A,53.005,train
CS-1558,line_A,46.995,test
CS-1559,line_A,50.138,test
CS-1560,line_B,65.366,test
CS-1561,line_B,61.156,train
CS-1562,line_A,53.502,train
CS-1563,line_A,47.185,train
CS-1564,line_A,54.127,test
CS-1565,line_A,44.221,test
CS-1566,line_A,48.084,train
CS-1567,line_A,57.194,train
CS-1568,line_A,47.565,test
CS-1569,line_B,62.864,train
CS-1570,line_A,54.351,train
CS-1571,line_B,60.343,test
CS-1572,line_A,44.893,train
CS-1573,line_A,44.787,test
CS-1574,line_B,50.797,train
CS-1575,line_A,49.26,train
CS-1576,line_B,56.972,train
CS-1577,line_A,41.648,train
CS-1578,line_A,50.719,test
CS-1579,line_B,58.581,train
CS-1580,line_B,54.192,train
CS-1581,line_A,53.087,test
CS-1582,line_A,50.772,train
CS-1583,line_A,51.11,train
CS-1584,line_A,44.873,train
CS-1585,line_A,51.211,train
CS-1586,line_B,64.83,test
CS-1587,line_A,63.299,train
CS-1588,line_A,45.04,train
CS-1589,line_B,51.609,test
CS-1590,line_A,48.968,train
CS-1591,line_A,45.645,test
CS-1592,line_B,51.357,train
CS-1593,line_A,56.694,train
CS-1594,line_B,54.667,train
CS-1595,line_B,58.571,train
CS-1596,line_A,54.275,train
CS-1597,line_A,56.056,train
CS-1598,line_A,55.016,train
CS-1599,line_A,48.582,train
CS-1600,line_A,52.351,train
CS-1601,line_A,54.499,train
CS-1602,line_A,50.888,train
CS-1603,line_B,59.524,train
CS-1604,line_A,48.277,train
CS-1605,line_A,48.766,train
CS-1606,line_B,48.518,train
CS-1607,line_A,37.293,test
CS-1608,line_B,56.396,test
CS-1609,line_B,55.367,train
CS-1610,line_B,65.379,train
CS-1611,line_A,57.045,train
CS-1612,line_B,51.607,test
CS-1613,line_A,47.156,test
CS-1614,line_A,42.779,test
CS-1615,line_A,43.22,train
CS-1616,line_A,44.428,test
CS-1617,line_B,56.815,train
CS-1618,line_B,59.155,train
CS-1619,line_B,59.324,test
CS-1620,line_B,52.941,train
CS-1621,line_A,51.473,train
CS-1622,line_B,64.858,train
CS-1623,line_A,48.637,train
CS-1624,line_A,57.858,test
CS-1625,line_A,43.06,train
CS-1626,line_A,32.904,train
CS-1627,line_B,58.899,train
CS-1628,line_B,55.15,test
CS-1629,line_A,53.536,test
CS-1630,line_A,48.113,test
CS-1631,line_B,60.209,test
CS-1632,line_B,52.81,train
CS-1633,line_A,48.8,train
CS-1634,line_A,46.321,train
CS-1635,line_A,46.329,train
CS-1636,line_B,53.891,train
CS-1637,line_A,43.599,train
CS-1638,line_A,51.652,train
CS-1639,line_B,46.451,train
CS-1640,line_B,56.786,test
CS-1641,line_A,55.666,train
CS-1642,line_A,51.81,train
CS-1643,line_A,44.761,train
CS-1644,line_A,44.721,train
CS-1645,line_A,42.367,train
CS-1646,line_B,47.93,train
CS-1647,line_B,63.322,train
CS-1648,line_A,43.31,train
CS-1649,line_A,43.806,train
CS-1650,line_A,41.801,train
CS-1651,line_A,44.312,test
CS-1652,line_A,50.385,train
CS-1653,line_A,42.582,train
CS-1654,line_A,50.212,train
CS-1655,line_A,46.549,train
CS-1656,line_B,59.731,train
CS-1657,line_B,65.272,train
CS-1658,line_A,54.212,train
CS-1659,line_A,50.071,test
CS-1660,line_A,44.251,test
CS-1661,line_A,48.132,test
CS-1662,line_A,50.175,test
CS-1663,line_B,55.473,test
CS-1664,line_B,58.396,test
CS-1665,line_B,48.297,train
CS-1666,line_B,55.045,train
CS-1667,line_A,59.381,train
CS-1668,line_B,56.353,train
CS-1669,line_A,45.189,test
CS-1670,line_A,52.789,train
CS-1671,line_A,55.038,train
CS-1672,line_A,46.608,train
CS-1673,line_A,41.147,train
CS-1674,line_B,50.67,train
CS-1675,line_A,48.247,train
CS-1676,line_B,62.651,train
CS-1677,line_B,53.176,train
CS-1678,line_A,47.095,train
CS-1679,line_B,45.089,train
CS-1680,line_B,70.513,train
CS-1681,line_A,43.504,train
CS-1682,line_B,50.099,train
CS-1683,line_A,48.463,test
CS-1684,line_B,54.547,train
CS-1685,line_B,65.032,train
CS-1686,line_A,40.913,train
CS-1687,line_A,41.009,train
CS-1688,line_A,52.504,train
CS-1689,line_A,45.533,test
CS-1690,line_A,55.19,test
CS-1691,line_A,55.03,train
CS-1692,line_A,55.455,train
CS-1693,line_A,49.068,train
CS-1694,line_B,56.242,train
CS-1695,line_B,51.777,train
CS-1696,line_A,52.664,train
CS-1697,line_A,47.773,train
CS-1698,line_B,55.409,train
CS-1699,line_A,42.522,train
CS-1700,line_A,51.827,test
CS-1701,line_A,48.29,train
CS-1702,line_A,56.647,test
CS-1703,line_B,65.721,train
CS-1704,line_B,51.341,train
CS-1705,line_B,46.994,test
CS-1706,line_A,47.439,train
CS-1707,line_A,53.695,train
CS-1708,line_A,55.155,train
CS-1709,line_B,62.184,train
CS-1710,line_A,42.612,train
CS-1711,line_A,49.309,train
CS-1712,line_B,55.161,train
CS-1713,line_A,41.339,test
CS-1714,line_A,60.291,train
CS-1715,line_A,45.671,train
CS-1716,line_A,44.168,train
CS-1717,line_B,69.498,train
CS-1718,line_A,57.911,train
CS-1719,line_A,48.849,test
CS-1720,line_B,59.138,train
CS-1721,line_A,49.663,train
CS-1722,line_B,54.2,train
CS-1723,line_B,53.982,test
CS-1724,line_B,72.479,test
CS-1725,line_A,42.471,train
CS-1726,line_A,57.213,train
CS-1727,line_A,41.647,train
CS-1728,line_A,52.214,train
CS-1729,line_A,45.929,train
CS-1730,line_B,64.752,train
CS-1731,line_A,49.829,train
CS-1732,line_A,45.154,test
CS-1733,line_A,51.83,train
CS-1734,line_A,40.615,train
CS-1735,line_A,53.625,train
CS-1736,line_A,48.241,test
CS-1737,line_A,49.798,train
CS-1738,line_A,45.223,train
CS-1739,line_A,42.813,train
CS-1740,line_B,72.54,train
CS-1741,line_A,44.646,train
CS-1742,line_B,55.395,test
CS-1743,line_A,50.133,test
CS-1744,line_B,55.515,train
CS-1745,line_A,42.018,test
