reading_id,outside_temp_c,hour,door_open_minutes,pallet_load_kg,humidity_pct,compressor_age_months,cooling_energy_kwh
CS-0477,10.4,19,7.8,651.1,64.4,59,44.26
CS-0478,22.2,7,4.8,919.5,55.2,13,49.81
CS-0479,19.1,6,7.1,946.8,64.8,113,55.24
CS-0480,34.4,17,9.0,936.7,51.2,9,61.67
CS-0481,19.5,9,2.5,187.1,60.5,81,46.12
CS-0482,22.2,20,,529.2,58.0,90,62.92
CS-0483,28.1,20,5.8,630.9,53.0,34,56.36
CS-0484,28.7,15,1.2,1214.4,78.0,117,65.23
CS-0485,27.2,5,7.1,516.7,67.1,64,55.46
CS-0486,36.4,14,3.2,863.7,74.0,100,76.02
CS-0487,21.0,7,5.5,1025.6,45.5,64,56.48
CS-0488,31.9,4,2.3,1684.7,75.1,117,69.67
CS-0489,21.2,7,5.1,1271.5,68.0,13,45.46
CS-0490,30.1,5,7.5,1248.5,51.4,55,58.52
CS-0491,28.5,12,1.1,157.6,,30,55.1
CS-0492,27.0,13,5.0,505.9,71.4,58,56.58
CS-0493,25.9,9,1.6,,36.6,58,50.49
CS-0494,30.9,22,3.2,337.1,63.5,90,60.71
CS-0495,25.6,18,4.4,,78.5,49,58.18
CS-0496,18.0,15,1.0,,51.3,66,55.4
CS-0497,12.7,2,0.7,587.6,69.3,88,44.06
CS-0498,34.6,12,8.4,821.7,54.9,59,67.93
CS-0499,22.5,0,9.9,819.7,48.2,8,47.58
CS-0500,21.5,10,5.3,579.2,60.2,58,54.44
CS-0501,13.6,1,,1061.3,49.5,37,47.86
CS-0502,25.2,12,7.6,962.7,42.9,49,59.08
CS-0503,22.0,21,,873.3,51.2,113,63.09
CS-0504,21.6,19,3.1,345.5,62.2,91,55.38
CS-0505,28.9,10,12.9,554.5,52.1,93,58.98
CS-0506,28.4,13,12.9,1014.0,72.5,105,75.04
CS-0507,27.2,2,1.3,711.6,60.6,83,54.15
CS-0508,18.8,17,,815.6,64.7,53,71.58
CS-0509,23.3,3,2.5,917.2,,106,57.44
CS-0510,23.0,2,13.0,,,114,61.02
CS-0511,41.3,10,4.8,435.9,72.5,88,74.42
CS-0512,24.0,1,9.5,2168.5,70.7,10,54.05
CS-0513,31.2,0,4.1,468.5,50.1,36,56.84
CS-0514,24.0,6,3.6,1334.0,56.0,31,45.2
CS-0515,20.3,5,11.5,1180.6,41.9,16,41.32
CS-0516,21.3,21,6.2,862.4,54.9,71,51.58
CS-0517,12.3,21,5.4,1233.0,62.7,64,43.86
CS-0518,32.0,20,6.2,1281.2,37.5,92,69.76
CS-0519,19.8,14,,247.2,71.6,116,62.19
CS-0520,33.7,21,4.6,,58.0,103,66.57
CS-0521,35.4,11,3.2,514.9,65.9,111,70.67
CS-0522,23.4,0,15.4,227.9,61.4,18,54.01
CS-0523,24.2,7,5.0,604.4,67.3,48,56.85
CS-0524,17.5,8,,598.7,,95,56.57
CS-0525,43.0,17,8.6,278.7,69.0,27,68.19
CS-0526,18.6,21,8.5,294.7,51.1,57,45.3
CS-0527,15.4,0,,309.8,58.1,116,62.88
CS-0528,32.2,14,,575.0,73.1,118,71.05
CS-0529,7.1,20,15.8,447.4,68.7,117,52.16
CS-0530,19.2,22,,950.0,70.1,30,50.59
CS-0531,15.6,22,5.1,660.2,64.3,86,53.56
CS-0532,23.7,5,4.0,1099.0,61.4,84,56.72
CS-0533,34.2,21,4.5,953.9,79.2,105,73.21
CS-0534,24.6,17,2.8,784.6,49.0,59,58.54
CS-0535,15.4,18,6.2,628.4,49.7,26,43.74
CS-0536,23.4,20,,,85.6,101,76.49
CS-0537,26.1,1,4.6,701.9,77.9,7,52.13
CS-0538,19.3,4,4.0,1299.6,46.6,2,40.51
CS-0539,32.3,13,7.5,521.3,55.1,117,66.59
CS-0540,21.1,6,,,44.6,94,63.36
CS-0541,21.6,18,0.9,710.1,,76,53.25
CS-0542,29.1,9,2.6,,58.6,89,58.5
CS-0543,9.1,17,3.6,1169.3,61.1,45,37.02
CS-0544,15.2,3,5.9,302.3,58.0,14,42.61
CS-0545,34.6,10,8.8,688.9,55.0,81,67.77
CS-0546,15.0,2,2.9,175.4,60.8,67,40.43
CS-0547,43.0,5,4.8,683.2,59.7,7,61.79
CS-0548,26.6,13,1.5,743.8,70.5,5,50.79
CS-0549,18.0,7,3.4,686.5,58.4,11,37.24
CS-0550,8.3,13,5.2,480.3,67.2,14,36.39
CS-0551,32.9,22,5.1,690.8,63.7,93,63.94
CS-0552,12.5,15,2.5,460.7,,63,39.56
CS-0553,31.1,21,6.3,1654.8,,5,58.05
CS-0554,12.0,4,,227.9,77.2,60,47.49
CS-0555,27.7,21,,1819.3,43.8,40,61.53
CS-0556,30.8,1,5.8,1063.0,,120,64.58
CS-0557,31.0,5,7.0,83.9,,89,62.06
CS-0558,27.5,23,2.0,465.7,59.3,39,49.47
CS-0559,16.7,10,5.8,519.0,58.1,4,44.02
CS-0560,29.7,10,2.5,622.5,49.8,50,54.53
CS-0561,24.3,10,15.0,518.5,37.8,109,65.51
CS-0562,22.4,21,,386.1,,52,63.82
CS-0563,27.8,10,1.8,795.7,80.2,67,55.65
CS-0564,14.4,8,4.9,654.8,,23,40.55
CS-0565,28.9,4,2.1,1390.7,71.9,30,49.66
CS-0566,7.7,7,3.7,801.9,71.6,83,39.03
CS-0567,25.9,20,12.9,535.6,58.0,20,53.52
CS-0568,40.5,8,1.2,593.2,,3,60.02
CS-0569,29.6,5,6.9,530.3,59.5,52,50.49
CS-0570,18.0,8,9.0,654.5,,76,57.45
CS-0571,14.9,2,3.2,765.5,60.2,92,42.48
CS-0572,30.7,3,11.1,666.5,65.8,14,57.6
CS-0573,30.4,21,3.4,494.9,,87,57.86
CS-0574,38.2,15,9.1,556.0,61.4,16,69.42
CS-0575,24.8,23,7.0,1249.9,58.2,66,53.09
CS-0576,22.1,18,,745.4,54.6,60,60.01
CS-0577,11.9,13,5.6,,55.7,39,40.93
CS-0578,17.6,15,9.6,795.9,48.7,53,49.2
CS-0579,20.9,15,5.6,434.1,67.4,63,56.75
CS-0580,20.8,23,2.9,609.3,54.5,61,44.02
CS-0581,22.6,9,4.1,684.4,38.2,25,44.98
CS-0582,8.9,18,,1694.6,62.5,42,45.47
CS-0583,33.2,14,,701.1,56.0,116,79.46
CS-0584,18.7,8,,1708.9,52.9,97,61.36
CS-0585,10.5,17,2.7,602.8,52.0,50,40.82
CS-0586,12.6,16,3.6,268.9,60.9,106,42.8
CS-0587,23.6,4,10.9,800.8,39.4,15,48.81
CS-0588,20.2,14,2.4,978.7,62.5,50,48.02
CS-0589,43.0,2,8.0,,54.6,78,73.83
CS-0590,12.7,9,12.9,142.5,58.5,32,47.4
CS-0591,11.5,14,2.4,803.6,72.5,89,47.01
CS-0592,25.2,17,12.6,897.2,75.6,47,60.26
CS-0593,27.4,1,2.6,498.8,64.8,34,44.02
CS-0594,23.1,1,5.7,399.7,57.7,38,43.89
CS-0595,5.7,23,3.3,1906.6,,96,32.38
CS-0596,35.0,18,,1077.2,51.3,87,83.86
CS-0597,7.8,17,4.8,531.8,25.0,11,30.27
CS-0598,38.4,0,,1682.0,53.0,112,78.07
CS-0599,19.1,16,3.3,566.0,53.4,69,50.25
CS-0600,14.4,8,8.7,224.4,67.2,80,45.05
CS-0601,24.2,15,1.2,503.9,52.1,85,54.94
CS-0602,15.6,20,12.8,550.2,75.7,42,54.54
CS-0603,36.3,6,5.6,980.6,,15,57.9
CS-0604,38.4,19,3.7,824.3,64.5,27,62.52
CS-0605,19.0,7,,415.5,74.9,63,54.65
CS-0606,20.2,9,5.2,,55.4,86,54.8
CS-0607,18.0,5,6.1,252.4,80.4,99,50.98
CS-0608,7.0,2,3.5,283.9,53.8,97,40.42
CS-0609,14.3,17,6.8,1361.0,68.2,37,48.06
CS-0610,34.4,19,1.7,714.6,53.9,106,68.4
CS-0611,19.5,3,3.9,729.1,48.2,56,45.48
CS-0612,18.7,20,,550.0,67.3,118,64.4
CS-0613,28.9,4,7.8,1289.1,70.6,65,59.48
CS-0614,23.2,4,,,79.3,6,50.74
CS-0615,13.8,12,,1405.1,92.0,26,57.92
CS-0616,24.4,2,0.6,490.7,61.2,116,58.04
CS-0617,15.1,20,0.7,1041.2,,38,33.95
CS-0618,27.9,3,5.1,278.2,25.8,85,53.53
CS-0619,11.1,20,0.2,409.1,67.5,110,41.79
CS-0620,19.3,7,8.1,776.9,64.5,68,55.04
CS-0621,25.7,15,,878.3,57.1,44,68.77
CS-0622,33.8,14,10.7,429.2,72.3,109,75.59
CS-0623,31.6,15,5.9,,,9,60.61
CS-0624,38.3,20,,421.2,,4,60.75
CS-0625,10.9,19,4.5,494.6,,5,35.24
CS-0626,16.3,19,8.9,1557.3,45.8,75,54.56
CS-0627,24.6,21,5.8,573.4,,22,46.64
CS-0628,18.9,14,,218.2,72.3,92,62.85
CS-0629,28.0,18,,903.1,61.7,36,66.22
CS-0630,24.9,5,,477.7,,97,72.07
CS-0631,22.3,8,6.5,1081.3,69.2,47,53.22
CS-0632,16.0,5,6.8,1335.3,63.4,9,35.22
CS-0633,39.5,15,,1125.2,,20,78.34
CS-0634,28.9,13,8.4,153.5,82.2,106,67.93
CS-0635,30.9,6,2.2,982.5,77.9,38,61.71
CS-0636,16.3,7,6.4,441.7,65.8,46,43.21
CS-0637,14.5,12,6.5,458.8,,67,47.49
CS-0638,23.3,16,6.8,431.5,40.0,64,56.46
CS-0639,20.4,2,1.6,,70.7,9,40.92
CS-0640,7.0,7,5.1,,51.1,94,42.98
CS-0641,8.8,15,13.4,639.4,74.1,52,45.91
CS-0642,11.8,18,,,63.2,104,53.12
CS-0643,18.6,14,1.7,882.8,43.3,23,47.54
CS-0644,31.4,0,,514.3,30.7,55,69.59
CS-0645,34.6,5,,1018.0,28.0,71,67.99
CS-0646,22.4,16,8.7,476.6,66.0,72,58.99
CS-0647,24.5,8,10.3,681.2,70.3,18,57.98
CS-0648,19.9,17,7.3,75.0,46.5,52,44.36
CS-0649,19.9,4,8.0,708.8,63.1,51,44.32
CS-0650,40.2,6,4.6,989.5,62.0,89,74.13
CS-0651,21.3,5,4.6,541.7,64.4,6,43.57
CS-0652,26.5,14,,1197.5,54.2,16,60.25
CS-0653,24.5,5,9.9,1212.4,47.7,42,52.68
CS-0654,23.7,20,4.1,565.5,75.4,62,47.35
CS-0655,19.2,20,3.3,1260.6,48.5,57,47.61
CS-0656,22.6,13,3.6,1644.1,65.0,94,58.73
CS-0657,28.6,8,12.3,707.3,66.0,48,59.98
CS-0658,30.8,2,4.7,407.1,50.0,68,54.21
CS-0659,11.9,23,15.5,,,48,43.99
CS-0660,30.3,20,4.6,,40.1,98,64.08
CS-0661,34.3,1,,201.4,62.9,40,70.96
CS-0662,21.5,15,1.0,452.4,46.1,90,47.64
CS-0663,26.0,12,12.1,891.8,56.7,90,64.7
CS-0664,20.0,5,6.1,531.5,61.9,79,48.22
CS-0665,14.8,15,,2563.7,59.9,85,60.06
CS-0666,24.2,4,8.4,338.1,44.3,97,53.82
CS-0667,23.7,12,3.3,1301.0,,7,47.0
CS-0668,25.1,4,3.0,989.7,62.9,38,48.23
CS-0669,38.4,15,8.0,298.8,67.3,23,66.15
CS-0670,14.5,11,2.4,519.0,63.0,111,52.79
CS-0671,36.6,12,7.8,622.5,56.7,73,72.6
CS-0672,22.1,6,2.3,567.1,60.7,26,45.69
CS-0673,11.4,20,7.3,595.5,63.4,34,37.2
CS-0674,19.3,3,7.5,665.5,48.1,117,55.94
CS-0675,12.3,15,3.1,753.3,43.0,27,42.9
CS-0676,28.2,18,,744.0,69.0,80,68.93
CS-0677,28.0,3,7.6,283.7,64.8,42,57.6
CS-0678,28.5,4,4.1,695.8,70.3,106,58.52
CS-0679,36.0,20,4.1,727.2,,4,57.61
CS-0680,21.1,17,8.1,971.5,45.0,58,47.13
CS-0681,25.4,5,4.2,572.4,52.7,75,48.67
CS-0682,17.6,17,0.4,766.3,61.9,25,40.0
CS-0683,16.0,2,6.4,1104.7,72.0,76,48.62
CS-0684,25.7,1,8.6,603.7,87.9,44,53.06
CS-0685,24.4,20,6.2,1118.6,67.9,9,50.48
CS-0686,23.4,6,7.2,192.4,65.7,102,60.59
CS-0687,22.2,13,15.3,,50.8,16,58.54
CS-0688,29.5,18,6.1,467.5,58.5,4,54.74
CS-0689,21.1,17,9.7,1101.5,60.4,52,55.67
CS-0690,17.4,23,4.9,1852.2,60.3,117,50.66
CS-0691,17.2,8,3.9,664.6,,81,48.57
CS-0692,26.3,23,5.3,408.3,61.0,7,46.5
CS-0693,19.9,12,,1020.9,,89,59.26
CS-0694,29.7,23,8.0,879.1,59.8,111,62.6
CS-0695,29.2,5,4.7,,51.5,2,55.33
CS-0696,30.7,23,5.1,1089.6,52.5,53,55.73
CS-0697,28.7,17,3.4,528.3,46.6,111,65.51
CS-0698,38.6,22,9.8,1493.1,60.4,108,79.45
CS-0699,16.5,8,,1064.3,34.6,93,58.09
CS-0700,16.5,6,1.7,372.3,49.6,63,41.22
CS-0701,22.7,4,3.0,,76.5,26,45.6
CS-0702,20.1,6,,351.7,68.0,119,59.39
CS-0703,28.6,16,13.2,1143.2,,119,72.5
CS-0704,24.7,9,8.1,352.1,,26,47.31
CS-0705,23.3,14,5.1,431.3,59.2,53,55.25
CS-0706,31.5,17,3.6,281.2,75.3,108,65.41
CS-0707,20.7,16,4.4,,,43,54.65
CS-0708,26.3,10,1.3,684.2,75.4,34,55.9
CS-0709,25.2,9,2.2,777.1,,6,48.17
CS-0710,25.5,21,,1162.1,51.5,114,69.75
CS-0711,26.0,20,5.2,949.8,,70,57.6
CS-0712,30.3,11,1.5,675.9,61.1,15,54.4
CS-0713,11.0,12,9.0,464.5,52.6,21,43.35
CS-0714,21.9,6,9.3,,58.5,72,52.35
CS-0715,34.5,7,,577.4,73.8,27,70.99
CS-0716,26.4,9,8.3,745.3,,28,53.07
CS-0717,27.7,23,2.0,1581.9,42.3,116,55.37
CS-0718,14.6,2,,472.1,47.5,73,55.56
CS-0719,7.2,0,5.2,517.9,57.9,14,28.74
CS-0720,23.6,7,7.2,183.2,51.0,62,47.97
CS-0721,37.4,3,4.7,550.8,75.5,49,60.64
CS-0722,16.0,12,,,55.8,28,54.61
CS-0723,19.4,22,8.6,947.6,63.8,61,53.1
CS-0724,29.0,23,4.5,922.2,74.2,35,49.62
CS-0725,33.1,18,3.0,,67.2,41,59.0
CS-0726,28.7,4,7.5,371.0,70.5,31,53.28
CS-0727,24.7,0,0.8,743.9,65.4,97,54.64
CS-0728,18.0,16,,341.1,58.8,106,58.16
CS-0729,19.1,13,5.6,720.5,60.6,99,53.25
CS-0730,18.5,18,11.4,1067.1,74.6,45,52.38
CS-0731,6.0,6,14.1,696.1,79.0,65,45.71
CS-0732,17.8,14,4.0,805.7,58.5,62,55.21
CS-0733,35.5,2,9.9,256.3,,116,71.69
CS-0734,10.5,3,,757.2,,90,56.46
CS-0735,27.5,10,5.6,168.2,56.5,5,46.38
CS-0736,9.6,14,9.0,383.9,76.2,34,46.27
CS-0737,30.6,5,10.4,1698.0,56.8,49,57.08
CS-0738,23.2,6,4.0,696.7,46.3,58,48.51
CS-0739,33.7,9,8.1,1172.5,74.0,22,65.36
CS-0740,20.5,9,0.9,339.5,66.0,5,39.65
CS-0741,28.3,10,10.3,694.8,60.7,98,65.37
CS-0742,25.6,17,,321.0,61.9,87,67.12
CS-0743,27.9,20,5.5,471.5,65.4,70,59.78
CS-0744,20.1,8,8.2,354.9,59.0,54,52.31
CS-0745,31.2,17,2.9,494.6,64.9,101,69.79
CS-0746,18.3,17,,266.6,64.8,104,59.65
CS-0747,16.6,17,4.3,371.0,57.8,42,43.91
CS-0748,25.1,18,3.8,958.5,53.9,65,55.49
CS-0749,25.2,8,2.8,1167.7,44.5,54,58.25
CS-0750,19.7,6,6.5,761.0,,57,49.96
CS-0751,18.0,19,1.9,477.9,71.1,7,43.73
CS-0752,24.6,23,4.6,625.2,62.2,7,44.43
CS-0753,22.2,8,9.3,614.9,62.2,20,55.29
CS-0754,21.7,17,,655.5,71.9,3,55.26
CS-0755,16.4,10,2.3,371.3,66.4,83,49.16
CS-0756,16.9,18,2.4,159.0,60.8,76,45.45
CS-0757,6.0,20,3.5,507.0,49.4,50,33.03
CS-0758,15.5,12,5.5,506.5,65.0,99,53.94
CS-0759,38.5,21,5.4,864.4,51.9,75,67.18
CS-0760,19.0,20,4.0,1321.3,62.3,35,45.48
CS-0761,24.9,11,8.2,,58.5,9,60.2
CS-0762,26.8,2,1.4,812.2,,107,52.81
CS-0763,33.9,13,3.2,967.5,59.4,111,70.32
CS-0764,32.4,14,,752.5,60.0,120,84.55
CS-0765,29.0,7,6.0,813.0,,4,54.58
CS-0766,24.0,22,13.8,933.5,42.6,83,57.64
CS-0767,19.7,9,14.1,416.6,62.6,45,49.9
CS-0768,28.0,11,3.7,292.4,67.9,22,55.4
CS-0769,30.9,15,16.1,1024.1,65.0,26,66.41
CS-0770,20.9,6,8.2,1156.2,62.8,42,53.11
CS-0771,19.4,10,8.2,,67.5,60,51.32
CS-0772,27.8,13,2.4,979.7,56.1,25,54.37
CS-0773,17.2,3,1.6,1139.5,89.2,45,40.69
CS-0774,22.0,10,18.5,1082.6,68.5,76,65.01
CS-0775,27.9,15,2.5,1179.9,,67,58.98
CS-0776,13.5,20,7.5,782.5,45.1,33,43.2
CS-0777,17.1,11,6.0,393.8,61.9,37,49.53
CS-0778,21.9,4,1.2,1338.3,62.9,3,42.21
CS-0779,18.3,17,3.7,1729.5,47.2,57,51.04
CS-0780,24.6,1,2.5,679.2,84.0,92,57.81
CS-0781,24.4,9,,382.9,68.4,91,62.27
CS-0782,43.0,9,,556.5,52.2,11,71.48
CS-0783,35.9,6,3.6,399.4,56.2,33,52.02
CS-0784,19.3,18,2.5,296.0,58.9,65,47.67
CS-0785,21.8,0,5.9,209.0,53.6,100,56.25
CS-0786,16.6,18,3.0,822.3,60.3,22,40.22
CS-0787,30.0,13,9.4,537.2,63.1,103,71.15
CS-0788,11.1,4,2.5,917.0,51.5,83,41.09
CS-0789,11.1,22,2.9,673.3,60.6,96,39.78
CS-0790,19.2,8,1.5,467.2,67.4,22,45.17
CS-0791,29.3,19,,582.3,69.6,113,75.29
CS-0792,26.2,22,5.9,1020.5,,39,48.58
CS-0793,21.2,13,,338.4,67.9,69,65.11
CS-0794,22.6,1,1.5,568.4,,43,45.74
CS-0795,24.5,9,7.8,546.8,54.7,62,55.3
CS-0796,22.0,18,,347.0,74.6,101,67.97
CS-0797,26.8,22,5.7,703.8,,21,52.24
CS-0798,34.7,5,6.6,454.9,69.9,48,65.18
CS-0799,25.8,19,2.2,510.4,50.8,18,45.2
CS-0800,31.1,2,1.2,496.4,73.4,32,53.1
CS-0801,28.9,7,15.1,,52.7,105,66.69
CS-0802,6.7,13,6.4,262.9,50.2,81,43.03
CS-0803,8.2,22,2.2,491.0,,3,28.15
CS-0804,33.2,21,4.4,772.3,52.2,80,63.37
CS-0805,22.4,11,5.0,476.5,61.1,103,55.41
CS-0806,23.6,21,8.8,973.4,42.3,113,62.66
CS-0807,21.0,22,7.9,212.7,61.0,89,53.68
CS-0808,30.3,20,6.5,851.1,57.6,52,58.24
CS-0809,27.7,6,7.3,825.4,,104,60.39
CS-0810,24.0,1,7.0,538.2,43.8,85,55.52
CS-0811,24.6,2,4.8,739.8,52.8,62,51.22
CS-0812,9.2,17,,371.1,51.9,83,51.72
CS-0813,32.7,16,4.9,107.0,,78,62.82
CS-0814,28.3,21,,243.3,76.3,50,63.42
CS-0815,21.4,12,,501.8,49.2,18,57.69
CS-0816,15.5,20,7.0,390.5,69.1,95,52.08
CS-0817,20.3,17,9.8,294.0,77.0,50,56.82
CS-0818,12.1,15,,682.0,45.7,73,52.94
CS-0819,17.9,18,10.4,453.1,59.9,80,56.93
CS-0820,10.0,22,4.2,693.2,60.6,17,36.95
CS-0821,17.5,22,3.7,918.9,43.5,87,46.0
CS-0822,30.1,16,,628.9,43.7,103,70.73
CS-0823,33.7,21,2.9,668.9,,11,54.84
CS-0824,28.8,8,8.4,1977.6,69.0,58,62.27
CS-0825,36.6,3,,821.2,53.6,108,75.42
CS-0826,16.7,18,5.9,662.2,68.0,48,48.96
CS-0827,29.9,0,0.7,2600.0,48.1,2,50.59
CS-0828,22.9,3,6.1,965.2,62.2,104,62.95
CS-0829,27.9,19,4.2,552.0,84.0,94,59.8
CS-0830,28.0,2,6.6,598.1,63.9,10,51.54
CS-0831,24.0,19,4.9,1131.3,49.7,33,49.58
CS-0832,26.7,19,,608.4,80.9,36,62.37
CS-0833,31.9,21,2.9,1059.0,,99,63.5
CS-0834,15.8,21,9.0,423.3,54.8,47,43.4
CS-0835,17.5,4,5.0,,64.6,87,47.35
CS-0836,22.2,8,6.5,199.6,68.8,100,56.61
CS-0837,10.8,2,11.7,1104.9,67.1,89,49.59
CS-0838,40.0,13,,477.8,,53,80.26
CS-0839,34.1,13,10.8,1084.1,70.6,9,65.46
CS-0840,23.4,9,,674.7,56.6,98,64.87
CS-0841,30.4,11,5.3,555.8,56.2,117,69.73
CS-0842,22.3,16,5.2,458.7,,58,54.93
CS-0843,35.8,14,3.7,563.2,65.2,37,65.98
CS-0844,15.2,14,5.9,540.5,72.2,46,49.58
CS-0845,2.0,3,3.1,282.6,59.2,40,25.22
CS-0846,23.4,13,,734.5,53.7,8,62.92
CS-0847,18.2,2,12.8,176.7,77.3,64,47.82
CS-0848,13.8,11,5.6,,64.3,38,51.77
CS-0849,31.0,5,,406.8,52.3,79,77.41
CS-0850,14.5,21,,866.8,72.3,36,50.44
CS-0851,19.3,18,1.9,222.1,75.2,4,44.18
CS-0852,26.9,4,3.3,,50.8,55,54.21
CS-0853,27.2,8,2.5,1161.2,,6,49.99
CS-0854,24.2,10,8.8,903.3,65.1,91,57.02
CS-0855,20.6,4,7.4,384.4,41.1,16,40.63
CS-0856,26.5,0,3.9,630.8,54.8,72,48.74
CS-0857,30.0,10,1.6,1008.0,50.5,9,57.25
CS-0858,25.0,12,6.5,1872.6,64.5,65,61.32
CS-0859,28.5,3,17.2,926.3,39.8,77,63.11
CS-0860,21.5,15,3.3,646.6,,41,50.53
CS-0861,18.2,15,6.5,363.1,39.8,61,45.47
CS-0862,13.7,9,4.5,738.3,83.0,78,49.71
CS-0863,27.2,7,,456.0,54.9,39,63.51
CS-0864,23.6,1,7.1,698.4,63.5,60,50.46
CS-0865,30.6,14,5.4,417.2,,12,60.22
CS-0866,32.2,7,8.8,880.0,70.8,114,67.52
CS-0867,27.3,14,1.3,1456.7,77.3,73,65.53
CS-0868,23.7,16,,899.0,64.2,104,68.95
CS-0869,23.9,13,3.3,687.2,58.9,89,57.63
CS-0870,4.0,15,11.4,491.8,61.8,86,51.6
CS-0871,15.0,19,7.4,1224.5,70.4,113,61.74
CS-0872,21.7,16,4.3,496.7,,73,55.25
CS-0873,33.0,21,6.0,,65.7,50,62.42
CS-0874,26.3,23,5.1,1211.2,58.6,37,59.9
CS-0875,31.6,6,2.7,971.3,69.3,66,60.38
CS-0876,4.7,6,3.3,359.3,49.4,91,32.08
CS-0877,22.8,5,6.3,1373.1,,41,50.71
CS-0878,39.3,10,5.7,607.7,,37,64.04
CS-0879,34.1,0,,317.9,37.8,118,72.75
CS-0880,25.3,13,,428.9,65.2,25,64.8
CS-0881,24.5,16,4.2,378.6,59.6,93,61.13
CS-0882,21.2,16,,402.7,55.8,94,62.01
CS-0883,23.2,16,7.9,270.5,66.9,119,60.73
CS-0884,23.9,8,3.8,665.8,55.3,75,53.3
CS-0885,18.8,5,7.3,297.8,61.7,18,44.06
CS-0886,23.4,9,2.7,1383.9,,78,56.31
CS-0887,43.0,5,7.3,73.8,52.1,26,64.7
CS-0888,20.0,17,1.4,529.6,58.3,43,46.98
CS-0889,24.3,10,5.4,475.2,71.3,39,50.37
CS-0890,12.4,4,7.2,548.0,61.8,8,37.35
CS-0891,27.1,15,,509.5,63.0,95,71.09
CS-0892,29.7,9,4.8,898.4,62.0,31,56.7
CS-0893,33.4,23,,780.5,58.8,106,75.79
CS-0894,30.4,3,0.6,1135.7,,67,54.4
CS-0895,24.3,17,,1223.7,68.8,105,69.25
CS-0896,19.6,5,6.4,,80.6,106,54.84
CS-0897,8.4,7,5.5,1054.6,49.8,119,40.58
CS-0898,17.3,3,4.8,761.2,59.5,98,51.41
CS-0899,17.7,1,,309.2,67.7,116,58.59
CS-0900,20.8,1,4.6,1104.0,60.2,73,46.51
CS-0901,34.5,3,1.3,652.4,63.6,35,56.47
CS-0902,21.9,12,5.9,369.0,67.1,30,52.75
CS-0903,43.0,2,2.7,,77.3,37,64.47
CS-0904,32.7,9,8.4,343.9,53.9,107,66.68
CS-0905,24.7,21,,1331.9,,20,58.99
CS-0906,13.7,14,5.3,,41.1,107,57.54
CS-0907,26.1,6,8.9,277.6,51.9,36,52.39
CS-0908,28.8,23,,919.0,,12,55.93
CS-0909,18.0,18,4.6,1198.8,67.2,56,49.77
CS-0910,29.0,5,6.1,221.8,54.5,3,48.21
CS-0911,31.6,23,8.0,1033.8,,26,54.5
CS-0912,33.6,1,6.7,1065.1,80.0,10,59.96
CS-0913,24.8,0,,255.7,63.9,120,71.41
CS-0914,22.1,1,3.7,437.2,52.8,45,45.54
CS-0915,14.6,6,8.8,475.4,76.4,111,48.22
CS-0916,16.2,2,2.8,531.0,69.7,30,39.44
CS-0917,33.0,14,9.2,256.0,62.2,67,67.44
CS-0918,17.8,21,0.9,1887.1,46.2,114,48.34
CS-0919,18.0,15,4.8,1086.3,64.4,19,49.7
CS-0920,26.5,3,5.0,375.4,57.9,98,52.72
CS-0921,24.5,11,3.6,1569.6,,88,62.02
CS-0922,29.5,1,,670.1,42.0,70,65.87
CS-0923,31.7,21,5.0,270.8,67.9,23,54.27
CS-0924,18.6,5,,47.2,74.6,98,56.77
CS-0925,21.8,19,7.0,328.5,77.2,27,50.34
CS-0926,29.8,20,5.6,689.1,34.4,26,48.17
CS-0927,36.8,17,5.0,321.7,70.5,114,70.3
CS-0928,39.1,15,2.0,289.1,,2,57.22
CS-0929,16.6,7,1.3,249.0,71.5,27,40.46
CS-0930,25.4,13,4.4,513.0,58.1,19,52.62
CS-0931,28.4,9,11.8,430.9,79.4,56,67.09
CS-0932,9.9,14,17.0,,60.8,48,49.93
CS-0933,31.7,8,5.3,1219.7,64.2,3,59.45
CS-0934,20.5,21,4.7,629.1,70.5,60,48.42
CS-0935,21.3,8,5.5,587.5,52.2,3,40.29
CS-0936,26.3,11,1.9,971.7,,71,56.89
CS-0937,23.4,18,9.6,900.1,77.4,34,54.45
CS-0938,26.2,0,8.6,667.8,62.5,69,62.17
CS-0939,25.9,8,,220.7,71.8,55,61.55
CS-0940,38.4,15,4.6,,55.7,20,67.06
CS-0941,23.3,23,3.6,1454.0,66.0,97,60.04
CS-0942,26.8,3,6.6,,43.6,75,57.58
CS-0943,19.7,20,3.5,581.1,58.8,93,53.02
CS-0944,25.6,5,2.1,786.7,61.4,77,48.06
CS-0945,16.1,12,7.0,1059.2,,102,59.49
CS-0946,30.6,9,5.5,1055.2,68.5,100,68.2
CS-0947,20.1,10,,1803.1,49.5,99,67.41
CS-0948,24.9,16,2.5,506.3,59.0,93,58.92
CS-0949,30.5,18,11.5,913.6,60.7,2,65.41
CS-0950,41.0,11,9.8,848.7,,44,70.49
CS-0951,19.1,12,4.2,546.7,57.0,94,50.57
CS-0952,22.8,14,6.5,1388.8,48.6,108,62.76
CS-0953,27.1,14,2.1,202.0,51.2,68,54.6
CS-0954,29.5,18,8.0,258.1,53.8,104,62.9
CS-0955,27.0,13,8.2,,,5,56.61
CS-0956,32.8,1,,1425.6,71.5,91,71.59
