timestamp,hour,temperature_c,is_weekend,demand_kwh
2026-01-24 05:00:00,5,9.94,1,133.23
2026-01-24 06:00:00,6,12.81,1,125.72
2026-01-24 07:00:00,7,13.81,1,126.53
2026-01-24 08:00:00,8,16.23,1,128.14
2026-01-24 09:00:00,9,16.93,1,124.54
2026-01-24 10:00:00,10,15.44,1,123.41
2026-01-24 11:00:00,11,16.97,1,111.21
2026-01-24 12:00:00,12,17.69,1,112.21
2026-01-24 13:00:00,13,14.43,1,124.35
2026-01-24 14:00:00,14,18.55,1,110.57
2026-01-24 15:00:00,15,19.39,1,103.22
2026-01-24 16:00:00,16,17.55,1,114.52
2026-01-24 17:00:00,17,14.76,1,151.99
2026-01-24 18:00:00,18,15.08,1,139.04
2026-01-24 19:00:00,19,12.56,1,164.02
2026-01-24 20:00:00,20,11.94,1,160.74
2026-01-24 21:00:00,21,9.9,1,160.72
2026-01-24 22:00:00,22,6.88,1,139.51
2026-01-24 23:00:00,23,8.76,1,140.75
2026-01-25 00:00:00,0,5.79,1,143.13
2026-01-25 01:00:00,1,5.0,1,151.55
2026-01-25 02:00:00,2,6.79,1,148.71
2026-01-25 03:00:00,3,6.84,1,151.11
2026-01-25 04:00:00,4,6.71,1,137.34
2026-01-25 05:00:00,5,8.49,1,149.09
2026-01-25 06:00:00,6,11.18,1,137.3
2026-01-25 07:00:00,7,11.8,1,132.71
2026-01-25 08:00:00,8,15.31,1,119.8
2026-01-25 09:00:00,9,15.37,1,126.48
2026-01-25 10:00:00,10,15.12,1,122.35
2026-01-25 11:00:00,11,19.26,1,106.84
2026-01-25 12:00:00,12,22.2,1,115.8
2026-01-25 13:00:00,13,20.0,1,104.08
2026-01-25 14:00:00,14,15.05,1,120.51
2026-01-25 15:00:00,15,21.76,1,115.04
2026-01-25 16:00:00,16,18.84,1,116.17
2026-01-25 17:00:00,17,15.62,1,147.41
2026-01-25 18:00:00,18,15.76,1,143.31
2026-01-25 19:00:00,19,13.21,1,154.37
2026-01-25 20:00:00,20,11.51,1,155.63
2026-01-25 21:00:00,21,7.84,1,163.98
2026-01-25 22:00:00,22,7.1,1,135.28
2026-01-25 23:00:00,23,9.24,1,130.41
2026-01-26 00:00:00,0,6.29,0,163.93
2026-01-26 01:00:00,1,6.8,0,169.24
2026-01-26 02:00:00,2,7.18,0,169.72
2026-01-26 03:00:00,3,9.27,0,153.63
2026-01-26 04:00:00,4,7.21,0,163.58
2026-01-26 05:00:00,5,7.84,0,161.46
2026-01-26 06:00:00,6,12.0,0,140.41
2026-01-26 07:00:00,7,14.21,0,149.45
2026-01-26 08:00:00,8,15.53,0,143.27
2026-01-26 09:00:00,9,16.09,0,138.07
2026-01-26 10:00:00,10,18.76,0,139.11
2026-01-26 11:00:00,11,17.23,0,119.72
2026-01-26 12:00:00,12,17.23,0,128.29
2026-01-26 13:00:00,13,20.54,0,133.48
2026-01-26 14:00:00,14,24.16,0,145.43
2026-01-26 15:00:00,15,18.29,0,110.3
2026-01-26 16:00:00,16,19.47,0,123.36
2026-01-26 17:00:00,17,15.23,0,163.05
2026-01-26 18:00:00,18,16.29,0,151.41
2026-01-26 19:00:00,19,13.85,0,168.5
2026-01-26 20:00:00,20,8.31,0,174.37
2026-01-26 21:00:00,21,7.47,0,194.84
2026-01-26 22:00:00,22,8.17,0,150.96
2026-01-26 23:00:00,23,8.05,0,151.68
2026-01-27 00:00:00,0,6.39,0,150.43
2026-01-27 01:00:00,1,5.24,0,161.21
2026-01-27 02:00:00,2,6.22,0,160.36
2026-01-27 03:00:00,3,6.45,0,170.39
2026-01-27 04:00:00,4,9.87,0,162.36
2026-01-27 05:00:00,5,10.57,0,167.45
2026-01-27 06:00:00,6,12.39,0,154.77
2026-01-27 07:00:00,7,12.53,0,151.93
2026-01-27 08:00:00,8,15.43,0,138.06
2026-01-27 09:00:00,9,18.28,0,130.93
2026-01-27 10:00:00,10,17.94,0,139.44
2026-01-27 11:00:00,11,19.6,0,125.18
2026-01-27 12:00:00,12,21.18,0,136.2
2026-01-27 13:00:00,13,21.42,0,131.73
2026-01-27 14:00:00,14,21.25,0,128.38
2026-01-27 15:00:00,15,16.19,0,126.08
2026-01-27 16:00:00,16,18.51,0,124.32
2026-01-27 17:00:00,17,15.84,0,155.48
2026-01-27 18:00:00,18,14.43,0,164.01
2026-01-27 19:00:00,19,11.01,0,187.01
2026-01-27 20:00:00,20,11.83,0,171.18
2026-01-27 21:00:00,21,8.44,0,176.36
2026-01-27 22:00:00,22,8.72,0,146.65
2026-01-27 23:00:00,23,6.46,0,156.65
2026-01-28 00:00:00,0,8.35,0,156.63
2026-01-28 01:00:00,1,7.65,0,156.63
2026-01-28 02:00:00,2,5.93,0,156.7
2026-01-28 03:00:00,3,7.53,0,166.1
2026-01-28 04:00:00,4,10.69,0,152.2
2026-01-28 05:00:00,5,10.55,0,159.55
2026-01-28 06:00:00,6,10.72,0,151.74
2026-01-28 07:00:00,7,17.26,0,142.13
2026-01-28 08:00:00,8,15.23,0,149.29
2026-01-28 09:00:00,9,15.95,0,133.9
2026-01-28 10:00:00,10,18.48,0,134.41
2026-01-28 11:00:00,11,20.73,0,141.42
2026-01-28 12:00:00,12,19.85,0,132.68
2026-01-28 13:00:00,13,18.72,0,137.71
2026-01-28 14:00:00,14,21.53,0,131.66
2026-01-28 15:00:00,15,20.58,0,133.49
2026-01-28 16:00:00,16,18.43,0,121.84
2026-01-28 17:00:00,17,17.61,0,163.01
2026-01-28 18:00:00,18,16.01,0,164.98
2026-01-28 19:00:00,19,13.96,0,171.93
2026-01-28 20:00:00,20,14.58,0,162.65
2026-01-28 21:00:00,21,8.87,0,177.26
2026-01-28 22:00:00,22,7.79,0,153.5
2026-01-28 23:00:00,23,9.52,0,154.8
2026-01-29 00:00:00,0,6.33,0,168.68
2026-01-29 01:00:00,1,5.94,0,165.82
2026-01-29 02:00:00,2,6.15,0,162.56
2026-01-29 03:00:00,3,7.08,0,158.51
2026-01-29 04:00:00,4,7.93,0,158.4
2026-01-29 05:00:00,5,10.88,0,154.82
2026-01-29 06:00:00,6,12.03,0,156.21
2026-01-29 07:00:00,7,14.26,0,147.3
2026-01-29 08:00:00,8,15.69,0,139.07
2026-01-29 09:00:00,9,17.48,0,129.27
2026-01-29 10:00:00,10,22.19,0,150.1
2026-01-29 11:00:00,11,22.06,0,135.79
2026-01-29 12:00:00,12,20.68,0,138.43
2026-01-29 13:00:00,13,21.54,0,134.02
2026-01-29 14:00:00,14,21.18,0,137.71
2026-01-29 15:00:00,15,19.86,0,128.74
2026-01-29 16:00:00,16,18.4,0,123.15
2026-01-29 17:00:00,17,19.04,0,151.16
2026-01-29 18:00:00,18,12.93,0,170.9
2026-01-29 19:00:00,19,15.39,0,163.8
2026-01-29 20:00:00,20,11.03,0,182.02
2026-01-29 21:00:00,21,12.24,0,177.32
2026-01-29 22:00:00,22,9.77,0,145.81
2026-01-29 23:00:00,23,8.57,0,153.12
2026-01-30 00:00:00,0,7.11,0,159.79
2026-01-30 01:00:00,1,5.45,0,164.63
2026-01-30 02:00:00,2,7.83,0,160.03
2026-01-30 03:00:00,3,7.84,0,157.7
2026-01-30 04:00:00,4,10.86,0,152.3
2026-01-30 05:00:00,5,12.62,0,160.09
2026-01-30 06:00:00,6,14.12,0,141.08
2026-01-30 07:00:00,7,13.45,0,151.05
2026-01-30 08:00:00,8,14.91,0,148.51
2026-01-30 09:00:00,9,18.9,0,137.7
2026-01-30 10:00:00,10,18.92,0,132.97
2026-01-30 11:00:00,11,19.67,0,131.14
2026-01-30 12:00:00,12,22.61,0,147.88
2026-01-30 13:00:00,13,22.74,0,149.26
2026-01-30 14:00:00,14,22.1,0,138.93
2026-01-30 15:00:00,15,21.78,0,142.02
2026-01-30 16:00:00,16,19.45,0,125.88
2026-01-30 17:00:00,17,19.29,0,155.37
2026-01-30 18:00:00,18,18.69,0,160.64
2026-01-30 19:00:00,19,11.17,0,167.6
2026-01-30 20:00:00,20,14.57,0,170.8
2026-01-30 21:00:00,21,12.81,0,168.54
2026-01-30 22:00:00,22,12.38,0,143.94
2026-01-30 23:00:00,23,10.36,0,150.99
