tile_id,row,column,red,green,blue,red_minus_blue,green_minus_blue,local_contrast,is_defect
T04,44,57,182,195,206,-24.0000,-11.0000,3.5121,0
T04,44,58,180,194,203,-23.0000,-9.0000,4.1825,0
T04,44,59,177,188,196,-19.0000,-8.0000,4.1356,0
T04,44,60,172,181,198,-26.0000,-17.0000,5.0372,0
T04,44,61,178,188,197,-19.0000,-9.0000,4.7713,0
T04,44,62,180,192,199,-19.0000,-7.0000,4.3328,0
T04,44,63,177,189,202,-25.0000,-13.0000,4.5264,0
T04,45,0,176,188,199,-23.0000,-11.0000,3.7139,0
T04,45,1,167,177,191,-24.0000,-14.0000,3.5444,0
T04,45,2,177,186,197,-20.0000,-11.0000,4.4502,0
T04,45,3,169,185,191,-22.0000,-6.0000,4.5041,0
T04,45,4,179,191,202,-23.0000,-11.0000,4.5415,0
T04,45,5,181,188,202,-21.0000,-14.0000,4.1412,0
T04,45,6,175,187,200,-25.0000,-13.0000,4.2319,0
T04,45,7,176,189,203,-27.0000,-14.0000,3.6636,0
T04,45,8,171,184,194,-23.0000,-10.0000,3.7739,0
T04,45,9,177,188,199,-22.0000,-11.0000,3.6603,0
T04,45,10,177,183,198,-21.0000,-15.0000,3.8268,0
T04,45,11,177,191,203,-26.0000,-12.0000,3.4666,0
T04,45,12,174,190,203,-29.0000,-13.0000,3.9011,0
T04,45,13,177,189,197,-20.0000,-8.0000,3.4551,0
T04,45,14,169,176,190,-21.0000,-14.0000,3.5852,0
T04,45,15,178,186,200,-22.0000,-14.0000,3.9752,0
T04,45,16,174,182,191,-17.0000,-9.0000,4.0619,0
T04,45,17,173,181,197,-24.0000,-16.0000,3.3293,0
T04,45,18,175,190,204,-29.0000,-14.0000,3.6350,0
T04,45,19,175,187,199,-24.0000,-12.0000,3.4007,0
T04,45,20,170,183,192,-22.0000,-9.0000,3.8100,0
T04,45,21,178,189,200,-22.0000,-11.0000,3.6890,0
T04,45,22,180,190,202,-22.0000,-12.0000,3.7981,0
T04,45,23,180,197,207,-27.0000,-10.0000,3.3621,0
T04,45,24,179,189,202,-23.0000,-13.0000,3.4826,0
T04,45,25,174,183,197,-23.0000,-14.0000,2.9198,0
T04,45,26,180,186,201,-21.0000,-15.0000,2.9937,0
T04,45,27,177,190,201,-24.0000,-11.0000,3.2754,0
T04,45,28,174,188,203,-29.0000,-15.0000,3.4141,0
T04,45,29,177,190,201,-24.0000,-11.0000,3.2917,0
T04,45,30,177,187,198,-21.0000,-11.0000,3.9306,0
T04,45,31,171,186,199,-28.0000,-13.0000,3.9923,0
T04,45,32,183,189,203,-20.0000,-14.0000,3.6409,0
T04,45,33,178,188,199,-21.0000,-11.0000,3.9122,0
T04,45,34,179,190,205,-26.0000,-15.0000,3.7071,0
T04,45,35,177,189,199,-22.0000,-10.0000,2.8617,0
T04,45,36,177,189,201,-24.0000,-12.0000,3.0560,0
T04,45,37,176,189,202,-26.0000,-13.0000,3.2927,0
T04,45,38,178,183,197,-19.0000,-14.0000,3.3915,0
T04,45,39,175,187,201,-26.0000,-14.0000,3.8874,0
T04,45,40,167,179,190,-23.0000,-11.0000,4.1039,0
T04,45,41,180,191,205,-25.0000,-14.0000,3.9956,0
T04,45,42,173,186,198,-25.0000,-12.0000,3.9559,0
T04,45,43,174,188,198,-24.0000,-10.0000,3.5264,0
T04,45,44,179,194,198,-19.0000,-4.0000,4.2312,0
T04,45,45,181,192,204,-23.0000,-12.0000,4.4515,0
T04,45,46,184,196,206,-22.0000,-10.0000,4.2925,0
T04,45,47,172,183,195,-23.0000,-12.0000,3.9406,0
T04,45,48,184,192,206,-22.0000,-14.0000,3.8203,0
T04,45,49,175,190,200,-25.0000,-10.0000,3.4031,0
T04,45,50,179,188,202,-23.0000,-14.0000,3.2294,0
T04,45,51,183,192,207,-24.0000,-15.0000,3.1804,0
T04,45,52,179,188,204,-25.0000,-16.0000,3.3971,0
T04,45,53,180,195,204,-24.0000,-9.0000,3.0631,0
T04,45,54,175,186,199,-24.0000,-13.0000,2.8170,0
T04,45,55,181,191,204,-23.0000,-13.0000,2.6701,0
T04,45,56,178,191,205,-27.0000,-14.0000,3.2372,0
T04,45,57,182,191,202,-20.0000,-11.0000,3.7047,0
T04,45,58,178,191,203,-25.0000,-12.0000,3.8900,0
T04,45,59,173,184,197,-24.0000,-13.0000,3.8217,0
T04,45,60,180,189,200,-20.0000,-11.0000,4.6983,0
T04,45,61,183,193,203,-20.0000,-10.0000,4.4081,0
T04,45,62,182,190,204,-22.0000,-14.0000,3.7652,0
T04,45,63,182,189,202,-20.0000,-13.0000,4.5043,0
T04,46,0,178,184,203,-25.0000,-19.0000,3.9855,0
T04,46,1,175,187,197,-22.0000,-10.0000,3.5025,0
T04,46,2,170,184,192,-22.0000,-8.0000,4.5409,0
T04,46,3,168,183,195,-27.0000,-12.0000,4.5569,0
T04,46,4,182,195,206,-24.0000,-11.0000,4.5326,0
T04,46,5,170,184,193,-23.0000,-9.0000,4.1807,0
T04,46,6,175,190,202,-27.0000,-12.0000,4.4357,0
T04,46,7,173,189,197,-24.0000,-8.0000,3.3473,0
T04,46,8,177,191,202,-25.0000,-11.0000,3.7900,0
T04,46,9,169,183,195,-26.0000,-12.0000,3.6586,0
T04,46,10,171,181,194,-23.0000,-13.0000,4.2811,0
T04,46,11,175,186,201,-26.0000,-15.0000,3.9944,0
T04,46,12,180,189,203,-23.0000,-14.0000,4.5418,0
T04,46,13,178,191,202,-24.0000,-11.0000,4.1077,0
T04,46,14,178,187,200,-22.0000,-13.0000,4.1885,0
T04,46,15,175,186,197,-22.0000,-11.0000,3.9204,0
T04,46,16,175,193,203,-28.0000,-10.0000,3.9740,0
T04,46,17,175,190,202,-27.0000,-12.0000,3.1545,0
T04,46,18,169,179,195,-26.0000,-16.0000,3.1478,0
T04,46,19,179,191,203,-24.0000,-12.0000,2.9658,0
T04,46,20,172,184,193,-21.0000,-9.0000,3.4609,0
T04,46,21,177,191,197,-20.0000,-6.0000,3.5579,0
T04,46,22,174,184,198,-24.0000,-14.0000,3.8500,0
T04,46,23,179,189,201,-22.0000,-12.0000,3.4366,0
T04,46,24,174,184,197,-23.0000,-13.0000,3.3888,0
T04,46,25,178,189,206,-28.0000,-17.0000,2.9839,0
T04,46,26,182,189,204,-22.0000,-15.0000,3.0619,0
T04,46,27,171,183,194,-23.0000,-11.0000,3.1679,0
T04,46,28,170,180,194,-24.0000,-14.0000,3.3465,0
T04,46,29,168,184,193,-25.0000,-9.0000,3.3228,0
T04,46,30,177,190,198,-21.0000,-8.0000,3.8319,0
T04,46,31,176,188,199,-23.0000,-11.0000,4.0745,0
T04,46,32,171,182,195,-24.0000,-13.0000,3.7275,0
T04,46,33,171,186,195,-24.0000,-9.0000,3.5858,0
T04,46,34,174,188,200,-26.0000,-12.0000,3.5938,0
T04,46,35,175,184,194,-19.0000,-10.0000,2.8659,0
T04,46,36,179,185,200,-21.0000,-15.0000,2.9362,0
T04,46,37,173,184,198,-25.0000,-14.0000,3.2533,0
T04,46,38,178,190,202,-24.0000,-12.0000,3.6589,0
T04,46,39,175,184,196,-21.0000,-12.0000,4.4005,0
T04,46,40,178,189,201,-23.0000,-12.0000,4.5561,0
T04,46,41,181,195,209,-28.0000,-14.0000,4.1994,0
T04,46,42,182,198,205,-23.0000,-7.0000,4.1979,0
T04,46,43,182,193,202,-20.0000,-9.0000,4.1526,0
T04,46,44,172,184,196,-24.0000,-12.0000,4.1289,0
T04,46,45,184,195,205,-21.0000,-10.0000,4.3012,0
T04,46,46,180,189,204,-24.0000,-15.0000,4.3456,0
T04,46,47,176,186,196,-20.0000,-10.0000,4.0205,0
T04,46,48,176,189,201,-25.0000,-12.0000,4.0509,0
T04,46,49,176,186,200,-24.0000,-14.0000,3.6433,0
T04,46,50,172,188,194,-22.0000,-6.0000,3.5855,0
T04,46,51,179,192,203,-24.0000,-11.0000,3.5612,0
T04,46,52,188,196,209,-21.0000,-13.0000,3.5659,0
T04,46,53,177,192,201,-24.0000,-9.0000,3.0681,0
T04,46,54,175,188,198,-23.0000,-10.0000,2.6146,0
T04,46,55,180,189,199,-19.0000,-10.0000,2.5176,0
T04,46,56,175,191,199,-24.0000,-8.0000,3.0622,0
T04,46,57,182,191,205,-23.0000,-14.0000,3.3316,0
T04,46,58,168,181,193,-25.0000,-12.0000,3.4495,0
T04,46,59,178,183,194,-16.0000,-11.0000,3.5328,0
T04,46,60,179,187,199,-20.0000,-12.0000,3.3743,0
T04,46,61,181,189,204,-23.0000,-15.0000,2.8938,0
T04,46,62,176,186,201,-25.0000,-15.0000,2.2104,0
T04,46,63,177,185,198,-21.0000,-13.0000,2.1748,0
T04,47,0,167,184,198,-31.0000,-14.0000,3.7619,0
T04,47,1,172,183,195,-23.0000,-12.0000,3.8755,0
T04,47,2,165,173,190,-25.0000,-17.0000,4.7833,0
T04,47,3,172,186,201,-29.0000,-15.0000,4.8900,0
T04,47,4,168,181,188,-20.0000,-7.0000,4.8849,0
T04,47,5,170,179,193,-23.0000,-14.0000,4.4734,0
T04,47,6,182,191,202,-20.0000,-11.0000,4.5242,0
T04,47,7,173,185,198,-25.0000,-13.0000,3.7208,0
T04,47,8,167,176,191,-24.0000,-15.0000,3.8605,0
T04,47,9,180,194,203,-23.0000,-9.0000,3.6083,0
T04,47,10,172,180,194,-22.0000,-14.0000,4.2724,0
T04,47,11,174,184,194,-20.0000,-10.0000,4.0196,0
T04,47,12,179,187,201,-22.0000,-14.0000,4.6370,0
T04,47,13,174,185,194,-20.0000,-9.0000,4.4128,0
T04,47,14,168,180,193,-25.0000,-13.0000,4.6947,0
T04,47,15,173,186,195,-22.0000,-9.0000,4.4015,0
T04,47,16,172,184,195,-23.0000,-11.0000,4.2590,0
T04,47,17,177,193,203,-26.0000,-10.0000,3.4576,0
T04,47,18,171,184,196,-25.0000,-12.0000,3.4358,0
T04,47,19,174,187,199,-25.0000,-12.0000,3.1356,0
T04,47,20,174,181,195,-21.0000,-14.0000,3.0666,0
T04,47,21,173,187,198,-25.0000,-11.0000,3.1481,0
T04,47,22,171,182,196,-25.0000,-14.0000,3.6450,0
T04,47,23,176,189,202,-26.0000,-13.0000,3.2481,0
T04,47,24,178,191,206,-28.0000,-15.0000,3.1821,0
T04,47,25,173,188,199,-26.0000,-11.0000,3.0810,0
T04,47,26,178,188,199,-21.0000,-11.0000,3.1890,0
T04,47,27,178,191,203,-25.0000,-12.0000,3.6739,0
T04,47,28,169,187,199,-30.0000,-12.0000,3.7069,0
T04,47,29,181,195,207,-26.0000,-12.0000,3.6932,0
T04,47,30,171,184,194,-23.0000,-10.0000,3.6712,0
T04,47,31,175,187,196,-21.0000,-9.0000,3.8285,0
T04,47,32,180,188,204,-24.0000,-16.0000,2.9310,0
T04,47,33,180,194,203,-23.0000,-9.0000,2.9630,0
T04,47,34,177,185,201,-24.0000,-16.0000,2.9136,0
T04,47,35,180,189,200,-20.0000,-11.0000,2.8132,0
T04,47,36,176,185,197,-21.0000,-12.0000,3.0710,0
T04,47,37,180,185,201,-21.0000,-16.0000,3.7148,0
T04,47,38,181,199,210,-29.0000,-11.0000,4.1272,0
T04,47,39,168,178,194,-26.0000,-16.0000,4.7886,0
T04,47,40,179,191,205,-26.0000,-14.0000,4.9153,0
T04,47,41,178,193,207,-29.0000,-14.0000,4.6189,0
T04,47,42,178,189,205,-27.0000,-16.0000,4.3645,0
T04,47,43,180,186,199,-19.0000,-13.0000,4.2216,0
T04,47,44,169,179,196,-27.0000,-17.0000,4.1828,0
T04,47,45,178,190,204,-26.0000,-14.0000,4.3770,0
T04,47,46,166,178,192,-26.0000,-14.0000,4.4357,0
T04,47,47,185,192,204,-19.0000,-12.0000,4.1107,0
T04,47,48,178,187,197,-19.0000,-10.0000,4.0861,0
T04,47,49,177,187,200,-23.0000,-13.0000,3.7258,0
T04,47,50,182,190,202,-20.0000,-12.0000,3.5890,0
T04,47,51,181,194,206,-25.0000,-12.0000,3.8029,0
T04,47,52,176,191,203,-27.0000,-12.0000,3.9143,0
T04,47,53,177,189,197,-20.0000,-8.0000,3.5159,0
T04,47,54,171,187,194,-23.0000,-7.0000,3.1326,0
T04,47,55,176,191,203,-27.0000,-12.0000,2.9201,0
T04,47,56,182,188,200,-18.0000,-12.0000,3.1085,0
T04,47,57,184,193,207,-23.0000,-14.0000,3.3126,0
T04,47,58,177,189,199,-22.0000,-10.0000,3.2707,0
T04,47,59,171,186,195,-24.0000,-9.0000,3.3150,0
T04,47,60,176,193,202,-26.0000,-9.0000,3.2778,0
T04,47,61,175,188,203,-28.0000,-15.0000,2.8327,0
T04,47,62,180,193,201,-21.0000,-8.0000,2.3042,0
T04,47,63,178,191,200,-22.0000,-9.0000,2.5482,0
T04,48,0,173,185,193,-20.0000,-8.0000,4.0828,0
T04,48,1,166,177,189,-23.0000,-12.0000,4.2289,0
T04,48,2,174,188,201,-27.0000,-13.0000,4.9188,0
T04,48,3,172,180,199,-27.0000,-19.0000,4.8461,0
T04,48,4,167,177,186,-19.0000,-9.0000,4.9710,0
T04,48,5,174,181,197,-23.0000,-16.0000,4.4582,0
T04,48,6,173,184,195,-22.0000,-11.0000,4.5608,0
T04,48,7,175,186,199,-24.0000,-13.0000,3.9974,0
T04,48,8,167,186,198,-31.0000,-12.0000,4.2676,0
T04,48,9,173,184,200,-27.0000,-16.0000,3.9646,0
T04,48,10,167,177,189,-22.0000,-12.0000,4.4317,0
T04,48,11,176,186,201,-25.0000,-15.0000,4.2426,0
T04,48,12,181,195,207,-26.0000,-12.0000,4.3778,0
T04,48,13,177,191,198,-21.0000,-7.0000,4.1337,0
T04,48,14,183,196,205,-22.0000,-9.0000,4.4138,0
T04,48,15,168,178,188,-20.0000,-10.0000,3.9482,0
T04,48,16,177,187,195,-18.0000,-8.0000,3.8856,0
T04,48,17,178,191,202,-24.0000,-11.0000,3.3378,0
T04,48,18,176,183,202,-26.0000,-19.0000,3.2646,0
T04,48,19,177,188,195,-18.0000,-7.0000,2.9348,0
T04,48,20,180,193,202,-22.0000,-9.0000,2.7841,0
T04,48,21,175,184,195,-20.0000,-11.0000,3.0333,0
T04,48,22,173,188,201,-28.0000,-13.0000,3.6070,0
T04,48,23,173,184,199,-26.0000,-15.0000,3.5549,0
T04,48,24,181,194,210,-29.0000,-16.0000,3.6472,0
T04,48,25,174,186,196,-22.0000,-10.0000,3.6672,0
T04,48,26,175,187,198,-23.0000,-11.0000,3.5431,0
T04,48,27,178,192,204,-26.0000,-12.0000,4.0934,0
T04,48,28,178,186,201,-23.0000,-15.0000,3.9620,0
T04,48,29,180,188,201,-21.0000,-13.0000,3.8335,0
T04,48,30,172,183,196,-24.0000,-13.0000,3.6612,0
T04,48,31,179,191,199,-20.0000,-8.0000,3.7378,0
T04,48,32,176,186,198,-22.0000,-12.0000,2.8772,0
T04,48,33,172,178,194,-22.0000,-16.0000,3.1632,0
T04,48,34,174,184,200,-26.0000,-16.0000,3.6071,0
T04,48,35,174,181,198,-24.0000,-17.0000,3.7452,0
T04,48,36,171,181,200,-29.0000,-19.0000,3.9426,0
T04,48,37,180,191,204,-24.0000,-13.0000,4.4483,0
T04,48,38,180,192,206,-26.0000,-14.0000,4.2196,0
T04,48,39,176,188,200,-24.0000,-12.0000,4.5831,0
T04,48,40,177,192,199,-22.0000,-7.0000,4.6530,0
T04,48,41,167,181,188,-21.0000,-7.0000,4.4212,0
T04,48,42,174,191,201,-27.0000,-10.0000,3.9358,0
T04,48,43,175,192,200,-25.0000,-8.0000,4.1437,0
T04,48,44,170,187,199,-29.0000,-12.0000,3.8968,0
T04,48,45,185,194,207,-22.0000,-13.0000,3.9845,0
T04,48,46,181,191,202,-21.0000,-11.0000,3.9414,0
T04,48,47,179,190,204,-25.0000,-14.0000,3.6588,0
T04,48,48,183,188,204,-21.0000,-16.0000,3.6246,0
T04,48,49,183,196,206,-23.0000,-10.0000,3.3711,0
T04,48,50,173,183,193,-20.0000,-10.0000,3.4366,0
T04,48,51,173,185,194,-21.0000,-9.0000,3.7270,0
T04,48,52,176,187,201,-25.0000,-14.0000,3.7956,0
T04,48,53,181,192,205,-24.0000,-13.0000,3.3761,0
T04,48,54,181,192,206,-25.0000,-14.0000,3.5185,0
T04,48,55,176,188,200,-24.0000,-12.0000,3.2968,0
T04,48,56,176,186,201,-25.0000,-15.0000,3.5061,0
T04,48,57,176,192,201,-25.0000,-9.0000,3.5813,0
T04,48,58,174,188,201,-27.0000,-13.0000,3.5976,0
T04,48,59,182,195,205,-23.0000,-10.0000,3.1585,0
T04,48,60,180,191,200,-20.0000,-9.0000,3.1353,0
T04,48,61,176,189,200,-24.0000,-11.0000,2.9314,0
T04,48,62,183,195,207,-24.0000,-12.0000,2.8614,0
T04,48,63,178,189,202,-24.0000,-13.0000,3.0006,0
T04,49,0,172,183,194,-22.0000,-11.0000,3.8724,0
T04,49,1,179,186,198,-19.0000,-12.0000,4.4104,0
T04,49,2,176,185,198,-22.0000,-13.0000,4.9711,0
T04,49,3,184,194,205,-21.0000,-11.0000,4.9423,0
T04,49,4,173,185,194,-21.0000,-9.0000,5.0755,0
T04,49,5,171,182,194,-23.0000,-12.0000,4.6622,0
T04,49,6,178,190,204,-26.0000,-14.0000,4.3946,0
T04,49,7,174,186,196,-22.0000,-10.0000,3.9247,0
T04,49,8,168,179,193,-25.0000,-14.0000,4.4582,0
T04,49,9,176,182,199,-23.0000,-17.0000,4.1551,0
T04,49,10,179,187,199,-20.0000,-12.0000,4.4655,0
T04,49,11,172,183,196,-24.0000,-13.0000,4.5429,0
T04,49,12,168,182,194,-26.0000,-12.0000,4.7990,0
T04,49,13,181,194,207,-26.0000,-13.0000,4.4249,0
T04,49,14,178,188,204,-26.0000,-16.0000,4.5440,0
T04,49,15,176,185,200,-24.0000,-15.0000,4.2489,0
T04,49,16,167,182,190,-23.0000,-8.0000,4.1763,0
T04,49,17,178,186,199,-21.0000,-13.0000,3.7476,0
T04,49,18,170,183,194,-24.0000,-11.0000,3.6857,0
T04,49,19,177,191,196,-19.0000,-5.0000,3.5024,0
T04,49,20,176,186,198,-22.0000,-12.0000,3.2041,0
T04,49,21,179,194,201,-22.0000,-7.0000,3.0988,0
T04,49,22,172,181,199,-27.0000,-18.0000,3.6062,0
T04,49,23,178,191,201,-23.0000,-10.0000,3.4460,0
T04,49,24,171,183,198,-27.0000,-15.0000,3.4319,0
T04,49,25,179,189,199,-20.0000,-10.0000,3.4949,0
T04,49,26,176,188,197,-21.0000,-9.0000,3.1080,0
T04,49,27,178,189,202,-24.0000,-13.0000,3.6209,0
T04,49,28,176,186,192,-16.0000,-6.0000,3.5474,0
T04,49,29,167,178,189,-22.0000,-11.0000,3.5702,0
T04,49,30,177,188,201,-24.0000,-13.0000,3.4946,0
T04,49,31,171,180,198,-27.0000,-18.0000,3.7170,0
T04,49,32,177,191,201,-24.0000,-10.0000,2.9257,0
T04,49,33,175,188,198,-23.0000,-10.0000,3.1979,0
T04,49,34,178,181,197,-19.0000,-16.0000,3.7129,0
T04,49,35,171,180,199,-28.0000,-19.0000,3.8479,0
T04,49,36,180,187,201,-21.0000,-14.0000,4.0111,0
T04,49,37,179,191,203,-24.0000,-12.0000,4.2708,0
T04,49,38,176,185,200,-24.0000,-15.0000,4.0826,0
T04,49,39,187,193,207,-20.0000,-14.0000,4.3356,0
T04,49,40,173,184,191,-18.0000,-7.0000,4.3979,0
T04,49,41,179,188,203,-24.0000,-15.0000,4.0219,0
T04,49,42,177,184,198,-21.0000,-14.0000,3.3832,0
T04,49,43,174,186,197,-23.0000,-11.0000,3.4332,0
T04,49,44,178,189,200,-22.0000,-11.0000,3.6245,0
T04,49,45,174,189,195,-21.0000,-6.0000,3.8922,0
T04,49,46,177,191,203,-26.0000,-12.0000,3.9956,0
T04,49,47,172,181,196,-24.0000,-15.0000,3.9156,0
T04,49,48,179,189,203,-24.0000,-14.0000,4.0054,0
T04,49,49,176,188,201,-25.0000,-13.0000,3.4601,0
T04,49,50,171,185,197,-26.0000,-12.0000,3.4538,0
T04,49,51,182,192,201,-19.0000,-9.0000,3.8785,0
T04,49,52,180,194,205,-25.0000,-11.0000,3.9360,0
T04,49,53,172,184,193,-21.0000,-9.0000,3.6741,0
T04,49,54,177,184,200,-23.0000,-16.0000,3.9040,0
T04,49,55,177,183,198,-21.0000,-15.0000,3.7028,0
T04,49,56,177,189,197,-20.0000,-8.0000,3.4215,0
T04,49,57,184,191,202,-18.0000,-11.0000,3.3761,0
T04,49,58,183,193,204,-21.0000,-11.0000,3.3836,0
T04,49,59,178,187,198,-20.0000,-11.0000,2.7379,0
T04,49,60,180,194,203,-23.0000,-9.0000,2.7663,0
T04,49,61,180,189,202,-22.0000,-13.0000,2.7852,0
T04,49,62,180,188,202,-22.0000,-14.0000,2.6609,0
T04,49,63,171,183,201,-30.0000,-18.0000,2.8032,0
T04,50,0,177,189,201,-24.0000,-12.0000,3.7912,0
T04,50,1,172,182,187,-15.0000,-5.0000,4.1244,0
T04,50,2,184,190,206,-22.0000,-16.0000,4.8964,0
T04,50,3,171,178,195,-24.0000,-17.0000,4.8758,0
T04,50,4,174,188,199,-25.0000,-11.0000,4.6686,0
T04,50,5,175,185,196,-21.0000,-11.0000,4.7565,0
T04,50,6,178,189,199,-21.0000,-10.0000,4.2192,0
T04,50,7,184,191,202,-18.0000,-11.0000,3.5127,0
T04,50,8,177,190,204,-27.0000,-14.0000,4.1644,0
T04,50,9,170,179,192,-22.0000,-13.0000,4.4235,0
T04,50,10,178,186,202,-24.0000,-16.0000,4.4612,0
T04,50,11,177,191,198,-21.0000,-7.0000,4.7465,0
T04,50,12,172,180,194,-22.0000,-14.0000,4.9162,0
T04,50,13,174,185,198,-24.0000,-13.0000,4.5577,0
T04,50,14,176,188,199,-23.0000,-11.0000,4.4672,0
T04,50,15,173,186,198,-25.0000,-12.0000,4.4307,0
T04,50,16,176,193,200,-24.0000,-7.0000,4.5193,0
T04,50,17,175,188,200,-25.0000,-12.0000,4.2576,0
T04,50,18,174,190,197,-23.0000,-7.0000,4.1773,0
T04,50,19,176,186,200,-24.0000,-14.0000,4.1125,0
T04,50,20,170,182,196,-26.0000,-14.0000,3.5883,0
T04,50,21,174,186,203,-29.0000,-17.0000,3.2217,0
T04,50,22,174,184,195,-21.0000,-11.0000,3.7029,0
T04,50,23,168,179,190,-22.0000,-11.0000,4.3053,0
T04,50,24,177,193,200,-23.0000,-7.0000,4.2353,0
T04,50,25,167,180,196,-29.0000,-16.0000,4.2385,0
T04,50,26,181,189,205,-24.0000,-16.0000,3.8781,0
T04,50,27,177,190,201,-24.0000,-11.0000,4.1601,0
T04,50,28,180,188,205,-25.0000,-17.0000,3.3643,0
T04,50,29,172,181,194,-22.0000,-13.0000,3.4395,0
T04,50,30,176,187,200,-24.0000,-13.0000,3.3678,0
T04,50,31,175,187,199,-24.0000,-12.0000,3.4512,0
T04,50,32,174,184,200,-26.0000,-16.0000,3.0327,0
T04,50,33,174,185,195,-21.0000,-10.0000,3.1593,0
T04,50,34,166,184,191,-25.0000,-7.0000,3.6548,0
T04,50,35,180,193,206,-26.0000,-13.0000,3.9598,0
T04,50,36,186,197,204,-18.0000,-7.0000,4.0183,0
T04,50,37,181,191,203,-22.0000,-12.0000,4.1427,0
T04,50,38,181,193,203,-22.0000,-10.0000,3.8505,0
T04,50,39,186,196,208,-22.0000,-12.0000,3.7602,0
T04,50,40,175,192,203,-28.0000,-11.0000,3.7496,0
T04,50,41,179,191,206,-27.0000,-15.0000,3.5364,0
T04,50,42,175,187,199,-24.0000,-12.0000,3.1458,0
T04,50,43,179,189,202,-23.0000,-13.0000,3.2781,0
T04,50,44,179,191,204,-25.0000,-13.0000,3.1742,0
T04,50,45,176,187,199,-23.0000,-12.0000,3.3698,0
T04,50,46,178,191,199,-21.0000,-8.0000,3.5724,0
T04,50,47,176,190,198,-22.0000,-8.0000,3.6910,0
T04,50,48,178,189,203,-25.0000,-14.0000,3.8037,0
T04,50,49,183,192,201,-18.0000,-9.0000,3.6927,0
T04,50,50,177,190,200,-23.0000,-10.0000,3.7690,0
T04,50,51,179,193,204,-25.0000,-11.0000,3.9576,0
T04,50,52,178,191,203,-25.0000,-12.0000,4.0412,0
T04,50,53,181,193,202,-21.0000,-9.0000,3.7567,0
T04,50,54,177,189,195,-18.0000,-6.0000,4.0614,0
T04,50,55,181,189,203,-22.0000,-14.0000,3.7342,0
T04,50,56,185,199,211,-26.0000,-12.0000,3.5063,0
T04,50,57,179,190,201,-22.0000,-11.0000,3.3499,0
T04,50,58,178,187,206,-28.0000,-19.0000,3.6649,0
T04,50,59,178,189,202,-24.0000,-13.0000,3.1751,0
T04,50,60,182,192,205,-23.0000,-13.0000,3.3840,0
T04,50,61,175,187,201,-26.0000,-14.0000,3.3825,0
T04,50,62,177,187,198,-21.0000,-11.0000,3.4141,0
T04,50,63,183,194,210,-27.0000,-16.0000,3.2062,0
T04,51,0,176,184,194,-18.0000,-10.0000,3.7382,0
T04,51,1,172,184,198,-26.0000,-14.0000,4.1826,0
T04,51,2,173,182,190,-17.0000,-8.0000,4.8854,0
T04,51,3,179,194,207,-28.0000,-13.0000,4.8813,0
T04,51,4,163,177,191,-28.0000,-14.0000,4.8935,0
T04,51,5,174,187,197,-23.0000,-10.0000,4.9417,0
T04,51,6,176,190,197,-21.0000,-7.0000,4.4098,0
T04,51,7,169,184,190,-21.0000,-6.0000,3.8161,0
T04,51,8,177,191,196,-19.0000,-5.0000,4.1186,0
T04,51,9,168,185,196,-28.0000,-11.0000,4.2374,0
T04,51,10,169,174,191,-22.0000,-17.0000,3.9252,0
T04,51,11,170,184,193,-23.0000,-9.0000,4.4924,0
T04,51,12,169,182,192,-23.0000,-10.0000,4.4939,0
T04,51,13,171,178,189,-18.0000,-11.0000,4.0955,0
T04,51,14,172,188,196,-24.0000,-8.0000,3.9155,0
T04,51,15,172,189,203,-31.0000,-14.0000,4.2019,0
T04,51,16,179,183,198,-19.0000,-15.0000,3.9175,0
T04,51,17,183,191,203,-20.0000,-12.0000,3.8938,0
T04,51,18,167,176,190,-23.0000,-14.0000,4.0850,0
T04,51,19,181,191,204,-23.0000,-13.0000,4.1825,0
T04,51,20,169,183,196,-27.0000,-13.0000,3.7947,0
T04,51,21,177,189,202,-25.0000,-13.0000,3.5210,0
T04,51,22,176,184,199,-23.0000,-15.0000,3.6036,0
T04,51,23,170,183,200,-30.0000,-17.0000,4.5411,0
T04,51,24,175,186,196,-21.0000,-10.0000,4.3860,0
T04,51,25,177,185,200,-23.0000,-15.0000,4.8071,0
T04,51,26,175,183,196,-21.0000,-13.0000,4.6294,0
T04,51,27,174,185,197,-23.0000,-12.0000,5.0034,0
T04,51,28,173,184,198,-25.0000,-14.0000,4.0233,0
T04,51,29,182,190,201,-19.0000,-11.0000,4.1873,0
T04,51,30,176,188,199,-23.0000,-11.0000,3.5436,0
T04,51,31,181,186,202,-21.0000,-16.0000,3.7677,0
T04,51,32,174,182,195,-21.0000,-13.0000,3.3993,0
T04,51,33,174,184,195,-21.0000,-11.0000,3.5864,0
T04,51,34,174,184,192,-18.0000,-8.0000,3.9865,0
T04,51,35,173,186,199,-26.0000,-13.0000,4.0387,0
T04,51,36,182,191,202,-20.0000,-11.0000,4.7150,0
T04,51,37,177,187,199,-22.0000,-12.0000,4.6696,0
T04,51,38,173,186,201,-28.0000,-15.0000,4.4088,0
T04,51,39,178,188,201,-23.0000,-13.0000,3.9785,0
T04,51,40,180,189,203,-23.0000,-14.0000,4.0614,0
T04,51,41,177,193,204,-27.0000,-11.0000,3.2881,0
T04,51,42,173,188,198,-25.0000,-10.0000,2.8998,0
T04,51,43,177,188,202,-25.0000,-14.0000,2.6953,0
T04,51,44,177,189,204,-27.0000,-15.0000,3.1695,0
