check_id,pump_age_months,operating_load_pct,motor_temperature_c,vibration_mm_s,starts_24h,days_since_service,fault_within_7_days
PUMP-01240,133,58.3,65.5,6.15,15,129.1,0
PUMP-01241,25,100.0,60.4,2.14,18,54.3,0
PUMP-01242,19,70.0,49.3,5.83,25,99.7,0
PUMP-01243,137,69.3,62.1,3.2,23,180.8,0
PUMP-01244,68,49.1,62.1,5.64,17,106.4,0
PUMP-01245,21,30.3,58.6,1.58,20,15.1,0
PUMP-01246,83,55.6,59.8,4.56,13,36.6,0
PUMP-01247,22,43.1,53.7,3.08,11,48.0,0
PUMP-01248,112,56.2,57.2,3.37,15,70.8,0
PUMP-01249,126,60.9,63.3,3.7,18,45.9,0
PUMP-01250,19,69.5,60.9,2.28,21,44.4,0
PUMP-01251,63,72.6,54.3,5.72,24,156.1,0
PUMP-01252,83,73.5,56.5,4.52,24,10.2,0
PUMP-01253,86,78.7,64.2,2.12,23,38.3,0
PUMP-01254,27,41.0,51.8,3.19,16,81.3,0
PUMP-01255,89,61.7,60.3,5.61,18,27.9,1
PUMP-01256,66,46.0,52.8,4.75,24,19.1,0
PUMP-01257,12,75.7,50.1,3.19,16,93.8,0
PUMP-01258,140,90.5,72.9,6.48,35,73.8,1
PUMP-01259,64,65.1,54.0,2.64,18,31.2,0
PUMP-01260,87,89.7,66.1,4.72,15,14.0,0
PUMP-01261,74,77.1,59.4,3.62,22,100.6,0
PUMP-01262,64,60.6,53.8,1.62,20,121.0,0
PUMP-01263,9,48.4,49.9,1.38,14,48.6,0
PUMP-01264,8,53.3,54.9,1.79,26,137.2,0
PUMP-01265,69,45.5,57.7,7.04,25,73.3,1
PUMP-01266,128,59.2,66.3,4.24,16,181.5,0
PUMP-01267,72,61.9,61.7,2.05,22,52.2,0
PUMP-01268,57,90.6,64.6,7.67,28,81.9,1
PUMP-01269,91,52.8,53.5,2.68,22,39.9,0
PUMP-01270,10,85.7,64.8,1.74,19,71.1,0
PUMP-01271,24,41.3,54.0,1.1,11,19.1,0
PUMP-01272,92,59.7,48.1,4.35,18,181.9,1
PUMP-01273,23,65.6,67.4,3.72,28,70.5,0
PUMP-01274,64,97.5,63.2,2.69,30,82.3,0
PUMP-01275,13,48.6,54.5,1.53,26,103.7,0
PUMP-01276,89,65.9,56.8,5.39,18,97.4,0
PUMP-01277,95,73.7,51.6,3.42,22,42.8,0
PUMP-01278,91,38.2,54.6,2.09,16,224.1,0
PUMP-01279,44,54.8,55.2,2.4,23,202.3,0
PUMP-01280,48,74.1,59.8,2.76,22,48.5,0
PUMP-01281,45,88.4,58.9,2.51,24,102.6,0
PUMP-01282,82,27.4,44.5,2.3,20,26.3,0
PUMP-01283,18,58.3,62.2,2.71,25,76.7,0
PUMP-01284,93,70.5,60.0,2.91,10,89.3,0
PUMP-01285,14,49.0,61.0,1.98,19,151.7,0
PUMP-01286,92,51.7,55.7,3.66,13,92.8,0
PUMP-01287,125,54.8,52.9,2.1,21,47.3,0
PUMP-01288,85,78.7,61.3,3.67,21,76.9,0
PUMP-01289,98,58.8,60.5,3.14,14,55.5,0
PUMP-01290,13,82.3,57.3,3.57,22,36.5,0
PUMP-01291,55,52.7,53.3,2.2,12,163.6,0
PUMP-01292,138,50.7,54.7,4.06,18,29.2,1
PUMP-01293,81,45.4,63.3,3.36,17,72.7,1
PUMP-01294,62,44.4,59.7,1.54,17,103.2,0
PUMP-01295,13,59.6,62.8,1.52,19,25.2,0
PUMP-01296,6,64.9,51.7,4.58,18,58.6,0
PUMP-01297,2,70.3,63.4,3.12,18,70.9,0
PUMP-01298,80,61.6,70.7,3.17,26,69.7,0
PUMP-01299,85,71.6,62.6,4.21,20,25.4,0
PUMP-01300,26,71.8,52.7,3.88,25,35.1,0
PUMP-01301,14,57.7,58.1,1.57,22,155.9,0
PUMP-01302,86,53.2,54.5,2.76,24,181.5,0
PUMP-01303,84,68.5,56.1,2.76,23,136.9,0
PUMP-01304,106,70.2,68.4,3.5,17,188.8,0
PUMP-01305,137,80.9,64.6,3.27,26,46.3,0
PUMP-01306,137,86.7,63.4,2.59,22,58.6,0
PUMP-01307,143,68.6,56.7,4.91,23,267.1,1
PUMP-01308,139,29.2,51.5,5.77,16,36.8,0
PUMP-01309,102,64.6,57.2,3.8,19,70.9,0
PUMP-01310,91,82.3,64.8,2.72,21,65.6,0
PUMP-01311,96,43.1,58.0,1.86,10,81.5,0
PUMP-01312,62,33.2,48.2,3.91,21,197.0,0
PUMP-01313,63,47.8,56.2,3.74,22,365.0,0
PUMP-01314,73,69.4,58.7,6.73,23,79.7,0
PUMP-01315,91,80.0,58.0,6.5,21,24.0,1
PUMP-01316,63,55.9,59.5,1.97,25,63.1,0
PUMP-01317,35,85.3,54.7,1.95,23,108.6,0
PUMP-01318,35,64.1,72.9,2.68,21,20.0,0
PUMP-01319,39,80.1,64.2,6.43,28,35.7,0
PUMP-01320,16,71.7,50.9,2.83,24,48.0,0
PUMP-01321,61,68.0,51.4,3.09,20,144.8,0
PUMP-01322,60,81.4,63.1,1.8,22,76.0,0
PUMP-01323,41,49.8,53.0,5.09,12,95.1,0
PUMP-01324,127,72.3,55.7,2.47,21,96.6,0
PUMP-01325,142,44.8,55.9,3.68,22,68.3,1
PUMP-01326,142,56.6,64.0,3.04,13,27.8,0
PUMP-01327,144,42.8,59.2,3.27,17,27.2,0
PUMP-01328,140,46.0,54.1,4.1,18,53.8,0
PUMP-01329,125,91.3,59.1,3.41,23,105.7,0
PUMP-01330,74,58.1,59.7,5.04,23,140.4,0
PUMP-01331,20,64.2,64.1,1.71,21,89.1,0
PUMP-01332,79,73.2,57.4,2.96,19,94.1,0
PUMP-01333,19,64.5,53.8,1.8,21,122.5,0
PUMP-01334,29,46.0,52.6,2.31,17,76.3,0
PUMP-01335,84,25.0,43.3,1.5,14,114.9,0
PUMP-01336,6,73.6,64.7,4.25,20,48.8,0
PUMP-01337,30,41.2,60.1,1.6,20,37.5,0
PUMP-01338,55,44.7,55.7,2.69,20,34.0,0
PUMP-01339,42,96.0,64.3,4.96,37,91.3,0
PUMP-01340,90,42.9,56.5,2.01,23,22.4,0
PUMP-01341,3,49.9,52.4,0.94,16,103.7,0
PUMP-01342,41,67.0,59.4,3.11,13,224.2,0
PUMP-01343,59,73.7,62.0,3.61,21,13.9,0
PUMP-01344,18,79.8,44.7,5.51,22,181.3,0
PUMP-01345,24,71.7,55.2,4.55,16,18.1,0
PUMP-01346,57,59.1,51.0,1.6,13,76.2,0
PUMP-01347,131,77.8,55.9,2.75,29,49.4,0
PUMP-01348,26,74.0,56.5,1.44,18,86.9,0
PUMP-01349,136,60.6,63.8,4.88,29,116.5,0
PUMP-01350,88,29.6,48.9,1.86,21,44.7,0
PUMP-01351,31,67.8,63.2,1.55,16,92.3,0
PUMP-01352,43,58.5,57.4,2.61,23,40.3,0
PUMP-01353,68,62.5,50.3,3.86,22,102.7,0
PUMP-01354,69,68.3,59.6,3.37,15,110.2,0
PUMP-01355,56,38.2,58.1,1.22,19,177.4,0
PUMP-01356,126,46.6,60.8,5.93,25,43.7,0
PUMP-01357,112,59.7,55.1,3.03,28,99.0,0
PUMP-01358,61,50.7,52.8,3.31,16,50.1,0
PUMP-01359,115,53.5,61.9,4.54,25,137.6,0
PUMP-01360,114,26.3,56.6,2.18,13,37.8,0
PUMP-01361,33,82.8,63.0,2.47,14,193.4,0
PUMP-01362,68,61.8,68.4,2.22,19,123.3,0
PUMP-01363,69,57.0,54.1,2.75,31,39.6,0
PUMP-01364,58,45.1,51.4,2.51,17,22.6,0
PUMP-01365,27,67.5,57.2,2.85,20,160.6,0
PUMP-01366,103,86.6,59.2,4.36,20,23.7,0
PUMP-01367,8,77.8,58.8,3.03,21,25.5,0
PUMP-01368,69,53.9,55.2,2.46,18,129.0,0
PUMP-01369,115,44.1,56.1,5.25,17,36.1,0
PUMP-01370,31,54.1,55.2,4.96,10,95.2,0
PUMP-01371,12,65.7,58.0,5.18,20,28.4,0
PUMP-01372,120,50.3,58.7,4.61,16,120.8,1
PUMP-01373,27,78.5,52.1,1.83,26,74.4,0
PUMP-01374,142,73.1,56.0,3.65,22,90.4,0
PUMP-01375,33,54.3,49.8,3.07,12,84.6,0
PUMP-01376,140,40.2,52.0,2.21,11,17.8,0
PUMP-01377,53,47.6,48.7,3.33,17,59.3,0
PUMP-01378,4,84.7,58.1,1.85,22,306.3,0
PUMP-01379,37,75.0,64.7,2.47,28,134.5,0
PUMP-01380,62,49.2,50.2,2.5,8,44.2,0
PUMP-01381,125,71.0,65.8,3.77,21,27.1,0
PUMP-01382,32,58.8,61.0,2.03,24,43.2,0
PUMP-01383,69,64.8,54.3,5.01,16,36.5,0
PUMP-01384,143,51.2,66.0,4.15,18,56.2,0
PUMP-01385,56,46.2,60.3,2.67,20,53.8,0
PUMP-01386,140,68.2,56.4,5.27,24,55.1,0
PUMP-01387,129,36.9,51.5,2.52,19,22.8,0
PUMP-01388,72,90.7,72.7,3.36,25,159.0,0
PUMP-01389,106,100.0,63.9,5.21,23,80.0,0
PUMP-01390,49,60.8,55.2,2.43,20,59.7,0
PUMP-01391,140,70.3,64.1,2.57,18,46.1,0
PUMP-01392,65,66.3,54.6,4.46,19,25.5,0
PUMP-01393,133,39.3,57.1,3.61,17,134.9,0
PUMP-01394,60,49.1,60.5,3.0,14,40.6,0
PUMP-01395,25,34.3,48.5,7.46,15,57.6,0
PUMP-01396,65,16.3,49.5,5.7,17,63.6,0
PUMP-01397,103,56.8,54.7,5.32,21,84.8,0
PUMP-01398,61,46.2,54.5,1.6,20,160.6,0
PUMP-01399,134,61.0,54.7,4.98,14,49.6,0
PUMP-01400,72,45.4,55.3,2.28,15,44.3,0
PUMP-01401,131,65.4,62.6,4.09,17,47.2,0
PUMP-01402,2,58.0,55.3,1.6,21,29.6,0
PUMP-01403,60,36.4,53.5,1.6,12,17.4,0
PUMP-01404,126,74.4,61.7,9.26,26,63.6,1
PUMP-01405,3,47.2,58.6,3.11,17,63.3,0
PUMP-01406,56,56.4,51.7,4.64,23,76.6,0
PUMP-01407,44,100.0,65.6,3.27,26,124.1,0
PUMP-01408,112,41.7,51.2,2.44,14,65.6,0
PUMP-01409,94,52.5,58.8,5.7,22,32.7,0
PUMP-01410,101,52.3,55.0,1.78,23,36.1,0
PUMP-01411,61,64.4,56.1,2.77,17,133.4,0
PUMP-01412,141,49.6,61.2,4.86,12,116.0,0
PUMP-01413,53,83.2,73.4,2.05,17,59.0,0
PUMP-01414,114,68.0,59.5,3.03,24,179.6,0
PUMP-01415,31,53.6,51.7,4.79,14,62.6,0
PUMP-01416,94,60.0,51.3,7.99,18,62.3,0
PUMP-01417,115,64.3,55.9,2.02,21,30.2,0
PUMP-01418,80,84.2,60.0,3.13,17,85.5,0
PUMP-01419,25,68.2,54.5,2.18,22,182.4,0
PUMP-01420,121,40.5,53.6,6.12,26,37.2,0
PUMP-01421,81,74.9,64.7,4.82,25,226.8,1
PUMP-01422,119,82.3,62.5,5.61,13,34.0,1
PUMP-01423,53,66.8,64.3,2.55,24,118.4,0
PUMP-01424,107,86.6,65.0,4.96,13,52.9,0
PUMP-01425,13,41.3,56.3,2.19,17,65.2,0
PUMP-01426,123,41.4,54.7,4.26,16,174.9,0
PUMP-01427,105,46.4,45.8,4.63,13,79.1,0
PUMP-01428,67,69.5,63.7,1.83,10,135.7,0
PUMP-01429,42,44.0,55.1,9.14,19,98.4,0
PUMP-01430,80,61.0,57.4,2.39,13,50.2,0
PUMP-01431,34,42.9,59.9,2.16,20,68.2,0
PUMP-01432,112,45.9,58.3,3.27,23,36.1,0
PUMP-01433,78,68.8,55.9,2.73,17,238.5,0
PUMP-01434,16,71.0,64.1,3.39,18,129.9,0
PUMP-01435,46,90.0,57.7,1.81,25,60.5,0
PUMP-01436,100,54.3,50.0,2.77,17,8.7,0
PUMP-01437,80,87.1,60.2,4.08,20,85.0,1
PUMP-01438,113,97.0,62.6,3.28,22,12.2,0
PUMP-01439,122,81.4,69.7,5.27,25,156.0,0
PUMP-01440,22,32.2,51.6,1.19,10,100.4,0
PUMP-01441,69,56.8,54.3,2.16,16,82.2,0
PUMP-01442,85,45.7,54.7,2.85,13,27.3,0
PUMP-01443,34,65.6,58.0,4.62,28,49.9,0
PUMP-01444,133,62.4,54.0,5.5,17,30.8,1
PUMP-01445,114,59.4,55.4,4.5,17,35.2,0
PUMP-01446,57,39.1,50.9,1.9,20,56.7,0
PUMP-01447,114,54.7,56.1,5.19,20,154.7,0
PUMP-01448,113,53.3,50.8,3.67,14,134.2,0
PUMP-01449,111,67.0,53.3,2.58,26,172.9,0
PUMP-01450,59,60.7,55.5,2.06,19,36.5,0
PUMP-01451,67,44.2,53.3,1.22,19,174.0,0
PUMP-01452,102,47.7,54.3,2.13,14,112.3,0
PUMP-01453,22,69.9,63.3,1.93,20,120.3,0
PUMP-01454,26,75.4,58.0,1.66,15,133.3,0
PUMP-01455,86,70.4,61.0,1.76,12,108.4,0
PUMP-01456,10,83.4,55.5,1.81,23,54.4,0
PUMP-01457,10,67.1,54.1,2.02,21,24.2,0
PUMP-01458,129,75.5,66.6,3.73,17,140.0,0
PUMP-01459,16,54.1,58.5,1.83,22,79.0,0
PUMP-01460,99,80.0,64.0,5.96,26,44.4,0
PUMP-01461,101,75.8,58.3,3.01,17,60.1,0
PUMP-01462,88,51.1,63.1,2.87,22,64.5,0
PUMP-01463,143,85.2,57.3,2.88,14,76.4,0
PUMP-01464,37,57.9,55.5,3.3,13,22.7,0
PUMP-01465,8,39.7,54.6,1.34,13,210.3,0
PUMP-01466,127,64.9,62.5,4.39,28,62.5,1
PUMP-01467,115,68.8,60.0,2.72,14,33.9,0
PUMP-01468,65,72.2,61.5,1.88,19,71.9,0
PUMP-01469,104,100.0,56.9,2.26,20,64.5,0
PUMP-01470,106,75.6,55.1,8.48,20,52.4,0
PUMP-01471,85,88.4,68.2,2.51,23,52.7,0
PUMP-01472,37,40.3,54.0,2.47,17,74.2,0
PUMP-01473,26,60.4,59.1,2.14,9,148.4,0
PUMP-01474,81,97.6,64.7,3.61,26,67.3,0
PUMP-01475,67,75.3,60.3,2.06,13,179.4,0
PUMP-01476,69,96.8,64.1,2.65,21,29.5,0
PUMP-01477,91,59.0,55.6,3.78,16,121.3,0
PUMP-01478,46,92.7,62.7,1.56,28,33.0,0
PUMP-01479,133,63.2,65.7,4.0,18,25.1,0
PUMP-01480,64,50.7,57.4,5.56,21,29.9,1
PUMP-01481,109,81.1,61.1,5.21,19,86.6,0
PUMP-01482,103,96.2,59.7,2.61,25,47.1,0
PUMP-01483,97,100.0,62.9,6.38,31,99.2,0
PUMP-01484,134,83.4,63.8,7.31,24,105.6,1
PUMP-01485,32,52.1,52.4,1.08,14,27.5,0
PUMP-01486,9,61.7,50.4,4.88,28,61.7,0
PUMP-01487,126,24.1,50.0,4.19,27,73.1,0
PUMP-01488,86,52.0,53.6,4.15,15,140.6,0
PUMP-01489,63,70.0,64.2,5.25,19,85.7,0
PUMP-01490,45,68.6,61.7,1.93,23,102.9,0
PUMP-01491,112,68.1,56.8,2.58,19,147.7,0
PUMP-01492,38,80.4,60.7,3.18,16,116.9,0
PUMP-01493,55,79.9,65.8,1.72,19,206.5,0
PUMP-01494,83,57.1,65.7,1.72,23,179.8,0
PUMP-01495,125,44.1,51.2,2.62,18,20.1,0
PUMP-01496,25,100.0,61.1,3.47,20,60.4,0
PUMP-01497,92,80.1,58.1,3.22,26,58.2,0
PUMP-01498,118,70.3,62.5,2.49,15,89.5,0
PUMP-01499,32,15.0,53.7,3.26,15,107.6,0
PUMP-01500,58,51.3,56.7,1.76,15,51.4,0
PUMP-01501,19,80.1,55.1,3.27,18,105.6,0
PUMP-01502,82,74.0,55.0,2.26,21,46.7,0
PUMP-01503,57,28.5,51.5,2.33,8,7.8,0
PUMP-01504,48,38.0,54.7,3.74,14,51.1,0
PUMP-01505,54,55.6,59.7,1.23,23,41.2,0
PUMP-01506,56,74.7,65.2,3.39,16,86.7,0
PUMP-01507,118,45.5,62.1,5.03,16,12.2,0
PUMP-01508,33,67.9,53.2,1.37,18,62.5,0
PUMP-01509,8,83.5,60.7,2.45,22,160.2,0
PUMP-01510,143,92.6,64.3,4.7,22,107.3,1
PUMP-01511,51,70.3,53.2,3.65,21,311.4,0
PUMP-01512,34,41.3,50.9,5.65,29,51.6,0
PUMP-01513,50,40.9,54.7,1.39,20,22.1,0
PUMP-01514,38,65.1,58.9,2.97,25,106.7,0
PUMP-01515,8,83.6,59.2,2.28,29,46.5,1
PUMP-01516,130,62.4,57.0,4.07,11,84.6,0
PUMP-01517,35,39.5,55.4,1.24,21,80.8,0
PUMP-01518,18,62.1,60.8,1.22,31,108.0,0
PUMP-01519,67,82.5,62.5,5.79,15,123.0,0
PUMP-01520,120,74.4,58.1,5.0,21,39.6,0
PUMP-01521,37,53.6,55.3,2.18,18,120.5,0
PUMP-01522,71,56.7,56.0,2.62,14,129.4,0
PUMP-01523,4,54.5,55.8,3.49,10,92.5,0
PUMP-01524,139,67.6,62.2,4.13,24,48.0,0
PUMP-01525,108,53.9,56.6,2.61,11,51.0,0
PUMP-01526,18,50.6,58.1,2.25,23,39.5,0
PUMP-01527,39,76.5,60.1,3.78,23,35.4,0
PUMP-01528,143,67.4,55.4,3.95,20,116.9,1
PUMP-01529,16,67.3,45.0,2.17,22,111.8,0
PUMP-01530,30,56.5,54.1,2.27,12,80.4,0
PUMP-01531,112,56.1,59.0,5.2,18,102.9,1
PUMP-01532,126,60.7,66.1,4.01,19,91.8,0
PUMP-01533,31,96.1,63.0,6.88,24,18.5,0
PUMP-01534,55,75.6,65.1,3.1,30,45.2,0
PUMP-01535,97,23.3,53.6,1.86,11,8.9,0
PUMP-01536,133,65.5,57.7,4.01,24,7.1,0
PUMP-01537,49,67.3,59.4,3.02,24,52.8,0
PUMP-01538,116,46.7,58.5,5.51,18,28.5,0
PUMP-01539,69,20.9,53.7,3.45,17,20.7,0
PUMP-01540,17,49.1,60.2,1.99,20,103.9,0
PUMP-01541,96,68.0,71.7,3.77,28,93.2,1
PUMP-01542,13,45.4,59.2,2.0,12,150.2,0
PUMP-01543,27,33.7,46.5,1.58,18,73.9,0
PUMP-01544,11,94.4,58.7,4.77,20,52.9,0
PUMP-01545,96,84.7,62.1,3.27,19,23.5,0
PUMP-01546,138,74.7,67.8,4.3,18,150.4,0
PUMP-01547,129,60.3,58.2,4.55,16,24.8,0
PUMP-01548,36,38.4,51.2,2.9,12,113.2,0
PUMP-01549,101,36.4,61.7,4.65,17,42.6,0
PUMP-01550,24,60.7,55.8,4.91,14,140.5,0
PUMP-01551,66,61.7,52.3,2.06,27,104.2,0
PUMP-01552,101,47.3,55.1,4.2,20,82.0,0
PUMP-01553,36,78.4,56.5,3.7,16,70.1,0
PUMP-01554,39,55.7,50.5,5.21,14,47.6,0
PUMP-01555,140,35.6,56.0,2.77,22,71.8,0
PUMP-01556,94,70.1,58.4,1.75,18,66.6,0
PUMP-01557,78,37.8,55.9,1.46,19,106.9,0
PUMP-01558,33,71.7,61.4,4.4,21,31.9,0
PUMP-01559,30,55.1,57.6,2.31,27,97.1,0
PUMP-01560,109,83.0,57.8,5.32,23,61.4,0
PUMP-01561,11,37.7,59.0,1.25,15,87.6,0
PUMP-01562,137,59.1,63.8,3.03,22,115.6,0
PUMP-01563,130,32.0,53.3,2.4,17,84.7,0
PUMP-01564,94,59.9,47.1,3.26,18,68.8,0
PUMP-01565,6,77.3,66.4,2.8,28,105.8,0
PUMP-01566,13,33.5,49.7,2.51,17,41.6,0
PUMP-01567,66,90.0,62.0,5.74,31,97.2,0
PUMP-01568,129,29.9,54.3,2.5,18,109.7,0
PUMP-01569,126,54.1,60.9,3.04,18,36.2,0
PUMP-01570,85,48.9,60.9,2.79,23,75.1,0
PUMP-01571,83,52.6,59.1,3.81,20,113.9,0
PUMP-01572,107,57.0,60.1,3.72,16,132.5,0
PUMP-01573,78,59.5,54.7,2.75,18,37.1,0
PUMP-01574,86,46.7,49.8,2.77,19,29.9,0
PUMP-01575,52,50.4,51.6,3.9,23,93.0,0
PUMP-01576,78,75.6,63.7,4.09,15,96.0,0
PUMP-01577,71,67.7,47.1,1.77,15,76.2,0
PUMP-01578,20,64.2,53.7,2.03,20,67.7,0
PUMP-01579,117,40.2,54.8,2.17,18,154.8,0
PUMP-01580,69,66.6,61.1,8.01,20,46.7,0
PUMP-01581,120,69.1,58.0,5.1,18,25.5,0
PUMP-01582,49,56.0,61.6,3.47,20,16.3,0
PUMP-01583,19,54.8,54.3,3.04,24,50.4,0
PUMP-01584,27,83.9,60.9,4.48,22,51.6,0
PUMP-01585,116,58.9,56.2,5.13,14,297.3,0
PUMP-01586,133,38.3,59.8,8.88,13,83.8,1
PUMP-01587,109,71.9,58.4,3.93,20,100.1,0
PUMP-01588,98,83.3,58.2,2.62,28,50.6,0
PUMP-01589,19,73.5,65.4,1.87,20,61.2,0
PUMP-01590,47,56.9,60.0,5.09,16,16.4,0
PUMP-01591,37,70.0,61.4,3.66,15,221.2,0
PUMP-01592,48,46.6,55.6,3.35,14,190.7,0
PUMP-01593,140,74.9,67.3,4.66,19,152.2,0
PUMP-01594,91,76.4,60.6,2.89,27,23.4,0
PUMP-01595,40,69.8,65.8,2.27,17,118.5,0
PUMP-01596,95,38.0,58.3,3.05,16,175.7,0
PUMP-01597,58,60.0,55.8,2.46,18,169.0,0
PUMP-01598,87,41.5,52.6,1.68,13,84.6,0
PUMP-01599,99,47.3,62.2,5.02,27,100.5,0
PUMP-01600,89,34.3,59.5,2.83,6,73.3,0
PUMP-01601,141,53.5,59.4,4.21,17,133.7,0
PUMP-01602,120,81.4,62.7,2.25,18,48.7,0
PUMP-01603,48,46.1,62.9,1.27,18,72.2,0
PUMP-01604,68,67.2,54.4,1.88,17,54.0,0
PUMP-01605,122,63.5,56.0,2.5,18,83.3,0
PUMP-01606,143,74.2,60.2,6.06,21,76.9,0
PUMP-01607,113,55.8,59.3,4.67,20,88.2,0
PUMP-01608,92,67.3,66.6,3.01,21,96.6,1
PUMP-01609,94,49.3,63.8,4.96,15,101.4,0
PUMP-01610,81,71.2,67.9,2.71,19,82.8,0
PUMP-01611,107,24.1,56.8,2.57,15,130.4,0
PUMP-01612,125,43.3,58.6,2.54,11,93.2,0
PUMP-01613,49,58.8,58.8,6.23,19,173.5,0
PUMP-01614,127,44.4,61.9,2.01,12,189.3,0
PUMP-01615,56,71.1,57.8,1.68,28,124.4,0
PUMP-01616,88,57.8,50.5,4.79,20,17.7,0
PUMP-01617,93,33.1,56.3,3.07,16,113.7,0
PUMP-01618,107,55.6,56.4,2.12,20,47.5,0
PUMP-01619,82,48.6,55.4,3.44,17,118.2,0
PUMP-01620,80,84.0,64.5,3.05,24,125.0,1
PUMP-01621,34,84.3,59.6,4.39,32,119.3,0
PUMP-01622,27,59.2,63.5,3.36,23,129.9,0
PUMP-01623,141,75.5,65.2,4.08,24,23.9,0
PUMP-01624,42,61.0,57.2,2.12,18,118.9,0
PUMP-01625,17,87.2,58.9,3.24,17,134.5,0
PUMP-01626,64,51.3,62.0,5.04,19,90.5,0
PUMP-01627,140,37.2,54.7,2.67,19,185.1,0
PUMP-01628,128,81.1,58.9,2.4,23,89.4,0
PUMP-01629,125,53.6,60.0,3.84,21,261.8,0
PUMP-01630,105,35.7,54.1,3.0,23,73.4,0
PUMP-01631,113,55.2,57.4,2.46,11,66.5,0
PUMP-01632,95,52.0,60.0,2.26,16,76.5,0
PUMP-01633,89,93.1,68.2,3.75,22,232.7,0
PUMP-01634,48,62.9,50.3,1.94,16,256.1,0
PUMP-01635,45,77.2,62.9,1.6,21,261.0,0
PUMP-01636,60,61.6,57.3,2.85,14,72.3,0
PUMP-01637,116,71.4,68.3,3.02,28,322.9,0
PUMP-01638,71,82.8,62.1,3.7,25,21.8,0
PUMP-01639,72,85.7,61.2,2.7,18,45.5,0
PUMP-01640,9,58.3,58.8,4.4,23,54.5,0
PUMP-01641,4,68.9,55.3,4.72,25,66.6,0
PUMP-01642,19,90.2,59.6,2.92,26,166.7,0
PUMP-01643,53,42.1,56.3,3.51,17,102.3,0
PUMP-01644,90,84.4,64.9,3.26,16,96.7,0
PUMP-01645,58,69.4,57.9,3.32,14,83.5,0
PUMP-01646,132,98.2,62.5,3.08,24,54.0,0
PUMP-01647,76,69.9,57.1,3.59,16,86.7,0
PUMP-01648,26,77.4,62.4,1.55,16,12.2,0
PUMP-01649,22,70.1,57.2,2.18,18,37.5,0
PUMP-01650,23,65.9,61.2,2.51,16,28.5,0
PUMP-01651,42,68.4,54.2,2.39,14,114.0,0
PUMP-01652,53,29.4,55.4,2.23,10,38.9,0
PUMP-01653,2,47.7,50.8,1.15,26,86.2,0
PUMP-01654,109,69.2,64.1,2.63,19,114.3,0
PUMP-01655,103,53.3,48.6,2.61,18,52.7,0
PUMP-01656,67,54.5,51.3,1.44,16,57.8,0
PUMP-01657,33,89.8,59.9,2.39,20,22.7,0
PUMP-01658,53,78.1,52.1,3.17,28,55.8,0
PUMP-01659,71,36.0,54.0,4.82,13,90.4,0
PUMP-01660,134,75.5,60.2,2.96,35,26.2,0
PUMP-01661,108,28.8,53.4,4.64,15,24.9,0
PUMP-01662,43,79.0,58.5,3.48,22,50.7,0
PUMP-01663,98,73.0,63.7,4.06,17,59.5,0
PUMP-01664,35,40.2,52.5,5.39,15,46.9,0
PUMP-01665,77,100.0,59.9,2.76,27,40.5,0
PUMP-01666,31,84.6,63.1,3.35,23,95.4,0
PUMP-01667,86,53.7,53.4,3.85,22,285.6,0
PUMP-01668,28,51.4,55.8,4.51,17,103.3,0
PUMP-01669,99,65.2,58.5,2.26,14,13.6,0
PUMP-01670,52,90.5,61.9,2.62,25,31.0,0
PUMP-01671,105,48.9,57.1,3.62,17,119.9,1
PUMP-01672,79,93.5,61.7,1.83,20,34.1,0
PUMP-01673,69,54.2,58.8,2.94,25,29.0,0
PUMP-01674,53,37.8,57.5,1.45,10,29.6,0
PUMP-01675,27,70.3,63.5,1.35,22,87.4,0
PUMP-01676,65,75.7,54.9,3.8,26,11.5,0
PUMP-01677,57,31.3,55.2,1.73,16,75.8,0
PUMP-01678,105,45.4,62.5,2.58,27,113.0,0
PUMP-01679,61,39.6,48.7,2.16,14,15.9,0
PUMP-01680,70,96.4,66.5,4.37,18,59.6,0
PUMP-01681,77,28.6,49.4,1.7,12,157.9,0
PUMP-01682,142,15.0,55.5,3.34,14,44.7,0
PUMP-01683,10,59.2,54.6,2.78,17,116.1,0
PUMP-01684,119,43.8,51.8,6.59,20,77.8,0
PUMP-01685,75,21.9,44.9,2.65,10,47.8,0
PUMP-01686,63,72.5,59.2,2.06,22,87.8,0
PUMP-01687,97,99.4,68.1,3.53,27,45.0,0
PUMP-01688,3,43.6,48.6,1.03,22,271.0,0
PUMP-01689,121,26.7,50.7,2.65,20,157.1,0
PUMP-01690,127,47.5,48.7,4.98,13,76.2,0
PUMP-01691,142,88.4,67.5,2.71,18,12.7,0
PUMP-01692,75,40.4,51.3,3.36,13,44.4,0
PUMP-01693,74,30.1,55.5,4.59,18,57.9,0
PUMP-01694,21,48.8,58.3,2.64,19,113.6,0
PUMP-01695,135,77.7,63.4,2.99,31,40.2,0
PUMP-01696,41,41.1,54.8,1.75,14,144.5,0
PUMP-01697,122,76.4,60.3,4.71,19,197.8,0
PUMP-01698,49,62.6,56.4,2.75,19,108.5,0
PUMP-01699,73,84.6,57.6,4.32,21,126.8,0
PUMP-01700,87,63.5,54.8,2.15,16,74.9,0
PUMP-01701,109,72.6,65.6,3.71,21,92.8,0
PUMP-01702,50,57.5,59.1,2.28,27,138.9,0
PUMP-01703,6,38.9,47.1,1.39,10,59.4,0
