age,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,workclass,income
62,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,State-gov,>50K
65,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,Self-emp-inc,>50K
40,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Private,<=50K
45,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Local-gov,>50K
22,9,Never-married,Craft-repair,Own-child,White,Male,0,0,55,Private,<=50K
63,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Federal-gov,>50K
39,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,Private,>50K
37,10,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,Private,<=50K
56,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,Private,<=50K
32,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,Private,<=50K
53,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,1887,40,Federal-gov,>50K
32,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,Private,<=50K
23,7,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,60,Self-emp-not-inc,>50K
35,7,Separated,Transport-moving,Not-in-family,White,Male,0,0,90,Private,<=50K
51,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,65,Private,>50K
19,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,Private,<=50K
41,7,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Private,<=50K
22,6,Never-married,Transport-moving,Own-child,White,Male,0,0,25,Private,<=50K
23,9,Never-married,Tech-support,Own-child,White,Female,0,0,40,Private,<=50K
36,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Private,>50K
45,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
23,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,25,Self-emp-not-inc,<=50K
21,7,Never-married,Other-service,Unmarried,Black,Female,0,0,40,Private,<=50K
44,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,Private,>50K
29,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Private,>50K
36,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,Self-emp-not-inc,<=50K
18,5,Never-married,Handlers-cleaners,Own-child,White,Male,594,0,40,Private,<=50K
62,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Self-emp-not-inc,>50K
25,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,Federal-gov,<=50K
34,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,Private,<=50K
31,13,Never-married,Exec-managerial,Not-in-family,White,Female,14344,0,50,Private,>50K
37,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,Private,>50K
33,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Private,<=50K
28,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,Private,<=50K
47,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Private,>50K
34,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,Private,<=50K
26,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,Private,>50K
36,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,44,Private,>50K
28,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Private,<=50K
22,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,Private,<=50K
47,10,Separated,Other-service,Not-in-family,Black,Female,0,0,35,Private,<=50K
33,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,Private,<=50K
34,14,Separated,Prof-specialty,Not-in-family,White,Female,4787,0,40,Self-emp-inc,>50K
25,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Private,<=50K
37,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3781,0,50,Private,<=50K
36,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,State-gov,<=50K
57,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
55,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Private,<=50K
20,9,Divorced,Sales,Not-in-family,Black,Female,0,0,40,Private,<=50K
43,9,Never-married,Sales,Not-in-family,Black,Female,0,0,44,Private,<=50K
54,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,>50K
25,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,Private,<=50K
42,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1408,40,Private,<=50K
17,7,Never-married,Craft-repair,Own-child,White,Male,0,0,10,Private,<=50K
63,4,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,Private,<=50K
19,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,30,Private,<=50K
56,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,Self-emp-inc,>50K
33,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Self-emp-not-inc,>50K
37,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,Private,<=50K
27,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,Private,<=50K
36,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Local-gov,<=50K
30,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,Self-emp-inc,>50K
22,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,Private,<=50K
35,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1579,40,Private,<=50K
20,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,Private,<=50K
18,10,Never-married,Sales,Own-child,White,Female,0,0,40,Private,<=50K
25,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1741,40,Private,<=50K
53,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,54,Private,>50K
19,9,Never-married,Sales,Own-child,White,Female,0,0,35,Private,<=50K
34,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,30,Private,<=50K
32,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,State-gov,<=50K
20,10,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,0,0,40,Private,<=50K
70,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,Private,<=50K
57,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,>50K
54,10,Married-civ-spouse,Sales,Husband,White,Male,3137,0,50,Private,<=50K
34,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
48,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,>50K
42,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Private,<=50K
45,9,Never-married,Adm-clerical,Not-in-family,White,Male,3325,0,40,Private,<=50K
27,10,Never-married,Other-service,Own-child,White,Male,0,0,40,Private,<=50K
51,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Private,<=50K
36,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,65,Local-gov,<=50K
33,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,Private,<=50K
50,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Private,<=50K
44,13,Divorced,Exec-managerial,Unmarried,White,Male,0,2547,50,Private,>50K
39,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Local-gov,>50K
55,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,Self-emp-not-inc,<=50K
24,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Private,<=50K
35,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,Private,<=50K
32,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Self-emp-not-inc,<=50K
68,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,2206,30,Private,<=50K
29,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,Private,<=50K
24,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,Self-emp-not-inc,<=50K
61,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
34,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,Private,>50K
55,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,35,Self-emp-inc,>50K
41,9,Never-married,Sales,Own-child,White,Female,0,0,40,Private,<=50K
36,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,Self-emp-not-inc,<=50K
60,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,Private,>50K
61,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,Self-emp-not-inc,>50K
35,15,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,35,Private,<=50K
42,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,State-gov,>50K
26,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,Private,<=50K
44,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,Local-gov,<=50K
31,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,State-gov,<=50K
39,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,State-gov,<=50K
20,10,Never-married,Tech-support,Own-child,White,Female,0,0,24,Private,<=50K
32,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Self-emp-inc,<=50K
32,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Self-emp-not-inc,<=50K
61,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,20,Private,<=50K
54,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Local-gov,<=50K
23,12,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Private,<=50K
19,9,Never-married,Sales,Own-child,White,Male,0,0,3,Private,<=50K
31,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,Private,<=50K
35,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Private,<=50K
29,9,Divorced,Other-service,Not-in-family,White,Female,0,0,25,Private,<=50K
29,9,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,40,Local-gov,<=50K
25,6,Separated,Other-service,Own-child,White,Female,0,0,25,Private,<=50K
46,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,Private,<=50K
35,11,Never-married,Other-service,Unmarried,White,Female,0,0,30,Private,<=50K
20,6,Never-married,Sales,Not-in-family,Other,Male,0,0,40,Private,<=50K
24,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Self-emp-not-inc,<=50K
48,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37,Private,<=50K
37,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Private,<=50K
60,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Self-emp-not-inc,<=50K
39,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
29,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,Local-gov,<=50K
31,11,Divorced,Craft-repair,Own-child,White,Male,0,0,20,Self-emp-not-inc,<=50K
38,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,Private,>50K
26,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Self-emp-not-inc,<=50K
64,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,Private,>50K
46,11,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,40,Private,<=50K
39,9,Married-civ-spouse,Sales,Husband,White,Male,3103,0,44,Private,>50K
48,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,55,Private,<=50K
46,9,Divorced,Sales,Other-relative,White,Female,0,0,40,Private,<=50K
42,13,Divorced,Sales,Not-in-family,White,Male,0,1590,40,Private,<=50K
39,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,54,Self-emp-not-inc,>50K
50,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Federal-gov,>50K
24,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Private,<=50K
30,11,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,40,Private,>50K
39,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,60,Self-emp-inc,>50K
29,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Self-emp-not-inc,<=50K
23,7,Never-married,Transport-moving,Own-child,White,Female,0,0,38,Private,<=50K
32,6,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,Private,<=50K
69,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3818,0,30,Self-emp-inc,<=50K
55,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,Private,<=50K
41,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Private,<=50K
44,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,52,Self-emp-inc,>50K
18,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Private,<=50K
74,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,Self-emp-not-inc,<=50K
40,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,>50K
27,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
55,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Private,<=50K
52,4,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,Self-emp-not-inc,<=50K
54,10,Divorced,Sales,Unmarried,White,Female,0,0,48,Private,<=50K
36,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,48,Private,<=50K
26,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,Private,<=50K
18,7,Never-married,Craft-repair,Own-child,White,Male,0,0,20,Private,<=50K
38,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,Private,<=50K
50,13,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,40,Private,>50K
32,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Private,>50K
57,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Private,>50K
20,9,Never-married,Protective-serv,Own-child,Black,Male,0,0,40,Private,<=50K
27,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Private,<=50K
31,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,1980,60,Self-emp-not-inc,<=50K
60,3,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Private,<=50K
52,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,50,Private,<=50K
61,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Private,<=50K
57,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,55,Self-emp-not-inc,>50K
59,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,Self-emp-not-inc,<=50K
34,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,Self-emp-not-inc,>50K
31,12,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,50,Private,>50K
42,9,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,35,Private,<=50K
70,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,6,Private,<=50K
29,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,Private,>50K
27,7,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,Private,<=50K
25,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Private,<=50K
51,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,60,Private,>50K
35,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
36,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Self-emp-not-inc,>50K
46,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
52,11,Separated,Other-service,Unmarried,White,Female,0,0,35,Private,<=50K
65,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
43,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Private,<=50K
41,9,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Local-gov,<=50K
34,13,Never-married,Exec-managerial,Other-relative,White,Female,0,1741,45,Private,<=50K
47,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,Self-emp-not-inc,<=50K
49,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,56,Federal-gov,>50K
21,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,Private,<=50K
20,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,Private,<=50K
18,8,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Local-gov,<=50K
27,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,Private,<=50K
34,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Self-emp-not-inc,<=50K
38,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Private,<=50K
24,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Private,<=50K
34,10,Never-married,Sales,Not-in-family,White,Male,0,0,65,Private,<=50K
47,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,Private,>50K
27,9,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,Federal-gov,<=50K
63,11,Widowed,Adm-clerical,Unmarried,White,Female,0,0,8,Private,<=50K
34,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,Private,>50K
25,10,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,50,Private,<=50K
54,9,Widowed,Machine-op-inspct,Unmarried,White,Male,914,0,40,Private,<=50K
35,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,Private,<=50K
24,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,Private,>50K
26,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,35,Private,<=50K
59,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Local-gov,<=50K
20,10,Never-married,Other-service,Own-child,White,Female,0,0,40,Private,<=50K
41,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Private,<=50K
51,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Private,<=50K
27,9,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,40,Private,<=50K
36,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,<=50K
25,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,Private,<=50K
55,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Private,>50K
22,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,21,Local-gov,<=50K
58,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4064,0,40,State-gov,<=50K
43,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4064,0,15,Private,<=50K
39,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,Private,>50K
40,5,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,Private,<=50K
46,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,Private,<=50K
54,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,20,Federal-gov,<=50K
19,10,Never-married,Sales,Own-child,Black,Male,0,0,30,Private,<=50K
24,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Private,<=50K
24,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,13,State-gov,<=50K
29,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,Self-emp-not-inc,<=50K
56,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,Self-emp-inc,>50K
56,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Private,<=50K
34,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,Private,>50K
19,6,Never-married,Sales,Unmarried,Black,Female,0,0,40,Private,<=50K
32,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,Self-emp-inc,>50K
48,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,52,Private,<=50K
47,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,Private,<=50K
52,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,Private,>50K
40,2,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,Private,<=50K
28,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Private,<=50K
41,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,Private,>50K
57,2,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,Private,<=50K
51,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Private,<=50K
33,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Private,>50K
46,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Private,>50K
50,9,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Private,<=50K
77,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,401,0,20,Self-emp-not-inc,<=50K
39,14,Never-married,Exec-managerial,Not-in-family,Black,Male,8614,0,52,Private,>50K
35,12,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,24,Private,<=50K
23,6,Never-married,Craft-repair,Own-child,Black,Female,0,0,40,Private,<=50K
37,11,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,45,Private,>50K
41,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,Private,>50K
60,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,Private,>50K
32,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,55,Private,<=50K
56,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,Federal-gov,<=50K
45,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,State-gov,<=50K
24,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,Private,>50K
18,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,27,Private,<=50K
31,9,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Private,<=50K
45,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,Private,>50K
23,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Private,<=50K
45,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,State-gov,<=50K
18,7,Never-married,Sales,Other-relative,Amer-Indian-Eskimo,Female,0,0,25,Private,<=50K
25,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,30,Private,<=50K
31,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,State-gov,<=50K
19,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,45,Private,<=50K
41,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,>50K
74,15,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,20,Private,<=50K
27,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Private,<=50K
23,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Private,<=50K
31,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Private,>50K
40,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Self-emp-inc,<=50K
41,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Federal-gov,>50K
25,14,Never-married,Sales,Not-in-family,White,Male,0,0,20,Private,<=50K
42,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,60,Private,<=50K
24,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,Private,<=50K
42,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Private,>50K
45,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,Self-emp-not-inc,<=50K
52,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,Federal-gov,>50K
34,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Private,<=50K
32,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,60,Private,<=50K
54,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Private,<=50K
42,7,Never-married,Tech-support,Not-in-family,White,Male,0,1340,40,Federal-gov,<=50K
32,13,Married-civ-spouse,Tech-support,Husband,White,Male,15024,0,40,Private,>50K
55,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Self-emp-inc,>50K
52,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,State-gov,<=50K
21,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,State-gov,<=50K
33,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Private,>50K
27,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Self-emp-not-inc,<=50K
42,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,Local-gov,<=50K
27,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,Self-emp-inc,<=50K
47,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,Private,>50K
19,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Private,<=50K
46,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
55,9,Widowed,Other-service,Not-in-family,White,Female,0,0,25,Self-emp-not-inc,<=50K
50,4,Married-civ-spouse,Sales,Husband,Other,Male,0,0,49,Private,<=50K
32,10,Never-married,Adm-clerical,Not-in-family,White,Female,4101,0,50,Private,<=50K
28,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Private,<=50K
23,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Private,<=50K
43,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,50,Private,<=50K
34,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,>50K
19,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Private,<=50K
37,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,55,Private,<=50K
27,13,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Private,<=50K
18,9,Never-married,Sales,Own-child,White,Female,0,0,24,Private,<=50K
31,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,Private,<=50K
49,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,Private,<=50K
26,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Federal-gov,<=50K
48,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Private,>50K
39,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Private,<=50K
41,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,Private,<=50K
48,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,56,State-gov,>50K
40,13,Divorced,Exec-managerial,Not-in-family,White,Female,10520,0,40,Private,>50K
70,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,Private,>50K
20,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,43,Private,<=50K
38,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,75,Private,<=50K
37,10,Separated,Other-service,Own-child,White,Female,0,0,40,Self-emp-not-inc,<=50K
