observation_id,outside_temp_c,room_humidity_pct,visitors,lighting_pct,ventilation_pct,sunlight_w_m2,hour_sin,hour_cos,next_hour_kwh
RR-0328,22.9,44.4,15,72.3,28.4,232.4,-0.7071,-0.7071,12.05
RR-0329,18.4,52.1,18,53.9,43.7,137.7,-0.7071,-0.7071,11.51
RR-0330,26.6,63.9,21,54.4,46.1,818.6,-0.866,-0.5,11.74
RR-0331,20.7,60.8,22,82.0,40.5,690.7,-0.9659,0.2588,11.14
RR-0332,33.1,71.2,15,70.8,39.0,365.8,-0.9659,0.2588,20.89
RR-0333,21.6,46.8,18,82.0,41.1,233.0,0.0,-1.0,10.09
RR-0334,20.8,65.2,19,74.0,49.6,583.2,-0.866,-0.5,7.95
RR-0335,27.6,47.2,24,69.7,38.1,282.2,-0.9659,0.2588,15.74
RR-0336,20.1,58.7,18,42.8,34.3,474.7,-0.9659,0.2588,5.64
RR-0337,30.8,61.3,18,42.8,40.6,163.8,-0.7071,-0.7071,15.36
RR-0338,11.7,63.3,13,36.1,37.9,362.5,-0.7071,-0.7071,8.44
RR-0339,17.9,63.6,16,58.5,38.6,404.9,-0.5,-0.866,5.37
RR-0340,20.0,70.0,9,50.5,44.8,675.2,-0.866,0.5,11.35
RR-0341,28.6,44.1,18,68.1,37.0,206.6,0.5,-0.866,15.24
RR-0342,14.9,59.3,14,18.7,32.5,268.4,0.866,-0.5,9.48
RR-0343,29.2,35.4,23,40.9,55.0,455.9,-0.5,-0.866,13.81
RR-0344,13.9,73.1,15,82.0,26.8,525.4,0.5,-0.866,7.72
RR-0345,16.9,57.1,16,55.1,32.7,69.0,-1.0,-0.0,6.08
RR-0346,22.4,60.1,18,46.8,42.8,467.4,-0.9659,-0.2588,10.22
RR-0347,9.7,63.5,15,65.2,32.5,271.2,-0.9659,0.2588,9.47
RR-0348,22.9,59.8,12,52.6,33.4,170.4,-0.866,0.5,8.87
RR-0349,33.9,46.9,17,82.0,34.1,504.4,0.5,-0.866,18.23
RR-0350,32.0,60.0,14,82.0,32.3,270.8,-0.866,-0.5,17.92
RR-0351,34.2,50.0,18,48.0,48.4,149.9,-1.0,-0.0,19.93
RR-0352,27.3,49.6,17,73.5,40.9,359.3,-0.9659,0.2588,11.39
RR-0353,19.9,56.9,19,45.3,56.5,411.5,-0.866,0.5,8.8
RR-0354,35.3,60.5,19,62.6,48.7,839.6,0.5,-0.866,21.58
RR-0355,14.7,64.3,20,57.6,54.3,564.6,-0.866,0.5,11.35
RR-0356,27.8,41.4,11,58.0,47.4,466.1,-0.866,0.5,14.55
RR-0357,22.9,50.0,14,36.6,39.2,216.9,-0.2588,-0.9659,9.29
RR-0358,23.0,53.5,17,58.1,31.1,524.2,-0.5,-0.866,7.86
RR-0359,24.5,52.6,20,36.0,50.3,284.6,-0.9659,-0.2588,8.87
RR-0360,26.6,54.2,17,57.9,41.6,642.7,-0.2588,-0.9659,10.85
RR-0361,12.5,67.1,20,78.6,46.2,900.0,-0.9659,0.2588,12.73
RR-0362,28.0,53.8,16,82.0,45.3,283.5,-0.5,-0.866,12.48
RR-0363,19.7,47.3,17,23.5,35.5,430.8,-0.2588,-0.9659,6.91
RR-0364,28.5,52.1,23,37.8,30.2,437.8,0.5,-0.866,10.79
RR-0365,19.1,63.5,21,68.2,49.4,700.3,-0.9659,0.2588,6.45
RR-0366,18.7,60.1,13,54.8,45.2,667.8,-0.866,0.5,7.62
RR-0367,20.0,62.4,21,40.7,39.2,310.8,0.866,-0.5,9.37
RR-0368,14.3,61.9,27,82.0,57.2,456.5,0.866,-0.5,10.15
RR-0369,4.0,64.8,19,49.2,42.7,537.9,-1.0,-0.0,8.78
RR-0370,14.6,61.6,7,82.0,26.9,430.8,-0.866,-0.5,6.01
RR-0371,15.1,48.8,10,57.1,16.3,856.7,-0.9659,0.2588,10.51
RR-0372,22.2,59.8,27,52.7,57.2,424.0,-0.7071,-0.7071,12.64
RR-0373,24.4,53.7,28,81.0,49.8,572.7,-0.866,0.5,10.74
RR-0374,21.6,56.6,19,62.7,34.9,519.5,-0.2588,-0.9659,8.27
RR-0375,13.6,48.9,17,61.5,35.6,252.4,0.5,-0.866,9.86
RR-0376,5.5,63.3,13,48.1,21.9,329.8,-0.866,-0.5,9.75
RR-0377,4.0,64.2,26,82.0,39.5,560.7,-0.5,-0.866,11.18
RR-0378,10.9,64.9,12,82.0,30.8,101.3,-1.0,-0.0,10.01
RR-0379,22.8,46.0,20,66.1,37.9,778.7,-0.9659,0.2588,8.18
RR-0380,19.5,49.3,15,53.3,36.0,246.8,-0.2588,-0.9659,8.34
RR-0381,17.2,76.0,14,45.6,43.9,638.4,-0.5,-0.866,10.0
RR-0382,33.5,51.3,19,50.1,42.1,776.0,0.866,-0.5,15.26
RR-0383,29.0,55.2,22,82.0,45.0,535.3,-0.866,0.5,12.47
RR-0384,28.9,36.4,14,75.5,28.4,472.3,-0.9659,-0.2588,11.85
RR-0385,21.3,54.6,16,57.9,56.0,215.8,0.5,-0.866,8.01
RR-0386,25.8,57.5,17,82.0,28.0,411.5,0.866,-0.5,12.34
RR-0387,21.0,57.4,21,78.0,49.9,577.0,-0.866,0.5,13.86
RR-0388,26.6,63.8,18,49.6,45.2,754.7,-0.866,-0.5,13.66
RR-0389,24.0,64.6,24,77.7,47.0,740.5,-0.9659,0.2588,9.77
RR-0390,18.2,64.1,18,55.4,44.7,0.0,-0.866,-0.5,8.18
RR-0391,28.9,55.4,27,78.7,59.9,56.8,-0.9659,0.2588,10.84
RR-0392,26.5,60.0,23,76.4,44.7,461.1,0.5,-0.866,12.09
RR-0393,21.0,47.4,23,82.0,41.1,49.9,-0.9659,-0.2588,9.59
RR-0394,25.6,48.0,19,82.0,40.4,761.5,-0.9659,-0.2588,9.13
RR-0395,25.5,64.1,17,56.9,28.1,774.9,-0.2588,-0.9659,10.56
RR-0396,24.7,45.2,17,74.7,46.8,367.4,0.866,-0.5,8.3
RR-0397,23.0,39.9,11,82.0,32.1,683.1,0.0,-1.0,10.73
RR-0398,21.7,71.3,11,66.3,27.2,278.3,-0.7071,-0.7071,8.93
RR-0399,28.4,59.3,27,60.5,66.4,447.2,-0.7071,-0.7071,15.77
RR-0400,13.7,61.8,22,37.1,43.8,68.7,-0.866,0.5,8.2
RR-0401,6.1,60.4,24,46.2,50.0,473.5,-0.9659,0.2588,5.07
RR-0402,28.2,51.7,15,42.8,44.6,557.7,-0.9659,-0.2588,10.52
RR-0403,20.3,55.3,14,47.1,34.4,871.4,-0.9659,-0.2588,7.68
RR-0404,24.8,59.6,20,53.3,52.4,571.7,0.2588,-0.9659,14.04
RR-0405,24.3,53.9,19,34.2,44.8,761.5,-0.2588,-0.9659,8.69
RR-0406,16.9,54.6,26,82.0,55.7,301.0,-1.0,-0.0,5.5
RR-0407,20.0,63.8,20,59.5,37.4,509.3,0.5,-0.866,13.01
RR-0408,21.6,57.2,19,64.5,28.7,717.3,-0.9659,-0.2588,10.29
RR-0409,14.1,69.4,20,36.4,47.4,454.3,0.7071,-0.7071,10.05
RR-0410,19.2,59.0,16,64.2,36.5,900.0,-0.9659,0.2588,7.12
RR-0411,26.7,53.0,17,47.8,40.2,446.5,-1.0,-0.0,12.28
RR-0412,22.6,58.8,6,82.0,22.0,308.1,0.866,-0.5,6.47
RR-0413,28.2,58.4,21,82.0,45.7,360.7,-0.5,-0.866,16.32
RR-0414,13.5,67.9,15,41.5,38.1,217.9,0.2588,-0.9659,8.08
RR-0415,8.9,70.6,16,74.0,35.5,331.7,0.866,-0.5,8.09
RR-0416,23.8,53.9,14,56.3,46.8,455.2,-0.866,-0.5,8.15
RR-0417,16.9,54.3,20,53.5,29.4,490.5,0.5,-0.866,10.35
RR-0418,23.6,64.7,24,60.6,53.8,392.2,-0.7071,-0.7071,10.18
RR-0419,23.4,49.4,14,55.6,35.5,723.2,0.0,-1.0,10.63
RR-0420,28.2,53.3,14,60.9,35.3,197.7,-0.866,0.5,11.21
RR-0421,25.2,62.9,28,82.0,48.2,488.5,0.0,-1.0,15.96
RR-0422,26.3,42.8,22,46.7,39.1,226.0,-0.9659,-0.2588,10.29
RR-0423,30.8,62.2,18,82.0,36.0,740.9,0.2588,-0.9659,16.17
RR-0424,21.5,53.5,25,62.4,55.3,505.1,0.866,-0.5,10.35
RR-0425,22.7,51.1,11,18.0,31.6,372.0,-0.866,-0.5,5.44
RR-0426,26.2,57.5,14,72.5,39.3,462.2,0.0,-1.0,9.73
RR-0427,24.0,56.2,10,80.3,41.6,626.4,0.5,-0.866,7.69
RR-0428,27.2,64.4,14,82.0,40.3,304.7,-1.0,-0.0,11.92
RR-0429,26.2,54.7,17,82.0,41.0,121.4,-0.9659,-0.2588,13.65
RR-0430,18.3,63.9,13,65.2,30.5,472.9,-0.9659,0.2588,10.04
RR-0431,23.7,58.9,23,77.2,50.3,232.9,-0.9659,0.2588,10.91
RR-0432,19.7,66.2,16,43.8,46.5,452.8,-0.2588,-0.9659,8.28
RR-0433,17.9,54.5,16,52.5,40.8,794.3,-0.2588,-0.9659,8.59
RR-0434,21.8,57.6,17,65.7,60.9,185.9,-0.5,-0.866,11.26
RR-0435,29.3,49.0,21,18.0,37.5,367.1,-0.9659,0.2588,12.88
RR-0436,30.6,47.9,25,63.2,50.3,762.8,-0.2588,-0.9659,17.63
RR-0437,22.2,67.3,14,82.0,30.0,900.0,-0.866,0.5,9.13
RR-0438,23.0,55.6,16,65.7,48.4,883.6,-0.7071,-0.7071,9.92
RR-0439,7.4,69.9,23,58.2,56.4,636.6,-0.866,-0.5,11.88
RR-0440,20.9,57.4,17,26.1,52.9,900.0,-0.866,-0.5,8.44
RR-0441,30.1,44.8,19,42.5,44.7,279.1,-0.9659,-0.2588,13.71
RR-0442,16.6,60.7,17,64.4,37.1,352.3,0.2588,-0.9659,6.45
RR-0443,15.2,64.8,21,80.1,52.2,438.1,-0.2588,-0.9659,11.9
RR-0444,21.7,49.7,20,67.0,45.9,483.3,0.2588,-0.9659,11.74
RR-0445,30.8,52.2,12,68.1,41.0,464.9,-0.9659,0.2588,12.98
RR-0446,19.7,65.9,6,55.8,28.2,528.0,0.866,-0.5,10.22
RR-0447,37.2,47.0,10,60.6,35.4,564.6,-1.0,-0.0,21.52
RR-0448,22.8,49.3,19,70.1,52.9,159.4,-0.866,0.5,11.34
RR-0449,33.6,44.3,22,31.6,38.8,331.9,0.0,-1.0,18.71
RR-0450,16.4,64.9,15,82.0,45.6,731.2,0.2588,-0.9659,11.54
RR-0451,17.0,58.3,17,29.1,38.8,154.6,0.866,-0.5,8.58
RR-0452,26.2,54.4,14,34.8,32.3,327.7,-0.7071,-0.7071,10.53
RR-0453,21.4,52.1,14,33.9,37.7,714.7,-1.0,-0.0,5.88
RR-0454,17.7,66.0,22,42.9,46.6,548.4,0.7071,-0.7071,11.2
RR-0455,17.2,54.6,16,60.9,47.3,0.0,-0.5,-0.866,9.37
RR-0456,33.9,55.8,15,65.0,46.0,329.5,-0.866,-0.5,18.07
RR-0457,29.1,50.4,22,65.0,55.8,469.1,-0.5,-0.866,13.59
RR-0458,24.9,65.3,20,82.0,39.4,646.7,0.2588,-0.9659,16.29
RR-0459,29.8,47.7,15,61.7,28.4,726.8,0.7071,-0.7071,15.94
RR-0460,18.2,56.0,18,53.4,52.2,598.3,0.7071,-0.7071,10.58
RR-0461,31.0,56.1,22,56.0,42.6,443.6,-0.5,-0.866,13.56
RR-0462,26.4,61.2,13,82.0,32.3,0.0,-0.5,-0.866,10.6
RR-0463,15.7,58.8,25,81.8,49.5,278.2,0.866,-0.5,10.67
RR-0464,27.3,47.8,18,67.9,25.9,576.9,-0.9659,-0.2588,10.6
RR-0465,15.8,58.3,18,64.3,43.5,335.7,-0.866,0.5,9.42
RR-0466,23.5,62.0,16,82.0,37.6,420.8,-0.5,-0.866,11.22
RR-0467,34.2,49.9,17,53.7,51.1,157.6,-0.866,-0.5,14.0
RR-0468,24.6,53.1,12,63.7,37.5,271.1,0.2588,-0.9659,14.85
RR-0469,24.4,58.0,23,49.0,47.6,541.0,0.866,-0.5,9.48
RR-0470,31.2,49.6,23,60.6,50.0,575.8,-0.9659,-0.2588,18.37
RR-0471,25.5,47.1,15,71.0,33.6,133.0,-1.0,-0.0,9.87
RR-0472,12.1,68.6,21,75.1,34.0,518.0,-0.2588,-0.9659,10.28
RR-0473,22.7,71.6,18,70.2,45.1,443.9,-0.2588,-0.9659,7.18
RR-0474,21.1,57.2,22,40.4,47.6,136.7,-0.5,-0.866,9.69
RR-0475,17.9,57.6,23,63.0,47.1,28.7,-0.5,-0.866,9.88
RR-0476,21.9,63.9,18,65.4,37.1,611.9,0.7071,-0.7071,9.61
RR-0477,24.8,61.3,23,64.0,49.3,291.8,0.7071,-0.7071,9.6
RR-0478,20.5,63.5,19,44.7,47.4,119.1,0.0,-1.0,10.55
RR-0479,17.0,66.6,14,31.7,40.1,345.8,-0.9659,-0.2588,7.9
RR-0480,20.3,56.4,19,82.0,42.5,401.4,-0.2588,-0.9659,6.24
RR-0481,19.2,64.5,20,57.0,45.0,74.7,-0.866,-0.5,9.56
RR-0482,25.8,57.8,14,74.3,30.2,475.2,0.5,-0.866,13.61
RR-0483,19.1,48.6,15,66.7,37.7,14.0,-0.9659,-0.2588,7.04
RR-0484,27.3,57.4,17,82.0,39.6,490.6,-0.5,-0.866,11.01
RR-0485,22.4,51.8,22,61.9,27.8,643.3,0.5,-0.866,10.65
RR-0486,30.1,56.4,11,41.2,38.3,438.3,-0.2588,-0.9659,15.01
RR-0487,24.4,40.7,12,23.1,37.7,537.5,0.866,-0.5,13.84
RR-0488,33.2,41.9,16,24.2,46.4,900.0,-0.866,-0.5,16.94
RR-0489,11.0,65.7,15,44.5,46.3,892.9,-0.866,-0.5,7.32
RR-0490,14.7,61.6,19,29.3,46.2,767.5,-1.0,-0.0,7.91
RR-0491,24.7,50.3,12,47.0,41.1,626.4,-0.7071,-0.7071,10.34
RR-0492,30.2,54.5,23,78.9,57.4,280.6,0.2588,-0.9659,20.94
RR-0493,30.4,50.7,24,63.9,45.0,87.1,-1.0,-0.0,16.05
RR-0494,20.5,57.5,13,69.6,41.7,632.4,-0.866,-0.5,7.65
RR-0495,31.6,51.9,20,82.0,48.7,276.2,-0.9659,-0.2588,15.69
RR-0496,31.0,49.3,15,58.6,32.5,288.8,0.2588,-0.9659,12.15
RR-0497,35.0,53.6,14,82.0,27.6,537.9,-0.9659,-0.2588,21.06
RR-0498,23.3,54.6,9,76.9,19.9,573.8,-1.0,-0.0,10.56
RR-0499,25.2,58.8,16,53.8,43.4,612.6,0.7071,-0.7071,10.4
RR-0500,24.2,62.0,23,46.0,35.5,512.9,-0.866,0.5,12.6
RR-0501,19.2,48.4,8,48.0,33.8,360.2,0.7071,-0.7071,9.08
RR-0502,9.3,57.2,15,80.3,32.0,601.8,-0.2588,-0.9659,4.99
RR-0503,24.2,65.2,14,64.2,43.1,668.0,-0.5,-0.866,10.3
RR-0504,30.8,49.7,17,71.5,30.2,653.6,0.7071,-0.7071,14.96
RR-0505,15.7,46.2,22,47.6,42.0,656.7,0.2588,-0.9659,8.89
RR-0506,20.3,56.9,15,53.3,37.7,8.4,-0.9659,-0.2588,6.26
RR-0507,31.2,47.9,20,82.0,41.7,465.9,0.7071,-0.7071,18.88
RR-0508,22.2,58.3,21,40.9,43.4,228.9,0.5,-0.866,12.24
RR-0509,28.4,46.6,21,58.3,44.7,601.4,-0.2588,-0.9659,16.43
RR-0510,29.2,44.7,23,40.1,39.3,183.4,-0.2588,-0.9659,12.64
RR-0511,24.3,46.8,21,69.6,48.4,616.6,-0.5,-0.866,10.5
RR-0512,24.0,61.0,17,74.6,32.5,579.8,0.7071,-0.7071,8.5
RR-0513,20.6,57.9,11,64.1,36.0,461.3,-0.2588,-0.9659,8.77
RR-0514,26.8,55.9,23,69.2,43.8,900.0,-0.866,0.5,10.83
RR-0515,23.4,52.4,11,78.3,25.5,900.0,-0.866,0.5,7.63
RR-0516,18.4,61.6,21,64.8,52.4,342.2,-0.866,-0.5,10.37
RR-0517,23.8,62.6,21,41.0,54.3,130.1,0.2588,-0.9659,10.8
RR-0518,21.6,53.5,20,40.7,40.0,526.0,-0.5,-0.866,8.92
RR-0519,11.6,73.3,19,80.5,42.5,621.8,-0.866,-0.5,10.0
RR-0520,21.7,49.7,29,73.8,59.9,478.8,-0.2588,-0.9659,9.95
RR-0521,17.9,57.1,19,72.9,43.5,239.9,-0.2588,-0.9659,10.16
RR-0522,18.8,53.1,17,82.0,25.5,589.2,0.2588,-0.9659,7.11
RR-0523,41.0,48.2,15,74.5,24.0,267.9,0.866,-0.5,24.32
RR-0524,32.5,36.7,21,64.6,45.6,627.3,-0.2588,-0.9659,17.57
RR-0525,21.3,71.7,17,74.1,42.5,429.7,-0.7071,-0.7071,8.61
RR-0526,17.4,58.4,8,33.9,31.8,228.8,-0.7071,-0.7071,8.19
RR-0527,28.8,53.4,16,47.0,55.6,64.4,-0.866,-0.5,11.0
RR-0528,32.7,52.5,16,68.2,37.5,366.4,-0.5,-0.866,14.48
RR-0529,16.0,55.5,21,66.7,38.1,276.6,-0.5,-0.866,10.8
RR-0530,16.2,80.4,22,18.0,47.1,338.7,0.5,-0.866,12.74
RR-0531,22.2,59.4,26,36.4,54.2,310.9,-0.5,-0.866,10.34
RR-0532,12.6,56.6,19,64.6,58.1,407.3,-0.866,-0.5,9.14
RR-0533,33.3,48.1,19,58.7,37.1,131.0,-0.2588,-0.9659,19.12
RR-0534,31.4,69.2,21,40.1,43.9,132.2,0.0,-1.0,19.87
RR-0535,21.0,63.3,17,31.0,31.2,754.6,-0.866,-0.5,6.16
RR-0536,26.5,67.3,20,53.9,56.0,874.8,-0.5,-0.866,14.47
RR-0537,33.4,50.3,16,82.0,55.4,125.5,-0.866,-0.5,20.17
RR-0538,28.9,42.2,11,47.9,39.2,480.8,-0.9659,-0.2588,9.22
RR-0539,17.4,56.1,19,68.4,47.5,878.6,-0.7071,-0.7071,10.89
RR-0540,29.4,53.5,17,32.5,46.2,276.8,-1.0,-0.0,10.28
RR-0541,19.4,56.1,17,47.7,46.2,292.5,0.2588,-0.9659,6.79
RR-0542,25.0,38.6,18,57.5,38.3,298.5,-0.866,-0.5,10.9
RR-0543,19.0,68.1,16,37.3,47.9,574.6,-1.0,-0.0,10.22
RR-0544,20.2,57.3,20,82.0,44.0,698.7,-0.866,0.5,9.25
RR-0545,22.7,67.9,27,55.0,55.3,224.4,0.2588,-0.9659,11.66
RR-0546,22.8,44.1,20,59.6,46.6,368.6,-0.7071,-0.7071,8.43
RR-0547,13.7,63.0,22,67.0,54.1,212.6,-0.7071,-0.7071,10.27
RR-0548,20.1,47.4,19,80.2,42.8,490.8,0.2588,-0.9659,11.7
RR-0549,25.5,51.7,21,64.9,44.7,647.7,0.2588,-0.9659,10.24
RR-0550,21.1,52.9,20,39.7,39.7,392.9,-1.0,-0.0,6.99
RR-0551,16.4,66.9,17,68.8,40.1,390.6,-0.866,-0.5,10.15
RR-0552,20.1,61.2,23,40.5,50.4,645.8,0.866,-0.5,10.35
RR-0553,32.6,43.5,25,70.3,36.0,324.3,-0.9659,0.2588,18.11
RR-0554,18.8,64.1,17,44.6,39.3,607.0,-0.866,-0.5,4.64
RR-0555,18.1,55.0,19,18.0,43.1,90.2,-0.866,-0.5,6.46
RR-0556,14.1,60.9,22,68.4,37.7,336.6,0.0,-1.0,8.88
RR-0557,12.0,51.1,14,72.7,38.4,308.3,-0.866,-0.5,9.12
RR-0558,16.9,60.1,22,53.9,33.7,900.0,-0.5,-0.866,8.88
RR-0559,18.8,52.3,19,62.6,43.7,348.5,-0.9659,-0.2588,9.48
RR-0560,26.2,51.9,18,40.0,43.5,117.2,-0.866,-0.5,11.24
RR-0561,34.9,58.0,13,64.3,38.5,653.7,-0.5,-0.866,17.52
RR-0562,4.4,67.8,17,60.4,40.9,0.0,-0.866,-0.5,10.99
RR-0563,32.0,47.1,18,34.1,44.1,357.6,-0.866,0.5,14.38
RR-0564,34.9,63.9,24,51.9,49.9,404.0,-0.2588,-0.9659,18.43
RR-0565,26.1,51.7,18,56.1,38.1,444.3,-0.7071,-0.7071,12.06
RR-0566,25.5,51.3,21,82.0,44.0,718.9,0.5,-0.866,13.53
RR-0567,22.9,58.1,17,82.0,46.5,595.6,-0.9659,-0.2588,10.77
RR-0568,22.7,69.0,19,35.9,47.9,187.4,-0.866,0.5,7.91
RR-0569,25.2,49.0,20,82.0,47.7,612.5,0.7071,-0.7071,10.32
RR-0570,19.7,65.6,17,76.6,40.9,546.7,0.2588,-0.9659,10.44
RR-0571,31.9,56.5,16,78.7,35.0,613.3,-0.5,-0.866,17.95
RR-0572,27.6,57.8,12,80.9,35.2,561.4,-0.2588,-0.9659,12.46
RR-0573,17.8,64.3,16,23.7,58.6,429.1,0.5,-0.866,9.63
RR-0574,25.2,57.3,17,37.6,41.0,573.2,0.866,-0.5,12.09
RR-0575,34.0,42.9,14,66.9,50.5,555.2,-0.866,-0.5,17.93
RR-0576,25.8,44.5,23,55.3,42.9,249.4,-0.5,-0.866,12.0
RR-0577,13.9,43.7,15,82.0,34.3,478.9,-0.866,-0.5,8.96
RR-0578,16.2,49.5,21,72.5,37.6,296.5,0.7071,-0.7071,9.89
RR-0579,12.4,65.1,15,69.4,33.2,758.9,-0.9659,0.2588,8.09
RR-0580,41.0,30.2,25,48.4,40.7,500.5,-0.2588,-0.9659,29.79
RR-0581,36.1,55.4,13,28.8,42.3,115.0,0.2588,-0.9659,22.32
RR-0582,17.3,72.4,19,56.5,49.4,271.1,0.7071,-0.7071,13.11
RR-0583,15.3,69.0,21,59.6,54.4,769.3,-0.5,-0.866,12.08
RR-0584,20.8,51.6,14,82.0,39.8,443.0,0.866,-0.5,8.28
RR-0585,28.5,59.8,18,56.3,47.7,510.8,0.866,-0.5,13.68
RR-0586,15.4,70.2,17,75.0,52.4,548.1,0.2588,-0.9659,12.69
RR-0587,21.0,53.2,18,39.4,46.6,387.9,-1.0,-0.0,7.26
RR-0588,7.2,55.0,22,78.1,44.5,506.9,-0.9659,-0.2588,10.06
RR-0589,25.4,58.8,19,75.7,39.9,486.7,-0.2588,-0.9659,13.07
RR-0590,21.3,65.1,16,45.3,46.3,582.4,0.5,-0.866,12.06
RR-0591,31.0,62.1,24,69.4,61.1,714.6,-1.0,-0.0,17.2
RR-0592,15.9,50.4,19,73.6,52.8,521.8,0.2588,-0.9659,11.1
RR-0593,29.2,54.7,18,71.2,57.5,456.9,-0.866,-0.5,12.78
RR-0594,41.0,43.3,22,48.4,50.4,512.3,-0.5,-0.866,25.65
RR-0595,17.4,54.5,19,59.2,43.8,396.8,0.0,-1.0,12.47
RR-0596,20.8,65.9,11,49.5,24.3,586.8,0.5,-0.866,7.37
RR-0597,22.2,57.0,12,82.0,31.3,415.6,-0.866,0.5,11.37
RR-0598,21.4,53.0,25,42.1,55.8,3.0,-0.7071,-0.7071,9.19
RR-0599,22.9,54.9,22,35.9,44.9,582.8,0.7071,-0.7071,8.65
RR-0600,22.8,59.2,24,81.0,53.8,440.7,-0.866,-0.5,9.88
RR-0601,21.8,60.7,12,33.2,48.3,487.8,-0.5,-0.866,8.27
RR-0602,18.5,45.9,13,35.1,32.7,770.0,-0.7071,-0.7071,6.16
RR-0603,10.5,68.6,13,72.9,40.0,440.2,-1.0,-0.0,9.7
RR-0604,28.2,51.1,14,80.5,33.8,274.3,-0.9659,0.2588,13.57
RR-0605,26.4,61.0,15,76.6,35.6,577.6,0.5,-0.866,11.8
RR-0606,18.9,65.2,13,48.4,35.1,450.2,0.7071,-0.7071,9.57
RR-0607,18.0,55.7,16,82.0,46.2,254.4,0.7071,-0.7071,6.98
RR-0608,18.4,56.0,17,49.8,41.7,318.6,-0.866,-0.5,6.97
RR-0609,27.1,46.2,18,49.0,44.5,570.6,-0.7071,-0.7071,10.45
RR-0610,34.6,52.6,17,67.5,41.0,546.0,-0.866,0.5,17.18
RR-0611,22.9,54.6,18,32.2,42.8,391.6,-0.2588,-0.9659,6.63
RR-0612,34.2,46.7,17,40.5,45.2,710.3,-0.9659,0.2588,18.01
RR-0613,24.8,55.1,14,48.3,34.8,479.6,0.866,-0.5,9.26
RR-0614,24.8,47.4,17,43.6,29.5,448.6,-0.866,0.5,11.05
RR-0615,39.8,44.7,23,56.5,44.3,316.4,-0.9659,-0.2588,24.31
RR-0616,27.9,54.4,14,64.5,52.0,465.8,-1.0,-0.0,13.11
RR-0617,41.0,52.8,15,38.0,35.4,133.0,-0.7071,-0.7071,28.2
RR-0618,33.1,53.6,11,46.3,38.3,502.7,0.5,-0.866,17.09
RR-0619,8.6,59.5,16,62.4,38.5,553.2,-0.7071,-0.7071,6.4
RR-0620,18.7,77.4,26,82.0,41.5,456.1,0.5,-0.866,13.59
RR-0621,30.3,50.2,24,82.0,44.9,152.2,-0.866,-0.5,16.69
RR-0622,25.0,64.1,10,52.9,34.7,379.0,-0.866,0.5,11.13
RR-0623,25.4,58.1,24,39.8,40.2,685.2,-0.5,-0.866,11.01
RR-0624,23.2,61.9,15,73.4,27.5,432.3,-0.7071,-0.7071,9.05
RR-0625,18.2,73.4,17,73.5,31.3,402.8,0.7071,-0.7071,8.34
RR-0626,23.6,63.3,11,48.1,24.7,283.4,-0.7071,-0.7071,9.63
RR-0627,16.7,60.3,12,62.3,39.2,368.1,-0.2588,-0.9659,8.06
RR-0628,19.1,67.0,11,69.0,17.9,272.4,0.7071,-0.7071,13.24
RR-0629,22.0,60.5,21,70.5,41.8,350.0,0.866,-0.5,11.54
RR-0630,22.1,57.2,22,58.4,45.6,449.1,0.2588,-0.9659,9.22
RR-0631,29.1,48.4,16,66.1,42.3,644.8,-0.9659,0.2588,14.44
RR-0632,23.3,53.7,16,75.8,42.9,445.2,-0.2588,-0.9659,7.79
RR-0633,15.8,74.6,21,18.0,41.9,389.6,0.0,-1.0,6.26
RR-0634,15.5,66.5,12,39.7,37.7,134.8,0.7071,-0.7071,9.48
RR-0635,22.8,65.5,19,69.6,36.9,824.2,-0.7071,-0.7071,9.33
RR-0636,33.6,60.7,15,42.2,45.3,349.6,-0.9659,-0.2588,17.11
RR-0637,21.1,64.7,21,82.0,45.6,310.1,-1.0,-0.0,8.34
RR-0638,6.0,64.8,20,38.3,40.1,636.6,-0.7071,-0.7071,8.16
RR-0639,22.5,49.8,20,82.0,45.2,264.6,-0.866,-0.5,8.47
RR-0640,31.2,45.8,14,59.9,33.8,283.4,0.5,-0.866,13.19
RR-0641,29.4,62.5,25,44.4,54.2,431.6,0.7071,-0.7071,11.68
RR-0642,17.8,56.5,19,81.3,43.3,0.0,0.866,-0.5,12.13
RR-0643,18.4,65.9,15,60.0,48.6,313.3,0.5,-0.866,10.97
RR-0644,11.4,63.9,18,18.4,41.9,514.4,-0.9659,0.2588,7.93
RR-0645,27.9,48.7,15,37.2,40.9,484.0,0.866,-0.5,12.78
RR-0646,32.3,38.9,20,55.2,42.2,337.1,0.866,-0.5,14.88
RR-0647,21.8,62.3,13,82.0,39.3,0.0,-0.5,-0.866,11.17
RR-0648,22.5,57.0,17,78.9,53.7,353.4,0.7071,-0.7071,13.21
RR-0649,27.9,62.1,16,80.3,32.1,900.0,-0.2588,-0.9659,10.81
RR-0650,39.2,58.0,22,70.5,54.0,368.4,-0.9659,0.2588,25.13
RR-0651,23.2,42.7,18,78.4,41.7,0.0,-1.0,-0.0,8.68
RR-0652,36.5,44.5,10,77.0,38.2,715.9,-0.5,-0.866,19.22
RR-0653,28.8,55.4,6,58.2,42.4,553.9,-0.7071,-0.7071,11.11
RR-0654,32.4,55.2,19,77.4,50.1,0.0,-0.866,-0.5,18.31
RR-0655,22.6,58.3,19,69.3,50.4,708.9,0.0,-1.0,9.05
