ticket_id,prediction_at,channel,priority,customer_plan,message_word_count,open_ticket_backlog,previous_30d_contacts,opened_hour,opened_weekday,first_response_minutes,missed_8h_sla,label_available_at
TKT-0220,2026-02-10T12:00:00+0000,web,normal,basic,56,14,1.0,12,1,64,0,2026-02-10T13:04:00+0000
TKT-0221,2026-02-10T16:00:00+0000,email,high,basic,48,24,1.0,16,1,583,1,2026-02-11T00:00:00+0000
TKT-0222,2026-02-10T20:00:00+0000,chat,normal,basic,50,18,1.0,20,1,264,0,2026-02-11T00:24:00+0000
TKT-0223,2026-02-11T00:00:00+0000,web,high,enterprise,59,17,3.0,0,2,160,0,2026-02-11T02:40:00+0000
TKT-0224,2026-02-11T04:00:00+0000,email,low,team,52,19,2.0,4,2,256,0,2026-02-11T08:16:00+0000
TKT-0225,2026-02-11T08:00:00+0000,chat,low,enterprise,50,18,1.0,8,2,125,0,2026-02-11T10:05:00+0000
TKT-0226,2026-02-11T12:00:00+0000,chat,normal,basic,58,19,,12,2,151,0,2026-02-11T14:31:00+0000
TKT-0227,2026-02-11T16:00:00+0000,email,normal,team,49,19,0.0,16,2,24,0,2026-02-11T16:24:00+0000
TKT-0228,2026-02-11T20:00:00+0000,web,normal,team,54,20,2.0,20,2,171,0,2026-02-11T22:51:00+0000
TKT-0229,2026-02-12T00:00:00+0000,email,normal,team,50,19,0.0,0,3,59,0,2026-02-12T00:59:00+0000
TKT-0230,2026-02-12T04:00:00+0000,chat,normal,basic,50,12,0.0,4,3,174,0,2026-02-12T06:54:00+0000
TKT-0231,2026-02-12T08:00:00+0000,email,low,basic,57,16,1.0,8,3,470,0,2026-02-12T15:50:00+0000
TKT-0232,2026-02-12T12:00:00+0000,email,normal,basic,68,21,0.0,12,3,74,0,2026-02-12T13:14:00+0000
TKT-0233,2026-02-12T16:00:00+0000,email,high,enterprise,56,9,1.0,16,3,41,0,2026-02-12T16:41:00+0000
TKT-0234,2026-02-12T20:00:00+0000,chat,high,basic,58,17,0.0,20,3,204,0,2026-02-12T23:24:00+0000
TKT-0235,2026-02-13T00:00:00+0000,web,normal,basic,54,21,1.0,0,4,219,0,2026-02-13T03:39:00+0000
TKT-0236,2026-02-13T04:00:00+0000,email,low,basic,61,18,0.0,4,4,145,0,2026-02-13T06:25:00+0000
TKT-0237,2026-02-13T08:00:00+0000,web,normal,team,49,15,0.0,8,4,302,0,2026-02-13T13:02:00+0000
TKT-0238,2026-02-13T12:00:00+0000,email,normal,team,39,10,0.0,12,4,135,0,2026-02-13T14:15:00+0000
TKT-0239,2026-02-13T16:00:00+0000,web,low,basic,55,13,2.0,16,4,82,0,2026-02-13T17:22:00+0000
TKT-0240,2026-02-13T20:00:00+0000,web,normal,basic,50,12,1.0,20,4,147,0,2026-02-13T22:27:00+0000
TKT-0241,2026-02-14T00:00:00+0000,web,low,basic,46,17,1.0,0,5,56,0,2026-02-14T00:56:00+0000
TKT-0242,2026-02-14T04:00:00+0000,chat,normal,basic,39,19,0.0,4,5,433,0,2026-02-14T11:13:00+0000
TKT-0243,2026-02-14T08:00:00+0000,email,normal,basic,50,14,2.0,8,5,83,0,2026-02-14T09:23:00+0000
TKT-0244,2026-02-14T12:00:00+0000,chat,high,enterprise,50,13,2.0,12,5,109,0,2026-02-14T13:49:00+0000
TKT-0245,2026-02-14T16:00:00+0000,chat,high,team,54,15,1.0,16,5,313,0,2026-02-14T21:13:00+0000
TKT-0246,2026-02-14T20:00:00+0000,web,high,basic,45,15,0.0,20,5,50,0,2026-02-14T20:50:00+0000
TKT-0247,2026-02-15T00:00:00+0000,email,high,team,48,12,3.0,0,6,207,0,2026-02-15T03:27:00+0000
TKT-0248,2026-02-15T04:00:00+0000,web,normal,team,62,12,1.0,4,6,606,1,2026-02-15T12:00:00+0000
TKT-0249,2026-02-15T08:00:00+0000,chat,normal,basic,55,19,1.0,8,6,129,0,2026-02-15T10:09:00+0000
TKT-0250,2026-02-15T12:00:00+0000,email,low,team,58,18,5.0,12,6,63,0,2026-02-15T13:03:00+0000
TKT-0251,2026-02-15T16:00:00+0000,email,normal,enterprise,43,15,1.0,16,6,837,1,2026-02-16T00:00:00+0000
TKT-0252,2026-02-15T20:00:00+0000,email,normal,team,43,14,1.0,20,6,119,0,2026-02-15T21:59:00+0000
TKT-0253,2026-02-16T00:00:00+0000,chat,high,,61,15,1.0,0,0,278,0,2026-02-16T04:38:00+0000
TKT-0254,2026-02-16T04:00:00+0000,email,high,enterprise,42,13,2.0,4,0,978,1,2026-02-16T12:00:00+0000
TKT-0255,2026-02-16T08:00:00+0000,email,normal,basic,54,21,4.0,8,0,701,1,2026-02-16T16:00:00+0000
TKT-0256,2026-02-16T12:00:00+0000,chat,high,basic,54,18,1.0,12,0,587,1,2026-02-16T20:00:00+0000
TKT-0257,2026-02-16T16:00:00+0000,email,normal,basic,47,19,1.0,16,0,183,0,2026-02-16T19:03:00+0000
TKT-0258,2026-02-16T20:00:00+0000,email,low,team,63,15,1.0,20,0,20,0,2026-02-16T20:20:00+0000
TKT-0259,2026-02-17T00:00:00+0000,email,normal,team,57,10,1.0,0,1,714,1,2026-02-17T08:00:00+0000
TKT-0260,2026-02-17T04:00:00+0000,web,normal,basic,60,22,1.0,4,1,765,1,2026-02-17T12:00:00+0000
TKT-0261,2026-02-17T08:00:00+0000,email,low,team,62,17,3.0,8,1,138,0,2026-02-17T10:18:00+0000
TKT-0262,2026-02-17T12:00:00+0000,chat,low,basic,52,18,1.0,12,1,198,0,2026-02-17T15:18:00+0000
TKT-0263,2026-02-17T16:00:00+0000,email,normal,team,58,25,0.0,16,1,92,0,2026-02-17T17:32:00+0000
TKT-0264,2026-02-17T20:00:00+0000,email,normal,,43,21,1.0,20,1,226,0,2026-02-17T23:46:00+0000
TKT-0265,2026-02-18T00:00:00+0000,chat,normal,enterprise,58,24,3.0,0,2,748,1,2026-02-18T08:00:00+0000
TKT-0266,2026-02-18T04:00:00+0000,email,normal,team,55,17,0.0,4,2,86,0,2026-02-18T05:26:00+0000
TKT-0267,2026-02-18T08:00:00+0000,web,high,enterprise,52,17,3.0,8,2,63,0,2026-02-18T09:03:00+0000
TKT-0268,2026-02-18T12:00:00+0000,web,low,enterprise,62,24,0.0,12,2,425,0,2026-02-18T19:05:00+0000
TKT-0269,2026-02-18T16:00:00+0000,chat,normal,enterprise,50,21,0.0,16,2,800,1,2026-02-19T00:00:00+0000
TKT-0270,2026-02-18T20:00:00+0000,email,normal,team,53,19,1.0,20,2,591,1,2026-02-19T04:00:00+0000
TKT-0271,2026-02-19T00:00:00+0000,web,normal,basic,58,19,1.0,0,3,609,1,2026-02-19T08:00:00+0000
TKT-0272,2026-02-19T04:00:00+0000,email,normal,enterprise,56,19,0.0,4,3,587,1,2026-02-19T12:00:00+0000
TKT-0273,2026-02-19T08:00:00+0000,email,normal,enterprise,56,13,1.0,8,3,52,0,2026-02-19T08:52:00+0000
TKT-0274,2026-02-19T12:00:00+0000,email,high,team,59,16,0.0,12,3,634,1,2026-02-19T20:00:00+0000
TKT-0275,2026-02-19T16:00:00+0000,web,high,basic,62,16,2.0,16,3,555,1,2026-02-20T00:00:00+0000
TKT-0276,2026-02-19T20:00:00+0000,web,low,enterprise,58,15,2.0,20,3,111,0,2026-02-19T21:51:00+0000
TKT-0277,2026-02-20T00:00:00+0000,web,normal,basic,49,11,1.0,0,4,267,0,2026-02-20T04:27:00+0000
TKT-0278,2026-02-20T04:00:00+0000,email,normal,basic,58,13,2.0,4,4,167,0,2026-02-20T06:47:00+0000
TKT-0279,2026-02-20T08:00:00+0000,chat,normal,enterprise,54,14,1.0,8,4,786,1,2026-02-20T16:00:00+0000
TKT-0280,2026-02-20T12:00:00+0000,email,high,basic,59,9,1.0,12,4,570,1,2026-02-20T20:00:00+0000
TKT-0281,2026-02-20T16:00:00+0000,web,high,basic,52,16,2.0,16,4,241,0,2026-02-20T20:01:00+0000
TKT-0282,2026-02-20T20:00:00+0000,email,normal,basic,40,18,1.0,20,4,187,0,2026-02-20T23:07:00+0000
TKT-0283,2026-02-21T00:00:00+0000,email,normal,team,57,9,1.0,0,5,178,0,2026-02-21T02:58:00+0000
TKT-0284,2026-02-21T04:00:00+0000,chat,normal,team,51,7,0.0,4,5,50,0,2026-02-21T04:50:00+0000
TKT-0285,2026-02-21T08:00:00+0000,email,low,basic,52,11,0.0,8,5,70,0,2026-02-21T09:10:00+0000
TKT-0286,2026-02-21T12:00:00+0000,chat,low,team,68,11,3.0,12,5,33,0,2026-02-21T12:33:00+0000
TKT-0287,2026-02-21T16:00:00+0000,chat,normal,enterprise,52,10,1.0,16,5,26,0,2026-02-21T16:26:00+0000
TKT-0288,2026-02-21T20:00:00+0000,web,normal,enterprise,35,11,2.0,20,5,611,1,2026-02-22T04:00:00+0000
TKT-0289,2026-02-22T00:00:00+0000,email,normal,basic,64,17,0.0,0,6,258,0,2026-02-22T04:18:00+0000
TKT-0290,2026-02-22T04:00:00+0000,email,normal,enterprise,53,16,2.0,4,6,125,0,2026-02-22T06:05:00+0000
TKT-0291,2026-02-22T08:00:00+0000,email,normal,team,59,20,2.0,8,6,74,0,2026-02-22T09:14:00+0000
TKT-0292,2026-02-22T12:00:00+0000,web,normal,basic,49,18,2.0,12,6,61,0,2026-02-22T13:01:00+0000
TKT-0293,2026-02-22T16:00:00+0000,email,normal,basic,51,11,4.0,16,6,149,0,2026-02-22T18:29:00+0000
TKT-0294,2026-02-22T20:00:00+0000,email,normal,team,48,10,1.0,20,6,722,1,2026-02-23T04:00:00+0000
TKT-0295,2026-02-23T00:00:00+0000,email,normal,enterprise,56,18,0.0,0,0,110,0,2026-02-23T01:50:00+0000
TKT-0296,2026-02-23T04:00:00+0000,email,normal,basic,50,20,1.0,4,0,157,0,2026-02-23T06:37:00+0000
TKT-0297,2026-02-23T08:00:00+0000,chat,low,basic,41,22,1.0,8,0,261,0,2026-02-23T12:21:00+0000
TKT-0298,2026-02-23T12:00:00+0000,email,normal,team,53,16,1.0,12,0,194,0,2026-02-23T15:14:00+0000
TKT-0299,2026-02-23T16:00:00+0000,email,low,basic,72,22,0.0,16,0,93,0,2026-02-23T17:33:00+0000
TKT-0300,2026-02-23T20:00:00+0000,email,normal,basic,50,25,0.0,20,0,53,0,2026-02-23T20:53:00+0000
TKT-0301,2026-02-24T00:00:00+0000,email,low,team,53,26,0.0,0,1,65,0,2026-02-24T01:05:00+0000
TKT-0302,2026-02-24T04:00:00+0000,email,normal,basic,58,21,4.0,4,1,124,0,2026-02-24T06:04:00+0000
TKT-0303,2026-02-24T08:00:00+0000,email,normal,team,52,20,0.0,8,1,259,0,2026-02-24T12:19:00+0000
TKT-0304,2026-02-24T12:00:00+0000,web,normal,basic,59,20,2.0,12,1,303,0,2026-02-24T17:03:00+0000
TKT-0305,2026-02-24T16:00:00+0000,chat,normal,team,46,20,2.0,16,1,224,0,2026-02-24T19:44:00+0000
TKT-0306,2026-02-24T20:00:00+0000,email,normal,enterprise,50,27,1.0,20,1,274,0,2026-02-25T00:34:00+0000
TKT-0307,2026-02-25T00:00:00+0000,web,normal,team,54,17,0.0,0,2,143,0,2026-02-25T02:23:00+0000
TKT-0308,2026-02-25T04:00:00+0000,email,normal,basic,53,23,3.0,4,2,103,0,2026-02-25T05:43:00+0000
TKT-0309,2026-02-25T08:00:00+0000,email,low,enterprise,60,28,1.0,8,2,470,0,2026-02-25T15:50:00+0000
TKT-0310,2026-02-25T12:00:00+0000,web,normal,basic,57,15,1.0,12,2,96,0,2026-02-25T13:36:00+0000
TKT-0311,2026-02-25T16:00:00+0000,chat,high,team,55,26,0.0,16,2,166,0,2026-02-25T18:46:00+0000
TKT-0312,2026-02-25T20:00:00+0000,email,normal,enterprise,49,18,1.0,20,2,69,0,2026-02-25T21:09:00+0000
TKT-0313,2026-02-26T00:00:00+0000,email,normal,team,67,18,1.0,0,3,68,0,2026-02-26T01:08:00+0000
TKT-0314,2026-02-26T04:00:00+0000,email,normal,enterprise,64,24,0.0,4,3,168,0,2026-02-26T06:48:00+0000
TKT-0315,2026-02-26T08:00:00+0000,email,low,team,35,11,3.0,8,3,55,0,2026-02-26T08:55:00+0000
TKT-0316,2026-02-26T12:00:00+0000,web,normal,basic,47,17,1.0,12,3,180,0,2026-02-26T15:00:00+0000
TKT-0317,2026-02-26T16:00:00+0000,web,low,basic,58,18,1.0,16,3,123,0,2026-02-26T18:03:00+0000
TKT-0318,2026-02-26T20:00:00+0000,web,high,basic,63,18,0.0,20,3,1154,1,2026-02-27T04:00:00+0000
TKT-0319,2026-02-27T00:00:00+0000,chat,normal,basic,53,14,1.0,0,4,58,0,2026-02-27T00:58:00+0000
TKT-0320,2026-02-27T04:00:00+0000,email,high,team,53,12,0.0,4,4,76,0,2026-02-27T05:16:00+0000
TKT-0321,2026-02-27T08:00:00+0000,email,normal,team,47,13,2.0,8,4,902,1,2026-02-27T16:00:00+0000
TKT-0322,2026-02-27T12:00:00+0000,email,low,enterprise,52,19,2.0,12,4,554,1,2026-02-27T20:00:00+0000
TKT-0323,2026-02-27T16:00:00+0000,email,normal,basic,58,11,3.0,16,4,178,0,2026-02-27T18:58:00+0000
TKT-0324,2026-02-27T20:00:00+0000,web,normal,enterprise,41,17,0.0,20,4,57,0,2026-02-27T20:57:00+0000
TKT-0325,2026-02-28T00:00:00+0000,email,low,team,55,14,2.0,0,5,37,0,2026-02-28T00:37:00+0000
TKT-0326,2026-02-28T04:00:00+0000,chat,normal,enterprise,59,13,2.0,4,5,79,0,2026-02-28T05:19:00+0000
TKT-0327,2026-02-28T08:00:00+0000,web,low,basic,56,14,2.0,8,5,634,1,2026-02-28T16:00:00+0000
TKT-0328,2026-02-28T12:00:00+0000,email,low,enterprise,48,16,1.0,12,5,81,0,2026-02-28T13:21:00+0000
TKT-0329,2026-02-28T16:00:00+0000,web,normal,basic,52,10,2.0,16,5,229,0,2026-02-28T19:49:00+0000
TKT-0330,2026-02-28T20:00:00+0000,web,high,enterprise,55,12,2.0,20,5,589,1,2026-03-01T04:00:00+0000
TKT-0331,2026-03-01T00:00:00+0000,web,high,enterprise,53,16,3.0,0,6,78,0,2026-03-01T01:18:00+0000
TKT-0332,2026-03-01T04:00:00+0000,chat,high,basic,62,14,3.0,4,6,60,0,2026-03-01T05:00:00+0000
TKT-0333,2026-03-01T08:00:00+0000,web,normal,basic,40,13,1.0,8,6,68,0,2026-03-01T09:08:00+0000
TKT-0334,2026-03-01T12:00:00+0000,web,normal,basic,52,9,0.0,12,6,90,0,2026-03-01T13:30:00+0000
TKT-0335,2026-03-01T16:00:00+0000,email,normal,team,53,19,1.0,16,6,585,1,2026-03-02T00:00:00+0000
TKT-0336,2026-03-01T20:00:00+0000,email,normal,team,60,22,0.0,20,6,95,0,2026-03-01T21:35:00+0000
TKT-0337,2026-03-02T00:00:00+0000,web,normal,enterprise,63,25,3.0,0,0,178,0,2026-03-02T02:58:00+0000
TKT-0338,2026-03-02T04:00:00+0000,email,low,basic,54,21,1.0,4,0,832,1,2026-03-02T12:00:00+0000
TKT-0339,2026-03-02T08:00:00+0000,email,normal,basic,52,23,2.0,8,0,189,0,2026-03-02T11:09:00+0000
TKT-0340,2026-03-02T12:00:00+0000,email,normal,enterprise,63,19,3.0,12,0,233,0,2026-03-02T15:53:00+0000
TKT-0341,2026-03-02T16:00:00+0000,chat,low,basic,43,23,0.0,16,0,51,0,2026-03-02T16:51:00+0000
TKT-0342,2026-03-02T20:00:00+0000,email,low,basic,51,20,4.0,20,0,599,1,2026-03-03T04:00:00+0000
TKT-0343,2026-03-03T00:00:00+0000,email,high,basic,61,22,1.0,0,1,89,0,2026-03-03T01:29:00+0000
TKT-0344,2026-03-03T04:00:00+0000,web,normal,team,68,21,2.0,4,1,663,1,2026-03-03T12:00:00+0000
TKT-0345,2026-03-03T08:00:00+0000,chat,normal,enterprise,50,21,7.0,8,1,1215,1,2026-03-03T16:00:00+0000
TKT-0346,2026-03-03T12:00:00+0000,email,normal,basic,49,23,1.0,12,1,1351,1,2026-03-03T20:00:00+0000
TKT-0347,2026-03-03T16:00:00+0000,email,normal,basic,48,25,1.0,16,1,700,1,2026-03-04T00:00:00+0000
TKT-0348,2026-03-03T20:00:00+0000,email,low,basic,62,20,2.0,20,1,105,0,2026-03-03T21:45:00+0000
TKT-0349,2026-03-04T00:00:00+0000,web,normal,basic,42,25,1.0,0,2,47,0,2026-03-04T00:47:00+0000
TKT-0350,2026-03-04T04:00:00+0000,web,normal,basic,48,21,1.0,4,2,230,0,2026-03-04T07:50:00+0000
TKT-0351,2026-03-04T08:00:00+0000,chat,normal,enterprise,55,19,2.0,8,2,173,0,2026-03-04T10:53:00+0000
TKT-0352,2026-03-04T12:00:00+0000,email,normal,basic,57,26,2.0,12,2,301,0,2026-03-04T17:01:00+0000
TKT-0353,2026-03-04T16:00:00+0000,email,low,basic,50,21,4.0,16,2,643,1,2026-03-05T00:00:00+0000
TKT-0354,2026-03-04T20:00:00+0000,email,low,basic,53,24,1.0,20,2,389,0,2026-03-05T02:29:00+0000
TKT-0355,2026-03-05T00:00:00+0000,email,normal,enterprise,46,25,1.0,0,3,894,1,2026-03-05T08:00:00+0000
TKT-0356,2026-03-05T04:00:00+0000,email,normal,team,49,28,2.0,4,3,858,1,2026-03-05T12:00:00+0000
TKT-0357,2026-03-05T08:00:00+0000,email,high,enterprise,45,18,4.0,8,3,131,0,2026-03-05T10:11:00+0000
TKT-0358,2026-03-05T12:00:00+0000,email,low,enterprise,56,18,1.0,12,3,111,0,2026-03-05T13:51:00+0000
TKT-0359,2026-03-05T16:00:00+0000,email,normal,basic,51,21,1.0,16,3,166,0,2026-03-05T18:46:00+0000
TKT-0360,2026-03-05T20:00:00+0000,chat,high,team,51,11,2.0,20,3,63,0,2026-03-05T21:03:00+0000
TKT-0361,2026-03-06T00:00:00+0000,email,normal,team,54,16,2.0,0,4,289,0,2026-03-06T04:49:00+0000
TKT-0362,2026-03-06T04:00:00+0000,web,normal,team,52,17,4.0,4,4,175,0,2026-03-06T06:55:00+0000
TKT-0363,2026-03-06T08:00:00+0000,web,normal,team,47,10,1.0,8,4,190,0,2026-03-06T11:10:00+0000
TKT-0364,2026-03-06T12:00:00+0000,web,low,basic,47,14,1.0,12,4,204,0,2026-03-06T15:24:00+0000
TKT-0365,2026-03-06T16:00:00+0000,email,normal,basic,51,15,2.0,16,4,115,0,2026-03-06T17:55:00+0000
TKT-0366,2026-03-06T20:00:00+0000,web,normal,enterprise,61,10,0.0,20,4,271,0,2026-03-07T00:31:00+0000
TKT-0367,2026-03-07T00:00:00+0000,chat,high,team,53,17,2.0,0,5,119,0,2026-03-07T01:59:00+0000
TKT-0368,2026-03-07T04:00:00+0000,web,normal,basic,51,12,0.0,4,5,154,0,2026-03-07T06:34:00+0000
TKT-0369,2026-03-07T08:00:00+0000,web,high,team,50,15,3.0,8,5,71,0,2026-03-07T09:11:00+0000
TKT-0370,2026-03-07T12:00:00+0000,email,normal,team,58,12,3.0,12,5,45,0,2026-03-07T12:45:00+0000
TKT-0371,2026-03-07T16:00:00+0000,web,normal,enterprise,39,16,3.0,16,5,151,0,2026-03-07T18:31:00+0000
TKT-0372,2026-03-07T20:00:00+0000,email,high,basic,46,14,2.0,20,5,257,0,2026-03-08T00:17:00+0000
TKT-0373,2026-03-08T00:00:00+0000,chat,high,basic,56,11,0.0,0,6,872,1,2026-03-08T08:00:00+0000
TKT-0374,2026-03-08T04:00:00+0000,email,normal,enterprise,50,18,0.0,4,6,309,0,2026-03-08T09:09:00+0000
TKT-0375,2026-03-08T08:00:00+0000,email,high,basic,53,15,2.0,8,6,677,1,2026-03-08T16:00:00+0000
TKT-0376,2026-03-08T12:00:00+0000,web,high,team,63,13,0.0,12,6,134,0,2026-03-08T14:14:00+0000
TKT-0377,2026-03-08T16:00:00+0000,web,normal,basic,58,12,0.0,16,6,95,0,2026-03-08T17:35:00+0000
TKT-0378,2026-03-08T20:00:00+0000,email,normal,basic,56,24,2.0,20,6,722,1,2026-03-09T04:00:00+0000
TKT-0379,2026-03-09T00:00:00+0000,web,normal,team,52,22,1.0,0,0,84,0,2026-03-09T01:24:00+0000
TKT-0380,2026-03-09T04:00:00+0000,email,normal,basic,73,14,0.0,4,0,101,0,2026-03-09T05:41:00+0000
TKT-0381,2026-03-09T08:00:00+0000,email,normal,team,58,16,1.0,8,0,108,0,2026-03-09T09:48:00+0000
TKT-0382,2026-03-09T12:00:00+0000,email,normal,basic,56,15,0.0,12,0,115,0,2026-03-09T13:55:00+0000
TKT-0383,2026-03-09T16:00:00+0000,email,normal,basic,53,21,0.0,16,0,54,0,2026-03-09T16:54:00+0000
TKT-0384,2026-03-09T20:00:00+0000,web,normal,basic,47,25,2.0,20,0,701,1,2026-03-10T04:00:00+0000
TKT-0385,2026-03-10T00:00:00+0000,email,normal,enterprise,47,24,0.0,0,1,564,1,2026-03-10T08:00:00+0000
TKT-0386,2026-03-10T04:00:00+0000,email,normal,basic,47,28,1.0,4,1,536,1,2026-03-10T12:00:00+0000
TKT-0387,2026-03-10T08:00:00+0000,email,normal,team,61,25,1.0,8,1,82,0,2026-03-10T09:22:00+0000
TKT-0388,2026-03-10T12:00:00+0000,chat,normal,team,57,31,1.0,12,1,106,0,2026-03-10T13:46:00+0000
TKT-0389,2026-03-10T16:00:00+0000,email,normal,team,52,26,3.0,16,1,603,1,2026-03-11T00:00:00+0000
TKT-0390,2026-03-10T20:00:00+0000,email,high,,54,22,2.0,20,1,305,0,2026-03-11T01:05:00+0000
TKT-0391,2026-03-11T00:00:00+0000,web,low,basic,48,24,0.0,0,2,97,0,2026-03-11T01:37:00+0000
TKT-0392,2026-03-11T04:00:00+0000,email,high,team,60,27,,4,2,563,1,2026-03-11T12:00:00+0000
TKT-0393,2026-03-11T08:00:00+0000,email,low,team,48,23,0.0,8,2,86,0,2026-03-11T09:26:00+0000
TKT-0394,2026-03-11T12:00:00+0000,email,low,basic,46,21,3.0,12,2,284,0,2026-03-11T16:44:00+0000
TKT-0395,2026-03-11T16:00:00+0000,web,high,team,56,19,2.0,16,2,38,0,2026-03-11T16:38:00+0000
TKT-0396,2026-03-11T20:00:00+0000,email,normal,basic,52,20,1.0,20,2,67,0,2026-03-11T21:07:00+0000
TKT-0397,2026-03-12T00:00:00+0000,email,high,,56,22,4.0,0,3,862,1,2026-03-12T08:00:00+0000
TKT-0398,2026-03-12T04:00:00+0000,web,normal,basic,60,21,1.0,4,3,644,1,2026-03-12T12:00:00+0000
TKT-0399,2026-03-12T08:00:00+0000,web,normal,team,53,17,0.0,8,3,279,0,2026-03-12T12:39:00+0000
TKT-0400,2026-03-12T12:00:00+0000,email,normal,team,67,17,2.0,12,3,658,1,2026-03-12T20:00:00+0000
TKT-0401,2026-03-12T16:00:00+0000,email,normal,enterprise,56,17,1.0,16,3,149,0,2026-03-12T18:29:00+0000
TKT-0402,2026-03-12T20:00:00+0000,email,high,basic,53,18,3.0,20,3,52,0,2026-03-12T20:52:00+0000
TKT-0403,2026-03-13T00:00:00+0000,chat,normal,team,58,24,2.0,0,4,580,1,2026-03-13T08:00:00+0000
TKT-0404,2026-03-13T04:00:00+0000,email,low,basic,55,19,0.0,4,4,107,0,2026-03-13T05:47:00+0000
TKT-0405,2026-03-13T08:00:00+0000,chat,normal,basic,56,22,3.0,8,4,747,1,2026-03-13T16:00:00+0000
TKT-0406,2026-03-13T12:00:00+0000,web,low,basic,65,19,1.0,12,4,816,1,2026-03-13T20:00:00+0000
TKT-0407,2026-03-13T16:00:00+0000,web,normal,team,58,17,3.0,16,4,129,0,2026-03-13T18:09:00+0000
TKT-0408,2026-03-13T20:00:00+0000,email,high,basic,50,20,2.0,20,4,384,0,2026-03-14T02:24:00+0000
TKT-0409,2026-03-14T00:00:00+0000,web,normal,team,48,14,1.0,0,5,579,1,2026-03-14T08:00:00+0000
TKT-0410,2026-03-14T04:00:00+0000,web,low,enterprise,64,16,3.0,4,5,670,1,2026-03-14T12:00:00+0000
TKT-0411,2026-03-14T08:00:00+0000,email,high,team,52,20,0.0,8,5,227,0,2026-03-14T11:47:00+0000
TKT-0412,2026-03-14T12:00:00+0000,email,low,team,64,12,2.0,12,5,79,0,2026-03-14T13:19:00+0000
TKT-0413,2026-03-14T16:00:00+0000,email,high,team,54,18,2.0,16,5,334,0,2026-03-14T21:34:00+0000
TKT-0414,2026-03-14T20:00:00+0000,web,low,enterprise,57,18,3.0,20,5,180,0,2026-03-14T23:00:00+0000
TKT-0415,2026-03-15T00:00:00+0000,email,normal,team,60,16,1.0,0,6,35,0,2026-03-15T00:35:00+0000
TKT-0416,2026-03-15T04:00:00+0000,web,high,team,61,16,1.0,4,6,152,0,2026-03-15T06:32:00+0000
TKT-0417,2026-03-15T08:00:00+0000,web,low,team,47,14,0.0,8,6,171,0,2026-03-15T10:51:00+0000
TKT-0418,2026-03-15T12:00:00+0000,chat,low,basic,50,14,3.0,12,6,127,0,2026-03-15T14:07:00+0000
TKT-0419,2026-03-15T16:00:00+0000,chat,high,team,47,23,2.0,16,6,12,0,2026-03-15T16:12:00+0000
TKT-0420,2026-03-15T20:00:00+0000,web,normal,enterprise,45,20,0.0,20,6,94,0,2026-03-15T21:34:00+0000
TKT-0421,2026-03-16T00:00:00+0000,email,normal,enterprise,51,12,1.0,0,0,88,0,2026-03-16T01:28:00+0000
TKT-0422,2026-03-16T04:00:00+0000,email,normal,team,51,22,4.0,4,0,617,1,2026-03-16T12:00:00+0000
TKT-0423,2026-03-16T08:00:00+0000,email,normal,team,56,22,1.0,8,0,148,0,2026-03-16T10:28:00+0000
TKT-0424,2026-03-16T12:00:00+0000,email,normal,team,61,20,1.0,12,0,41,0,2026-03-16T12:41:00+0000
TKT-0425,2026-03-16T16:00:00+0000,chat,high,enterprise,57,19,0.0,16,0,218,0,2026-03-16T19:38:00+0000
TKT-0426,2026-03-16T20:00:00+0000,email,high,basic,71,26,0.0,20,0,80,0,2026-03-16T21:20:00+0000
TKT-0427,2026-03-17T00:00:00+0000,email,normal,team,58,22,2.0,0,1,70,0,2026-03-17T01:10:00+0000
TKT-0428,2026-03-17T04:00:00+0000,chat,normal,team,60,27,0.0,4,1,314,0,2026-03-17T09:14:00+0000
TKT-0429,2026-03-17T08:00:00+0000,web,high,basic,61,16,1.0,8,1,165,0,2026-03-17T10:45:00+0000
TKT-0430,2026-03-17T12:00:00+0000,email,low,,57,24,0.0,12,1,229,0,2026-03-17T15:49:00+0000
TKT-0431,2026-03-17T16:00:00+0000,web,normal,enterprise,56,17,2.0,16,1,216,0,2026-03-17T19:36:00+0000
TKT-0432,2026-03-17T20:00:00+0000,email,high,enterprise,46,24,0.0,20,1,530,1,2026-03-18T04:00:00+0000
TKT-0433,2026-03-18T00:00:00+0000,email,normal,enterprise,48,25,2.0,0,2,629,1,2026-03-18T08:00:00+0000
TKT-0434,2026-03-18T04:00:00+0000,chat,high,team,56,25,1.0,4,2,97,0,2026-03-18T05:37:00+0000
TKT-0435,2026-03-18T08:00:00+0000,web,normal,team,69,25,1.0,8,2,60,0,2026-03-18T09:00:00+0000
TKT-0436,2026-03-18T12:00:00+0000,email,normal,team,50,27,1.0,12,2,900,1,2026-03-18T20:00:00+0000
TKT-0437,2026-03-18T16:00:00+0000,chat,normal,team,75,25,2.0,16,2,75,0,2026-03-18T17:15:00+0000
TKT-0438,2026-03-18T20:00:00+0000,email,normal,basic,50,24,2.0,20,2,776,1,2026-03-19T04:00:00+0000
TKT-0439,2026-03-19T00:00:00+0000,chat,normal,enterprise,59,21,0.0,0,3,603,1,2026-03-19T08:00:00+0000
TKT-0440,2026-03-19T04:00:00+0000,email,high,team,52,13,2.0,4,3,199,0,2026-03-19T07:19:00+0000
