interval_id,bikes_available,open_docks,departures_last_30m,arrivals_last_30m,hour,is_weekend,empty_within_30m
BI-0695,0,26,2,3,0,0,1
BI-0696,13,21,2,1,12,0,0
BI-0697,0,31,4,2,1,1,0
BI-0698,22,10,3,4,8,0,0
BI-0699,8,15,2,4,11,0,0
BI-0700,18,7,1,2,22,0,0
BI-0701,6,13,1,2,5,0,0
BI-0702,0,28,9,8,18,1,0
BI-0703,0,33,9,6,9,1,1
BI-0704,17,2,2,1,5,0,0
BI-0705,22,11,0,1,11,0,0
BI-0706,31,3,1,1,5,1,0
BI-0707,8,11,3,4,14,0,0
BI-0708,2,13,0,3,15,1,0
BI-0709,2,22,1,3,14,0,1
BI-0710,5,14,1,1,3,0,0
BI-0711,4,10,4,2,21,1,1
BI-0712,1,34,4,0,13,0,1
BI-0713,1,19,2,2,22,0,0
BI-0714,10,4,0,1,11,0,0
BI-0715,16,3,5,0,1,1,0
BI-0716,8,14,4,4,9,0,0
BI-0717,21,9,3,1,23,0,0
BI-0718,22,6,1,1,1,0,0
BI-0719,18,5,2,0,1,1,0
BI-0720,2,26,2,2,1,1,1
BI-0721,7,10,1,0,22,0,0
BI-0722,11,13,1,1,0,0,0
BI-0723,15,14,7,11,18,1,0
BI-0724,0,26,1,1,19,0,1
BI-0725,12,3,8,1,7,0,1
BI-0726,14,22,2,5,4,0,0
BI-0727,24,5,7,2,7,1,0
BI-0728,26,2,1,2,2,1,0
BI-0729,1,32,1,2,6,1,1
BI-0730,13,10,1,2,6,0,0
BI-0731,9,16,4,10,17,0,0
BI-0732,14,14,4,4,7,0,0
BI-0733,36,0,3,8,18,0,0
BI-0734,5,28,2,0,3,0,0
BI-0735,7,20,4,3,2,0,0
BI-0736,5,21,3,8,16,0,1
BI-0737,3,29,1,2,13,1,1
BI-0738,20,9,2,1,12,0,0
BI-0739,18,5,3,1,19,0,0
BI-0740,3,11,1,3,4,0,1
BI-0741,11,22,7,7,17,0,0
BI-0742,12,4,2,0,13,0,0
BI-0743,12,5,4,2,14,0,0
BI-0744,17,17,5,4,8,1,0
BI-0745,16,7,0,1,22,1,0
BI-0746,3,31,5,1,3,0,0
BI-0747,8,16,1,1,4,0,0
BI-0748,11,11,3,3,13,0,0
BI-0749,5,13,2,2,2,0,0
BI-0750,33,1,2,3,2,1,0
BI-0751,13,8,6,4,16,0,0
BI-0752,9,14,4,2,0,0,0
BI-0753,22,6,8,4,17,1,0
BI-0754,6,22,3,1,5,0,0
BI-0755,3,26,3,2,2,0,0
BI-0756,12,24,3,1,11,1,0
BI-0757,22,5,3,3,13,1,0
BI-0758,10,19,2,4,2,0,0
BI-0759,13,1,2,0,20,0,0
BI-0760,2,22,4,9,17,1,1
BI-0761,9,10,1,3,3,0,0
BI-0762,7,21,2,3,5,0,0
BI-0763,14,2,3,4,12,0,0
BI-0764,33,1,2,1,1,1,0
BI-0765,14,9,1,0,11,0,0
BI-0766,27,2,2,1,0,0,0
BI-0767,11,23,2,2,23,0,0
BI-0768,28,3,1,1,0,0,0
BI-0769,8,18,1,1,22,1,0
BI-0770,4,16,1,2,12,0,0
BI-0771,12,6,1,1,5,1,0
BI-0772,14,4,0,1,21,0,0
BI-0773,31,1,1,0,0,0,0
BI-0774,19,5,1,2,12,0,0
BI-0775,16,5,0,2,20,0,0
BI-0776,5,23,2,3,19,0,1
BI-0777,21,13,0,3,0,1,0
BI-0778,9,11,3,1,11,0,1
BI-0779,5,28,1,2,3,0,0
BI-0780,25,6,1,4,23,0,0
BI-0781,12,11,0,1,11,0,0
BI-0782,0,20,2,2,11,0,0
BI-0783,2,17,1,7,14,0,0
BI-0784,5,24,1,1,1,0,1
BI-0785,13,6,2,2,1,0,0
BI-0786,8,7,3,5,17,0,0
BI-0787,27,0,2,2,12,0,0
BI-0788,2,15,2,0,15,0,0
BI-0789,12,9,2,2,14,0,0
BI-0790,20,7,8,1,8,1,0
BI-0791,0,35,2,2,10,0,0
BI-0792,6,29,9,3,8,0,0
BI-0793,7,10,2,3,2,0,1
BI-0794,13,16,0,1,12,0,0
BI-0795,1,32,2,0,10,0,1
BI-0796,25,5,4,2,1,0,0
BI-0797,14,11,1,2,3,1,0
BI-0798,18,1,3,4,0,0,0
BI-0799,16,0,0,2,21,0,0
BI-0800,2,32,3,2,22,0,0
BI-0801,10,12,2,3,19,0,0
BI-0802,12,15,2,0,20,0,0
BI-0803,10,6,1,1,12,1,0
BI-0804,5,13,2,1,20,1,1
BI-0805,5,9,9,9,18,0,0
BI-0806,4,12,1,0,5,0,0
BI-0807,11,8,1,2,12,0,0
BI-0808,17,5,8,6,17,0,0
BI-0809,0,17,1,3,3,0,1
BI-0810,19,13,1,0,23,0,0
BI-0811,15,5,1,1,10,0,0
BI-0812,13,2,1,2,14,0,0
BI-0813,1,33,1,4,23,0,1
BI-0814,19,2,6,2,8,0,0
BI-0815,11,14,2,2,8,1,0
BI-0816,15,13,4,1,5,1,0
BI-0817,7,9,1,1,2,0,1
BI-0818,28,3,4,1,10,0,0
BI-0819,15,9,7,3,19,0,0
BI-0820,4,10,1,2,3,0,0
BI-0821,26,8,6,5,18,1,0
BI-0822,7,20,1,0,21,1,1
BI-0823,14,0,1,1,14,1,0
BI-0824,11,3,2,3,15,0,0
BI-0825,5,19,2,3,14,0,0
BI-0826,11,3,3,6,9,0,0
BI-0827,16,15,0,2,15,1,0
BI-0828,9,11,4,8,17,0,0
BI-0829,22,11,2,5,1,0,0
BI-0830,12,19,2,4,21,0,0
BI-0831,10,23,1,1,19,0,0
BI-0832,2,24,2,0,22,1,0
BI-0833,6,13,4,0,20,0,0
BI-0834,24,11,3,4,13,0,0
BI-0835,1,14,3,1,5,1,0
BI-0836,10,5,3,1,4,0,0
BI-0837,24,8,2,2,22,0,0
BI-0838,10,11,2,1,14,0,0
BI-0839,15,16,5,0,20,0,0
BI-0840,7,19,2,2,1,0,0
BI-0841,25,0,2,1,22,0,0
BI-0842,16,3,2,0,19,0,0
BI-0843,10,15,6,7,17,1,0
BI-0844,21,6,2,1,0,0,0
BI-0845,6,10,5,1,4,0,0
BI-0846,16,12,4,0,1,0,0
BI-0847,13,1,6,0,2,0,0
BI-0848,20,15,1,2,14,0,0
BI-0849,5,12,5,5,17,1,1
BI-0850,7,7,4,6,16,0,1
BI-0851,5,22,0,1,10,0,0
BI-0852,22,0,3,2,21,0,0
BI-0853,31,4,2,3,11,0,0
BI-0854,3,22,2,7,0,0,0
BI-0855,6,12,1,0,12,0,1
BI-0856,13,21,5,6,9,0,0
BI-0857,2,19,3,1,22,0,1
BI-0858,8,26,2,1,20,1,0
BI-0859,21,5,1,0,22,1,0
BI-0860,10,13,1,0,15,1,0
BI-0861,1,16,2,2,3,0,1
BI-0862,8,8,3,0,1,1,0
BI-0863,17,2,0,1,2,1,0
BI-0864,7,7,4,5,8,0,0
BI-0865,0,23,5,4,8,0,0
BI-0866,7,7,7,2,9,0,1
BI-0867,8,10,1,2,0,0,0
BI-0868,20,9,9,4,8,1,0
BI-0869,20,3,3,1,20,0,0
BI-0870,29,0,1,1,10,0,0
BI-0871,13,7,1,4,4,0,0
BI-0872,2,12,4,1,4,0,0
BI-0873,7,9,5,1,15,0,0
BI-0874,6,17,3,0,13,0,0
BI-0875,1,15,5,3,19,0,0
BI-0876,18,18,1,4,1,0,0
BI-0877,11,9,1,2,0,0,0
BI-0878,8,15,3,4,6,1,0
BI-0879,2,34,2,4,1,1,1
BI-0880,26,1,4,5,16,0,0
BI-0881,2,18,1,3,4,0,0
BI-0882,11,6,3,1,3,0,0
BI-0883,10,8,5,2,9,1,0
BI-0884,13,14,1,5,10,1,0
BI-0885,22,1,2,1,22,0,0
BI-0886,3,15,7,5,9,0,1
BI-0887,26,1,7,2,7,0,0
BI-0888,10,5,0,2,14,0,0
BI-0889,0,15,1,0,10,0,1
BI-0890,10,10,2,0,8,1,0
BI-0891,1,24,3,6,18,1,0
BI-0892,6,8,2,0,21,0,0
BI-0893,18,5,7,5,18,1,0
BI-0894,32,2,4,2,4,0,0
BI-0895,11,19,2,2,13,1,0
BI-0896,23,11,1,3,11,0,0
BI-0897,24,11,3,2,20,0,0
BI-0898,17,4,2,1,6,1,0
BI-0899,6,8,6,4,18,0,0
BI-0900,11,7,6,6,16,1,0
BI-0901,20,8,5,5,8,0,0
BI-0902,33,0,1,1,23,1,0
BI-0903,22,2,5,5,18,0,0
BI-0904,19,4,3,1,6,0,0
BI-0905,14,16,9,2,17,0,0
BI-0906,7,7,8,4,7,0,0
BI-0907,11,23,2,5,8,0,0
BI-0908,5,30,3,4,17,1,0
BI-0909,19,15,2,3,8,0,0
BI-0910,5,22,1,2,1,1,0
BI-0911,4,19,0,0,11,0,0
BI-0912,11,7,5,3,20,0,0
BI-0913,1,24,2,1,12,0,0
BI-0914,19,16,4,1,20,0,0
BI-0915,18,0,7,4,7,1,0
BI-0916,7,18,0,0,23,0,0
BI-0917,19,4,5,3,7,0,0
BI-0918,30,1,2,2,1,1,0
BI-0919,23,4,1,0,11,1,0
BI-0920,24,10,5,0,1,0,0
BI-0921,0,16,1,1,23,0,0
BI-0922,8,7,0,2,1,0,0
BI-0923,7,16,3,4,7,1,0
BI-0924,16,1,3,8,17,1,0
BI-0925,4,12,8,1,9,0,1
BI-0926,0,32,6,2,8,0,0
BI-0927,18,8,10,5,8,0,0
BI-0928,13,16,2,2,5,0,0
BI-0929,25,6,2,3,5,0,0
BI-0930,30,5,5,0,1,0,0
BI-0931,12,6,4,6,17,0,0
BI-0932,7,7,2,1,17,0,1
BI-0933,10,7,1,2,13,0,0
BI-0934,16,2,4,4,1,0,0
BI-0935,3,29,3,2,4,0,1
BI-0936,9,6,4,1,10,0,0
BI-0937,33,1,4,0,2,0,0
BI-0938,13,9,0,1,2,1,0
BI-0939,13,1,3,0,22,0,0
BI-0940,7,28,1,3,2,0,0
BI-0941,7,23,2,3,5,0,0
BI-0942,17,13,7,5,7,0,0
BI-0943,19,11,2,1,14,1,0
BI-0944,21,13,1,0,4,0,0
BI-0945,14,4,4,5,22,0,0
BI-0946,2,18,2,4,18,0,1
BI-0947,18,2,1,3,13,0,0
BI-0948,19,11,0,2,22,0,0
BI-0949,16,16,2,10,16,0,0
BI-0950,5,13,3,4,14,1,0
BI-0951,17,13,9,1,8,0,0
BI-0952,22,1,4,1,19,1,0
BI-0953,15,2,2,3,6,0,0
BI-0954,5,14,3,3,21,0,1
BI-0955,24,4,1,2,21,1,0
BI-0956,34,2,2,2,0,0,0
BI-0957,5,17,1,3,22,0,0
BI-0958,11,16,3,3,10,0,0
BI-0959,21,10,2,3,19,0,0
BI-0960,4,22,4,6,8,1,0
BI-0961,3,19,0,2,6,0,0
BI-0962,15,0,1,2,15,0,0
BI-0963,12,15,3,2,19,1,0
BI-0964,5,24,1,1,10,1,1
BI-0965,0,26,4,5,8,1,1
BI-0966,5,9,3,1,13,0,0
BI-0967,22,2,2,1,21,0,0
BI-0968,18,1,1,5,1,0,0
BI-0969,29,2,0,0,2,0,0
BI-0970,3,19,0,4,3,0,0
BI-0971,7,21,2,2,0,0,0
BI-0972,3,33,0,2,12,1,0
BI-0973,0,35,0,3,14,0,1
BI-0974,14,12,3,3,15,1,0
BI-0975,11,24,4,5,16,1,0
BI-0976,0,24,3,2,13,0,1
BI-0977,25,8,3,2,11,0,0
BI-0978,0,26,10,4,7,0,1
BI-0979,5,28,3,0,3,1,1
BI-0980,3,14,3,3,2,0,1
BI-0981,2,19,3,1,2,1,0
BI-0982,27,3,5,5,14,0,0
BI-0983,13,13,1,2,1,0,0
BI-0984,10,4,2,2,12,0,0
BI-0985,11,19,2,3,19,0,0
BI-0986,19,12,5,8,8,0,0
BI-0987,12,13,5,5,8,1,0
BI-0988,2,28,11,3,8,0,1
BI-0989,3,11,5,0,19,0,1
BI-0990,2,21,2,4,20,0,0
BI-0991,13,14,2,4,9,0,0
BI-0992,12,19,3,5,21,0,0
BI-0993,17,18,1,2,23,0,0
BI-0994,8,6,3,2,0,0,0
BI-0995,0,14,0,2,0,0,0
BI-0996,3,16,2,6,13,0,1
BI-0997,12,21,1,2,0,1,0
BI-0998,13,5,0,3,11,0,0
BI-0999,29,3,1,3,2,0,0
BI-1000,18,12,0,0,14,0,0
BI-1001,12,3,0,4,15,1,0
BI-1002,5,12,2,2,3,1,0
BI-1003,27,7,3,1,4,0,0
BI-1004,17,9,8,3,7,0,0
BI-1005,11,14,2,0,20,0,0
BI-1006,12,8,2,2,0,0,0
BI-1007,6,20,4,10,18,0,0
BI-1008,21,7,6,2,9,0,0
BI-1009,1,16,0,4,11,0,0
BI-1010,14,8,1,7,17,0,0
BI-1011,15,5,1,5,12,0,0
BI-1012,10,14,2,3,14,0,1
BI-1013,29,6,5,7,18,0,0
BI-1014,25,1,3,0,5,0,0
BI-1015,15,9,4,1,3,0,0
BI-1016,16,2,2,1,10,0,0
BI-1017,17,1,4,2,14,0,0
BI-1018,24,12,7,4,7,1,0
BI-1019,1,25,3,1,20,1,1
BI-1020,14,6,0,0,4,0,0
BI-1021,0,33,2,2,23,1,0
BI-1022,13,9,2,0,20,0,0
BI-1023,15,8,3,5,17,0,0
BI-1024,29,3,1,5,22,0,0
BI-1025,15,9,1,2,12,1,0
BI-1026,12,9,1,3,6,0,0
BI-1027,7,14,1,1,10,0,0
BI-1028,10,13,2,1,4,0,0
BI-1029,3,11,2,5,16,0,0
BI-1030,9,19,3,3,21,0,1
BI-1031,11,11,4,3,16,0,0
BI-1032,12,9,3,4,0,0,0
BI-1033,11,8,3,1,10,0,0
BI-1034,1,32,1,6,15,0,0
BI-1035,13,21,4,0,5,0,0
BI-1036,6,26,3,0,11,0,0
BI-1037,34,1,6,1,7,0,0
BI-1038,17,13,4,1,5,0,0
BI-1039,11,9,3,1,2,0,0
BI-1040,9,16,2,0,5,0,0
BI-1041,17,13,1,1,6,0,0
BI-1042,2,25,3,1,21,1,0
BI-1043,21,2,1,1,15,0,0
BI-1044,31,4,4,2,21,1,0
BI-1045,34,1,1,2,18,1,0
BI-1046,13,11,2,3,13,0,0
BI-1047,11,21,3,8,17,0,0
BI-1048,0,21,3,0,20,0,1
BI-1049,8,17,7,5,18,0,0
BI-1050,12,24,0,3,20,0,0
BI-1051,4,27,5,5,17,0,0
BI-1052,1,17,4,7,17,1,1
BI-1053,17,14,1,0,6,0,0
BI-1054,24,8,2,5,1,0,0
BI-1055,19,2,2,1,0,0,0
BI-1056,0,29,1,0,23,0,1
BI-1057,13,11,0,0,15,1,0
BI-1058,14,4,5,6,16,1,0
BI-1059,3,31,4,5,18,0,1
BI-1060,12,10,0,2,4,0,0
BI-1061,7,15,5,7,17,1,1
BI-1062,15,11,6,10,17,0,0
BI-1063,7,8,2,3,15,0,1
BI-1064,15,13,2,1,5,0,0
BI-1065,21,9,5,2,17,1,0
BI-1066,14,14,9,4,17,0,0
BI-1067,8,12,2,0,21,0,0
BI-1068,3,19,3,3,19,0,0
BI-1069,2,25,3,3,15,0,0
BI-1070,29,1,4,5,17,1,0
BI-1071,16,5,1,0,4,0,0
BI-1072,17,3,1,1,5,0,0
BI-1073,5,9,7,2,8,0,0
BI-1074,16,20,5,4,18,0,0
BI-1075,10,12,3,3,12,0,0
BI-1076,9,11,8,4,18,0,0
BI-1077,2,14,5,1,8,1,0
BI-1078,3,23,2,2,21,0,1
BI-1079,25,10,2,1,10,1,0
BI-1080,11,9,3,1,15,0,0
BI-1081,8,18,3,2,9,1,0
BI-1082,2,25,1,1,1,1,0
BI-1083,10,22,1,0,6,0,0
BI-1084,6,8,3,1,15,0,0
BI-1085,4,25,1,0,13,0,0
BI-1086,19,3,3,5,6,0,0
BI-1087,3,19,1,1,3,0,1
BI-1088,19,8,1,1,12,0,0
BI-1089,6,12,3,5,16,0,0
BI-1090,24,3,3,2,4,0,0
BI-1091,17,12,0,2,20,0,0
BI-1092,35,1,3,1,13,0,0
BI-1093,17,2,1,3,3,0,0
BI-1094,24,3,1,0,1,0,0
BI-1095,14,12,2,1,19,0,0
BI-1096,31,1,3,1,5,1,0
BI-1097,23,13,5,2,8,1,0
BI-1098,23,4,1,4,22,0,0
BI-1099,6,28,2,1,19,0,0
BI-1100,5,28,1,3,6,0,0
BI-1101,8,22,3,2,7,1,0
BI-1102,0,18,4,2,8,0,1
BI-1103,22,2,3,2,1,1,0
BI-1104,5,10,2,3,23,1,0
BI-1105,6,10,3,1,10,0,0
BI-1106,8,6,3,1,5,0,0
BI-1107,24,1,2,3,13,0,0
BI-1108,2,17,3,2,14,0,1
BI-1109,10,22,1,1,4,0,0
BI-1110,19,7,2,0,0,0,0
BI-1111,6,12,2,3,22,1,0
BI-1112,27,1,1,2,22,1,0
BI-1113,18,14,6,4,18,1,0
BI-1114,31,1,3,1,4,0,0
BI-1115,5,27,2,1,4,0,0
BI-1116,10,15,1,2,1,1,0
BI-1117,2,13,0,2,13,0,1
BI-1118,18,3,5,4,7,0,0
BI-1119,13,8,1,3,11,0,0
BI-1120,17,15,2,2,1,0,0
BI-1121,12,14,3,1,4,1,0
BI-1122,9,13,1,1,2,0,0
BI-1123,24,5,1,1,2,0,0
BI-1124,28,8,2,2,10,0,0
BI-1125,4,28,9,4,9,0,1
BI-1126,27,8,0,0,3,0,0
BI-1127,7,16,0,2,10,0,0
BI-1128,9,22,2,3,3,0,0
BI-1129,21,8,5,2,8,0,0
BI-1130,22,0,2,2,23,1,0
BI-1131,0,16,2,2,22,0,1
BI-1132,0,20,1,4,20,0,1
BI-1133,24,10,2,2,12,1,0
BI-1134,1,26,0,1,10,0,0
BI-1135,6,12,3,2,7,1,1
BI-1136,1,29,2,1,1,0,1
BI-1137,8,12,0,1,14,1,0
BI-1138,2,12,1,1,0,1,0
BI-1139,24,5,5,6,16,0,0
BI-1140,4,15,0,2,19,0,0
BI-1141,7,15,4,1,0,0,1
BI-1142,12,20,4,6,7,0,0
BI-1143,13,16,2,2,10,1,0
BI-1144,2,20,2,3,6,0,1
BI-1145,9,12,1,3,11,0,0
BI-1146,20,16,6,3,11,0,0
BI-1147,6,18,1,0,6,1,1
BI-1148,0,18,2,0,0,0,1
BI-1149,11,14,4,1,11,0,0
BI-1150,26,8,4,2,20,0,0
BI-1151,2,25,1,3,3,0,0
BI-1152,3,13,7,2,8,0,1
BI-1153,26,4,2,3,13,0,0
BI-1154,6,12,0,3,10,0,0
BI-1155,13,14,7,9,18,1,0
BI-1156,21,11,2,1,22,0,0
BI-1157,13,6,1,0,21,0,0
BI-1158,25,8,5,1,22,0,0
BI-1159,13,4,3,1,1,0,0
BI-1160,6,23,4,2,18,1,0
BI-1161,19,4,4,3,16,0,0
BI-1162,23,8,2,3,14,0,0
BI-1163,12,10,0,0,10,0,0
BI-1164,17,12,1,3,6,0,0
BI-1165,15,17,4,3,23,0,0
BI-1166,11,8,4,2,13,0,0
BI-1167,16,4,3,0,15,0,0
BI-1168,3,25,2,0,2,0,1
BI-1169,15,1,0,1,15,1,0
BI-1170,14,1,10,4,9,0,0
BI-1171,24,1,2,0,10,0,0
BI-1172,18,0,1,5,21,0,0
BI-1173,13,10,0,1,22,1,0
BI-1174,14,20,1,0,21,0,0
BI-1175,13,17,1,0,3,0,0
BI-1176,5,12,2,5,7,0,0
BI-1177,28,1,4,1,13,0,0
BI-1178,24,7,4,7,17,0,0
BI-1179,35,0,2,3,21,0,0
BI-1180,6,28,3,1,2,0,0
BI-1181,22,5,0,1,14,0,0
BI-1182,30,5,3,3,21,0,0
BI-1183,19,14,4,1,22,0,0
BI-1184,14,3,5,4,10,0,0
BI-1185,4,15,3,3,3,0,0
BI-1186,35,0,2,4,17,1,0
BI-1187,12,2,5,3,2,0,0
BI-1188,0,20,3,3,11,0,1
BI-1189,26,5,2,4,22,1,0
BI-1190,18,1,2,1,23,0,0
BI-1191,24,4,1,0,6,0,0
BI-1192,9,20,1,1,14,1,0
BI-1193,3,24,3,1,14,1,0
BI-1194,27,1,0,0,1,0,0
BI-1195,10,4,7,5,16,0,0
BI-1196,10,23,1,3,22,0,0
BI-1197,19,3,4,2,19,0,0
BI-1198,10,26,6,3,7,0,0
BI-1199,18,15,3,3,13,0,0
BI-1200,9,12,4,1,19,0,0
BI-1201,1,29,3,6,16,0,1
BI-1202,10,15,2,4,19,0,0
BI-1203,21,2,3,4,2,0,0
BI-1204,17,19,3,1,1,0,0
BI-1205,11,22,1,1,0,0,0
BI-1206,7,17,4,3,8,0,0
BI-1207,24,0,1,2,14,0,0
BI-1208,14,11,7,4,9,0,0
BI-1209,11,7,3,0,0,1,1
BI-1210,1,17,2,0,11,1,1
BI-1211,16,11,4,1,13,0,0
BI-1212,9,23,2,2,22,0,0
BI-1213,7,11,5,3,7,1,0
BI-1214,4,26,0,3,1,0,0
BI-1215,6,24,1,3,22,1,0
BI-1216,7,9,5,3,3,0,0
BI-1217,20,4,8,4,7,0,0
BI-1218,1,32,4,5,7,1,0
BI-1219,8,14,6,2,18,0,0
BI-1220,10,17,4,2,21,0,0
BI-1221,7,17,3,6,10,0,0
BI-1222,9,20,8,5,16,0,0
BI-1223,4,10,2,0,10,1,1
BI-1224,23,10,2,1,15,1,0
BI-1225,22,0,2,0,6,1,0
BI-1226,16,8,4,4,18,1,0
BI-1227,9,6,3,2,13,0,1
BI-1228,10,19,1,1,21,0,0
BI-1229,10,12,2,3,5,1,0
BI-1230,11,23,4,6,18,0,0
BI-1231,15,0,3,2,11,0,0
BI-1232,0,18,4,6,18,1,1
BI-1233,17,3,1,1,23,0,0
BI-1234,13,2,0,4,6,1,0
BI-1235,16,16,4,3,23,1,0
BI-1236,0,22,0,3,14,1,0
BI-1237,14,11,4,7,17,0,0
BI-1238,7,19,3,3,11,1,0
BI-1239,23,12,4,2,20,0,0
BI-1240,8,22,2,3,0,1,0
BI-1241,10,9,4,8,17,0,0
BI-1242,5,15,2,1,11,0,1
BI-1243,26,4,3,4,13,0,0
BI-1244,20,1,1,2,0,0,0
BI-1245,12,8,3,2,15,0,0
BI-1246,5,19,2,3,10,0,0
BI-1247,18,4,1,6,22,0,0
BI-1248,19,0,6,5,16,0,0
BI-1249,28,2,2,3,22,0,0
BI-1250,7,7,1,1,5,0,0
BI-1251,18,15,5,0,22,0,0
BI-1252,11,5,5,3,7,0,0
BI-1253,10,5,0,0,19,1,0
BI-1254,14,6,7,10,18,0,0
BI-1255,17,3,3,1,20,0,0
BI-1256,4,27,10,5,8,0,1
BI-1257,21,4,2,1,23,0,0
BI-1258,8,13,3,4,6,0,0
BI-1259,14,19,2,5,1,0,1
BI-1260,6,8,3,0,22,0,0
BI-1261,10,6,1,2,5,1,0
BI-1262,15,20,2,5,1,0,0
BI-1263,21,3,4,3,21,0,0
BI-1264,16,6,11,5,9,0,0
BI-1265,3,17,3,2,21,0,0
BI-1266,16,20,2,1,4,0,0
BI-1267,1,33,2,2,22,1,0
BI-1268,1,21,7,4,9,0,1
BI-1269,5,28,2,3,11,1,0
BI-1270,6,11,3,1,23,1,0
BI-1271,20,4,6,6,18,0,0
BI-1272,33,3,2,2,20,1,0
BI-1273,10,4,2,2,22,0,0
BI-1274,20,10,2,1,23,0,0
BI-1275,8,16,2,1,11,1,0
BI-1276,18,17,2,5,8,1,0
BI-1277,13,7,3,1,3,1,0
BI-1278,16,11,4,2,6,0,0
BI-1279,23,13,2,4,23,0,0
BI-1280,10,16,3,3,0,0,0
BI-1281,8,23,5,0,11,1,1
BI-1282,11,12,3,1,22,0,0
BI-1283,1,18,1,0,21,0,0
BI-1284,22,4,0,2,2,1,0
BI-1285,1,25,3,4,9,0,0
BI-1286,19,16,2,4,4,0,0
BI-1287,3,17,2,2,14,0,0
BI-1288,20,5,4,7,9,0,0
BI-1289,14,21,3,0,10,0,0
BI-1290,2,29,2,1,6,0,1
BI-1291,10,18,1,2,19,0,0
BI-1292,4,21,2,1,10,0,1
BI-1293,16,8,2,2,14,1,0
BI-1294,15,5,4,5,17,0,0
BI-1295,1,18,1,2,15,0,0
BI-1296,0,33,1,3,10,0,0
BI-1297,34,2,3,3,14,0,0
BI-1298,32,0,3,1,14,0,0
BI-1299,13,3,0,3,20,1,0
BI-1300,14,11,2,6,11,0,0
BI-1301,23,5,1,1,11,0,0
BI-1302,19,10,2,1,4,0,0
BI-1303,4,13,2,4,6,0,0
BI-1304,8,17,3,1,11,0,0
BI-1305,7,8,1,3,2,0,0
BI-1306,13,5,1,0,4,1,0
BI-1307,4,22,4,5,17,0,0
BI-1308,19,14,2,2,10,0,1
BI-1309,19,3,3,2,11,0,0
BI-1310,21,2,3,2,23,1,0
BI-1311,5,29,4,4,16,0,0
BI-1312,28,8,3,0,12,0,0
BI-1313,0,29,1,4,13,0,0
BI-1314,31,0,0,2,5,0,0
BI-1315,18,4,2,1,19,0,0
BI-1316,28,2,2,5,16,1,0
BI-1317,24,3,2,2,5,0,0
BI-1318,26,6,3,2,19,0,0
BI-1319,4,12,3,3,18,1,1
BI-1320,15,3,1,1,3,1,0
BI-1321,8,21,2,0,2,0,0
BI-1322,9,13,1,2,19,1,1
BI-1323,10,21,8,5,7,0,0
BI-1324,26,4,5,1,13,0,0
BI-1325,33,1,1,1,11,0,0
BI-1326,21,3,2,1,23,1,0
BI-1327,19,16,0,5,23,0,0
BI-1328,7,11,1,4,20,0,0
BI-1329,9,15,4,3,23,0,0
BI-1330,0,20,2,3,2,1,0
BI-1331,32,4,7,5,8,0,0
BI-1332,5,21,9,1,9,0,0
BI-1333,12,2,1,4,23,0,0
BI-1334,19,8,0,3,22,0,0
BI-1335,0,25,7,5,9,0,1
BI-1336,27,6,7,1,7,0,0
BI-1337,20,9,4,0,4,0,0
BI-1338,12,6,3,4,10,0,0
BI-1339,8,25,1,1,11,0,1
BI-1340,27,4,1,2,13,0,0
BI-1341,3,17,5,6,8,0,0
BI-1342,16,0,1,0,1,0,0
BI-1343,0,32,6,3,7,1,1
BI-1344,22,9,4,1,13,0,0
BI-1345,21,3,4,8,17,0,0
BI-1346,11,21,3,4,7,1,0
BI-1347,8,6,2,0,10,0,0
BI-1348,0,30,1,0,0,0,1
BI-1349,7,24,2,1,3,1,0
BI-1350,15,16,2,2,21,0,0
BI-1351,2,13,5,0,21,0,1
BI-1352,6,13,1,1,5,0,0
BI-1353,14,17,0,3,0,1,0
BI-1354,21,6,0,2,14,0,0
BI-1355,22,10,3,4,6,0,0
BI-1356,2,15,2,5,23,0,0
BI-1357,4,10,0,1,23,1,0
BI-1358,11,13,10,4,8,0,0
BI-1359,3,13,1,0,13,0,0
BI-1360,15,19,7,3,16,0,0
BI-1361,16,5,3,7,16,0,0
BI-1362,20,6,4,5,17,1,0
BI-1363,14,15,3,1,22,0,0
BI-1364,11,15,7,3,13,1,0
BI-1365,11,4,2,3,1,0,0
BI-1366,17,7,11,5,8,0,0
BI-1367,27,8,3,3,3,0,0
BI-1368,11,8,2,2,10,0,0
BI-1369,21,5,5,3,9,0,0
BI-1370,7,15,2,2,11,0,0
BI-1371,12,24,4,10,18,0,0
BI-1372,10,11,3,2,23,0,0
BI-1373,9,8,10,2,9,0,1
BI-1374,13,2,1,0,21,0,0
BI-1375,18,5,0,2,6,0,0
BI-1376,6,19,8,4,17,0,1
BI-1377,11,4,3,4,19,0,0
BI-1378,0,23,4,2,2,0,1
BI-1379,17,0,1,1,12,0,0
BI-1380,26,5,5,0,8,1,0
BI-1381,17,0,0,1,20,1,0
BI-1382,11,3,5,4,18,0,0
BI-1383,20,10,3,3,10,1,0
BI-1384,17,15,4,1,19,0,0
BI-1385,9,16,6,5,17,0,0
BI-1386,1,17,0,0,14,0,0
BI-1387,10,16,0,1,5,1,0
BI-1388,4,31,4,4,16,0,1
BI-1389,0,23,0,2,6,1,0
BI-1390,15,7,2,1,22,0,0
BI-1391,27,5,5,4,16,1,0
