order_id,data_split,review_status,item_count,fragile_item_count,aisle_distance_m,pickers_available,conveyor_load_pct,pick_minutes
PICK-0449,training,routine log,6,1,134.4,1,37.0,128.9
PICK-0450,training,routine log,65,19,484.5,1,81.2,42.38
PICK-0451,training,routine log,53,4,760.1,2,38.4,35.65
PICK-0452,training,routine log,41,0,616.9,6,89.9,34.51
PICK-0453,training,routine log,64,3,321.4,6,25.8,28.17
PICK-0454,training,routine log,70,3,300.1,5,87.5,37.07
PICK-0455,training,routine log,56,10,734.9,4,21.1,25.9
PICK-0456,training,routine log,13,3,688.6,6,97.8,125.11
PICK-0457,training,routine log,8,4,489.2,1,46.3,28.0
PICK-0458,training,routine log,29,3,898.8,2,63.7,34.29
PICK-0459,training,routine log,43,4,516.7,3,66.3,30.9
PICK-0460,training,routine log,36,4,421.1,1,49.6,30.49
PICK-0461,training,routine log,61,15,444.7,3,65.8,29.69
PICK-0462,training,routine log,21,8,411.3,3,27.1,1.0
PICK-0463,training,routine log,54,5,598.8,2,37.5,36.25
PICK-0464,training,routine log,46,5,217.2,6,72.1,25.85
PICK-0465,training,routine log,55,7,402.8,3,20.8,27.35
PICK-0466,training,routine log,17,3,433.7,4,65.5,24.13
PICK-0467,training,routine log,79,25,187.1,5,45.6,34.31
PICK-0468,training,routine log,41,8,280.0,2,67.3,28.32
PICK-0469,training,routine log,48,11,810.3,1,51.6,37.98
PICK-0470,training,routine log,78,10,212.0,6,30.3,27.37
PICK-0471,training,routine log,45,5,257.2,6,45.3,26.56
PICK-0472,training,routine log,14,1,441.2,6,75.3,116.48
PICK-0473,training,routine log,12,3,555.1,2,43.2,25.39
PICK-0474,training,routine log,11,1,119.7,6,58.8,15.53
PICK-0475,training,routine log,6,0,571.1,1,44.5,28.14
PICK-0476,training,routine log,12,3,419.3,3,91.5,26.6
PICK-0477,training,routine log,80,8,383.1,2,93.5,42.2
PICK-0478,training,routine log,17,7,650.2,2,25.8,25.32
PICK-0479,training,routine log,59,0,146.7,6,64.8,27.88
PICK-0480,training,routine log,37,4,237.4,6,68.8,20.49
PICK-0481,training,routine log,65,18,361.2,5,73.2,37.68
PICK-0482,training,routine log,25,5,627.6,6,54.2,23.36
PICK-0483,training,routine log,76,15,108.3,2,38.1,30.63
PICK-0484,training,routine log,66,16,455.5,2,83.0,40.46
PICK-0485,training,routine log,35,1,176.8,1,59.3,29.71
PICK-0486,training,routine log,46,5,311.4,4,53.1,21.4
PICK-0487,training,routine log,28,9,891.5,5,46.8,27.57
PICK-0488,training,routine log,69,9,642.4,4,47.7,37.53
PICK-0489,training,routine log,36,7,376.5,6,40.1,120.06
PICK-0490,training,routine log,48,5,664.8,5,29.7,25.92
PICK-0491,training,routine log,8,4,155.5,6,28.7,17.25
PICK-0492,training,routine log,78,16,554.6,2,22.6,36.25
PICK-0493,training,routine log,50,11,486.2,3,54.0,32.34
PICK-0494,training,routine log,62,8,193.8,6,87.5,33.34
PICK-0495,training,routine log,64,9,407.7,3,76.5,29.46
PICK-0496,training,routine log,60,19,844.1,3,81.6,37.13
PICK-0497,training,routine log,43,3,346.3,4,16.9,20.0
PICK-0498,training,routine log,46,14,291.9,5,17.1,19.87
PICK-0499,training,routine log,14,1,208.5,4,84.3,19.69
PICK-0500,training,routine log,66,6,604.0,5,72.5,34.15
PICK-0501,training,routine log,31,5,483.7,3,18.7,22.58
PICK-0502,training,routine log,12,3,310.1,3,30.6,16.03
PICK-0503,training,routine log,46,3,606.8,4,16.2,23.8
PICK-0504,training,routine log,77,17,563.6,5,51.8,37.29
PICK-0505,training,routine log,14,2,411.2,2,18.2,23.92
PICK-0506,training,routine log,30,8,707.9,4,89.3,35.62
PICK-0507,training,routine log,43,2,183.8,5,19.9,18.01
PICK-0508,training,routine log,76,19,814.1,5,75.8,43.22
PICK-0509,training,routine log,76,10,411.2,1,29.4,44.35
PICK-0510,training,routine log,78,18,157.2,5,75.8,36.37
PICK-0511,training,routine log,20,4,506.7,5,60.6,25.34
PICK-0512,training,routine log,28,0,609.9,3,83.9,29.91
PICK-0513,training,routine log,35,5,692.7,6,33.1,23.72
PICK-0514,training,routine log,20,2,191.2,5,52.6,17.61
PICK-0515,training,routine log,65,18,580.9,1,33.6,40.55
PICK-0516,training,routine log,60,15,861.7,2,65.7,119.94
PICK-0517,training,routine log,9,2,456.2,5,55.8,19.62
PICK-0518,training,routine log,7,0,802.4,2,35.8,25.13
PICK-0519,training,routine log,4,1,819.9,4,82.5,29.1
PICK-0520,training,routine log,44,12,790.5,5,71.8,39.74
PICK-0521,training,routine log,66,12,732.8,6,58.6,34.59
PICK-0522,training,routine log,75,10,830.1,1,96.0,57.68
PICK-0523,training,routine log,29,2,786.8,1,47.8,38.14
PICK-0524,training,routine log,78,14,712.1,1,56.0,49.41
PICK-0525,training,routine log,17,3,537.9,3,94.6,32.5
PICK-0526,training,routine log,9,1,888.9,1,70.6,39.97
PICK-0527,training,routine log,34,3,331.8,4,50.7,1.0
PICK-0528,training,routine log,60,15,319.1,4,66.3,29.46
PICK-0529,training,routine log,63,18,472.0,4,21.9,27.1
PICK-0530,training,routine log,68,15,409.7,3,63.0,30.31
PICK-0531,training,routine log,14,1,760.2,4,28.8,21.17
PICK-0532,training,routine log,44,6,470.7,6,65.5,25.05
PICK-0533,training,routine log,56,9,581.1,3,71.9,34.35
PICK-0534,training,routine log,73,23,746.0,3,62.7,36.6
PICK-0535,training,routine log,31,1,407.0,4,89.2,28.29
PICK-0536,training,routine log,54,6,687.8,1,40.1,41.81
PICK-0537,training,routine log,54,2,771.3,2,92.9,43.27
PICK-0538,training,routine log,6,1,352.3,6,70.6,17.17
PICK-0539,training,routine log,79,16,438.7,1,90.4,49.77
PICK-0540,training,routine log,38,2,130.8,1,96.8,34.85
PICK-0541,training,routine log,26,2,597.7,2,46.3,27.09
PICK-0542,training,routine log,46,16,809.2,2,35.7,37.03
PICK-0543,training,routine log,67,18,90.7,1,88.3,42.01
PICK-0544,training,routine log,32,4,829.9,3,92.9,2.95
PICK-0545,training,routine log,48,8,845.5,1,95.7,50.16
PICK-0546,training,routine log,16,3,177.2,2,95.0,28.88
PICK-0547,training,routine log,23,1,683.8,5,23.7,21.37
PICK-0548,training,routine log,39,12,822.6,4,48.9,32.53
PICK-0549,training,routine log,9,2,584.3,1,33.7,27.91
PICK-0550,training,routine log,44,7,180.3,1,53.8,33.59
PICK-0551,training,routine log,5,4,659.4,6,26.2,18.87
PICK-0552,training,routine log,8,0,823.6,5,78.8,29.14
PICK-0553,training,routine log,53,7,523.0,1,70.7,40.14
PICK-0554,training,routine log,61,5,264.0,5,32.4,27.61
PICK-0555,training,routine log,20,8,752.4,3,95.9,37.39
PICK-0556,training,routine log,28,7,621.3,2,17.4,23.11
PICK-0557,training,routine log,58,7,441.1,2,26.4,34.67
PICK-0558,training,routine log,63,1,437.5,4,48.0,29.82
PICK-0559,training,routine log,74,16,183.8,1,96.8,45.66
PICK-0560,training,routine log,44,10,467.6,4,33.9,28.06
PICK-0561,training,routine log,66,9,806.9,3,66.9,41.0
PICK-0562,training,routine log,75,9,383.7,2,58.3,36.43
PICK-0563,training,routine log,6,0,152.6,3,61.7,14.92
PICK-0564,training,routine log,61,16,735.1,4,79.6,1.0
PICK-0565,training,routine log,4,0,679.0,2,58.4,25.24
PICK-0566,training,routine log,61,10,646.5,3,92.1,38.17
PICK-0567,training,routine log,26,5,346.8,2,91.3,31.1
PICK-0568,training,routine log,76,14,406.3,2,76.4,39.95
PICK-0569,training,routine log,49,5,831.6,5,87.8,38.88
PICK-0570,training,routine log,60,15,621.6,4,43.5,30.36
PICK-0571,training,routine log,54,10,125.3,6,33.3,24.14
PICK-0572,training,routine log,72,8,258.8,2,21.6,30.99
PICK-0573,training,routine log,58,9,360.4,1,47.0,37.68
PICK-0574,training,routine log,6,1,154.1,5,93.2,21.02
PICK-0575,training,routine log,10,2,623.7,5,58.0,23.89
PICK-0576,training,routine log,69,8,873.5,2,44.8,99.84
PICK-0577,training,routine log,78,13,571.8,4,23.1,39.11
PICK-0578,training,routine log,33,2,239.4,5,42.7,23.59
PICK-0579,training,routine log,59,12,492.5,3,35.7,1.0
PICK-0580,training,routine log,39,9,589.7,1,24.1,35.49
PICK-0581,training,routine log,38,3,268.5,4,59.0,23.48
PICK-0582,training,routine log,13,3,494.7,3,80.5,26.12
PICK-0583,training,routine log,71,15,835.1,1,65.0,48.09
PICK-0584,training,routine log,41,7,638.5,3,28.8,26.7
PICK-0585,training,routine log,56,5,781.4,4,79.0,41.22
PICK-0586,training,routine log,65,16,525.1,5,54.2,35.99
PICK-0587,training,routine log,48,3,208.9,2,51.8,24.61
PICK-0588,training,routine log,73,7,695.8,1,83.9,47.66
PICK-0589,training,routine log,51,10,237.1,6,32.9,23.8
PICK-0590,training,routine log,43,6,212.4,2,39.1,27.65
PICK-0591,training,routine log,76,5,394.6,6,91.3,38.72
PICK-0592,training,routine log,74,3,205.6,5,78.3,27.11
PICK-0593,training,routine log,69,19,885.6,3,89.9,46.88
PICK-0594,training,routine log,63,12,463.7,4,30.7,27.69
PICK-0595,training,routine log,4,0,625.2,4,62.6,21.37
PICK-0596,training,routine log,37,12,450.9,3,28.8,23.01
PICK-0597,training,routine log,74,20,190.9,3,84.0,31.6
PICK-0598,training,routine log,54,17,758.8,5,51.3,35.41
PICK-0599,training,routine log,62,10,852.1,2,91.0,50.01
PICK-0600,training,routine log,15,5,716.4,3,92.5,34.6
PICK-0601,training,routine log,25,7,276.9,3,57.2,24.44
PICK-0602,training,routine log,30,4,197.2,3,71.0,23.37
PICK-0603,training,routine log,48,9,604.0,5,82.5,31.14
PICK-0604,training,routine log,20,1,806.3,6,78.1,30.62
PICK-0605,training,routine log,5,1,546.6,5,67.7,21.68
PICK-0606,training,routine log,42,1,134.8,1,97.7,33.63
PICK-0607,training,routine log,65,11,568.7,5,21.4,30.98
PICK-0608,training,routine log,35,3,298.2,6,73.9,21.55
PICK-0609,training,routine log,29,1,198.2,5,47.8,20.65
PICK-0610,training,routine log,20,1,195.1,2,96.0,24.36
PICK-0611,training,routine log,49,9,464.9,6,51.6,24.87
PICK-0612,training,routine log,69,9,539.8,3,61.2,31.63
PICK-0613,training,routine log,50,10,339.0,5,76.3,34.25
PICK-0614,training,routine log,49,7,572.6,5,66.2,30.55
PICK-0615,training,routine log,52,2,671.2,3,22.1,28.33
PICK-0616,training,routine log,13,1,851.5,3,95.9,36.89
PICK-0617,training,routine log,36,10,782.1,3,23.2,25.6
PICK-0618,training,routine log,28,4,470.3,1,15.2,30.88
PICK-0619,training,routine log,79,18,175.5,3,27.5,29.62
PICK-0620,training,routine log,40,6,592.7,1,97.7,45.65
PICK-0621,training,routine log,47,13,387.5,2,89.6,39.35
PICK-0622,training,routine log,48,2,245.1,3,91.7,27.9
PICK-0623,training,routine log,32,7,880.7,3,80.9,41.44
PICK-0624,training,routine log,22,7,454.5,5,85.4,30.35
PICK-0625,training,routine log,55,8,134.6,5,71.6,25.86
PICK-0626,training,routine log,63,12,339.4,5,42.3,32.77
PICK-0627,training,routine log,14,6,751.5,4,75.5,27.61
PICK-0628,training,routine log,79,8,228.1,3,56.4,37.76
PICK-0629,training,routine log,10,3,334.0,5,49.9,19.21
PICK-0630,training,routine log,23,6,306.6,3,92.4,24.27
PICK-0631,training,routine log,35,12,261.4,1,84.3,40.22
PICK-0632,training,routine log,74,21,347.8,6,67.6,39.24
PICK-0633,training,routine log,59,20,851.8,2,38.2,41.42
PICK-0634,training,routine log,55,13,632.3,3,50.1,27.99
PICK-0635,training,routine log,61,13,476.4,4,64.6,31.27
PICK-0636,training,routine log,34,7,587.8,1,33.2,32.9
PICK-0637,training,routine log,14,1,548.2,6,54.5,16.81
PICK-0638,training,routine log,70,17,260.3,2,62.9,36.59
PICK-0639,training,routine log,13,0,498.4,4,41.7,23.17
PICK-0640,training,routine log,69,10,724.9,2,80.6,36.91
PICK-0641,training,routine log,6,0,564.2,3,87.2,30.13
PICK-0642,training,routine log,51,10,565.9,5,55.0,27.18
PICK-0643,training,routine log,41,1,577.5,1,35.6,31.34
PICK-0644,training,routine log,4,0,281.5,4,88.4,20.7
PICK-0645,training,routine log,65,5,484.9,2,38.7,33.57
PICK-0646,training,routine log,5,0,338.8,1,45.7,24.66
PICK-0647,training,routine log,26,1,409.0,6,48.9,23.58
PICK-0648,training,routine log,71,20,176.9,3,74.5,31.25
PICK-0649,training,routine log,14,0,526.4,6,53.5,23.12
PICK-0650,training,routine log,67,24,538.8,6,38.0,34.56
PICK-0651,training,routine log,44,12,588.2,6,90.5,34.36
PICK-0652,training,routine log,70,16,810.7,5,45.9,116.41
PICK-0653,training,routine log,30,4,442.2,1,64.1,34.03
PICK-0654,training,routine log,27,11,632.3,6,72.3,30.45
PICK-0655,training,routine log,58,11,840.9,4,78.1,40.36
PICK-0656,training,routine log,55,10,316.4,5,93.4,31.93
PICK-0657,training,routine log,59,11,630.9,6,23.3,30.11
PICK-0658,training,routine log,13,1,589.4,5,54.4,22.78
PICK-0659,training,routine log,27,0,471.0,1,16.9,27.67
PICK-0660,training,routine log,33,8,409.6,1,33.7,26.36
PICK-0661,training,routine log,13,0,217.4,1,95.7,32.81
PICK-0662,training,routine log,79,21,351.4,5,44.2,28.02
PICK-0663,training,routine log,45,4,324.8,4,63.9,28.69
PICK-0664,training,routine log,41,9,265.3,3,17.9,20.89
PICK-0665,training,routine log,78,19,106.9,1,48.2,1.0
PICK-0666,training,routine log,51,1,575.8,1,15.4,34.48
PICK-0667,training,routine log,25,2,555.6,2,30.7,24.83
PICK-0668,training,routine log,76,6,310.2,2,32.8,27.76
PICK-0669,training,routine log,19,5,712.5,3,34.9,27.88
PICK-0670,training,routine log,9,1,668.4,4,68.0,100.26
PICK-0671,training,routine log,12,4,484.5,5,59.0,22.58
PICK-0672,training,routine log,40,10,463.4,4,65.3,28.93
PICK-0673,training,routine log,65,1,594.2,1,70.7,44.61
PICK-0674,training,routine log,37,10,381.8,6,89.6,1.0
PICK-0675,training,routine log,74,6,104.0,3,48.9,34.9
PICK-0676,training,routine log,18,2,385.2,1,69.3,30.42
PICK-0677,training,routine log,12,2,118.7,3,63.7,17.88
PICK-0678,training,routine log,79,23,94.5,3,17.5,27.96
PICK-0679,training,routine log,70,3,771.0,6,97.8,40.31
PICK-0680,training,routine log,78,3,168.0,4,43.2,25.96
PICK-0681,training,routine log,35,5,476.4,1,31.4,33.8
PICK-0682,training,routine log,39,8,760.1,5,71.0,30.81
PICK-0683,training,routine log,37,4,886.3,6,20.1,125.42
PICK-0684,training,routine log,5,1,487.4,4,86.0,25.11
PICK-0685,training,routine log,76,23,626.7,6,16.7,113.7
PICK-0686,training,routine log,47,4,388.6,6,74.6,26.23
PICK-0687,training,routine log,59,7,554.4,6,18.9,29.12
PICK-0688,training,routine log,33,1,731.9,4,86.9,33.94
PICK-0689,training,routine log,18,5,786.7,2,67.0,31.78
PICK-0690,training,routine log,70,6,374.1,6,97.2,38.14
PICK-0691,training,routine log,47,15,364.3,3,54.2,30.61
PICK-0692,training,routine log,75,11,622.7,4,68.2,40.32
PICK-0693,training,routine log,27,3,83.5,4,56.7,16.35
PICK-0694,training,routine log,18,3,888.2,2,44.5,28.26
PICK-0695,training,routine log,37,9,293.5,3,70.2,32.74
PICK-0696,training,routine log,79,19,197.6,3,63.4,30.41
PICK-0697,training,routine log,57,7,441.9,4,31.9,116.63
PICK-0698,training,routine log,26,6,843.4,5,65.3,29.18
PICK-0699,training,routine log,63,15,298.3,3,47.6,29.85
PICK-0700,training,routine log,21,5,255.5,5,36.5,18.07
PICK-0701,training,routine log,55,15,566.4,6,52.4,32.01
PICK-0702,training,routine log,22,4,487.9,1,44.0,30.79
PICK-0703,training,routine log,6,1,815.5,3,82.0,29.28
PICK-0704,training,routine log,41,9,682.9,2,28.1,32.79
PICK-0705,training,routine log,42,0,782.2,1,34.2,39.65
PICK-0706,training,routine log,18,2,753.8,2,93.1,35.04
PICK-0707,training,routine log,63,6,367.2,5,23.2,25.68
PICK-0708,training,routine log,35,8,312.9,3,72.2,26.5
PICK-0709,training,routine log,55,11,694.6,3,26.6,31.45
PICK-0710,training,routine log,24,0,787.8,6,58.2,29.18
PICK-0711,training,routine log,57,10,575.0,5,78.1,1.0
PICK-0712,training,routine log,32,4,416.5,5,21.2,18.9
PICK-0713,training,routine log,22,5,142.0,5,71.1,18.54
PICK-0714,training,routine log,55,1,428.9,4,22.5,26.87
PICK-0715,training,routine log,73,13,801.6,1,66.2,55.0
PICK-0716,training,routine log,59,11,603.7,4,42.1,30.33
PICK-0717,training,routine log,58,11,214.5,2,39.9,28.13
PICK-0718,training,routine log,61,16,708.0,2,52.1,37.28
PICK-0719,training,routine log,75,10,481.7,5,63.7,36.44
PICK-0720,training,routine log,75,8,656.3,1,68.3,49.01
PICK-0721,training,routine log,21,3,89.5,1,87.3,34.16
PICK-0722,training,routine log,76,12,256.8,1,97.4,47.57
PICK-0723,training,routine log,29,5,706.9,1,55.4,1.0
PICK-0724,training,routine log,25,5,784.6,2,83.4,35.18
PICK-0725,training,routine log,31,2,576.9,6,39.8,23.16
PICK-0726,training,routine log,31,7,137.9,6,56.9,19.47
PICK-0727,training,routine log,12,0,134.4,6,38.6,13.85
PICK-0728,training,routine log,75,20,422.2,2,91.6,43.24
PICK-0729,training,routine log,77,20,864.7,3,74.0,39.74
PICK-0730,training,routine log,54,16,354.1,4,82.6,28.95
PICK-0731,training,routine log,5,1,588.9,6,16.5,15.89
PICK-0732,training,routine log,67,7,860.9,1,36.1,48.56
PICK-0733,training,routine log,25,4,250.3,6,92.2,26.68
PICK-0734,training,routine log,53,15,879.1,3,31.7,1.0
PICK-0735,training,routine log,5,0,763.7,5,68.2,26.85
PICK-0736,training,routine log,12,2,618.9,2,63.4,28.16
PICK-0737,training,routine log,67,9,409.4,6,28.3,33.57
PICK-0738,training,routine log,56,2,752.5,4,69.5,34.1
PICK-0739,training,routine log,33,7,107.6,5,46.9,18.84
PICK-0740,training,routine log,12,2,86.0,6,26.8,15.62
PICK-0741,training,routine log,33,8,743.7,6,71.9,34.79
PICK-0742,training,routine log,13,1,374.9,1,52.2,29.69
PICK-0743,training,routine log,37,5,467.9,5,16.8,65.03
PICK-0744,training,routine log,65,7,267.8,4,25.9,24.59
PICK-0745,training,routine log,77,12,684.8,6,93.0,44.13
PICK-0746,training,routine log,42,3,414.5,1,31.6,32.5
PICK-0747,training,routine log,20,8,688.2,1,80.0,42.59
PICK-0748,training,routine log,17,2,314.7,5,81.0,20.44
PICK-0749,training,routine log,53,7,386.4,4,70.9,30.69
PICK-0750,training,routine log,43,10,467.8,5,29.4,23.38
PICK-0751,training,routine log,65,7,590.2,1,35.1,38.22
PICK-0752,training,routine log,48,10,838.4,2,97.1,38.62
PICK-0753,training,routine log,76,11,124.6,4,17.9,27.94
PICK-0754,training,routine log,75,23,568.5,1,22.8,43.83
PICK-0755,training,routine log,68,7,589.0,3,88.8,44.47
PICK-0756,training,routine log,48,19,852.8,6,21.5,28.21
PICK-0757,training,routine log,13,2,215.9,4,69.0,17.25
PICK-0758,training,routine log,13,3,117.0,5,22.5,13.47
PICK-0759,training,routine log,15,3,696.2,3,78.5,29.45
PICK-0760,training,routine log,19,7,753.2,6,75.4,29.92
PICK-0761,training,routine log,40,10,299.1,1,20.5,31.87
PICK-0762,training,routine log,75,24,142.4,6,35.8,28.38
PICK-0763,training,routine log,76,13,269.5,2,87.1,40.83
PICK-0764,training,routine log,33,12,537.0,5,62.2,27.2
PICK-0765,training,routine log,32,2,386.6,4,97.9,27.01
PICK-0766,training,routine log,31,6,322.8,6,30.5,20.27
PICK-0767,training,routine log,71,4,556.6,1,51.5,42.45
PICK-0768,training,routine log,23,4,709.4,2,47.2,95.35
PICK-0769,training,routine log,71,10,673.2,3,87.0,41.76
PICK-0770,training,routine log,35,8,448.5,6,24.4,23.59
PICK-0771,training,routine log,11,4,284.9,5,27.1,17.03
PICK-0772,training,routine log,72,12,858.1,5,47.7,39.57
PICK-0773,training,routine log,43,9,492.7,1,79.4,36.11
PICK-0774,training,routine log,72,5,143.0,2,35.7,31.38
PICK-0775,training,routine log,62,18,746.5,6,70.7,36.99
PICK-0776,training,routine log,13,1,432.3,1,88.0,37.07
PICK-0777,training,routine log,75,11,101.7,2,53.3,31.12
PICK-0778,training,routine log,5,0,654.5,5,85.4,24.64
PICK-0779,training,routine log,9,0,612.9,2,20.6,23.36
PICK-0780,training,routine log,47,11,455.9,3,54.7,31.02
PICK-0781,training,routine log,43,18,125.6,6,41.1,23.0
PICK-0782,training,routine log,71,6,192.9,1,50.4,28.26
PICK-0783,training,routine log,45,14,363.4,3,63.2,23.59
PICK-0784,training,routine log,30,6,420.3,6,54.8,22.8
PICK-0785,training,routine log,17,3,449.7,4,36.6,20.49
PICK-0786,training,routine log,34,3,425.4,1,29.7,32.87
PICK-0787,training,routine log,62,6,274.6,6,94.6,32.6
PICK-0788,training,routine log,11,1,726.4,2,95.2,35.61
PICK-0789,training,routine log,11,1,899.4,3,49.7,27.11
PICK-0790,training,routine log,44,7,698.9,4,37.2,31.72
PICK-0791,training,routine log,25,2,228.5,4,19.1,89.9
PICK-0792,training,routine log,54,11,395.6,6,44.5,22.93
PICK-0793,training,routine log,7,0,206.1,3,37.8,19.49
PICK-0794,training,routine log,31,6,219.1,5,39.4,17.18
PICK-0795,training,routine log,77,23,458.4,3,64.3,44.26
PICK-0796,training,routine log,25,8,98.8,2,68.5,122.64
PICK-0797,training,routine log,17,2,430.9,3,78.4,23.74
PICK-0798,training,routine log,4,0,419.7,5,24.9,126.63
PICK-0799,training,routine log,17,2,145.4,5,80.3,20.14
PICK-0800,training,routine log,70,11,647.8,5,67.7,37.06
PICK-0801,training,routine log,55,7,840.1,3,73.6,39.4
PICK-0802,training,routine log,58,2,241.7,2,94.5,131.06
PICK-0803,training,routine log,18,5,575.8,6,86.8,28.6
PICK-0804,training,routine log,51,12,898.8,4,75.6,40.02
PICK-0805,training,routine log,13,1,608.1,2,25.2,21.04
PICK-0806,training,routine log,42,5,292.7,4,94.6,30.56
PICK-0807,training,routine log,15,0,341.3,1,97.9,31.39
PICK-0808,training,routine log,20,4,148.1,2,82.6,24.42
PICK-0809,training,routine log,80,8,160.0,3,91.7,35.38
PICK-0810,training,routine log,40,8,329.4,1,75.1,36.9
PICK-0811,training,routine log,37,12,154.9,2,86.7,27.6
PICK-0812,training,routine log,7,1,333.0,5,88.2,23.66
PICK-0813,training,routine log,26,5,136.5,6,24.9,16.35
PICK-0814,training,routine log,78,24,226.2,6,58.4,29.13
PICK-0815,training,routine log,24,2,531.8,2,87.0,31.84
PICK-0816,training,routine log,4,0,775.2,3,16.9,22.15
PICK-0817,training,routine log,73,5,809.2,6,59.2,36.62
PICK-0818,training,routine log,27,4,354.2,6,29.0,19.77
PICK-0819,training,routine log,72,3,131.8,6,62.7,25.3
PICK-0820,training,routine log,20,1,242.0,6,75.5,20.29
PICK-0821,training,routine log,16,1,691.6,6,55.3,25.83
PICK-0822,training,routine log,37,13,750.3,2,82.5,36.64
PICK-0823,training,routine log,24,3,656.0,1,74.7,38.23
PICK-0824,training,routine log,26,2,399.2,6,55.8,25.61
PICK-0825,training,routine log,61,7,580.8,1,83.6,40.79
PICK-0826,training,routine log,20,0,398.1,3,24.4,19.7
PICK-0827,training,routine log,74,16,623.1,1,83.2,44.98
PICK-0828,training,routine log,50,6,382.6,3,56.3,32.99
PICK-0829,training,routine log,11,1,865.9,6,43.1,23.18
PICK-0830,training,routine log,11,2,704.5,1,27.3,28.93
PICK-0831,training,routine log,23,3,537.4,5,68.4,26.25
PICK-0832,training,routine log,56,7,415.7,4,16.8,25.61
PICK-0833,training,routine log,56,13,317.3,1,90.4,39.43
PICK-0834,training,routine log,33,5,313.4,3,96.5,28.89
PICK-0835,training,routine log,68,14,770.7,6,17.3,31.3
PICK-0836,training,routine log,36,8,245.1,2,45.3,22.64
PICK-0837,training,routine log,65,4,744.8,5,58.7,34.41
PICK-0838,training,routine log,75,7,80.7,3,41.9,28.06
PICK-0839,training,routine log,46,10,280.6,5,89.6,29.53
PICK-0840,training,routine log,51,7,190.5,2,83.9,28.59
PICK-0841,training,routine log,37,9,170.2,1,64.2,30.32
PICK-0842,training,routine log,22,7,542.1,3,29.1,24.22
PICK-0843,training,routine log,43,11,759.8,4,95.8,41.27
PICK-0844,training,routine log,32,1,701.2,4,54.5,32.11
PICK-0845,training,routine log,76,9,657.2,6,26.6,32.0
PICK-0846,training,routine log,28,1,547.0,2,32.5,24.51
PICK-0847,training,routine log,59,8,722.0,1,34.4,41.21
PICK-0848,training,routine log,18,3,190.9,3,92.3,23.29
PICK-0849,training,routine log,80,8,391.8,1,67.4,44.77
PICK-0850,training,routine log,28,5,140.9,5,78.7,24.07
PICK-0851,training,routine log,76,16,700.7,6,64.8,37.16
PICK-0852,training,routine log,67,11,786.2,3,82.8,44.36
PICK-0853,training,routine log,48,2,850.4,4,88.2,41.08
PICK-0854,training,routine log,56,6,748.2,4,67.5,35.49
PICK-0855,training,routine log,69,3,834.0,1,82.2,111.46
PICK-0856,training,routine log,60,9,455.5,3,75.7,32.73
PICK-0857,training,routine log,18,3,463.7,4,47.2,19.57
PICK-0858,training,routine log,21,4,772.5,2,44.9,32.57
PICK-0859,training,routine log,46,7,107.7,6,21.5,19.07
PICK-0860,training,routine log,50,9,692.0,2,32.9,30.96
PICK-0861,training,routine log,9,2,418.5,3,64.9,21.38
PICK-0862,training,routine log,31,5,482.7,4,36.3,21.51
PICK-0863,training,routine log,26,4,281.4,1,38.3,28.3
PICK-0864,training,routine log,35,5,598.8,1,54.3,35.15
PICK-0865,training,routine log,41,5,792.8,3,83.3,35.9
PICK-0866,training,routine log,17,4,292.4,4,73.9,20.58
PICK-0867,training,routine log,61,7,279.9,4,38.7,24.33
PICK-0868,training,routine log,14,1,223.5,5,45.7,15.95
PICK-0869,training,routine log,39,7,519.7,3,41.6,25.94
PICK-0870,training,routine log,10,3,233.5,3,71.8,18.66
PICK-0871,training,routine log,50,10,850.4,6,94.8,41.05
PICK-0872,training,routine log,57,9,118.0,5,51.2,23.53
PICK-0873,training,routine log,62,8,306.8,3,33.4,24.35
PICK-0874,training,routine log,72,15,347.6,3,64.3,32.61
PICK-0875,training,routine log,43,7,445.8,1,96.1,41.95
PICK-0876,training,routine log,68,2,505.6,1,95.0,130.07
PICK-0877,training,routine log,13,2,880.6,2,94.4,37.49
PICK-0878,training,routine log,76,17,489.4,4,69.1,36.08
PICK-0879,training,routine log,41,8,195.0,6,36.5,17.3
PICK-0880,training,routine log,19,2,477.3,3,32.4,21.99
PICK-0881,training,routine log,37,4,640.7,6,28.5,22.83
PICK-0882,training,routine log,37,7,307.9,1,64.9,35.69
PICK-0883,training,routine log,36,6,637.4,2,15.9,28.72
PICK-0884,training,routine log,53,4,120.0,2,19.3,24.46
PICK-0885,training,routine log,47,13,520.6,6,71.8,29.95
PICK-0886,training,routine log,34,6,229.3,4,38.8,17.54
PICK-0887,training,routine log,44,5,86.9,2,56.7,25.42
PICK-0888,training,routine log,53,8,606.9,1,30.8,41.48
PICK-0889,training,routine log,64,5,433.3,6,81.9,34.35
PICK-0890,training,routine log,63,10,694.7,1,43.0,40.89
PICK-0891,training,routine log,52,10,813.8,5,94.1,43.32
PICK-0892,training,routine log,74,13,787.1,3,90.0,54.89
PICK-0893,training,routine log,17,2,400.9,5,90.5,1.0
PICK-0894,training,routine log,41,3,469.6,1,66.0,37.92
PICK-0895,training,routine log,35,1,441.2,5,22.9,20.59
PICK-0896,training,routine log,34,6,397.3,5,87.5,30.59
PICK-0897,training,routine log,6,3,553.3,3,95.8,28.88
