reading_id,recorded_at,station,direction,bicycles
7621,2026-02-09T16:00,University,inbound,71
7622,2026-02-09T16:00,University,outbound,68
7623,2026-02-09T16:00,North Bridge,inbound,55
7624,2026-02-09T16:00,North Bridge,outbound,50
7625,2026-02-09T17:00,Riverside,inbound,86
7626,2026-02-09T17:00,Riverside,outbound,82
7627,2026-02-09T17:00,Market Gate,inbound,67
7628,2026-02-09T17:00,Market Gate,outbound,60
7629,2026-02-09T17:00,University,inbound,74
7630,2026-02-09T17:00,University,outbound,83
7631,2026-02-09T17:00,North Bridge,inbound,59
7632,2026-02-09T17:00,North Bridge,outbound,51
7633,2026-02-09T18:00,Riverside,inbound,89
7634,2026-02-09T18:00,Riverside,outbound,72
7635,2026-02-09T18:00,Market Gate,inbound,61
7636,2026-02-09T18:00,Market Gate,outbound,57
7637,2026-02-09T18:00,University,inbound,70
7638,2026-02-09T18:00,University,outbound,76
7639,2026-02-09T18:00,North Bridge,inbound,45
7640,2026-02-09T18:00,North Bridge,outbound,48
7641,2026-02-09T19:00,Riverside,inbound,55
7642,2026-02-09T19:00,Riverside,outbound,48
7643,2026-02-09T19:00,Market Gate,inbound,47
7644,2026-02-09T19:00,Market Gate,outbound,42
7645,2026-02-09T19:00,University,inbound,52
7646,2026-02-09T19:00,University,outbound,45
7647,2026-02-09T19:00,North Bridge,inbound,37
7648,2026-02-09T19:00,North Bridge,outbound,32
7649,2026-02-09T20:00,Riverside,inbound,42
7650,2026-02-09T20:00,Riverside,outbound,24
7651,2026-02-09T20:00,Market Gate,inbound,35
7652,2026-02-09T20:00,Market Gate,outbound,30
7653,2026-02-09T20:00,University,inbound,26
7654,2026-02-09T20:00,University,outbound,43
7655,2026-02-09T20:00,North Bridge,inbound,24
7656,2026-02-09T20:00,North Bridge,outbound,32
7657,2026-02-09T21:00,Riverside,inbound,38
7658,2026-02-09T21:00,Riverside,outbound,21
7659,2026-02-09T21:00,Market Gate,inbound,23
7660,2026-02-09T21:00,Market Gate,outbound,23
7661,2026-02-09T21:00,University,inbound,29
7662,2026-02-09T21:00,University,outbound,33
7663,2026-02-09T21:00,North Bridge,inbound,19
7664,2026-02-09T21:00,North Bridge,outbound,27
7665,2026-02-09T22:00,Riverside,inbound,27
7666,2026-02-09T22:00,Riverside,outbound,25
7667,2026-02-09T22:00,Market Gate,inbound,21
7668,2026-02-09T22:00,Market Gate,outbound,19
7669,2026-02-09T22:00,University,inbound,27
7670,2026-02-09T22:00,University,outbound,19
7671,2026-02-09T22:00,North Bridge,inbound,17
7672,2026-02-09T22:00,North Bridge,outbound,15
7673,2026-02-09T23:00,Riverside,inbound,19
7674,2026-02-09T23:00,Riverside,outbound,25
7675,2026-02-09T23:00,Market Gate,inbound,23
7676,2026-02-09T23:00,Market Gate,outbound,24
7677,2026-02-09T23:00,University,inbound,26
7678,2026-02-09T23:00,University,outbound,18
7679,2026-02-09T23:00,North Bridge,inbound,15
7680,2026-02-09T23:00,North Bridge,outbound,25
7681,2026-02-10T00:00,Riverside,inbound,25
7682,2026-02-10T00:00,Riverside,outbound,31
7683,2026-02-10T00:00,Market Gate,inbound,22
7684,2026-02-10T00:00,Market Gate,outbound,21
7685,2026-02-10T00:00,University,inbound,27
7686,2026-02-10T00:00,University,outbound,20
7687,2026-02-10T00:00,North Bridge,inbound,22
7688,2026-02-10T00:00,North Bridge,outbound,16
7689,2026-02-10T01:00,Riverside,inbound,22
7690,2026-02-10T01:00,Riverside,outbound,24
7691,2026-02-10T01:00,Market Gate,inbound,20
7692,2026-02-10T01:00,Market Gate,outbound,17
7693,2026-02-10T01:00,University,inbound,19
7694,2026-02-10T01:00,University,outbound,19
7695,2026-02-10T01:00,North Bridge,inbound,20
7696,2026-02-10T01:00,North Bridge,outbound,18
7697,2026-02-10T02:00,Riverside,inbound,27
7698,2026-02-10T02:00,Riverside,outbound,29
7699,2026-02-10T02:00,Market Gate,inbound,21
7700,2026-02-10T02:00,Market Gate,outbound,18
7701,2026-02-10T02:00,University,inbound,24
7702,2026-02-10T02:00,University,outbound,31
7703,2026-02-10T02:00,North Bridge,inbound,23
7704,2026-02-10T02:00,North Bridge,outbound,12
7705,2026-02-10T03:00,Riverside,inbound,25
7706,2026-02-10T03:00,Riverside,outbound,26
7707,2026-02-10T03:00,Market Gate,inbound,17
7708,2026-02-10T03:00,Market Gate,outbound,20
7709,2026-02-10T03:00,University,inbound,23
7710,2026-02-10T03:00,University,outbound,31
7711,2026-02-10T03:00,North Bridge,inbound,15
7712,2026-02-10T03:00,North Bridge,outbound,16
7713,2026-02-10T04:00,Riverside,inbound,32
7714,2026-02-10T04:00,Riverside,outbound,24
7715,2026-02-10T04:00,Market Gate,inbound,22
7716,2026-02-10T04:00,Market Gate,outbound,22
7717,2026-02-10T04:00,University,inbound,24
7718,2026-02-10T04:00,University,outbound,23
7719,2026-02-10T04:00,North Bridge,inbound,20
7720,2026-02-10T04:00,North Bridge,outbound,19
7721,2026-02-10T05:00,Riverside,inbound,43
7722,2026-02-10T05:00,Riverside,outbound,39
7723,2026-02-10T05:00,Market Gate,inbound,31
7724,2026-02-10T05:00,Market Gate,outbound,24
7725,2026-02-10T05:00,University,inbound,41
7726,2026-02-10T05:00,University,outbound,24
7727,2026-02-10T05:00,North Bridge,inbound,27
7728,2026-02-10T05:00,North Bridge,outbound,17
7729,2026-02-10T06:00,Riverside,inbound,55
7730,2026-02-10T06:00,Riverside,outbound,47
7731,2026-02-10T06:00,Market Gate,inbound,48
7732,2026-02-10T06:00,Market Gate,outbound,43
7733,2026-02-10T06:00,University,inbound,57
7734,2026-02-10T06:00,University,outbound,54
7735,2026-02-10T06:00,North Bridge,inbound,41
7736,2026-02-10T06:00,North Bridge,outbound,34
7737,2026-02-10T07:00,Riverside,inbound,87
7738,2026-02-10T07:00,Riverside,outbound,82
7739,2026-02-10T07:00,Market Gate,inbound,72
7740,2026-02-10T07:00,Market Gate,outbound,63
7741,2026-02-10T07:00,University,inbound,78
7742,2026-02-10T07:00,University,outbound,70
7743,2026-02-10T07:00,North Bridge,inbound,59
7744,2026-02-10T07:00,North Bridge,outbound,50
7745,2026-02-10T08:00,Riverside,inbound,91
7746,2026-02-10T08:00,Riverside,outbound,86
7747,2026-02-10T08:00,Market Gate,inbound,75
7748,2026-02-10T08:00,Market Gate,outbound,63
7749,2026-02-10T08:00,University,inbound,91
7750,2026-02-10T08:00,University,outbound,73
7751,2026-02-10T08:00,North Bridge,inbound,70
7752,2026-02-10T08:00,North Bridge,outbound,71
7753,2026-02-10T09:00,Riverside,inbound,83
7754,2026-02-10T09:00,Riverside,outbound,82
7755,2026-02-10T09:00,Market Gate,inbound,71
7756,2026-02-10T09:00,Market Gate,outbound,65
7757,2026-02-10T09:00,University,inbound,79
7758,2026-02-10T09:00,University,outbound,77
7759,2026-02-10T09:00,North Bridge,inbound,61
7760,2026-02-10T09:00,North Bridge,outbound,53
7761,2026-02-10T10:00,Riverside,inbound,51
7762,2026-02-10T10:00,Riverside,outbound,51
7763,2026-02-10T10:00,Market Gate,inbound,50
7764,2026-02-10T10:00,Market Gate,outbound,37
7765,2026-02-10T10:00,University,inbound,61
7766,2026-02-10T10:00,University,outbound,49
7767,2026-02-10T10:00,North Bridge,inbound,35
7768,2026-02-10T10:00,North Bridge,outbound,25
7769,2026-02-10T11:00,Riverside,inbound,29
7770,2026-02-10T11:00,Riverside,outbound,35
7771,2026-02-10T11:00,Market Gate,inbound,33
7772,2026-02-10T11:00,Market Gate,outbound,25
7773,2026-02-10T11:00,University,inbound,33
7774,2026-02-10T11:00,University,outbound,31
7775,2026-02-10T11:00,North Bridge,inbound,23
7776,2026-02-10T11:00,North Bridge,outbound,21
7777,2026-02-10T12:00,Riverside,inbound,30
7778,2026-02-10T12:00,Riverside,outbound,26
7779,2026-02-10T12:00,Market Gate,inbound,21
7780,2026-02-10T12:00,Market Gate,outbound,22
7781,2026-02-10T12:00,University,inbound,29
7782,2026-02-10T12:00,University,outbound,27
7783,2026-02-10T12:00,North Bridge,inbound,17
7784,2026-02-10T12:00,North Bridge,outbound,21
7785,2026-02-10T13:00,Riverside,inbound,30
7786,2026-02-10T13:00,Riverside,outbound,36
7787,2026-02-10T13:00,Market Gate,inbound,25
7788,2026-02-10T13:00,Market Gate,outbound,29
7789,2026-02-10T13:00,University,inbound,25
7790,2026-02-10T13:00,University,outbound,21
7791,2026-02-10T13:00,North Bridge,inbound,34
7792,2026-02-10T13:00,North Bridge,outbound,14
7793,2026-02-10T14:00,Riverside,inbound,41
7794,2026-02-10T14:00,Riverside,outbound,40
7795,2026-02-10T14:00,Market Gate,inbound,36
7796,2026-02-10T14:00,Market Gate,outbound,40
7797,2026-02-10T14:00,University,inbound,34
7798,2026-02-10T14:00,University,outbound,46
7799,2026-02-10T14:00,North Bridge,inbound,30
7800,2026-02-10T14:00,North Bridge,outbound,31
7801,2026-02-10T15:00,Riverside,inbound,62
7802,2026-02-10T15:00,Riverside,outbound,45
7803,2026-02-10T15:00,Market Gate,inbound,51
7804,2026-02-10T15:00,Market Gate,outbound,49
7805,2026-02-10T15:00,University,inbound,48
7806,2026-02-10T15:00,University,outbound,50
7807,2026-02-10T15:00,North Bridge,inbound,41
7808,2026-02-10T15:00,North Bridge,outbound,34
7809,2026-02-10T16:00,Riverside,inbound,71
7810,2026-02-10T16:00,Riverside,outbound,84
7811,2026-02-10T16:00,Market Gate,inbound,71
7812,2026-02-10T16:00,Market Gate,outbound,61
7813,2026-02-10T16:00,University,inbound,72
7814,2026-02-10T16:00,University,outbound,64
7815,2026-02-10T16:00,North Bridge,inbound,54
7816,2026-02-10T16:00,North Bridge,outbound,43
7817,2026-02-10T17:00,Riverside,inbound,97
7818,2026-02-10T17:00,Riverside,outbound,77
7819,2026-02-10T17:00,Market Gate,inbound,70
7820,2026-02-10T17:00,Market Gate,outbound,64
7821,2026-02-10T17:00,University,inbound,80
7822,2026-02-10T17:00,University,outbound,68
7823,2026-02-10T17:00,North Bridge,inbound,56
7824,2026-02-10T17:00,North Bridge,outbound,58
7825,2026-02-10T18:00,Riverside,inbound,82
7826,2026-02-10T18:00,Riverside,outbound,77
7827,2026-02-10T18:00,Market Gate,inbound,71
7828,2026-02-10T18:00,Market Gate,outbound,57
7829,2026-02-10T18:00,University,inbound,66
7830,2026-02-10T18:00,University,outbound,63
7831,2026-02-10T18:00,North Bridge,inbound,53
7832,2026-02-10T18:00,North Bridge,outbound,51
7833,2026-02-10T19:00,Riverside,inbound,56
7834,2026-02-10T19:00,Riverside,outbound,52
7835,2026-02-10T19:00,Market Gate,inbound,50
7836,2026-02-10T19:00,Market Gate,outbound,51
7837,2026-02-10T19:00,University,inbound,52
7838,2026-02-10T19:00,University,outbound,48
7839,2026-02-10T19:00,North Bridge,inbound,44
7840,2026-02-10T19:00,North Bridge,outbound,39
7841,2026-02-10T20:00,Riverside,inbound,42
7842,2026-02-10T20:00,Riverside,outbound,37
7843,2026-02-10T20:00,Market Gate,inbound,40
7844,2026-02-10T20:00,Market Gate,outbound,33
7845,2026-02-10T20:00,University,inbound,39
7846,2026-02-10T20:00,University,outbound,35
7847,2026-02-10T20:00,North Bridge,inbound,16
7848,2026-02-10T20:00,North Bridge,outbound,21
7849,2026-02-10T21:00,Riverside,inbound,27
7850,2026-02-10T21:00,Riverside,outbound,25
7851,2026-02-10T21:00,Market Gate,inbound,19
7852,2026-02-10T21:00,Market Gate,outbound,25
7853,2026-02-10T21:00,University,inbound,23
7854,2026-02-10T21:00,University,outbound,36
7855,2026-02-10T21:00,North Bridge,inbound,21
7856,2026-02-10T21:00,North Bridge,outbound,28
7857,2026-02-10T22:00,Riverside,inbound,28
7858,2026-02-10T22:00,Riverside,outbound,28
7859,2026-02-10T22:00,Market Gate,inbound,17
7860,2026-02-10T22:00,Market Gate,outbound,16
7861,2026-02-10T22:00,University,inbound,27
7862,2026-02-10T22:00,University,outbound,33
7863,2026-02-10T22:00,North Bridge,inbound,23
7864,2026-02-10T22:00,North Bridge,outbound,12
7865,2026-02-10T23:00,Riverside,inbound,24
7866,2026-02-10T23:00,Riverside,outbound,30
7867,2026-02-10T23:00,Market Gate,inbound,24
7868,2026-02-10T23:00,Market Gate,outbound,18
7869,2026-02-10T23:00,University,inbound,33
7870,2026-02-10T23:00,University,outbound,25
7871,2026-02-10T23:00,North Bridge,inbound,12
7872,2026-02-10T23:00,North Bridge,outbound,20
7873,2026-02-11T00:00,Riverside,inbound,30
7874,2026-02-11T00:00,Riverside,outbound,26
7875,2026-02-11T00:00,Market Gate,inbound,20
7876,2026-02-11T00:00,Market Gate,outbound,22
7877,2026-02-11T00:00,University,inbound,28
7878,2026-02-11T00:00,University,outbound,28
7879,2026-02-11T00:00,North Bridge,inbound,20
7880,2026-02-11T00:00,North Bridge,outbound,14
7881,2026-02-11T01:00,Riverside,inbound,31
7882,2026-02-11T01:00,Riverside,outbound,22
7883,2026-02-11T01:00,Market Gate,inbound,26
7884,2026-02-11T01:00,Market Gate,outbound,24
7885,2026-02-11T01:00,University,inbound,16
7886,2026-02-11T01:00,University,outbound,25
7887,2026-02-11T01:00,North Bridge,inbound,16
7888,2026-02-11T01:00,North Bridge,outbound,21
7889,2026-02-11T02:00,Riverside,inbound,16
7890,2026-02-11T02:00,Riverside,outbound,36
7891,2026-02-11T02:00,Market Gate,inbound,19
7892,2026-02-11T02:00,Market Gate,outbound,12
7893,2026-02-11T02:00,University,inbound,31
7894,2026-02-11T02:00,University,outbound,34
7895,2026-02-11T02:00,North Bridge,inbound,30
7896,2026-02-11T02:00,North Bridge,outbound,24
7897,2026-02-11T03:00,Riverside,inbound,26
7898,2026-02-11T03:00,Riverside,outbound,27
7899,2026-02-11T03:00,Market Gate,inbound,23
7900,2026-02-11T03:00,Market Gate,outbound,22
7901,2026-02-11T03:00,University,inbound,31
7902,2026-02-11T03:00,University,outbound,22
7903,2026-02-11T03:00,North Bridge,inbound,19
7904,2026-02-11T03:00,North Bridge,outbound,21
7905,2026-02-11T04:00,Riverside,inbound,26
7906,2026-02-11T04:00,Riverside,outbound,32
7907,2026-02-11T04:00,Market Gate,inbound,19
7908,2026-02-11T04:00,Market Gate,outbound,29
7909,2026-02-11T04:00,University,inbound,29
7910,2026-02-11T04:00,University,outbound,27
7911,2026-02-11T04:00,North Bridge,inbound,21
7912,2026-02-11T04:00,North Bridge,outbound,31
7913,2026-02-11T05:00,Riverside,inbound,39
7914,2026-02-11T05:00,Riverside,outbound,32
7915,2026-02-11T05:00,Market Gate,inbound,34
7916,2026-02-11T05:00,Market Gate,outbound,25
7917,2026-02-11T05:00,University,inbound,38
7918,2026-02-11T05:00,University,outbound,35
7919,2026-02-11T05:00,North Bridge,inbound,31
7920,2026-02-11T05:00,North Bridge,outbound,27
7921,2026-02-11T06:00,Riverside,inbound,63
7922,2026-02-11T06:00,Riverside,outbound,55
7923,2026-02-11T06:00,Market Gate,inbound,47
7924,2026-02-11T06:00,Market Gate,outbound,52
7925,2026-02-11T06:00,University,inbound,54
7926,2026-02-11T06:00,University,outbound,44
7927,2026-02-11T06:00,North Bridge,inbound,41
7928,2026-02-11T06:00,North Bridge,outbound,33
7929,2026-02-11T07:00,Riverside,inbound,71
7930,2026-02-11T07:00,Riverside,outbound,86
7931,2026-02-11T07:00,Market Gate,inbound,78
7932,2026-02-11T07:00,Market Gate,outbound,61
7933,2026-02-11T07:00,University,inbound,81
7934,2026-02-11T07:00,University,outbound,79
7935,2026-02-11T07:00,North Bridge,inbound,51
7936,2026-02-11T07:00,North Bridge,outbound,65
7937,2026-02-11T08:00,Riverside,inbound,109
7938,2026-02-11T08:00,Riverside,outbound,86
7939,2026-02-11T08:00,Market Gate,inbound,71
7940,2026-02-11T08:00,Market Gate,outbound,69
7941,2026-02-11T08:00,University,inbound,88
7942,2026-02-11T08:00,University,outbound,84
7943,2026-02-11T08:00,North Bridge,inbound,63
7944,2026-02-11T08:00,North Bridge,outbound,64
7945,2026-02-11T09:00,Riverside,inbound,93
7946,2026-02-11T09:00,Riverside,outbound,77
7947,2026-02-11T09:00,Market Gate,inbound,68
7948,2026-02-11T09:00,Market Gate,outbound,65
7949,2026-02-11T09:00,University,inbound,80
7950,2026-02-11T09:00,University,outbound,66
7951,2026-02-11T09:00,North Bridge,inbound,65
7952,2026-02-11T09:00,North Bridge,outbound,54
7953,2026-02-11T10:00,Riverside,inbound,59
7954,2026-02-11T10:00,Riverside,outbound,54
7955,2026-02-11T10:00,Market Gate,inbound,50
7956,2026-02-11T10:00,Market Gate,outbound,40
7957,2026-02-11T10:00,University,inbound,58
7958,2026-02-11T10:00,University,outbound,49
7959,2026-02-11T10:00,North Bridge,inbound,34
7960,2026-02-11T10:00,North Bridge,outbound,39
7961,2026-02-11T11:00,Riverside,inbound,44
7962,2026-02-11T11:00,Riverside,outbound,34
7963,2026-02-11T11:00,Market Gate,inbound,30
7964,2026-02-11T11:00,Market Gate,outbound,30
7965,2026-02-11T11:00,University,inbound,37
7966,2026-02-11T11:00,University,outbound,30
7967,2026-02-11T11:00,North Bridge,inbound,26
7968,2026-02-11T11:00,North Bridge,outbound,19
7969,2026-02-11T12:00,Riverside,inbound,21
7970,2026-02-11T12:00,Riverside,outbound,19
7971,2026-02-11T12:00,Market Gate,inbound,34
7972,2026-02-11T12:00,Market Gate,outbound,31
7973,2026-02-11T12:00,University,inbound,35
7974,2026-02-11T12:00,University,outbound,35
7975,2026-02-11T12:00,North Bridge,inbound,17
7976,2026-02-11T12:00,North Bridge,outbound,22
7977,2026-02-11T13:00,Riverside,inbound,44
7978,2026-02-11T13:00,Riverside,outbound,26
7979,2026-02-11T13:00,Market Gate,inbound,29
7980,2026-02-11T13:00,Market Gate,outbound,31
7981,2026-02-11T13:00,University,inbound,26
7982,2026-02-11T13:00,University,outbound,23
7983,2026-02-11T13:00,North Bridge,inbound,27
7984,2026-02-11T13:00,North Bridge,outbound,16
7985,2026-02-11T14:00,Riverside,inbound,39
7986,2026-02-11T14:00,Riverside,outbound,35
7987,2026-02-11T14:00,Market Gate,inbound,38
7988,2026-02-11T14:00,Market Gate,outbound,30
7989,2026-02-11T14:00,University,inbound,41
7990,2026-02-11T14:00,University,outbound,30
7991,2026-02-11T14:00,North Bridge,inbound,26
7992,2026-02-11T14:00,North Bridge,outbound,25
7993,2026-02-11T15:00,Riverside,inbound,59
7994,2026-02-11T15:00,Riverside,outbound,58
7995,2026-02-11T15:00,Market Gate,inbound,49
7996,2026-02-11T15:00,Market Gate,outbound,46
7997,2026-02-11T15:00,University,inbound,55
7998,2026-02-11T15:00,University,outbound,49
7999,2026-02-11T15:00,North Bridge,inbound,45
8000,2026-02-11T15:00,North Bridge,outbound,39
8001,2026-02-11T16:00,Riverside,inbound,80
8002,2026-02-11T16:00,Riverside,outbound,79
8003,2026-02-11T16:00,Market Gate,inbound,69
8004,2026-02-11T16:00,Market Gate,outbound,60
8005,2026-02-11T16:00,University,inbound,75
8006,2026-02-11T16:00,University,outbound,62
8007,2026-02-11T16:00,North Bridge,inbound,53
8008,2026-02-11T16:00,North Bridge,outbound,59
8009,2026-02-11T17:00,Riverside,inbound,89
8010,2026-02-11T17:00,Riverside,outbound,77
8011,2026-02-11T17:00,Market Gate,inbound,67
8012,2026-02-11T17:00,Market Gate,outbound,69
8013,2026-02-11T17:00,University,inbound,93
8014,2026-02-11T17:00,University,outbound,73
8015,2026-02-11T17:00,North Bridge,inbound,51
8016,2026-02-11T17:00,North Bridge,outbound,55
8017,2026-02-11T18:00,Riverside,inbound,75
8018,2026-02-11T18:00,Riverside,outbound,74
8019,2026-02-11T18:00,Market Gate,inbound,62
8020,2026-02-11T18:00,Market Gate,outbound,55
8021,2026-02-11T18:00,University,inbound,75
8022,2026-02-11T18:00,University,outbound,61
8023,2026-02-11T18:00,North Bridge,inbound,55
8024,2026-02-11T18:00,North Bridge,outbound,46
8025,2026-02-11T19:00,Riverside,inbound,71
8026,2026-02-11T19:00,Riverside,outbound,49
8027,2026-02-11T19:00,Market Gate,inbound,41
8028,2026-02-11T19:00,Market Gate,outbound,37
8029,2026-02-11T19:00,University,inbound,50
8030,2026-02-11T19:00,University,outbound,51
8031,2026-02-11T19:00,North Bridge,inbound,35
8032,2026-02-11T19:00,North Bridge,outbound,32
8033,2026-02-11T20:00,Riverside,inbound,36
8034,2026-02-11T20:00,Riverside,outbound,37
8035,2026-02-11T20:00,Market Gate,inbound,39
8036,2026-02-11T20:00,Market Gate,outbound,29
8037,2026-02-11T20:00,University,inbound,36
8038,2026-02-11T20:00,University,outbound,41
8039,2026-02-11T20:00,North Bridge,inbound,25
8040,2026-02-11T20:00,North Bridge,outbound,28
8041,2026-02-11T21:00,Riverside,inbound,45
8042,2026-02-11T21:00,Riverside,outbound,26
8043,2026-02-11T21:00,Market Gate,inbound,21
8044,2026-02-11T21:00,Market Gate,outbound,27
8045,2026-02-11T21:00,University,inbound,28
8046,2026-02-11T21:00,University,outbound,29
8047,2026-02-11T21:00,North Bridge,inbound,12
8048,2026-02-11T21:00,North Bridge,outbound,19
8049,2026-02-11T22:00,Riverside,inbound,31
8050,2026-02-11T22:00,Riverside,outbound,33
8051,2026-02-11T22:00,Market Gate,inbound,23
8052,2026-02-11T22:00,Market Gate,outbound,26
8053,2026-02-11T22:00,University,inbound,21
8054,2026-02-11T22:00,University,outbound,27
8055,2026-02-11T22:00,North Bridge,inbound,20
8056,2026-02-11T22:00,North Bridge,outbound,22
8057,2026-02-11T23:00,Riverside,inbound,35
8058,2026-02-11T23:00,Riverside,outbound,30
8059,2026-02-11T23:00,Market Gate,inbound,26
8060,2026-02-11T23:00,Market Gate,outbound,11
8061,2026-02-11T23:00,University,inbound,34
8062,2026-02-11T23:00,University,outbound,19
8063,2026-02-11T23:00,North Bridge,inbound,15
8064,2026-02-11T23:00,North Bridge,outbound,17
8065,2026-02-12T00:00,Riverside,inbound,28
8066,2026-02-12T00:00,Riverside,outbound,28
8067,2026-02-12T00:00,Market Gate,inbound,22
8068,2026-02-12T00:00,Market Gate,outbound,22
8069,2026-02-12T00:00,University,inbound,24
8070,2026-02-12T00:00,University,outbound,21
8071,2026-02-12T00:00,North Bridge,inbound,14
8072,2026-02-12T00:00,North Bridge,outbound,18
8073,2026-02-12T01:00,Riverside,inbound,25
8074,2026-02-12T01:00,Riverside,outbound,18
8075,2026-02-12T01:00,Market Gate,inbound,30
8076,2026-02-12T01:00,Market Gate,outbound,18
8077,2026-02-12T01:00,University,inbound,29
8078,2026-02-12T01:00,University,outbound,17
8079,2026-02-12T01:00,North Bridge,inbound,15
8080,2026-02-12T01:00,North Bridge,outbound,11
8081,2026-02-12T02:00,Riverside,inbound,26
8082,2026-02-12T02:00,Riverside,outbound,20
8083,2026-02-12T02:00,Market Gate,inbound,26
8084,2026-02-12T02:00,Market Gate,outbound,30
8085,2026-02-12T02:00,University,inbound,27
8086,2026-02-12T02:00,University,outbound,26
8087,2026-02-12T02:00,North Bridge,inbound,16
8088,2026-02-12T02:00,North Bridge,outbound,15
8089,2026-02-12T03:00,Riverside,inbound,36
8090,2026-02-12T03:00,Riverside,outbound,31
8091,2026-02-12T03:00,Market Gate,inbound,28
8092,2026-02-12T03:00,Market Gate,outbound,20
8093,2026-02-12T03:00,University,inbound,20
8094,2026-02-12T03:00,University,outbound,26
8095,2026-02-12T03:00,North Bridge,inbound,7
8096,2026-02-12T03:00,North Bridge,outbound,17
8097,2026-02-12T04:00,Riverside,inbound,34
8098,2026-02-12T04:00,Riverside,outbound,29
8099,2026-02-12T04:00,Market Gate,inbound,25
8100,2026-02-12T04:00,Market Gate,outbound,25
8101,2026-02-12T04:00,University,inbound,27
8102,2026-02-12T04:00,University,outbound,25
8103,2026-02-12T04:00,North Bridge,inbound,21
8104,2026-02-12T04:00,North Bridge,outbound,18
8105,2026-02-12T05:00,Riverside,inbound,34
8106,2026-02-12T05:00,Riverside,outbound,35
8107,2026-02-12T05:00,Market Gate,inbound,33
8108,2026-02-12T05:00,Market Gate,outbound,32
8109,2026-02-12T05:00,University,inbound,41
8110,2026-02-12T05:00,University,outbound,32
8111,2026-02-12T05:00,North Bridge,inbound,22
8112,2026-02-12T05:00,North Bridge,outbound,23
8113,2026-02-12T06:00,Riverside,inbound,51
8114,2026-02-12T06:00,Riverside,outbound,45
8115,2026-02-12T06:00,Market Gate,inbound,45
8116,2026-02-12T06:00,Market Gate,outbound,48
8117,2026-02-12T06:00,University,inbound,57
8118,2026-02-12T06:00,University,outbound,43
8119,2026-02-12T06:00,North Bridge,inbound,36
8120,2026-02-12T06:00,North Bridge,outbound,43
8121,2026-02-12T07:00,Riverside,inbound,84
8122,2026-02-12T07:00,Riverside,outbound,68
8123,2026-02-12T07:00,Market Gate,inbound,67
8124,2026-02-12T07:00,Market Gate,outbound,67
8125,2026-02-12T07:00,University,inbound,80
8126,2026-02-12T07:00,University,outbound,72
8127,2026-02-12T07:00,North Bridge,inbound,65
8128,2026-02-12T07:00,North Bridge,outbound,56
8129,2026-02-12T08:00,Riverside,inbound,98
8130,2026-02-12T08:00,Riverside,outbound,90
8131,2026-02-12T08:00,Market Gate,inbound,76
8132,2026-02-12T08:00,Market Gate,outbound,74
8133,2026-02-12T08:00,University,inbound,89
8134,2026-02-12T08:00,University,outbound,96
8135,2026-02-12T08:00,North Bridge,inbound,71
8136,2026-02-12T08:00,North Bridge,outbound,71
8137,2026-02-12T09:00,Riverside,inbound,90
8138,2026-02-12T09:00,Riverside,outbound,71
8139,2026-02-12T09:00,Market Gate,inbound,67
8140,2026-02-12T09:00,Market Gate,outbound,64
8141,2026-02-12T09:00,University,inbound,73
8142,2026-02-12T09:00,University,outbound,71
8143,2026-02-12T09:00,North Bridge,inbound,62
8144,2026-02-12T09:00,North Bridge,outbound,47
8145,2026-02-12T10:00,Riverside,inbound,61
8146,2026-02-12T10:00,Riverside,outbound,54
8147,2026-02-12T10:00,Market Gate,inbound,46
8148,2026-02-12T10:00,Market Gate,outbound,42
8149,2026-02-12T10:00,University,inbound,62
8150,2026-02-12T10:00,University,outbound,53
8151,2026-02-12T10:00,North Bridge,inbound,41
8152,2026-02-12T10:00,North Bridge,outbound,40
8153,2026-02-12T11:00,Riverside,inbound,46
8154,2026-02-12T11:00,Riverside,outbound,38
8155,2026-02-12T11:00,Market Gate,inbound,34
8156,2026-02-12T11:00,Market Gate,outbound,28
8157,2026-02-12T11:00,University,inbound,37
8158,2026-02-12T11:00,University,outbound,38
8159,2026-02-12T11:00,North Bridge,inbound,28
8160,2026-02-12T11:00,North Bridge,outbound,31
8161,2026-02-12T12:00,Riverside,inbound,35
8162,2026-02-12T12:00,Riverside,outbound,34
8163,2026-02-12T12:00,Market Gate,inbound,29
8164,2026-02-12T12:00,Market Gate,outbound,17
8165,2026-02-12T12:00,University,inbound,28
8166,2026-02-12T12:00,University,outbound,29
8167,2026-02-12T12:00,North Bridge,inbound,27
8168,2026-02-12T12:00,North Bridge,outbound,18
8169,2026-02-12T13:00,Riverside,inbound,27
8170,2026-02-12T13:00,Riverside,outbound,37
8171,2026-02-12T13:00,Market Gate,inbound,24
8172,2026-02-12T13:00,Market Gate,outbound,28
8173,2026-02-12T13:00,University,inbound,30
8174,2026-02-12T13:00,University,outbound,24
8175,2026-02-12T13:00,North Bridge,inbound,23
8176,2026-02-12T13:00,North Bridge,outbound,16
8177,2026-02-12T14:00,Riverside,inbound,50
8178,2026-02-12T14:00,Riverside,outbound,43
8179,2026-02-12T14:00,Market Gate,inbound,27
8180,2026-02-12T14:00,Market Gate,outbound,46
8181,2026-02-12T14:00,University,inbound,46
8182,2026-02-12T14:00,University,outbound,39
8183,2026-02-12T14:00,North Bridge,inbound,36
8184,2026-02-12T14:00,North Bridge,outbound,29
