reading_id,vibration_rms_mm_s,motor_temp_c,load_pct,current_variation_a,acoustic_kurtosis,days_since_service,recent_auto_stops,ambient_temp_c,urgent_inspection
EQ-01086,3.3,55.2,45.2,2.06,2.31,148,1,27.6,0
EQ-01087,1.49,73.3,60.6,0.76,2.03,244,1,23.8,0
EQ-01088,1.9,86.0,81.3,0.31,2.48,319,0,33.8,0
EQ-01089,1.33,73.0,66.4,0.89,4.05,455,0,21.4,0
EQ-01090,4.15,72.1,86.0,0.23,5.03,436,0,23.1,0
EQ-01091,1.48,84.1,36.2,1.62,2.41,470,1,30.5,0
EQ-01092,5.45,79.9,96.6,0.45,1.05,380,0,31.2,0
EQ-01093,5.72,67.9,39.4,3.43,6.28,198,2,19.9,1
EQ-01094,3.51,65.2,72.3,0.55,7.27,513,1,27.9,0
EQ-01095,1.57,52.9,93.7,1.59,2.45,134,0,23.1,0
EQ-01096,2.45,77.4,56.7,1.49,2.89,9,1,15.1,1
EQ-01097,3.86,71.2,65.2,1.53,1.67,534,0,13.6,0
EQ-01098,2.81,82.1,80.7,0.71,1.07,425,0,25.9,0
EQ-01099,7.94,79.1,27.5,1.17,5.61,77,4,17.7,0
EQ-01100,1.54,74.1,54.8,1.92,3.51,7,1,29.0,0
EQ-01101,6.0,66.4,58.4,1.18,2.91,461,0,18.8,1
EQ-01102,5.56,62.9,57.0,1.08,3.91,256,0,20.0,0
EQ-01103,2.42,74.0,49.6,1.72,2.02,329,2,18.5,0
EQ-01104,1.43,69.3,72.6,1.72,2.75,98,0,21.5,0
EQ-01105,4.26,76.5,64.4,2.11,2.27,465,1,25.1,0
EQ-01106,3.38,70.3,25.5,1.07,3.19,279,1,28.7,0
EQ-01107,2.56,77.2,57.9,3.21,3.43,398,0,15.4,0
EQ-01108,0.5,93.7,46.9,1.52,3.87,325,0,30.1,0
EQ-01109,6.28,63.3,47.3,0.58,1.26,488,0,32.5,0
EQ-01110,2.07,70.8,28.3,1.34,4.44,448,1,25.0,0
EQ-01111,1.42,83.0,82.3,0.5,1.63,13,1,29.3,0
EQ-01112,1.49,69.6,48.3,2.36,2.81,39,1,18.0,0
EQ-01113,0.71,66.5,34.8,0.37,2.1,449,1,25.6,0
EQ-01114,6.6,62.5,66.8,1.2,5.51,127,2,22.9,0
EQ-01115,5.01,75.2,47.5,1.42,2.14,40,1,30.4,0
EQ-01116,0.98,64.5,33.0,0.46,3.79,338,0,18.1,0
EQ-01117,0.63,84.5,75.0,0.32,2.12,216,1,22.5,0
EQ-01118,1.59,81.2,78.1,1.37,2.4,419,0,18.1,0
EQ-01119,3.99,45.9,79.1,2.9,1.57,439,0,20.8,0
EQ-01120,8.13,65.9,40.7,1.86,2.13,420,0,26.4,0
EQ-01121,5.8,67.9,40.9,0.88,1.41,138,0,17.0,0
EQ-01122,2.6,62.8,46.2,1.96,2.4,408,0,16.8,0
EQ-01123,1.94,66.7,56.5,0.78,5.49,340,1,14.2,0
EQ-01124,1.03,75.5,67.5,1.06,1.05,290,0,27.0,0
EQ-01125,1.07,53.2,94.4,0.57,4.81,29,2,11.1,0
EQ-01126,5.08,71.7,98.9,0.38,3.65,364,0,21.3,1
EQ-01127,0.75,64.7,88.0,2.71,1.35,510,0,25.8,0
EQ-01128,1.95,68.2,80.3,0.08,1.6,10,0,24.5,0
EQ-01129,1.94,81.1,55.9,0.8,2.57,504,2,18.2,0
EQ-01130,4.69,74.5,33.2,1.15,7.07,25,0,22.5,1
EQ-01131,6.42,52.1,39.8,1.99,3.63,537,1,23.0,0
EQ-01132,2.0,59.5,52.8,0.65,1.68,492,1,28.1,0
EQ-01133,2.69,51.7,64.9,0.59,3.39,323,1,18.2,0
EQ-01134,0.79,78.5,48.0,3.65,5.18,9,0,23.2,0
EQ-01135,2.35,75.8,44.8,0.63,5.19,367,0,21.8,0
EQ-01136,2.06,74.9,30.1,1.43,1.6,530,1,27.2,0
EQ-01137,7.7,68.6,44.1,0.89,3.27,159,0,28.3,0
EQ-01138,1.42,63.0,40.2,0.77,3.47,204,0,21.9,0
EQ-01139,1.1,69.9,90.7,2.14,2.07,533,1,18.2,0
EQ-01140,2.19,47.6,84.9,1.87,1.59,265,1,26.6,0
EQ-01141,7.83,65.0,32.1,2.32,3.54,311,0,23.9,0
EQ-01142,1.17,72.8,22.7,1.77,3.77,214,1,30.5,0
EQ-01143,1.46,70.5,69.4,3.63,2.92,497,1,23.9,1
EQ-01144,10.45,61.4,65.5,0.93,4.57,474,0,25.0,1
EQ-01145,2.54,67.4,49.2,2.54,2.63,72,0,27.8,0
EQ-01146,1.25,69.6,26.3,4.42,1.58,78,2,27.2,0
EQ-01147,0.47,72.9,53.1,0.26,3.92,468,1,20.9,0
EQ-01148,3.26,76.2,56.8,2.36,3.74,142,1,15.4,0
EQ-01149,0.69,70.3,61.5,0.63,3.29,5,1,20.1,0
EQ-01150,10.5,43.1,48.2,0.35,1.54,537,1,22.8,0
EQ-01151,2.85,82.2,26.3,1.15,3.77,38,1,25.1,0
EQ-01152,3.79,75.8,57.8,3.34,5.07,508,2,28.6,0
EQ-01153,2.42,60.9,22.1,1.44,2.13,243,1,21.0,1
EQ-01154,3.63,58.5,75.4,1.08,3.82,130,2,23.6,0
EQ-01155,4.86,85.0,64.4,1.89,3.99,280,1,18.6,0
EQ-01156,1.9,55.3,88.8,0.62,3.74,43,1,21.5,0
EQ-01157,1.63,75.7,74.2,4.83,2.31,12,2,29.8,0
EQ-01158,3.91,65.3,30.9,2.04,1.97,242,4,30.7,1
EQ-01159,4.81,67.9,55.0,0.57,2.07,409,1,21.4,0
EQ-01160,4.28,58.0,57.9,0.31,4.15,238,0,21.2,0
EQ-01161,2.54,59.2,59.1,0.88,4.53,255,0,12.3,0
EQ-01162,2.4,47.1,75.7,0.92,2.55,272,2,27.1,0
EQ-01163,1.44,71.5,63.1,1.62,4.49,292,1,24.3,0
EQ-01164,3.47,45.8,65.3,1.51,4.71,60,0,27.4,0
EQ-01165,1.55,68.9,97.4,2.66,3.37,7,1,13.8,0
EQ-01166,2.63,64.2,34.4,1.91,1.71,223,1,21.5,0
EQ-01167,1.43,68.2,49.3,0.25,4.3,376,1,20.7,0
EQ-01168,2.74,79.4,52.4,0.23,1.98,121,0,21.3,0
EQ-01169,3.07,77.2,37.0,1.81,5.16,238,0,18.0,0
EQ-01170,2.02,83.5,78.7,1.37,3.79,413,0,23.7,0
EQ-01171,1.46,62.5,52.7,0.19,3.14,451,0,17.4,0
EQ-01172,1.5,60.1,59.0,0.64,3.18,35,0,24.4,0
EQ-01173,2.31,56.2,34.1,2.44,2.5,536,0,28.3,0
EQ-01174,1.3,54.9,59.5,0.94,2.47,129,0,29.1,0
EQ-01175,1.98,71.6,85.5,0.55,1.06,497,0,41.2,0
EQ-01176,2.94,61.2,96.9,1.04,1.78,418,2,22.9,0
EQ-01177,7.85,66.4,30.0,3.95,3.93,398,1,25.0,1
EQ-01178,0.24,75.1,64.5,2.43,2.51,337,1,22.7,0
EQ-01179,1.52,55.2,27.7,1.46,2.57,378,0,21.1,0
EQ-01180,1.9,60.5,81.5,1.71,2.72,72,2,31.3,0
EQ-01181,3.9,61.8,34.2,0.26,11.12,295,1,11.8,0
EQ-01182,1.45,70.6,69.8,3.73,1.33,460,0,22.7,0
EQ-01183,6.38,64.7,22.5,2.03,1.09,98,0,19.1,0
EQ-01184,1.95,73.7,43.7,1.76,8.97,65,2,27.1,0
EQ-01185,1.37,59.9,38.1,0.29,2.41,349,0,15.7,0
EQ-01186,3.85,75.7,39.8,1.17,1.47,462,0,31.6,0
EQ-01187,1.46,52.1,33.0,1.02,2.29,283,0,32.0,0
EQ-01188,4.51,59.8,52.1,1.72,5.42,31,0,21.1,0
EQ-01189,8.05,74.3,90.1,1.29,1.05,268,2,31.8,1
EQ-01190,1.3,58.2,38.4,0.7,1.6,221,0,23.1,0
EQ-01191,4.4,64.0,68.5,0.06,2.59,75,1,36.6,0
EQ-01192,1.61,66.9,45.4,0.77,3.57,515,1,20.3,0
EQ-01193,3.05,69.0,34.8,0.31,2.34,425,0,21.1,0
EQ-01194,2.7,57.6,95.1,0.37,2.77,47,0,28.3,0
EQ-01195,3.27,69.6,85.9,1.05,4.61,134,0,26.4,0
EQ-01196,3.13,84.5,84.1,1.15,4.55,312,1,18.9,0
EQ-01197,1.21,51.7,97.0,0.19,2.54,72,1,17.5,0
EQ-01198,1.58,57.7,37.6,1.12,3.05,96,1,23.4,0
EQ-01199,1.99,70.3,79.9,0.88,3.48,327,1,32.3,0
EQ-01200,1.14,59.8,74.9,0.93,3.04,40,1,32.3,0
EQ-01201,2.15,67.5,98.8,0.29,4.45,185,0,30.5,0
EQ-01202,2.64,56.1,99.3,1.3,2.25,211,2,28.2,0
EQ-01203,3.66,81.3,62.2,1.78,1.62,213,0,13.8,0
EQ-01204,3.16,62.7,78.4,4.54,2.08,15,0,28.8,0
EQ-01205,3.78,75.6,58.8,1.05,4.48,404,1,29.2,0
EQ-01206,1.83,53.8,59.3,0.86,2.79,214,0,23.0,0
EQ-01207,1.36,57.5,32.1,0.39,2.19,191,0,19.1,0
EQ-01208,2.37,55.8,82.3,0.41,4.15,387,0,24.4,0
EQ-01209,2.48,53.3,97.8,0.36,2.8,485,0,24.2,0
EQ-01210,5.3,77.1,61.6,2.29,1.05,159,0,29.1,0
EQ-01211,1.12,54.3,54.3,1.51,2.39,232,0,31.6,0
EQ-01212,2.9,82.8,33.1,3.96,2.81,2,0,17.7,0
EQ-01213,1.48,50.8,50.3,2.49,2.74,518,0,26.7,0
EQ-01214,2.43,60.4,96.2,0.64,2.51,295,0,28.9,0
EQ-01215,1.79,61.4,65.5,0.54,1.94,183,1,27.4,0
EQ-01216,2.5,66.6,65.6,1.09,2.66,289,0,32.4,0
EQ-01217,0.9,75.4,98.6,0.72,1.05,78,1,29.7,0
EQ-01218,2.57,65.8,24.6,2.48,4.72,16,1,17.4,0
EQ-01219,6.3,53.1,53.1,3.81,5.09,118,1,21.0,1
EQ-01220,2.37,56.7,92.1,0.57,2.67,131,1,25.6,0
EQ-01221,5.02,73.5,28.9,3.12,2.62,315,1,13.4,0
EQ-01222,3.57,54.8,54.5,0.91,3.25,463,0,30.1,0
EQ-01223,2.26,80.1,56.8,0.51,3.99,292,0,25.7,0
EQ-01224,1.51,52.3,70.0,1.13,2.99,253,1,17.9,0
EQ-01225,4.74,82.3,34.6,0.7,4.42,424,1,18.6,0
EQ-01226,5.82,67.5,67.1,1.89,1.54,299,0,32.8,0
EQ-01227,6.46,72.1,36.1,0.6,1.66,514,1,31.1,0
EQ-01228,2.69,59.0,22.4,1.95,2.47,407,1,23.6,0
EQ-01229,0.61,64.1,92.8,0.56,3.69,23,1,36.5,0
EQ-01230,0.73,70.8,68.7,0.47,3.55,518,0,25.0,0
EQ-01231,4.08,56.6,65.1,0.39,1.44,108,0,22.9,0
EQ-01232,1.4,62.2,100.0,0.89,4.36,449,1,25.0,0
EQ-01233,5.84,74.8,65.0,0.44,5.44,154,1,23.0,0
EQ-01234,2.96,72.9,41.7,0.41,1.05,351,0,20.1,0
EQ-01235,5.68,58.3,64.0,1.66,2.8,355,2,23.9,0
EQ-01236,2.08,77.4,96.2,3.02,2.28,165,1,21.1,0
EQ-01237,3.51,58.4,40.0,2.52,1.15,427,2,30.6,0
EQ-01238,6.06,72.8,49.5,0.23,4.99,533,1,25.2,1
EQ-01239,2.58,71.8,35.0,1.26,4.14,18,3,27.5,0
EQ-01240,2.82,66.3,79.0,2.43,3.39,3,1,18.7,0
EQ-01241,2.48,66.2,46.8,0.11,2.11,534,0,18.3,0
EQ-01242,3.36,64.5,85.5,1.46,2.32,433,0,21.8,0
EQ-01243,3.91,65.3,89.2,2.38,1.54,227,0,18.6,0
EQ-01244,2.84,65.3,35.7,1.14,2.18,216,2,32.3,0
EQ-01245,3.39,84.8,29.9,2.52,2.18,424,0,28.4,0
EQ-01246,0.79,64.6,62.7,2.12,1.71,168,0,16.8,0
EQ-01247,4.22,71.9,38.9,1.08,3.86,317,0,16.6,0
EQ-01248,5.6,91.0,56.4,0.19,1.83,173,1,24.3,0
EQ-01249,0.97,73.1,22.2,0.05,3.2,332,1,15.3,0
EQ-01250,2.11,81.2,71.0,0.07,4.51,77,0,31.2,0
EQ-01251,2.9,68.7,25.2,0.49,3.16,206,0,24.7,0
EQ-01252,2.26,66.7,54.2,0.15,4.48,512,1,19.9,0
EQ-01253,2.04,59.7,50.6,0.58,2.42,388,2,30.9,0
EQ-01254,0.63,69.2,30.7,0.31,1.74,155,1,36.3,0
EQ-01255,0.92,68.4,41.7,0.17,4.08,510,0,21.3,0
EQ-01256,4.12,71.7,45.4,0.37,3.77,474,0,21.8,0
EQ-01257,1.3,66.9,60.5,2.74,2.76,510,0,34.3,0
EQ-01258,1.29,57.7,28.2,1.5,3.48,331,0,27.4,0
EQ-01259,1.8,77.3,86.0,0.72,1.05,5,1,20.3,0
EQ-01260,0.69,50.8,77.0,0.38,2.29,152,1,23.3,0
EQ-01261,2.3,54.6,58.9,0.28,2.47,525,1,30.0,0
EQ-01262,4.07,59.7,46.3,1.43,2.49,436,0,19.0,0
EQ-01263,2.87,54.9,99.6,0.57,2.63,41,0,29.6,0
EQ-01264,1.55,66.3,79.6,0.26,1.96,65,2,12.4,0
EQ-01265,2.18,71.5,90.6,0.86,2.39,278,0,34.9,0
EQ-01266,1.58,68.1,25.3,1.25,3.63,272,1,30.2,0
EQ-01267,5.76,67.5,37.2,0.48,3.09,370,0,33.2,1
EQ-01268,4.59,49.9,67.4,0.14,1.29,144,0,27.2,0
EQ-01269,0.77,65.4,45.3,0.44,2.09,74,0,22.8,0
EQ-01270,1.31,78.3,39.2,0.24,3.4,504,0,20.1,0
EQ-01271,6.1,61.1,63.1,0.85,2.85,179,0,27.5,0
EQ-01272,6.35,68.9,61.2,1.71,1.81,301,0,23.0,0
EQ-01273,8.0,94.3,82.7,0.97,3.36,374,0,27.8,1
EQ-01274,3.08,70.4,37.6,1.2,1.5,405,1,21.7,0
EQ-01275,2.63,75.3,98.1,2.73,3.98,163,1,25.7,0
EQ-01276,3.6,62.0,31.9,0.84,2.34,74,1,16.2,0
EQ-01277,3.1,50.8,80.4,0.72,3.96,161,1,23.7,0
EQ-01278,0.57,66.7,94.8,0.95,3.62,214,0,20.2,0
EQ-01279,2.61,65.6,22.9,0.48,1.47,379,0,28.6,0
EQ-01280,2.01,66.5,28.8,1.2,3.74,188,2,25.0,0
EQ-01281,0.15,74.9,76.6,2.02,1.63,426,0,19.6,0
EQ-01282,1.29,62.1,53.5,4.21,1.76,359,1,34.4,0
EQ-01283,1.14,69.0,61.9,1.44,4.01,464,2,34.1,1
EQ-01284,0.66,50.5,73.9,2.03,1.81,175,0,25.2,0
EQ-01285,7.45,64.2,36.0,1.71,1.87,211,0,29.0,0
EQ-01286,4.69,66.9,42.7,1.71,3.19,216,0,34.4,0
EQ-01287,4.59,61.3,51.0,2.15,2.98,230,1,23.6,1
EQ-01288,1.14,79.5,93.3,1.0,5.37,537,1,25.5,0
EQ-01289,0.4,47.3,77.5,0.91,2.71,404,0,25.6,0
EQ-01290,9.05,79.2,85.9,0.08,2.89,382,0,21.7,1
EQ-01291,8.12,61.6,95.0,0.79,2.83,85,2,18.6,0
EQ-01292,1.93,74.3,62.9,1.79,2.46,443,0,20.0,0
EQ-01293,0.95,52.2,90.4,0.44,4.85,442,0,17.9,0
EQ-01294,5.46,65.9,39.0,1.01,4.36,304,0,12.2,0
EQ-01295,4.1,56.3,68.4,3.3,2.06,489,1,21.3,0
EQ-01296,3.55,75.7,78.4,0.46,3.09,270,0,27.3,0
EQ-01297,0.87,48.4,29.9,0.97,1.86,152,0,32.9,0
EQ-01298,3.95,62.3,93.6,3.28,2.96,248,0,31.2,0
EQ-01299,6.11,78.9,49.0,0.82,1.95,477,0,25.3,0
EQ-01300,6.81,73.0,47.1,0.83,2.57,504,1,19.5,0
EQ-01301,4.12,53.9,59.9,1.96,2.25,434,3,19.3,0
EQ-01302,0.15,62.9,50.9,0.69,5.14,433,0,24.9,0
EQ-01303,2.13,62.5,93.2,2.32,2.19,473,0,24.2,0
EQ-01304,5.75,83.4,25.4,1.75,2.98,500,0,27.1,0
EQ-01305,0.62,71.4,92.0,0.59,4.25,365,1,31.7,0
EQ-01306,1.4,70.6,63.9,2.02,1.8,402,0,23.2,0
EQ-01307,0.77,62.1,24.8,2.05,4.08,171,0,28.2,0
EQ-01308,2.99,64.9,34.8,1.0,3.43,433,3,24.6,1
EQ-01309,0.75,61.0,69.2,1.92,1.4,369,1,23.2,0
EQ-01310,1.23,65.5,52.3,1.38,7.6,436,1,31.7,0
EQ-01311,0.55,81.2,27.2,1.45,2.71,524,0,31.6,0
EQ-01312,4.06,65.9,62.1,1.46,1.18,169,0,22.4,0
EQ-01313,6.48,58.4,63.5,0.18,2.71,144,0,19.0,0
EQ-01314,1.35,62.6,99.0,0.47,1.21,398,0,18.2,0
EQ-01315,2.46,82.5,33.6,0.95,5.05,442,0,24.8,0
EQ-01316,2.96,56.7,83.2,1.0,2.91,316,1,16.5,0
EQ-01317,4.26,59.9,77.0,0.41,1.05,464,1,22.3,0
EQ-01318,4.29,58.5,43.9,0.32,1.97,304,0,22.9,0
EQ-01319,6.36,66.7,60.4,1.41,3.68,332,1,27.8,0
EQ-01320,2.05,52.5,40.5,0.32,3.87,10,0,29.0,0
EQ-01321,5.34,42.1,83.2,0.17,3.2,537,1,27.0,1
EQ-01322,0.92,51.2,35.3,0.34,1.69,351,0,36.8,0
EQ-01323,4.25,64.6,47.0,0.91,1.63,179,0,23.0,0
EQ-01324,1.99,62.9,56.3,2.71,4.93,364,1,11.8,0
EQ-01325,0.18,73.6,53.0,1.56,2.37,466,0,27.7,0
EQ-01326,2.28,70.0,90.8,1.8,4.44,428,1,22.4,1
EQ-01327,6.2,80.4,84.6,0.36,4.22,442,0,21.3,0
EQ-01328,6.3,60.9,86.0,0.88,3.76,316,1,24.7,0
EQ-01329,2.47,59.8,30.6,0.12,4.35,286,1,17.5,0
EQ-01330,5.12,74.4,39.9,1.64,2.28,403,0,34.9,0
EQ-01331,1.23,58.7,62.9,0.26,2.76,519,0,27.3,0
EQ-01332,6.81,58.8,75.8,0.48,2.98,471,0,22.4,0
EQ-01333,2.89,57.1,82.8,0.17,5.9,440,0,23.3,0
EQ-01334,2.77,63.7,54.9,1.27,1.05,481,1,21.5,0
EQ-01335,7.59,60.4,73.4,1.56,3.41,112,0,21.7,0
EQ-01336,7.71,67.0,33.7,0.27,4.18,219,0,19.9,0
EQ-01337,6.61,61.4,40.6,1.37,2.12,104,2,35.1,0
EQ-01338,9.13,81.0,28.3,0.62,3.39,378,0,23.2,0
EQ-01339,3.93,78.1,76.2,1.96,1.73,56,2,26.5,0
EQ-01340,3.57,61.3,72.1,1.16,5.96,11,0,27.1,0
EQ-01341,1.81,72.4,96.1,0.23,6.25,14,0,18.0,0
EQ-01342,1.45,71.9,46.1,1.01,3.73,205,0,18.4,0
EQ-01343,2.2,46.9,93.4,0.61,2.98,222,0,26.5,0
EQ-01344,8.19,65.8,47.5,1.43,2.63,289,0,29.8,0
EQ-01345,2.31,53.8,23.3,0.8,2.7,290,1,23.9,0
EQ-01346,1.22,60.4,80.1,0.62,3.92,295,2,23.3,0
EQ-01347,1.0,63.5,72.1,1.89,1.85,516,3,19.7,0
EQ-01348,5.25,69.6,66.2,0.05,3.11,78,1,15.8,0
EQ-01349,4.41,48.8,97.0,0.72,6.19,408,1,18.9,0
EQ-01350,2.51,49.9,28.0,2.63,2.21,24,0,25.2,0
EQ-01351,1.91,70.0,28.9,3.28,5.44,233,1,20.9,0
EQ-01352,6.81,41.0,36.4,0.49,4.06,439,1,19.9,0
EQ-01353,0.55,74.0,24.3,1.5,2.35,214,0,18.6,0
EQ-01354,1.41,48.6,73.4,2.69,2.28,55,1,26.1,0
EQ-01355,1.65,62.5,53.1,0.41,4.42,219,1,14.1,0
EQ-01356,2.06,47.8,56.8,0.66,1.37,537,1,25.5,0
EQ-01357,3.74,65.7,98.2,0.56,2.4,528,0,29.4,0
EQ-01358,2.25,60.6,75.2,1.12,1.94,188,1,16.4,0
EQ-01359,2.38,80.8,78.6,0.57,1.66,429,0,20.2,0
EQ-01360,2.25,67.6,61.1,1.07,2.6,322,1,22.6,0
EQ-01361,0.64,67.1,54.3,1.25,2.54,102,0,13.1,0
EQ-01362,2.69,63.6,37.6,0.54,1.78,251,0,21.5,0
EQ-01363,2.07,74.9,36.1,0.94,1.4,45,1,16.9,0
EQ-01364,3.85,65.1,75.2,0.4,3.02,526,0,19.2,0
EQ-01365,5.76,80.0,24.8,1.25,2.45,54,3,23.3,0
EQ-01366,1.77,73.6,77.0,2.43,2.73,446,4,21.8,0
EQ-01367,3.54,61.0,87.3,0.43,7.44,490,0,27.1,0
EQ-01368,1.69,76.3,92.3,1.63,2.36,408,2,28.5,0
EQ-01369,8.93,69.9,93.5,0.14,4.3,165,2,25.3,1
EQ-01370,5.92,88.7,97.5,1.64,1.05,501,0,30.8,1
EQ-01371,1.69,73.0,93.2,1.85,1.05,84,3,31.5,0
EQ-01372,2.38,78.8,23.8,1.05,2.43,212,0,22.7,0
EQ-01373,2.05,77.1,53.9,0.85,2.1,173,0,19.1,0
EQ-01374,3.7,67.0,36.8,1.9,3.06,216,0,34.7,0
EQ-01375,1.42,53.1,62.4,1.81,2.45,144,0,28.9,0
EQ-01376,3.47,68.9,72.7,0.29,2.98,322,0,27.1,0
EQ-01377,2.58,61.7,86.6,0.8,5.97,227,1,27.0,0
EQ-01378,2.49,66.6,98.6,1.11,4.47,499,3,29.2,0
EQ-01379,4.52,69.1,52.1,1.7,4.25,481,0,29.5,0
EQ-01380,3.83,51.9,96.0,2.98,3.39,472,2,16.6,0
EQ-01381,3.25,72.7,29.1,1.06,2.84,350,3,22.0,0
EQ-01382,4.18,66.7,24.2,1.25,2.33,470,1,31.2,0
EQ-01383,5.19,48.9,79.4,1.76,7.26,465,3,14.9,1
EQ-01384,5.34,78.1,89.0,1.59,2.71,233,0,27.6,0
EQ-01385,0.76,68.3,81.1,2.23,2.8,532,1,21.4,0
EQ-01386,2.16,74.9,31.6,1.68,1.6,109,0,18.7,0
EQ-01387,2.44,55.6,59.8,2.17,3.73,327,2,15.8,0
EQ-01388,1.5,65.5,83.0,1.01,1.51,521,1,22.1,0
EQ-01389,3.34,75.8,40.4,1.23,2.84,385,2,32.5,0
EQ-01390,1.79,43.1,50.5,1.17,3.85,263,0,15.6,0
EQ-01391,5.1,69.1,30.4,0.4,1.12,441,0,17.6,0
EQ-01392,2.23,66.8,33.4,0.69,4.45,86,0,26.7,0
EQ-01393,4.55,73.8,86.1,1.51,2.81,450,0,33.0,1
EQ-01394,9.38,60.8,71.5,1.67,6.99,271,0,24.9,0
EQ-01395,2.84,76.6,80.5,1.94,3.79,467,2,21.6,1
EQ-01396,2.11,67.3,28.6,0.87,4.58,384,0,29.1,0
EQ-01397,4.14,66.4,42.7,0.47,4.82,263,1,15.8,0
EQ-01398,4.21,54.7,79.9,0.92,4.39,202,0,15.4,0
EQ-01399,5.51,73.2,77.3,2.71,3.46,408,0,33.6,1
EQ-01400,1.93,59.2,48.5,0.66,1.99,66,1,25.1,0
EQ-01401,1.51,46.9,66.7,3.13,2.55,121,1,25.0,0
EQ-01402,0.29,70.4,60.1,2.13,1.66,371,0,30.6,0
EQ-01403,8.01,72.7,38.8,0.63,6.44,423,0,17.5,0
EQ-01404,0.5,70.1,82.7,1.16,3.47,502,0,30.2,0
EQ-01405,4.88,50.3,45.1,2.2,6.03,485,1,30.9,0
EQ-01406,7.3,62.3,58.1,4.34,4.23,361,0,28.3,0
EQ-01407,1.42,59.9,31.5,0.72,2.94,4,1,21.6,0
EQ-01408,1.55,71.2,72.1,1.47,2.2,221,0,25.6,0
EQ-01409,3.66,55.5,56.9,2.95,1.61,200,0,22.2,0
EQ-01410,3.63,58.9,78.1,2.81,5.55,513,0,15.2,0
EQ-01411,1.93,51.0,99.5,1.85,4.5,140,3,32.4,0
EQ-01412,3.48,70.8,73.1,0.21,5.23,508,2,30.3,0
EQ-01413,2.86,73.4,63.2,0.88,3.09,124,0,25.5,0
EQ-01414,1.96,54.9,28.3,1.45,3.53,468,1,33.2,0
EQ-01415,0.91,78.3,88.6,0.93,4.55,49,1,27.9,0
EQ-01416,0.48,63.9,45.2,0.62,1.75,230,0,16.8,0
EQ-01417,2.32,66.4,95.1,1.26,2.75,105,0,27.0,0
EQ-01418,3.83,60.2,44.6,0.73,1.57,272,0,24.9,0
EQ-01419,2.34,66.0,85.5,0.19,7.53,380,0,23.0,0
EQ-01420,1.74,60.2,60.4,0.51,2.23,336,1,21.8,0
EQ-01421,0.45,65.5,91.4,0.33,6.95,12,1,29.2,0
EQ-01422,3.58,66.2,74.0,3.91,1.45,473,1,18.8,0
EQ-01423,0.39,82.2,47.7,0.95,4.46,380,0,30.7,0
EQ-01424,3.29,57.7,80.0,0.64,2.04,98,2,25.9,0
EQ-01425,1.46,78.5,27.1,0.64,3.41,259,1,27.1,0
EQ-01426,2.75,60.5,88.7,2.44,2.27,7,0,30.9,0
EQ-01427,0.53,74.6,37.6,0.54,3.27,85,0,12.5,0
EQ-01428,7.08,77.5,93.0,0.77,3.44,270,1,29.2,1
EQ-01429,6.36,47.6,88.3,0.45,5.45,470,0,21.0,1
EQ-01430,0.59,83.3,62.6,2.49,1.85,406,1,31.6,1
EQ-01431,0.74,53.3,63.2,3.78,1.89,204,0,23.9,0
EQ-01432,1.95,57.8,92.1,1.35,1.96,348,2,33.8,0
EQ-01433,2.69,83.0,98.5,0.65,5.46,102,0,18.0,0
EQ-01434,2.55,65.7,57.5,0.93,3.3,486,1,22.6,0
EQ-01435,1.68,62.4,27.3,1.11,3.52,535,0,18.4,0
EQ-01436,0.85,56.0,65.5,5.05,4.27,390,0,20.8,0
EQ-01437,5.93,35.6,72.0,0.57,2.41,53,0,14.4,0
EQ-01438,0.8,59.9,85.6,0.55,1.83,426,0,22.1,0
EQ-01439,0.9,56.2,65.4,0.05,1.81,234,0,21.6,0
EQ-01440,3.67,68.9,84.8,0.06,2.11,356,0,28.6,0
EQ-01441,1.39,64.7,45.5,1.48,3.38,387,1,17.9,0
EQ-01442,4.65,78.4,94.3,0.68,4.72,274,0,28.6,0
EQ-01443,2.65,72.8,98.3,1.24,1.4,72,0,15.3,0
EQ-01444,2.03,75.9,92.3,0.09,3.54,179,1,12.3,0
EQ-01445,2.22,60.6,91.3,1.85,4.29,317,0,22.5,0
EQ-01446,1.16,82.9,76.0,2.08,1.89,442,0,21.0,0
EQ-01447,2.82,46.2,98.5,0.74,7.27,392,2,18.8,0
EQ-01448,7.33,74.5,97.6,0.57,4.33,44,0,32.3,1
EQ-01449,3.52,90.4,42.2,0.57,7.75,282,0,28.8,0
EQ-01450,2.0,65.5,59.2,0.9,2.03,530,2,17.2,0
EQ-01451,0.73,82.6,55.1,1.43,4.39,138,1,28.2,0
EQ-01452,3.23,72.0,91.8,1.82,1.11,201,0,21.6,0
EQ-01453,3.34,74.6,94.0,0.54,1.05,143,0,23.8,0
EQ-01454,0.84,61.8,79.6,0.17,1.83,514,0,26.3,0
EQ-01455,6.17,54.4,24.8,1.52,3.98,32,0,22.1,0
EQ-01456,3.31,53.6,64.0,0.47,2.13,380,0,24.7,0
EQ-01457,1.8,57.9,34.4,3.86,3.21,346,1,20.5,0
EQ-01458,2.19,61.2,67.3,1.67,3.92,115,0,21.7,0
EQ-01459,0.32,55.4,94.7,0.47,2.95,128,1,17.8,0
EQ-01460,2.04,57.7,90.4,1.16,2.78,226,1,26.3,0
EQ-01461,1.96,73.4,35.2,0.76,3.53,455,1,15.0,0
