reading_id,temperature_c,humidity_pct,co2_ppm,pm25_ug_m3,voc_ppb,occupancy_count,filter_age_days,airflow_m3_min,ventilation_alert
AQ-0420,24.4,50.4,438,26.9,160,4,195,7.6,1
AQ-0421,21.6,37.0,512,21.3,221,7,157,9.1,1
AQ-0422,22.6,31.2,387,10.9,87,5,206,10.1,0
AQ-0423,20.2,66.0,607,8.5,59,7,49,6.9,0
AQ-0424,24.4,48.0,446,14.4,289,7,129,9.0,1
AQ-0425,26.1,50.5,410,11.7,111,7,121,8.4,0
AQ-0426,24.3,49.4,561,14.5,122,7,227,8.8,1
AQ-0427,16.4,50.2,350,11.9,186,7,164,9.1,0
AQ-0428,24.3,71.0,771,29.6,211,7,61,4.2,0
AQ-0429,27.5,58.4,469,15.7,68,4,224,8.3,0
AQ-0430,25.3,67.2,565,18.5,162,8,135,8.4,0
AQ-0431,28.4,29.7,692,40.6,206,8,169,7.5,1
AQ-0432,14.0,29.9,350,18.3,125,1,212,9.4,0
AQ-0433,22.8,67.8,630,11.1,200,11,84,7.7,0
AQ-0434,24.6,69.6,524,12.2,114,7,203,9.4,0
AQ-0435,22.4,53.4,587,24.5,125,12,204,7.8,1
AQ-0436,25.1,40.6,512,5.2,287,7,56,6.5,0
AQ-0437,19.4,42.1,556,11.8,113,8,181,10.5,0
AQ-0438,26.0,43.5,649,9.2,195,10,239,8.4,1
AQ-0439,14.1,76.4,551,11.8,74,7,59,7.3,0
AQ-0440,28.3,53.8,427,15.1,213,5,101,8.6,0
AQ-0441,22.7,58.4,617,8.2,226,5,152,6.7,1
AQ-0442,28.8,41.5,464,16.7,74,8,103,8.1,1
AQ-0443,24.9,35.6,414,15.9,61,6,152,7.0,1
AQ-0444,26.3,65.6,755,12.8,133,10,18,4.3,0
AQ-0445,20.6,48.1,1063,12.9,333,15,157,9.0,1
AQ-0446,24.2,67.5,614,13.1,132,9,56,7.5,0
AQ-0447,22.7,39.1,706,6.1,109,10,108,8.7,0
AQ-0448,25.2,64.1,584,22.7,229,4,140,6.5,1
AQ-0449,24.3,66.4,673,23.5,147,7,88,9.0,1
AQ-0450,28.3,48.8,624,37.6,98,7,101,10.6,1
AQ-0451,26.8,36.4,489,13.0,155,7,153,7.7,0
AQ-0452,23.4,57.9,393,14.9,68,6,100,9.2,0
AQ-0453,19.8,73.9,372,10.9,208,6,235,8.2,1
AQ-0454,24.3,44.4,512,9.1,100,7,120,9.3,0
AQ-0455,25.8,53.0,536,29.4,134,7,66,8.6,0
AQ-0456,24.6,62.1,511,13.2,326,6,66,7.7,0
AQ-0457,24.8,73.2,398,30.8,208,5,22,6.3,0
AQ-0458,23.2,28.5,504,14.4,353,9,165,9.4,1
AQ-0459,30.5,44.9,431,18.3,130,8,60,7.8,0
AQ-0460,25.1,61.0,438,27.8,166,7,164,8.1,0
AQ-0461,23.8,49.7,485,16.7,260,7,165,9.3,0
AQ-0462,17.2,43.0,350,14.5,201,4,174,7.2,0
AQ-0463,24.4,32.6,453,9.2,64,6,144,8.8,0
AQ-0464,21.4,52.5,625,7.5,263,10,89,9.2,1
AQ-0465,23.6,45.4,833,14.9,168,9,138,5.1,1
AQ-0466,23.1,32.5,601,42.4,147,5,124,5.2,0
AQ-0467,26.2,34.3,517,32.5,174,5,201,8.2,1
AQ-0468,15.9,68.9,350,7.3,55,4,73,8.4,0
AQ-0469,22.4,68.1,684,17.9,219,6,21,8.9,0
AQ-0470,32.5,62.4,350,15.1,154,4,100,8.5,0
AQ-0471,20.5,69.5,350,26.5,166,6,3,13.0,0
AQ-0472,26.5,60.8,743,38.5,181,9,231,8.4,1
AQ-0473,23.1,50.9,727,46.2,151,8,60,6.8,1
AQ-0474,26.5,34.2,623,11.8,160,6,235,7.5,1
AQ-0475,24.8,58.8,497,19.1,296,5,29,6.9,0
AQ-0476,28.7,80.7,711,28.8,236,11,212,8.7,1
AQ-0477,23.5,39.9,535,8.5,155,6,75,8.6,0
AQ-0478,26.6,59.9,404,14.8,66,6,120,8.0,0
AQ-0479,21.1,36.8,407,6.1,151,6,139,8.5,0
AQ-0480,25.4,56.8,594,15.6,196,8,159,8.1,0
AQ-0481,24.9,76.8,588,8.7,167,7,189,8.1,1
AQ-0482,21.7,74.2,350,17.8,223,5,232,8.6,0
AQ-0483,16.9,63.9,652,25.0,272,7,15,6.0,0
AQ-0484,22.4,80.3,704,5.5,236,11,7,5.9,0
AQ-0485,29.7,30.4,463,7.1,141,4,10,8.3,0
AQ-0486,25.4,50.2,557,8.0,75,6,216,7.4,0
AQ-0487,19.6,75.3,476,33.1,175,9,63,10.6,0
AQ-0488,21.1,57.6,407,8.0,74,3,214,7.9,0
AQ-0489,22.0,63.3,488,20.3,256,5,98,6.3,0
AQ-0490,15.2,37.7,350,9.2,99,5,190,9.6,1
AQ-0491,20.6,63.6,350,6.3,182,1,137,8.5,0
AQ-0492,23.5,47.9,446,8.3,103,6,98,8.9,1
AQ-0493,17.9,31.5,528,3.7,153,2,24,5.3,0
AQ-0494,25.3,48.0,350,9.1,153,7,80,8.6,0
AQ-0495,20.5,74.7,738,62.3,132,10,124,9.8,1
AQ-0496,21.1,44.1,526,10.2,231,7,188,9.7,0
AQ-0497,28.7,29.5,644,16.4,137,7,34,8.7,0
AQ-0498,18.9,44.1,568,22.6,136,7,131,9.6,0
AQ-0499,20.8,74.5,495,39.0,229,6,145,8.5,1
AQ-0500,28.3,65.9,509,11.7,190,5,201,7.0,0
AQ-0501,22.1,47.3,436,49.0,136,5,239,6.5,1
AQ-0502,21.2,72.1,350,26.7,138,1,55,10.1,0
AQ-0503,25.3,79.4,600,9.9,188,7,235,8.4,1
AQ-0504,27.3,71.5,774,33.0,471,9,196,9.0,1
AQ-0505,23.8,47.8,763,11.2,166,11,179,7.7,1
AQ-0506,29.1,56.8,593,6.5,55,4,62,7.7,0
AQ-0507,23.9,55.6,597,30.6,152,7,163,8.7,1
AQ-0508,18.5,68.0,719,14.4,117,9,132,11.1,0
AQ-0509,22.3,76.5,592,80.1,155,9,55,6.9,1
AQ-0510,20.4,37.3,494,21.0,119,8,93,7.7,0
AQ-0511,28.8,36.2,534,12.0,264,6,45,9.3,0
AQ-0512,23.3,40.5,484,8.0,125,8,99,8.4,0
AQ-0513,18.9,48.6,508,26.2,106,7,189,8.0,1
AQ-0514,26.2,53.4,350,15.6,218,4,206,8.4,0
AQ-0515,23.1,30.7,648,5.3,207,6,213,6.5,0
AQ-0516,20.3,46.3,541,4.8,476,5,164,9.5,0
AQ-0517,23.9,53.8,723,21.2,177,9,149,11.0,0
AQ-0518,19.8,76.2,584,7.8,339,5,213,10.0,1
AQ-0519,22.8,49.7,350,62.0,560,4,127,9.9,0
AQ-0520,23.3,39.5,933,7.0,165,13,215,5.3,1
AQ-0521,21.8,32.8,772,6.1,353,9,233,8.2,1
AQ-0522,17.0,55.2,592,23.3,247,7,86,7.7,1
AQ-0523,26.1,62.5,386,10.3,177,5,165,7.4,0
AQ-0524,26.1,59.5,724,10.8,116,11,81,4.7,1
AQ-0525,23.2,30.3,442,14.8,213,4,17,8.3,0
AQ-0526,18.8,41.7,842,6.9,55,8,155,8.2,0
AQ-0527,21.1,48.4,748,15.4,179,9,23,8.9,0
AQ-0528,26.3,67.3,568,8.1,284,6,11,8.6,0
AQ-0529,30.8,78.3,552,8.4,96,8,134,8.7,0
AQ-0530,31.5,46.8,352,9.0,123,5,176,9.3,0
AQ-0531,28.0,70.8,651,10.8,243,8,181,7.0,0
AQ-0532,19.8,31.3,455,5.3,403,8,128,9.4,0
AQ-0533,30.1,58.7,350,10.5,347,3,128,7.2,0
AQ-0534,27.6,44.7,443,14.2,286,9,42,7.2,0
AQ-0535,15.1,45.6,652,11.3,150,8,3,7.3,0
AQ-0536,25.1,41.4,416,17.8,244,6,191,10.7,0
AQ-0537,17.8,60.6,569,23.9,312,9,54,8.4,0
AQ-0538,26.0,71.3,665,5.1,78,9,157,5.8,1
AQ-0539,29.7,60.7,494,29.4,158,6,227,9.5,1
AQ-0540,23.4,61.8,621,22.5,346,6,70,8.0,0
AQ-0541,23.3,37.3,486,4.3,97,4,133,7.9,0
AQ-0542,25.7,40.9,626,3.7,269,9,120,7.3,0
AQ-0543,22.5,36.6,402,22.9,76,5,114,8.2,0
AQ-0544,25.0,38.7,843,15.6,187,13,73,6.4,0
AQ-0545,22.1,68.8,807,37.7,279,12,233,8.4,1
AQ-0546,23.3,38.0,350,9.4,238,4,17,8.9,0
AQ-0547,24.2,46.2,618,13.3,261,7,169,9.5,0
AQ-0548,25.1,39.5,440,6.0,185,8,1,9.9,0
AQ-0549,19.7,81.4,556,15.0,175,5,55,6.4,0
AQ-0550,25.9,34.2,640,7.3,136,8,15,8.4,0
AQ-0551,26.7,52.3,499,29.8,259,10,222,8.5,1
AQ-0552,25.7,67.9,401,16.5,98,7,6,7.6,0
AQ-0553,23.3,63.2,384,8.3,56,6,179,9.0,0
AQ-0554,24.3,43.3,562,11.7,101,8,206,9.8,0
AQ-0555,23.1,63.6,707,11.6,192,9,162,7.8,1
AQ-0556,27.2,70.4,522,18.3,175,5,213,8.4,0
AQ-0557,29.4,28.4,621,16.7,177,11,43,6.0,0
AQ-0558,29.3,63.4,746,15.8,321,8,166,6.3,1
AQ-0559,21.4,79.5,574,21.3,267,6,176,8.4,0
AQ-0560,30.2,52.0,884,38.5,265,10,70,7.2,1
AQ-0561,21.6,63.5,626,15.8,265,9,224,8.7,1
AQ-0562,27.3,66.3,621,16.6,232,7,39,6.6,0
AQ-0563,26.9,79.5,745,8.7,305,10,205,7.8,1
AQ-0564,22.9,67.9,606,36.1,413,6,198,7.0,1
AQ-0565,19.0,71.8,458,3.2,49,5,10,8.4,0
AQ-0566,30.7,57.1,458,5.9,144,7,71,7.3,0
AQ-0567,21.8,75.8,406,8.9,229,5,4,9.3,0
AQ-0568,21.5,57.1,793,12.7,370,12,56,9.3,0
AQ-0569,19.0,76.3,846,23.7,165,10,155,5.2,1
AQ-0570,28.5,45.4,350,29.2,194,7,199,10.6,0
AQ-0571,22.2,57.8,377,31.8,142,7,205,12.3,1
AQ-0572,21.4,48.0,548,15.9,173,8,126,5.5,1
AQ-0573,24.1,42.3,409,33.2,201,4,13,8.0,0
AQ-0574,20.0,58.2,765,5.3,143,9,146,5.9,0
AQ-0575,21.5,63.6,583,18.4,125,7,153,8.3,0
AQ-0576,16.4,35.6,767,21.6,150,11,214,7.2,1
AQ-0577,19.1,29.8,716,17.1,134,9,159,7.7,1
AQ-0578,19.8,40.4,370,13.6,75,7,187,7.6,1
AQ-0579,21.1,71.8,606,4.7,130,7,30,8.7,0
AQ-0580,24.0,32.8,483,10.2,118,5,14,7.7,0
AQ-0581,23.4,51.8,392,16.6,281,3,179,6.8,1
AQ-0582,28.2,64.0,743,9.2,179,11,142,8.3,0
AQ-0583,19.2,64.2,621,13.3,589,6,104,7.1,0
AQ-0584,21.4,77.3,415,30.6,134,5,208,8.0,1
AQ-0585,14.0,66.0,446,20.9,146,4,216,7.1,1
AQ-0586,19.3,29.3,504,5.4,262,7,4,7.5,0
AQ-0587,14.3,30.8,513,7.3,108,7,164,10.0,0
AQ-0588,23.8,40.9,401,10.0,211,5,35,9.2,0
AQ-0589,23.1,75.1,634,17.0,164,7,76,6.6,0
AQ-0590,29.3,53.7,350,15.0,295,4,177,11.0,0
AQ-0591,22.1,73.9,511,24.3,423,4,214,10.3,1
AQ-0592,24.3,46.0,641,35.0,371,8,35,7.6,1
AQ-0593,18.3,37.0,458,20.0,151,2,122,8.8,0
AQ-0594,25.0,53.9,525,6.4,74,8,221,7.5,0
AQ-0595,24.2,50.9,969,6.2,235,11,88,8.5,1
AQ-0596,22.6,58.4,363,30.9,254,3,58,9.0,0
AQ-0597,23.0,50.2,550,8.0,513,6,132,6.7,1
AQ-0598,23.3,80.8,705,18.6,391,8,15,7.0,1
AQ-0599,20.1,33.1,754,15.8,184,8,229,8.7,1
AQ-0600,22.9,56.3,955,18.1,133,14,157,8.7,1
AQ-0601,26.0,66.6,557,17.7,218,5,39,6.2,1
AQ-0602,22.0,74.4,1022,12.2,332,12,88,6.7,1
AQ-0603,26.1,58.9,503,9.6,98,7,210,9.4,0
AQ-0604,21.9,75.5,542,5.1,127,6,33,9.8,0
AQ-0605,17.7,31.9,671,26.3,204,12,32,7.4,0
AQ-0606,33.2,79.5,636,18.9,89,8,28,9.4,0
AQ-0607,32.9,66.1,470,14.4,269,5,59,7.7,0
AQ-0608,21.5,65.3,470,3.1,373,5,205,8.4,0
AQ-0609,14.3,68.9,724,8.8,65,7,2,7.3,0
AQ-0610,24.7,53.2,359,32.3,182,7,19,9.8,0
AQ-0611,19.7,67.4,395,18.0,235,3,221,7.8,1
AQ-0612,24.4,40.9,614,21.5,398,8,131,11.9,1
AQ-0613,18.7,62.9,700,32.2,108,10,214,7.1,1
AQ-0614,24.3,67.3,638,17.4,131,10,132,9.1,0
AQ-0615,26.7,55.2,354,3.6,94,5,227,6.1,0
AQ-0616,27.9,58.8,627,27.8,523,10,118,6.4,1
AQ-0617,25.9,50.9,483,26.0,231,10,229,9.6,1
AQ-0618,25.6,34.7,495,4.3,183,6,44,7.6,0
AQ-0619,21.6,32.4,443,10.9,216,7,17,8.8,0
AQ-0620,26.2,58.5,611,18.2,69,6,182,8.5,0
AQ-0621,25.5,81.0,551,15.8,115,6,83,6.9,1
AQ-0622,21.6,41.3,510,16.0,56,7,54,7.2,1
AQ-0623,24.0,55.9,629,6.7,42,6,16,9.7,0
AQ-0624,23.4,78.9,365,16.4,225,5,150,9.7,0
AQ-0625,21.4,73.3,605,33.4,365,5,110,7.1,1
AQ-0626,21.1,80.1,639,8.1,106,8,134,8.3,1
AQ-0627,25.4,54.8,541,20.6,161,6,218,6.5,1
AQ-0628,22.8,34.5,470,9.7,59,6,27,10.1,0
AQ-0629,19.8,77.8,536,17.8,209,7,180,7.7,1
AQ-0630,27.2,58.7,477,8.7,50,8,97,9.3,0
AQ-0631,21.0,34.7,470,26.4,137,5,101,6.6,1
AQ-0632,22.6,34.5,777,8.1,338,12,214,8.7,1
AQ-0633,20.0,34.1,708,12.0,110,11,53,9.3,1
AQ-0634,25.1,42.4,384,8.0,195,6,211,9.5,1
AQ-0635,21.9,69.0,445,7.3,206,5,189,8.6,0
AQ-0636,26.5,55.4,685,10.7,394,8,30,6.8,0
AQ-0637,18.7,50.2,427,6.3,69,6,12,9.5,0
AQ-0638,22.8,69.6,638,29.2,340,9,104,9.0,1
AQ-0639,14.0,66.5,630,5.6,73,6,145,8.2,0
AQ-0640,27.6,78.6,350,19.6,55,4,58,11.4,0
AQ-0641,25.2,44.0,567,7.9,234,4,1,10.1,0
AQ-0642,30.6,41.0,420,16.0,76,4,195,8.2,1
AQ-0643,19.5,46.2,802,7.7,222,10,120,8.9,0
AQ-0644,21.4,71.6,400,9.1,282,5,162,8.0,0
AQ-0645,21.3,34.0,741,37.7,240,9,159,8.3,1
AQ-0646,25.8,43.5,541,9.7,213,7,213,6.5,1
AQ-0647,22.7,28.3,350,8.1,224,4,71,6.3,0
AQ-0648,25.4,78.6,833,22.5,144,8,183,7.3,1
AQ-0649,23.1,69.2,450,30.4,173,3,209,8.2,1
AQ-0650,26.7,68.2,445,18.2,140,8,229,9.5,0
AQ-0651,23.8,37.6,360,7.1,72,5,174,10.3,0
AQ-0652,20.5,44.2,722,20.7,344,10,73,7.8,1
AQ-0653,27.3,54.1,359,14.0,207,4,163,10.9,0
AQ-0654,25.5,65.4,580,5.5,201,9,9,9.1,0
AQ-0655,24.6,52.8,732,7.5,205,9,178,8.0,1
AQ-0656,19.2,47.8,478,6.9,178,9,20,9.5,0
AQ-0657,18.7,75.9,631,32.9,82,8,134,8.7,0
AQ-0658,17.2,36.3,505,11.9,208,5,84,8.9,0
AQ-0659,19.5,46.2,684,6.1,229,9,30,7.8,0
AQ-0660,24.5,49.3,450,30.5,53,5,49,8.6,0
AQ-0661,18.8,74.8,591,8.0,242,9,189,8.6,0
AQ-0662,16.2,80.7,582,13.2,145,9,122,10.0,1
AQ-0663,18.3,56.7,980,44.1,107,14,153,7.2,1
AQ-0664,22.1,37.6,661,9.5,305,9,99,5.5,1
AQ-0665,26.1,75.4,422,27.4,146,4,194,8.4,1
AQ-0666,21.1,39.1,359,28.5,323,6,239,9.8,1
AQ-0667,21.1,30.7,613,16.9,175,7,116,7.6,1
AQ-0668,20.8,51.4,350,3.9,236,3,117,8.3,0
AQ-0669,21.9,71.1,474,13.0,302,7,49,7.7,0
AQ-0670,19.4,49.9,350,45.0,41,4,142,10.1,0
AQ-0671,24.2,61.6,607,20.8,242,8,41,7.7,1
AQ-0672,21.0,53.8,483,30.8,78,5,52,7.4,0
AQ-0673,14.4,36.1,686,7.4,153,8,113,4.7,0
AQ-0674,17.9,77.5,564,9.0,103,7,15,8.0,0
AQ-0675,22.0,54.0,583,15.8,285,7,156,7.2,0
AQ-0676,25.0,43.3,350,10.2,324,3,194,9.7,0
AQ-0677,22.1,40.9,558,11.2,124,4,25,6.5,0
AQ-0678,24.4,36.4,634,22.8,373,11,215,10.6,1
AQ-0679,29.3,80.5,502,8.3,232,6,237,9.7,1
AQ-0680,22.6,71.5,704,24.4,133,10,108,7.9,0
AQ-0681,25.8,29.1,400,20.6,147,3,9,9.7,0
AQ-0682,27.6,30.2,783,12.2,413,10,131,5.7,1
AQ-0683,20.0,50.8,534,14.8,90,7,126,8.7,0
AQ-0684,22.0,43.7,390,7.4,333,3,23,8.6,0
AQ-0685,23.9,39.6,463,4.4,169,4,200,5.5,0
AQ-0686,29.1,59.1,598,13.2,159,9,57,7.2,0
AQ-0687,21.7,74.6,570,19.6,131,10,176,8.8,0
AQ-0688,28.5,38.1,636,24.3,263,7,217,7.4,1
AQ-0689,20.0,45.6,530,21.6,205,7,230,8.3,1
AQ-0690,14.0,54.2,682,23.1,146,8,105,9.8,0
AQ-0691,24.1,62.3,498,22.2,158,4,237,8.5,1
AQ-0692,19.2,29.3,350,15.9,408,1,161,9.5,0
AQ-0693,20.3,42.9,494,30.1,121,5,128,9.1,0
AQ-0694,22.3,32.8,441,14.5,311,4,7,5.0,0
AQ-0695,24.7,81.3,549,10.9,180,7,71,7.3,0
AQ-0696,20.0,62.5,646,7.6,183,10,87,5.8,0
AQ-0697,21.7,81.6,350,16.5,185,7,16,7.8,0
AQ-0698,30.6,73.2,626,6.2,269,7,162,6.9,1
AQ-0699,22.9,58.4,629,20.4,168,6,192,6.2,1
AQ-0700,21.8,50.4,517,16.1,91,8,176,8.1,1
AQ-0701,15.9,58.5,600,7.9,383,8,99,9.4,1
AQ-0702,23.3,57.6,496,39.4,247,8,68,7.2,0
AQ-0703,23.7,59.2,400,45.5,51,6,210,9.1,0
AQ-0704,21.1,62.1,350,7.3,200,2,238,9.0,1
AQ-0705,18.6,63.8,535,17.5,122,9,87,8.7,1
AQ-0706,28.0,52.4,652,29.9,480,6,131,4.2,1
AQ-0707,33.2,63.2,434,6.2,270,6,89,8.2,0
AQ-0708,25.1,50.8,442,24.2,115,5,115,8.2,0
AQ-0709,28.8,43.4,515,19.7,118,7,190,6.9,0
AQ-0710,23.1,69.3,601,13.6,117,7,67,4.1,1
AQ-0711,18.6,39.4,626,8.5,77,10,180,8.7,0
AQ-0712,26.7,33.5,875,6.1,177,9,83,7.8,0
AQ-0713,22.3,31.5,463,29.2,197,4,42,8.0,0
AQ-0714,16.2,62.5,604,10.8,204,9,56,7.8,0
AQ-0715,26.2,78.4,543,8.3,242,5,237,7.9,1
AQ-0716,20.7,76.3,473,4.4,280,7,237,7.3,1
AQ-0717,17.8,72.9,851,7.5,161,11,2,7.0,0
AQ-0718,19.0,33.9,467,9.2,135,7,182,8.0,0
AQ-0719,26.2,71.6,612,6.3,171,10,203,7.8,0
AQ-0720,26.6,65.0,438,9.7,109,7,14,8.0,0
AQ-0721,25.8,28.1,552,22.2,92,9,204,8.4,0
AQ-0722,29.2,60.2,602,14.9,285,8,136,7.4,0
AQ-0723,21.6,70.5,685,7.5,207,9,146,8.1,1
AQ-0724,18.8,72.8,483,10.3,186,8,153,7.4,0
AQ-0725,22.0,43.2,399,21.4,155,6,147,8.8,1
AQ-0726,20.9,43.4,427,16.8,182,9,127,10.8,0
AQ-0727,20.7,36.4,484,8.4,215,7,149,7.2,0
AQ-0728,22.2,56.1,468,24.3,156,6,150,8.0,0
AQ-0729,16.7,40.0,538,13.8,262,7,231,7.7,1
AQ-0730,20.3,37.6,552,12.1,125,5,65,8.6,0
AQ-0731,20.2,73.2,529,9.7,188,7,181,9.5,0
AQ-0732,21.4,50.2,541,10.5,210,7,91,10.2,0
AQ-0733,26.7,65.5,537,11.6,151,7,17,8.8,0
AQ-0734,24.4,42.4,588,16.5,270,7,147,8.1,1
AQ-0735,24.0,29.1,818,11.5,145,9,173,9.3,1
AQ-0736,27.1,42.7,498,18.3,203,6,39,8.6,0
AQ-0737,24.3,71.3,588,24.7,191,6,120,7.0,0
AQ-0738,24.0,41.1,494,17.0,190,6,92,7.3,0
AQ-0739,20.5,40.0,597,8.1,137,7,180,9.2,0
AQ-0740,19.5,45.3,680,49.8,101,8,109,7.0,1
AQ-0741,23.6,69.6,350,23.2,100,5,11,10.8,0
AQ-0742,27.5,57.4,980,27.1,448,10,120,7.0,1
AQ-0743,18.3,72.5,387,3.8,53,3,126,7.3,0
AQ-0744,17.4,56.7,908,23.3,93,9,130,5.7,1
AQ-0745,24.0,45.8,653,3.5,82,6,25,8.9,0
AQ-0746,27.6,61.3,456,6.5,152,7,90,8.3,1
AQ-0747,22.8,78.8,350,22.3,113,4,188,9.5,0
AQ-0748,26.3,50.9,832,35.6,123,11,214,9.7,1
AQ-0749,28.2,48.8,350,21.8,119,2,105,8.3,0
AQ-0750,20.3,58.7,363,7.7,93,2,212,8.3,0
AQ-0751,24.1,31.6,703,19.0,96,10,62,9.7,0
AQ-0752,18.4,70.0,603,12.2,170,10,81,8.4,0
AQ-0753,25.1,76.1,567,6.0,346,10,51,8.0,0
AQ-0754,29.7,81.2,463,11.3,229,5,51,10.2,0
AQ-0755,18.6,74.3,1072,17.7,393,14,25,7.9,1
AQ-0756,25.7,35.1,655,12.7,119,11,57,7.8,0
AQ-0757,26.0,39.9,487,5.4,101,8,150,10.0,0
AQ-0758,24.2,52.0,350,6.3,221,6,214,10.4,1
AQ-0759,18.4,31.0,363,3.9,337,3,167,8.6,0
AQ-0760,26.6,34.1,751,24.3,180,9,58,6.1,1
AQ-0761,24.8,81.5,565,17.4,75,5,0,7.0,0
AQ-0762,20.4,59.0,350,7.7,30,4,22,10.3,0
AQ-0763,16.3,43.8,587,20.9,174,9,230,8.2,1
AQ-0764,21.7,47.3,390,26.4,217,4,156,6.9,0
AQ-0765,24.1,47.9,508,8.6,67,5,230,8.0,1
AQ-0766,17.9,74.7,698,3.8,184,8,127,7.1,1
AQ-0767,25.1,40.7,949,14.4,343,14,207,7.9,1
AQ-0768,27.0,60.5,713,9.4,121,11,222,8.2,1
AQ-0769,23.9,78.1,568,8.0,102,6,66,8.9,0
AQ-0770,21.7,51.8,350,6.2,293,2,184,6.2,1
AQ-0771,31.0,81.4,578,17.4,433,8,78,8.3,0
AQ-0772,22.2,66.3,434,5.2,169,5,102,7.7,0
AQ-0773,14.0,63.8,643,44.3,270,9,97,9.3,0
AQ-0774,20.9,64.5,521,14.1,302,7,51,7.7,0
AQ-0775,25.6,74.6,654,5.4,158,9,0,7.7,0
AQ-0776,22.2,41.2,562,18.3,236,11,11,11.3,0
AQ-0777,27.0,58.0,751,19.1,366,13,21,8.0,0
AQ-0778,19.0,60.7,473,13.8,272,5,134,6.2,0
AQ-0779,21.6,42.8,835,32.4,287,13,80,9.2,0
AQ-0780,29.2,44.3,777,21.0,54,9,68,6.8,0
AQ-0781,24.6,67.1,416,4.9,205,6,160,6.3,0
AQ-0782,16.5,74.1,537,21.3,151,6,221,8.2,1
AQ-0783,21.6,52.2,538,7.2,373,5,196,7.3,0
AQ-0784,20.0,52.0,350,16.7,72,2,142,9.0,0
AQ-0785,27.6,71.7,748,19.0,119,9,169,6.9,1
AQ-0786,24.2,67.1,652,16.0,108,6,48,6.6,0
AQ-0787,22.6,49.1,801,8.9,322,9,198,7.7,0
AQ-0788,21.6,52.2,551,14.1,187,8,106,7.9,0
AQ-0789,21.0,40.9,408,3.0,81,4,166,6.6,1
AQ-0790,20.2,46.3,404,20.5,183,8,58,8.9,0
AQ-0791,24.4,67.3,686,21.3,177,10,64,7.7,1
AQ-0792,27.7,55.4,576,7.8,332,9,53,9.9,0
AQ-0793,29.6,66.9,794,31.0,205,12,82,6.6,1
AQ-0794,23.8,47.7,350,19.7,413,3,60,6.4,0
AQ-0795,23.5,47.8,731,11.4,124,9,167,7.1,1
AQ-0796,21.3,63.9,664,5.7,154,7,132,7.9,1
AQ-0797,24.7,33.3,467,24.7,197,7,98,6.7,0
AQ-0798,26.0,43.5,501,3.4,39,6,43,7.7,0
AQ-0799,22.4,29.3,848,11.4,230,12,179,7.6,1
AQ-0800,24.4,49.9,350,6.8,125,5,21,7.9,0
AQ-0801,23.9,32.1,404,4.7,154,7,221,7.8,0
AQ-0802,20.8,48.6,501,22.9,345,5,21,8.1,0
AQ-0803,25.8,54.4,647,31.3,78,11,157,8.3,1
AQ-0804,25.6,76.2,693,9.2,253,10,208,8.0,1
AQ-0805,27.4,63.6,691,24.0,132,8,221,7.1,1
AQ-0806,25.2,67.4,493,24.6,261,6,190,8.7,1
AQ-0807,20.9,75.5,350,13.6,142,2,198,8.0,0
AQ-0808,30.0,52.3,580,16.5,561,7,14,8.9,0
AQ-0809,19.0,54.7,719,7.7,88,8,5,6.9,0
AQ-0810,24.5,57.0,659,36.7,124,10,63,8.9,0
AQ-0811,21.8,32.7,838,11.6,285,8,171,5.1,1
AQ-0812,25.9,50.4,366,28.7,68,7,202,9.9,0
AQ-0813,24.9,73.5,556,24.9,92,9,22,7.3,0
AQ-0814,29.2,31.8,472,42.8,77,6,59,7.5,0
AQ-0815,23.7,66.4,350,18.8,287,4,12,7.2,0
AQ-0816,26.7,30.1,681,13.5,116,5,111,8.8,1
AQ-0817,16.1,57.6,609,6.4,181,8,112,6.2,0
AQ-0818,16.7,49.7,350,13.9,174,5,231,10.5,0
AQ-0819,22.9,69.0,366,20.2,57,6,237,8.2,1
AQ-0820,19.5,81.4,547,5.7,163,4,37,7.0,0
AQ-0821,20.5,38.6,350,10.0,230,4,85,9.4,0
AQ-0822,28.7,30.4,451,7.6,148,5,58,8.6,0
AQ-0823,21.1,30.8,350,12.7,37,6,194,8.6,0
AQ-0824,20.9,36.3,597,10.5,280,10,190,10.9,0
AQ-0825,26.1,28.1,649,14.8,154,7,213,7.5,1
AQ-0826,18.0,78.0,433,19.2,182,5,68,8.5,0
AQ-0827,14.0,41.4,547,11.0,137,7,41,8.4,0
AQ-0828,18.9,30.1,556,8.1,84,6,162,5.0,1
AQ-0829,20.1,75.8,504,11.4,150,6,129,7.2,1
AQ-0830,22.5,29.4,374,18.8,139,5,81,8.5,0
AQ-0831,22.8,79.2,499,20.0,273,7,36,7.4,1
AQ-0832,24.0,46.9,597,19.7,238,7,101,7.1,0
AQ-0833,32.2,50.4,846,13.0,54,9,175,6.6,0
AQ-0834,19.1,51.3,445,16.3,136,6,68,6.9,0
AQ-0835,19.0,31.7,632,6.2,59,5,235,8.4,0
AQ-0836,28.5,53.1,630,4.6,159,7,202,7.2,0
AQ-0837,24.9,43.5,419,11.1,241,5,52,9.3,0
AQ-0838,20.0,62.9,518,19.9,104,7,60,4.8,1
AQ-0839,24.3,55.3,350,12.1,100,4,55,11.1,0
AQ-0840,27.1,57.7,698,12.3,421,8,175,8.0,0
