dispatch_id,departed_at,hub,service_level,status,packages,delay_minutes
DSP-009794,2025-01-28 04:52:00,River,Economy,completed,7,13
DSP-009795,2025-01-28 04:56:00,West,Economy,completed,5,16
DSP-009796,2025-01-28 05:00:00,South,Economy,completed,7,9
DSP-009797,2025-01-28 05:04:00,South,Economy,completed,3,11
DSP-009798,2025-01-28 05:08:00,South,Economy,completed,8,8
DSP-009799,2025-01-28 05:12:00,West,Priority,cancelled,5,
DSP-009800,2025-01-28 05:16:00,Central,Priority,completed,6,5
DSP-009801,2025-01-28 05:20:00,River,Economy,completed,7,16
DSP-009802,2025-01-28 05:24:00,Harbor,Economy,completed,9,14
DSP-009803,2025-01-28 05:28:00,Central,Priority,completed,6,3
DSP-009804,2025-01-28 05:32:00,River,Economy,completed,10,15
DSP-009805,2025-01-28 05:36:00,West,Economy,completed,8,17
DSP-009806,2025-01-28 05:40:00,North,Priority,completed,8,9
DSP-009807,2025-01-28 05:44:00,River,Priority,completed,8,10
DSP-009808,2025-01-28 05:48:00,Central,Priority,completed,2,5
DSP-009809,2025-01-28 05:52:00,South,Priority,completed,1,11
DSP-009810,2025-01-28 05:56:00,Central,Economy,completed,7,10
DSP-009811,2025-01-28 06:00:00,Central,Priority,completed,5,6
DSP-009812,2025-01-28 06:04:00,River,Priority,completed,2,9
DSP-009813,2025-01-28 06:08:00,Harbor,Priority,completed,9,8
DSP-009814,2025-01-28 06:12:00,West,Priority,completed,2,14
DSP-009815,2025-01-28 06:16:00,North,Priority,completed,2,6
DSP-009816,2025-01-28 06:20:00,West,Economy,completed,3,17
DSP-009817,2025-01-28 06:24:00,South,Economy,completed,11,6
DSP-009818,2025-01-28 06:28:00,Harbor,Economy,completed,5,12
DSP-009819,2025-01-28 06:32:00,Central,Economy,completed,10,7
DSP-009820,2025-01-28 06:36:00,North,Priority,completed,9,5
DSP-009821,2025-01-28 06:40:00,North,Economy,completed,7,13
DSP-009822,2025-01-28 06:44:00,Central,Economy,completed,2,9
DSP-009823,2025-01-28 06:48:00,West,Economy,completed,8,15
DSP-009824,2025-01-28 06:52:00,Central,Economy,completed,6,9
DSP-009825,2025-01-28 06:56:00,River,Economy,cancelled,3,
DSP-009826,2025-01-28 07:00:00,Central,Economy,completed,11,15
DSP-009827,2025-01-28 07:04:00,South,Economy,completed,8,17
DSP-009828,2025-01-28 07:08:00,River,Economy,completed,9,17
DSP-009829,2025-01-28 07:12:00,North,Priority,completed,2,11
DSP-009830,2025-01-28 07:16:00,Harbor,Economy,completed,11,17
DSP-009831,2025-01-28 07:20:00,Harbor,Priority,completed,9,14
DSP-009832,2025-01-28 07:24:00,South,Economy,completed,6,16
DSP-009833,2025-01-28 07:28:00,West,Economy,completed,6,22
DSP-009834,2025-01-28 07:32:00,Harbor,Economy,completed,6,19
DSP-009835,2025-01-28 07:36:00,South,Economy,cancelled,11,
DSP-009836,2025-01-28 07:40:00,North,Economy,completed,10,19
DSP-009837,2025-01-28 07:44:00,Central,Economy,completed,8,14
DSP-009838,2025-01-28 07:48:00,Harbor,Economy,completed,6,21
DSP-009839,2025-01-28 07:52:00,North,Economy,completed,4,14
DSP-009840,2025-01-28 07:56:00,Harbor,Economy,completed,4,17
DSP-009841,2025-01-28 08:00:00,River,Priority,completed,4,19
DSP-009842,2025-01-28 08:04:00,Central,Economy,completed,10,12
DSP-009843,2025-01-28 08:08:00,South,Economy,completed,7,23
DSP-009844,2025-01-28 08:12:00,South,Economy,completed,8,17
DSP-009845,2025-01-28 08:16:00,River,Priority,completed,7,18
DSP-009846,2025-01-28 08:20:00,West,Economy,completed,7,21
DSP-009847,2025-01-28 08:24:00,Harbor,Economy,completed,3,17
DSP-009848,2025-01-28 08:28:00,North,Priority,cancelled,4,
DSP-009849,2025-01-28 08:32:00,South,Economy,completed,5,16
DSP-009850,2025-01-28 08:36:00,West,Economy,completed,5,25
DSP-009851,2025-01-28 08:40:00,River,Economy,completed,12,19
DSP-009852,2025-01-28 08:44:00,North,Economy,completed,8,14
DSP-009853,2025-01-28 08:48:00,West,Economy,completed,3,26
DSP-009854,2025-01-28 08:52:00,Central,Economy,completed,6,14
DSP-009855,2025-01-28 08:56:00,North,Economy,completed,6,13
DSP-009856,2025-01-28 09:00:00,River,Economy,completed,6,19
DSP-009857,2025-01-28 09:04:00,River,Priority,completed,1,16
DSP-009858,2025-01-28 09:08:00,North,Priority,completed,1,12
DSP-009859,2025-01-28 09:12:00,River,Economy,completed,8,20
DSP-009860,2025-01-28 09:16:00,Harbor,Economy,completed,3,16
DSP-009861,2025-01-28 09:20:00,West,Economy,completed,3,21
DSP-009862,2025-01-28 09:24:00,South,Economy,completed,9,16
DSP-009863,2025-01-28 09:28:00,West,Economy,completed,5,23
DSP-009864,2025-01-28 09:32:00,West,Economy,completed,8,26
DSP-009865,2025-01-28 09:36:00,River,Economy,completed,5,16
DSP-009866,2025-01-28 09:40:00,Harbor,Economy,completed,6,18
DSP-009867,2025-01-28 09:44:00,West,Economy,completed,7,24
DSP-009868,2025-01-28 09:48:00,Central,Priority,completed,3,10
DSP-009869,2025-01-28 09:52:00,North,Priority,completed,9,13
DSP-009870,2025-01-28 09:56:00,Central,Economy,completed,7,16
DSP-009871,2025-01-28 10:00:00,Central,Economy,completed,7,6
DSP-009872,2025-01-28 10:04:00,North,Priority,completed,7,9
DSP-009873,2025-01-28 10:08:00,Harbor,Economy,completed,2,13
DSP-009874,2025-01-28 10:12:00,West,Economy,completed,9,15
DSP-009875,2025-01-28 10:16:00,North,Economy,cancelled,6,
DSP-009876,2025-01-28 10:20:00,Harbor,Priority,completed,3,8
DSP-009877,2025-01-28 10:24:00,Harbor,Priority,completed,1,7
DSP-009878,2025-01-28 10:28:00,South,Economy,completed,9,9
DSP-009879,2025-01-28 10:32:00,North,Priority,completed,5,7
DSP-009880,2025-01-28 10:36:00,North,Priority,completed,8,6
DSP-009881,2025-01-28 10:40:00,Central,Economy,completed,11,10
DSP-009882,2025-01-28 10:44:00,Harbor,Economy,completed,7,13
DSP-009883,2025-01-28 10:48:00,River,Economy,completed,3,17
DSP-009884,2025-01-28 10:52:00,Harbor,Economy,completed,11,15
DSP-009885,2025-01-28 10:56:00,North,Economy,completed,6,8
DSP-009886,2025-01-28 11:00:00,Central,Economy,completed,11,8
DSP-009887,2025-01-28 11:04:00,Central,Economy,completed,12,10
DSP-009888,2025-01-28 11:08:00,Central,Economy,completed,4,10
DSP-009889,2025-01-28 11:12:00,North,Priority,completed,8,9
DSP-009890,2025-01-28 11:16:00,West,Priority,completed,2,13
DSP-009891,2025-01-28 11:20:00,West,Priority,completed,6,11
DSP-009892,2025-01-28 11:24:00,Harbor,Economy,completed,6,10
DSP-009893,2025-01-28 11:28:00,South,Economy,completed,11,12
DSP-009894,2025-01-28 11:32:00,South,Economy,cancelled,8,
DSP-009895,2025-01-28 11:36:00,West,Economy,completed,7,16
DSP-009896,2025-01-28 11:40:00,Harbor,Economy,completed,2,12
DSP-009897,2025-01-28 11:44:00,Harbor,Economy,completed,7,13
DSP-009898,2025-01-28 11:48:00,West,Economy,completed,7,17
DSP-009899,2025-01-28 11:52:00,Central,Economy,completed,11,7
DSP-009900,2025-01-28 11:56:00,Harbor,Economy,completed,6,12
DSP-009901,2025-01-28 12:00:00,South,Economy,completed,3,9
DSP-009902,2025-01-28 12:04:00,North,Priority,completed,9,7
DSP-009903,2025-01-28 12:08:00,Harbor,Economy,completed,10,11
DSP-009904,2025-01-28 12:12:00,South,Economy,completed,9,11
DSP-009905,2025-01-28 12:16:00,West,Priority,completed,1,14
DSP-009906,2025-01-28 12:20:00,North,Economy,completed,4,9
DSP-009907,2025-01-28 12:24:00,Central,Economy,completed,2,7
DSP-009908,2025-01-28 12:28:00,North,Economy,completed,7,13
DSP-009909,2025-01-28 12:32:00,River,Priority,completed,1,12
DSP-009910,2025-01-28 12:36:00,Harbor,Economy,completed,9,12
DSP-009911,2025-01-28 12:40:00,Central,Economy,completed,3,11
DSP-009912,2025-01-28 12:44:00,West,Economy,completed,2,13
DSP-009913,2025-01-28 12:48:00,Harbor,Priority,completed,2,11
DSP-009914,2025-01-28 12:52:00,West,Economy,completed,11,15
DSP-009915,2025-01-28 12:56:00,North,Priority,completed,7,6
DSP-009916,2025-01-28 13:00:00,West,Priority,completed,3,13
DSP-009917,2025-01-28 13:04:00,Central,Economy,cancelled,9,
DSP-009918,2025-01-28 13:08:00,North,Economy,completed,2,10
DSP-009919,2025-01-28 13:12:00,Central,Priority,completed,6,6
DSP-009920,2025-01-28 13:16:00,Harbor,Priority,completed,4,10
DSP-009921,2025-01-28 13:20:00,West,Priority,completed,4,16
DSP-009922,2025-01-28 13:24:00,South,Economy,completed,4,15
DSP-009923,2025-01-28 13:28:00,West,Economy,completed,3,15
DSP-009924,2025-01-28 13:32:00,South,Priority,completed,6,6
DSP-009925,2025-01-28 13:36:00,Harbor,Priority,completed,3,11
DSP-009926,2025-01-28 13:40:00,West,Economy,completed,10,21
DSP-009927,2025-01-28 13:44:00,North,Economy,completed,4,9
DSP-009928,2025-01-28 13:48:00,South,Economy,completed,1,8
DSP-009929,2025-01-28 13:52:00,Central,Economy,completed,6,11
DSP-009930,2025-01-28 13:56:00,North,Economy,completed,1,6
DSP-009931,2025-01-28 14:00:00,North,Economy,completed,6,11
DSP-009932,2025-01-28 14:04:00,West,Priority,completed,4,14
DSP-009933,2025-01-28 14:08:00,Central,Economy,completed,5,7
DSP-009934,2025-01-28 14:12:00,Central,Economy,completed,1,6
DSP-009935,2025-01-28 14:16:00,West,Economy,completed,6,14
DSP-009936,2025-01-28 14:20:00,River,Economy,completed,1,15
DSP-009937,2025-01-28 14:24:00,Central,Economy,completed,9,5
DSP-009938,2025-01-28 14:28:00,Central,Economy,completed,6,7
DSP-009939,2025-01-28 14:32:00,Central,Economy,completed,8,8
DSP-009940,2025-01-28 14:36:00,West,Economy,completed,11,15
DSP-009941,2025-01-28 14:40:00,South,Priority,completed,7,5
DSP-009942,2025-01-28 14:44:00,South,Economy,completed,7,10
DSP-009943,2025-01-28 14:48:00,North,Economy,completed,1,7
DSP-009944,2025-01-28 14:52:00,South,Economy,completed,8,10
DSP-009945,2025-01-28 14:56:00,River,Economy,completed,2,17
DSP-009946,2025-01-28 15:00:00,West,Priority,completed,2,10
DSP-009947,2025-01-28 15:04:00,West,Economy,completed,6,15
DSP-009948,2025-01-28 15:08:00,West,Economy,completed,1,15
DSP-009949,2025-01-28 15:12:00,West,Economy,completed,8,18
DSP-009950,2025-01-28 15:16:00,West,Economy,completed,10,16
DSP-009951,2025-01-28 15:20:00,River,Economy,completed,11,13
DSP-009952,2025-01-28 15:24:00,South,Priority,completed,8,7
DSP-009953,2025-01-28 15:28:00,North,Priority,completed,9,6
DSP-009954,2025-01-28 15:32:00,North,Economy,completed,1,13
DSP-009955,2025-01-28 15:36:00,South,Priority,completed,1,8
DSP-009956,2025-01-28 15:40:00,River,Economy,completed,9,16
DSP-009957,2025-01-28 15:44:00,Harbor,Economy,completed,5,13
DSP-009958,2025-01-28 15:48:00,Central,Economy,completed,9,8
DSP-009959,2025-01-28 15:52:00,Harbor,Economy,completed,8,13
DSP-009960,2025-01-28 15:56:00,West,Economy,completed,7,15
DSP-009961,2025-01-28 16:00:00,Central,Priority,completed,8,11
DSP-009962,2025-01-28 16:04:00,Central,Economy,completed,10,14
DSP-009963,2025-01-28 16:08:00,North,Priority,completed,6,15
DSP-009964,2025-01-28 16:12:00,South,Economy,completed,9,15
DSP-009965,2025-01-28 16:16:00,Central,Economy,completed,12,12
DSP-009966,2025-01-28 16:20:00,North,Priority,completed,5,12
DSP-009967,2025-01-28 16:24:00,Harbor,Economy,completed,6,16
DSP-009968,2025-01-28 16:28:00,Harbor,Priority,completed,1,17
DSP-009969,2025-01-28 16:32:00,Central,Priority,completed,7,12
DSP-009970,2025-01-28 16:36:00,North,Economy,completed,6,19
DSP-009971,2025-01-28 16:40:00,South,Priority,completed,7,10
DSP-009972,2025-01-28 16:44:00,South,Priority,completed,6,17
DSP-009973,2025-01-28 16:48:00,North,Economy,completed,7,17
DSP-009974,2025-01-28 16:52:00,North,Economy,completed,12,15
DSP-009975,2025-01-28 16:56:00,South,Economy,completed,4,16
DSP-009976,2025-01-28 17:00:00,Central,Economy,cancelled,9,
DSP-009977,2025-01-28 17:04:00,Central,Priority,completed,9,12
DSP-009978,2025-01-28 17:08:00,Central,Economy,completed,7,17
DSP-009979,2025-01-28 17:12:00,Central,Economy,completed,6,14
DSP-009980,2025-01-28 17:16:00,River,Priority,completed,9,18
DSP-009981,2025-01-28 17:20:00,West,Economy,completed,10,22
DSP-009982,2025-01-28 17:24:00,North,Economy,completed,7,14
DSP-009983,2025-01-28 17:28:00,Central,Economy,completed,4,12
DSP-009984,2025-01-28 17:32:00,Harbor,Priority,completed,2,17
DSP-009985,2025-01-28 17:36:00,Central,Economy,completed,10,14
DSP-009986,2025-01-28 17:40:00,South,Economy,completed,5,16
DSP-009987,2025-01-28 17:44:00,South,Priority,completed,2,15
DSP-009988,2025-01-28 17:48:00,North,Economy,completed,10,14
DSP-009989,2025-01-28 17:52:00,North,Economy,completed,4,16
DSP-009990,2025-01-28 17:56:00,Central,Economy,completed,2,13
DSP-009991,2025-01-28 18:00:00,West,Economy,completed,6,20
DSP-009992,2025-01-28 18:04:00,Central,Priority,completed,2,11
DSP-009993,2025-01-28 18:08:00,South,Economy,completed,11,14
DSP-009994,2025-01-28 18:12:00,River,Economy,completed,7,18
DSP-009995,2025-01-28 18:16:00,North,Economy,completed,12,18
DSP-009996,2025-01-28 18:20:00,South,Economy,completed,2,13
DSP-009997,2025-01-28 18:24:00,West,Economy,completed,4,25
DSP-009998,2025-01-28 18:28:00,Central,Priority,completed,9,13
DSP-009999,2025-01-28 18:32:00,South,Economy,completed,10,16
DSP-010000,2025-01-28 18:36:00,West,Priority,completed,9,19
DSP-010001,2025-01-28 18:40:00,Central,Economy,completed,7,16
DSP-010002,2025-01-28 18:44:00,West,Economy,completed,9,21
DSP-010003,2025-01-28 18:48:00,South,Economy,completed,8,15
DSP-010004,2025-01-28 18:52:00,South,Priority,completed,8,15
DSP-010005,2025-01-28 18:56:00,Central,Priority,completed,4,11
DSP-010006,2025-01-28 19:00:00,Central,Economy,completed,8,6
DSP-010007,2025-01-28 19:04:00,South,Economy,completed,7,8
DSP-010008,2025-01-28 19:08:00,West,Economy,completed,5,19
DSP-010009,2025-01-28 19:12:00,North,Economy,completed,5,11
DSP-010010,2025-01-28 19:16:00,River,Economy,completed,5,10
DSP-010011,2025-01-28 19:20:00,West,Economy,completed,6,18
DSP-010012,2025-01-28 19:24:00,South,Priority,completed,3,9
DSP-010013,2025-01-28 19:28:00,Central,Economy,completed,11,6
DSP-010014,2025-01-28 19:32:00,Central,Economy,completed,11,8
DSP-010015,2025-01-28 19:36:00,South,Economy,completed,10,7
DSP-010016,2025-01-28 19:40:00,North,Economy,completed,11,9
DSP-010017,2025-01-28 19:44:00,Central,Economy,completed,5,8
DSP-010018,2025-01-28 19:48:00,River,Economy,completed,5,19
DSP-010019,2025-01-28 19:52:00,North,Economy,completed,8,12
DSP-010020,2025-01-28 19:56:00,West,Economy,completed,9,14
DSP-010021,2025-01-28 20:00:00,North,Economy,completed,6,10
DSP-010022,2025-01-28 20:04:00,Harbor,Economy,completed,2,10
DSP-010023,2025-01-28 20:08:00,North,Economy,completed,7,8
DSP-010024,2025-01-28 20:12:00,River,Priority,completed,5,11
DSP-010025,2025-01-28 20:16:00,North,Economy,completed,6,9
DSP-010026,2025-01-28 20:20:00,West,Economy,completed,5,17
DSP-010027,2025-01-28 20:24:00,Harbor,Priority,completed,7,9
DSP-010028,2025-01-28 20:28:00,Central,Economy,completed,10,7
DSP-010029,2025-01-28 20:32:00,Central,Economy,completed,1,10
DSP-010030,2025-01-28 20:36:00,Central,Priority,completed,7,8
DSP-010031,2025-01-28 20:40:00,Central,Priority,completed,7,6
DSP-010032,2025-01-28 20:44:00,Harbor,Economy,completed,11,14
DSP-010033,2025-01-28 20:48:00,River,Economy,completed,4,11
DSP-010034,2025-01-28 20:52:00,Harbor,Priority,completed,2,10
DSP-010035,2025-01-28 20:56:00,River,Economy,completed,3,12
DSP-010036,2025-01-28 21:00:00,North,Economy,completed,6,12
DSP-010037,2025-01-28 21:04:00,South,Economy,completed,6,11
DSP-010038,2025-01-28 21:08:00,Harbor,Priority,completed,3,11
DSP-010039,2025-01-28 21:12:00,Central,Priority,completed,3,3
DSP-010040,2025-01-28 21:16:00,Harbor,Priority,completed,8,8
DSP-010041,2025-01-28 21:20:00,Harbor,Priority,completed,9,8
DSP-010042,2025-01-28 21:24:00,Harbor,Priority,completed,9,7
DSP-010043,2025-01-28 21:28:00,Central,Economy,completed,2,11
DSP-010044,2025-01-28 21:32:00,North,Economy,completed,11,14
DSP-010045,2025-01-28 21:36:00,North,Economy,completed,9,11
DSP-010046,2025-01-28 21:40:00,Central,Economy,cancelled,8,
DSP-010047,2025-01-28 21:44:00,North,Economy,completed,3,8
DSP-010048,2025-01-28 21:48:00,River,Priority,completed,3,10
DSP-010049,2025-01-28 21:52:00,West,Economy,completed,10,15
DSP-010050,2025-01-28 21:56:00,Harbor,Priority,completed,7,11
DSP-010051,2025-01-28 22:00:00,Harbor,Economy,completed,7,16
DSP-010052,2025-01-28 22:04:00,West,Economy,completed,4,14
DSP-010053,2025-01-28 22:08:00,Central,Economy,completed,6,5
DSP-010054,2025-01-28 22:12:00,River,Economy,completed,7,16
DSP-010055,2025-01-28 22:16:00,South,Priority,completed,2,5
DSP-010056,2025-01-28 22:20:00,South,Priority,completed,7,8
DSP-010057,2025-01-28 22:24:00,River,Economy,completed,11,17
DSP-010058,2025-01-28 22:28:00,West,Economy,completed,8,16
DSP-010059,2025-01-28 22:32:00,West,Priority,completed,4,14
DSP-010060,2025-01-28 22:36:00,Harbor,Priority,completed,7,13
DSP-010061,2025-01-28 22:40:00,South,Economy,completed,6,8
DSP-010062,2025-01-28 22:44:00,West,Economy,completed,4,16
DSP-010063,2025-01-28 22:48:00,North,Priority,completed,6,8
DSP-010064,2025-01-28 22:52:00,Harbor,Economy,completed,7,13
DSP-010065,2025-01-28 22:56:00,West,Priority,completed,9,12
DSP-010066,2025-01-28 23:00:00,Central,Economy,completed,6,7
DSP-010067,2025-01-28 23:04:00,North,Economy,completed,3,12
DSP-010068,2025-01-28 23:08:00,South,Economy,completed,10,8
DSP-010069,2025-01-28 23:12:00,North,Economy,completed,7,12
DSP-010070,2025-01-28 23:16:00,North,Economy,completed,11,7
DSP-010071,2025-01-28 23:20:00,River,Economy,completed,4,10
DSP-010072,2025-01-28 23:24:00,North,Economy,completed,4,9
DSP-010073,2025-01-28 23:28:00,North,Economy,completed,5,10
DSP-010074,2025-01-28 23:32:00,South,Economy,completed,11,9
DSP-010075,2025-01-28 23:36:00,South,Economy,completed,10,12
DSP-010076,2025-01-28 23:40:00,North,Economy,completed,4,10
DSP-010077,2025-01-28 23:44:00,North,Economy,completed,12,9
DSP-010078,2025-01-28 23:48:00,River,Economy,completed,5,12
DSP-010079,2025-01-28 23:52:00,South,Economy,completed,4,12
DSP-010080,2025-01-28 23:56:00,North,Economy,completed,6,12
DSP-010081,2025-01-29 00:00:00,Harbor,Economy,completed,7,12
DSP-010082,2025-01-29 00:04:00,West,Economy,completed,5,17
DSP-010083,2025-01-29 00:08:00,North,Economy,completed,4,9
DSP-010084,2025-01-29 00:12:00,South,Economy,completed,10,14
DSP-010085,2025-01-29 00:16:00,Central,Economy,completed,9,7
DSP-010086,2025-01-29 00:20:00,Central,Economy,completed,6,8
DSP-010087,2025-01-29 00:24:00,North,Economy,completed,7,8
DSP-010088,2025-01-29 00:28:00,South,Economy,completed,5,10
DSP-010089,2025-01-29 00:32:00,Central,Economy,completed,7,7
DSP-010090,2025-01-29 00:36:00,North,Economy,completed,7,10
DSP-010091,2025-01-29 00:40:00,Harbor,Priority,completed,7,7
DSP-010092,2025-01-29 00:44:00,River,Economy,completed,12,16
DSP-010093,2025-01-29 00:48:00,Central,Economy,completed,1,8
DSP-010094,2025-01-29 00:52:00,Central,Economy,completed,8,6
DSP-010095,2025-01-29 00:56:00,West,Economy,completed,6,13
DSP-010096,2025-01-29 01:00:00,North,Economy,completed,4,11
DSP-010097,2025-01-29 01:04:00,West,Economy,completed,9,13
DSP-010098,2025-01-29 01:08:00,Central,Economy,completed,7,6
DSP-010099,2025-01-29 01:12:00,North,Economy,completed,5,12
DSP-010100,2025-01-29 01:16:00,River,Economy,completed,10,13
DSP-010101,2025-01-29 01:20:00,North,Economy,completed,6,10
DSP-010102,2025-01-29 01:24:00,West,Priority,completed,7,19
DSP-010103,2025-01-29 01:28:00,West,Economy,completed,6,17
DSP-010104,2025-01-29 01:32:00,Central,Priority,completed,5,4
DSP-010105,2025-01-29 01:36:00,River,Economy,completed,5,18
DSP-010106,2025-01-29 01:40:00,North,Economy,completed,10,10
DSP-010107,2025-01-29 01:44:00,South,Economy,completed,2,8
DSP-010108,2025-01-29 01:48:00,Harbor,Priority,completed,9,9
DSP-010109,2025-01-29 01:52:00,River,Economy,completed,9,18
DSP-010110,2025-01-29 01:56:00,River,Priority,completed,2,12
DSP-010111,2025-01-29 02:00:00,Harbor,Priority,completed,5,11
DSP-010112,2025-01-29 02:04:00,North,Economy,completed,9,9
DSP-010113,2025-01-29 02:08:00,Central,Economy,completed,5,9
DSP-010114,2025-01-29 02:12:00,North,Economy,completed,9,9
DSP-010115,2025-01-29 02:16:00,South,Economy,completed,8,11
DSP-010116,2025-01-29 02:20:00,Central,Economy,completed,8,10
DSP-010117,2025-01-29 02:24:00,South,Priority,completed,3,5
DSP-010118,2025-01-29 02:28:00,North,Economy,completed,7,11
DSP-010119,2025-01-29 02:32:00,South,Economy,completed,6,7
DSP-010120,2025-01-29 02:36:00,River,Economy,completed,3,12
DSP-010121,2025-01-29 02:40:00,Central,Economy,completed,10,7
DSP-010122,2025-01-29 02:44:00,North,Economy,completed,6,8
DSP-010123,2025-01-29 02:48:00,South,Economy,completed,1,12
DSP-010124,2025-01-29 02:52:00,West,Economy,completed,3,17
DSP-010125,2025-01-29 02:56:00,Central,Economy,completed,9,6
DSP-010126,2025-01-29 03:00:00,South,Economy,completed,8,8
DSP-010127,2025-01-29 03:04:00,West,Economy,cancelled,9,
DSP-010128,2025-01-29 03:08:00,North,Economy,completed,7,11
DSP-010129,2025-01-29 03:12:00,Central,Economy,completed,6,5
DSP-010130,2025-01-29 03:16:00,River,Priority,completed,7,9
DSP-010131,2025-01-29 03:20:00,South,Priority,completed,1,7
DSP-010132,2025-01-29 03:24:00,River,Economy,completed,8,11
DSP-010133,2025-01-29 03:28:00,Central,Economy,cancelled,3,
DSP-010134,2025-01-29 03:32:00,Harbor,Economy,completed,7,11
DSP-010135,2025-01-29 03:36:00,North,Priority,completed,8,10
DSP-010136,2025-01-29 03:40:00,Central,Economy,completed,5,10
DSP-010137,2025-01-29 03:44:00,North,Priority,completed,2,8
DSP-010138,2025-01-29 03:48:00,West,Economy,completed,5,19
DSP-010139,2025-01-29 03:52:00,South,Economy,completed,9,10
DSP-010140,2025-01-29 03:56:00,Central,Economy,completed,9,8
DSP-010141,2025-01-29 04:00:00,North,Priority,completed,4,5
DSP-010142,2025-01-29 04:04:00,South,Priority,completed,8,4
DSP-010143,2025-01-29 04:08:00,Central,Priority,completed,7,9
DSP-010144,2025-01-29 04:12:00,Central,Economy,completed,11,8
DSP-010145,2025-01-29 04:16:00,North,Economy,completed,3,9
DSP-010146,2025-01-29 04:20:00,North,Economy,completed,4,9
DSP-010147,2025-01-29 04:24:00,Harbor,Economy,completed,10,15
DSP-010148,2025-01-29 04:28:00,South,Economy,completed,4,8
DSP-010149,2025-01-29 04:32:00,North,Priority,completed,4,9
DSP-010150,2025-01-29 04:36:00,South,Economy,completed,5,12
DSP-010151,2025-01-29 04:40:00,South,Economy,completed,10,6
DSP-010152,2025-01-29 04:44:00,West,Economy,completed,9,16
DSP-010153,2025-01-29 04:48:00,West,Economy,completed,9,18
DSP-010154,2025-01-29 04:52:00,West,Economy,completed,9,14
DSP-010155,2025-01-29 04:56:00,North,Priority,completed,3,10
DSP-010156,2025-01-29 05:00:00,Central,Economy,completed,11,8
DSP-010157,2025-01-29 05:04:00,North,Economy,completed,9,11
DSP-010158,2025-01-29 05:08:00,South,Priority,completed,8,7
DSP-010159,2025-01-29 05:12:00,Harbor,Economy,completed,12,12
DSP-010160,2025-01-29 05:16:00,South,Priority,completed,9,8
DSP-010161,2025-01-29 05:20:00,Central,Priority,completed,5,9
DSP-010162,2025-01-29 05:24:00,Central,Priority,completed,1,9
DSP-010163,2025-01-29 05:28:00,Central,Economy,completed,10,8
DSP-010164,2025-01-29 05:32:00,South,Economy,completed,4,10
DSP-010165,2025-01-29 05:36:00,North,Economy,completed,7,11
DSP-010166,2025-01-29 05:40:00,North,Economy,completed,7,9
DSP-010167,2025-01-29 05:44:00,West,Economy,completed,7,16
DSP-010168,2025-01-29 05:48:00,South,Economy,completed,2,11
DSP-010169,2025-01-29 05:52:00,River,Economy,completed,3,14
DSP-010170,2025-01-29 05:56:00,Harbor,Priority,completed,3,13
DSP-010171,2025-01-29 06:00:00,River,Economy,completed,2,11
DSP-010172,2025-01-29 06:04:00,South,Economy,completed,7,6
DSP-010173,2025-01-29 06:08:00,Central,Priority,completed,8,4
DSP-010174,2025-01-29 06:12:00,Harbor,Economy,completed,4,15
DSP-010175,2025-01-29 06:16:00,North,Priority,completed,2,10
DSP-010176,2025-01-29 06:20:00,Central,Economy,completed,2,8
DSP-010177,2025-01-29 06:24:00,West,Economy,completed,8,20
DSP-010178,2025-01-29 06:28:00,North,Economy,completed,6,8
DSP-010179,2025-01-29 06:32:00,Harbor,Economy,completed,5,12
DSP-010180,2025-01-29 06:36:00,Central,Priority,completed,3,6
DSP-010181,2025-01-29 06:40:00,Central,Economy,completed,8,7
DSP-010182,2025-01-29 06:44:00,West,Economy,completed,7,17
DSP-010183,2025-01-29 06:48:00,North,Economy,completed,11,13
DSP-010184,2025-01-29 06:52:00,North,Economy,completed,5,8
DSP-010185,2025-01-29 06:56:00,South,Economy,completed,1,8
DSP-010186,2025-01-29 07:00:00,Harbor,Economy,completed,3,16
DSP-010187,2025-01-29 07:04:00,West,Economy,completed,11,24
DSP-010188,2025-01-29 07:08:00,South,Economy,completed,4,15
DSP-010189,2025-01-29 07:12:00,West,Priority,completed,4,21
DSP-010190,2025-01-29 07:16:00,Central,Economy,completed,12,13
DSP-010191,2025-01-29 07:20:00,Harbor,Economy,completed,5,18
DSP-010192,2025-01-29 07:24:00,Central,Economy,completed,1,16
DSP-010193,2025-01-29 07:28:00,South,Priority,completed,7,12
DSP-010194,2025-01-29 07:32:00,South,Economy,completed,10,17
DSP-010195,2025-01-29 07:36:00,Harbor,Economy,completed,6,15
DSP-010196,2025-01-29 07:40:00,South,Economy,completed,10,16
DSP-010197,2025-01-29 07:44:00,Harbor,Priority,cancelled,5,
DSP-010198,2025-01-29 07:48:00,North,Economy,completed,10,15
DSP-010199,2025-01-29 07:52:00,Central,Economy,completed,10,14
DSP-010200,2025-01-29 07:56:00,River,Priority,completed,1,19
DSP-010201,2025-01-29 08:00:00,North,Economy,completed,5,13
DSP-010202,2025-01-29 08:04:00,West,Priority,completed,3,18
DSP-010203,2025-01-29 08:08:00,North,Economy,completed,8,20
DSP-010204,2025-01-29 08:12:00,South,Economy,completed,9,16
DSP-010205,2025-01-29 08:16:00,South,Priority,completed,6,15
DSP-010206,2025-01-29 08:20:00,South,Economy,completed,9,13
DSP-010207,2025-01-29 08:24:00,South,Economy,completed,8,19
DSP-010208,2025-01-29 08:28:00,Harbor,Priority,completed,8,15
