reading_id,outside_temp_c,solar_w_m2,inside_temp_c,inside_humidity_pct,heater_pct,vent_pct,mister_pct,temp_30min_c,humidity_30min_pct
GH-0330,17.1,251.4,28.9,55.0,0.0,94.0,4.6,22.2,46.8
GH-0331,11.5,0.0,24.7,59.7,0.0,9.4,0.0,23.4,59.5
GH-0332,16.2,69.8,19.7,53.8,19.3,0.0,3.4,19.9,55.4
GH-0333,11.8,11.7,24.0,55.8,0.0,15.6,6.6,22.4,58.6
GH-0334,25.5,841.0,30.9,39.6,0.0,81.5,34.8,18.7,40.5
GH-0335,21.8,823.3,28.6,37.8,0.0,45.7,57.4,22.6,47.8
GH-0336,12.2,58.0,21.8,55.6,0.0,0.0,4.2,22.0,58.9
GH-0337,12.3,36.4,22.4,54.3,0.0,0.0,21.7,21.8,58.9
GH-0338,21.2,669.3,29.8,38.9,0.0,64.6,60.2,22.1,46.5
GH-0339,19.3,635.9,27.8,44.4,0.0,49.2,47.4,22.1,51.4
GH-0340,13.9,81.5,22.7,59.0,0.0,0.0,10.7,22.3,62.8
GH-0341,12.7,114.6,25.9,56.3,0.0,37.2,0.0,22.6,53.1
GH-0342,20.5,856.7,29.1,40.2,0.0,58.6,33.7,20.4,47.1
GH-0343,10.8,0.0,22.4,71.8,0.0,41.8,0.0,20.8,66.0
GH-0344,25.4,728.4,27.0,42.4,0.0,40.8,41.3,22.5,44.1
GH-0345,23.5,610.4,28.6,46.2,0.0,44.2,39.1,24.1,47.9
GH-0346,17.8,31.7,24.9,54.8,0.0,39.5,0.0,23.2,52.7
GH-0347,12.7,0.0,24.9,62.2,0.0,47.1,0.0,22.6,57.2
GH-0348,22.3,759.7,30.2,40.8,0.0,70.4,52.8,21.2,42.4
GH-0349,9.8,58.2,19.3,61.1,33.3,0.0,0.0,19.5,62.1
GH-0350,9.6,5.2,22.9,57.0,0.0,22.1,0.0,20.3,54.3
GH-0351,12.4,13.4,21.2,57.9,0.0,0.0,2.4,19.8,59.6
GH-0352,16.0,0.0,26.3,57.0,0.0,62.1,0.0,24.5,49.2
GH-0353,18.3,454.3,27.1,52.1,0.0,51.5,20.9,22.2,55.1
GH-0354,17.5,375.4,27.9,34.2,0.0,32.6,72.1,25.0,45.7
GH-0355,13.9,28.9,19.3,61.3,52.9,0.0,0.6,20.8,61.7
GH-0356,20.6,735.9,26.4,52.1,0.0,39.9,15.4,20.9,50.7
GH-0357,8.9,59.9,22.1,54.4,0.0,0.0,7.8,19.9,58.9
GH-0358,11.3,0.0,21.6,52.5,0.0,0.0,9.7,21.4,48.9
GH-0359,19.0,615.0,28.9,49.3,0.0,59.9,9.2,22.8,52.1
GH-0360,15.8,462.8,24.7,49.2,0.0,14.5,27.2,24.2,53.1
GH-0361,12.2,0.0,22.7,52.4,0.0,1.5,20.3,21.8,54.3
GH-0362,13.1,0.0,21.8,58.2,0.0,6.2,9.5,22.6,59.5
GH-0363,24.0,530.2,29.5,45.6,0.0,65.5,49.9,23.8,51.3
GH-0364,10.9,12.3,21.6,62.6,13.1,0.0,0.0,21.5,61.5
GH-0365,11.1,0.0,25.2,52.3,0.0,51.0,11.6,23.2,50.6
GH-0366,20.7,757.1,28.2,46.5,0.0,56.0,22.1,21.0,48.5
GH-0367,15.8,145.4,28.0,42.2,0.0,70.4,26.7,23.6,45.5
GH-0368,13.7,42.2,22.0,57.4,0.0,0.0,0.0,20.8,59.3
GH-0369,11.9,59.6,18.1,64.1,50.8,0.0,0.0,18.5,63.6
GH-0370,13.2,0.0,22.9,61.9,0.0,21.4,0.0,21.1,61.4
GH-0371,18.3,389.6,26.5,49.7,0.0,29.3,14.4,23.5,54.4
GH-0372,20.9,677.7,32.8,37.8,0.0,100.0,50.8,19.8,42.7
GH-0373,11.4,0.0,23.9,60.3,0.0,33.9,0.0,21.9,54.3
GH-0374,24.0,686.1,29.7,48.7,0.0,66.8,17.5,21.4,47.3
GH-0375,12.3,62.6,22.2,62.4,1.6,13.7,0.0,20.8,62.7
GH-0376,12.5,0.0,19.2,59.2,34.7,0.0,0.0,19.5,59.9
GH-0377,13.7,0.0,23.6,53.4,0.0,8.3,0.0,22.5,53.6
GH-0378,11.2,0.0,21.6,62.7,0.0,0.0,0.0,20.5,62.8
GH-0379,14.1,0.0,20.6,61.4,17.0,0.0,0.0,21.0,61.4
GH-0380,13.8,311.5,29.9,43.5,0.0,100.0,36.7,21.9,44.6
GH-0381,25.0,781.5,28.4,30.2,0.0,48.2,90.5,22.0,43.3
GH-0382,12.1,0.0,24.9,45.7,0.0,15.2,32.6,23.3,50.5
GH-0383,16.3,210.9,25.2,57.5,0.0,38.3,0.0,22.7,55.9
GH-0384,12.8,0.0,25.6,61.2,0.0,43.8,0.0,23.1,59.5
GH-0385,17.4,587.3,27.4,54.5,0.0,63.8,0.0,19.2,50.4
GH-0386,14.4,0.0,21.1,67.2,10.1,0.0,0.0,21.3,69.8
GH-0387,18.1,413.7,27.3,48.3,0.0,64.0,29.5,21.5,50.7
GH-0388,24.6,791.1,31.5,41.4,0.0,95.5,62.3,17.8,46.4
GH-0389,14.7,0.0,21.9,55.0,0.0,0.0,0.0,21.6,53.8
GH-0390,24.3,724.0,31.0,39.6,0.0,77.1,46.9,21.6,43.6
GH-0391,13.3,0.0,20.5,59.0,14.1,0.0,0.0,19.4,59.1
GH-0392,13.1,84.4,22.3,53.6,0.0,0.0,24.2,21.4,57.1
GH-0393,16.0,89.5,22.6,59.2,0.0,0.0,0.3,21.0,59.8
GH-0394,13.1,0.0,25.7,53.3,0.0,43.1,10.8,22.7,50.3
GH-0395,14.9,0.0,22.7,51.3,0.0,0.0,18.9,22.1,55.4
GH-0396,23.2,812.7,30.0,35.7,0.0,54.7,77.1,22.2,48.1
GH-0397,10.9,0.0,22.4,59.9,0.0,12.6,0.0,21.0,60.6
GH-0398,11.7,372.9,26.3,46.8,0.0,36.3,32.6,22.3,51.8
GH-0399,18.4,453.6,28.3,47.6,0.0,68.1,20.4,21.5,43.5
GH-0400,10.9,121.8,21.7,60.6,0.0,0.0,0.0,20.8,63.9
GH-0401,12.9,62.0,22.5,65.2,0.0,14.9,0.0,21.0,65.5
GH-0402,15.0,57.4,25.2,54.4,0.0,16.9,14.7,23.1,58.3
GH-0403,16.6,0.0,25.7,52.3,0.0,35.5,20.2,24.8,54.1
GH-0404,8.1,17.1,21.6,59.1,14.1,0.0,0.0,20.7,56.7
GH-0405,10.0,22.6,19.4,61.0,36.7,0.0,0.0,19.8,60.3
GH-0406,16.6,48.0,23.7,50.8,0.0,6.6,27.5,23.1,54.8
GH-0407,24.4,610.1,32.9,40.1,0.0,94.6,61.1,21.6,45.3
GH-0408,21.3,833.3,31.6,49.9,0.0,99.9,18.6,16.8,46.9
GH-0409,12.9,79.4,22.7,67.7,2.7,23.7,0.0,20.9,63.5
GH-0410,24.2,873.6,30.5,45.5,0.0,79.4,40.1,18.6,47.2
GH-0411,18.7,813.1,29.2,37.8,0.0,53.9,73.0,21.6,47.6
GH-0412,20.1,469.8,30.0,45.7,0.0,95.4,19.5,20.3,43.9
GH-0413,14.9,0.0,26.3,57.0,0.0,41.5,3.1,25.2,55.6
GH-0414,15.7,74.2,21.7,65.3,0.1,0.0,0.0,22.3,64.1
GH-0415,13.3,28.7,24.2,54.5,0.0,11.0,1.0,22.8,52.4
GH-0416,16.0,0.0,23.8,61.8,0.0,27.3,0.0,21.3,58.0
GH-0417,24.7,862.6,30.8,40.9,0.0,73.1,42.8,20.0,44.6
GH-0418,16.2,405.2,26.5,54.6,0.0,64.8,12.8,20.6,50.0
GH-0419,19.2,687.2,28.5,44.3,0.0,60.4,45.4,21.3,52.6
GH-0420,10.6,0.0,22.1,55.5,0.0,0.0,6.7,21.2,57.3
GH-0421,14.0,63.7,19.6,63.3,49.9,0.0,0.0,21.4,61.8
GH-0422,13.0,8.5,22.7,62.4,0.0,0.0,0.0,22.1,61.0
GH-0423,8.3,0.0,20.9,64.2,19.2,2.6,0.0,20.6,62.7
GH-0424,12.9,12.7,22.2,61.1,0.0,0.0,0.0,22.0,59.1
GH-0425,11.3,0.0,18.6,59.7,47.2,0.0,0.0,19.9,58.3
GH-0426,16.2,0.0,25.1,61.1,0.0,60.5,0.0,22.7,57.3
GH-0427,13.5,0.0,24.1,43.6,0.0,21.3,41.0,22.5,49.8
GH-0428,25.5,877.3,33.4,37.7,0.0,100.0,57.1,17.2,42.4
GH-0429,22.5,812.7,27.7,46.9,0.0,68.1,31.4,18.8,49.3
GH-0430,18.8,233.1,26.6,55.5,0.0,55.5,9.7,22.4,57.6
GH-0431,14.2,0.0,21.9,57.7,0.0,0.0,0.0,20.8,55.2
GH-0432,24.1,839.4,31.7,35.7,0.0,98.4,55.7,17.4,37.9
GH-0433,9.9,31.0,23.9,56.8,0.0,17.5,10.3,22.5,61.0
GH-0434,21.3,461.4,28.6,42.9,0.0,71.3,34.5,21.7,42.8
GH-0435,15.0,45.8,23.6,53.6,0.0,22.3,15.2,21.9,57.5
GH-0436,14.2,0.0,23.5,60.8,0.0,21.1,0.0,21.7,59.5
GH-0437,12.1,0.0,22.0,56.4,0.0,3.7,1.7,21.2,62.1
GH-0438,15.5,369.0,27.3,44.7,0.0,48.9,33.7,23.4,48.2
GH-0439,13.1,19.9,25.2,57.0,0.0,40.8,15.7,23.1,56.8
GH-0440,20.2,562.7,28.4,44.5,0.0,69.5,46.1,20.5,51.2
GH-0441,23.8,891.1,32.0,40.2,0.0,97.0,41.8,17.0,44.2
GH-0442,11.8,0.0,19.5,64.6,19.9,0.0,0.0,19.3,65.6
GH-0443,12.9,0.0,21.6,63.6,1.8,0.0,0.0,20.8,65.1
GH-0444,16.6,0.0,27.2,57.8,0.0,79.6,0.0,24.5,52.8
GH-0445,11.2,0.0,21.6,57.6,0.0,0.0,3.5,20.4,59.7
GH-0446,13.5,24.4,22.4,58.3,0.0,12.1,0.0,21.3,55.3
GH-0447,24.9,690.1,33.3,38.9,0.0,100.0,52.9,20.4,41.4
GH-0448,15.3,0.0,20.4,68.3,0.1,0.0,0.0,20.1,67.1
GH-0449,10.5,0.0,20.7,50.8,5.4,0.0,8.3,19.9,54.3
GH-0450,9.8,0.0,22.0,59.3,0.0,0.0,0.0,20.3,62.3
GH-0451,21.5,733.4,28.0,44.8,0.0,62.8,27.8,20.4,49.9
GH-0452,10.4,0.0,19.7,55.5,30.5,0.0,0.0,20.5,57.1
GH-0453,17.9,240.2,27.3,56.1,0.0,67.5,0.3,22.7,50.4
GH-0454,9.8,0.0,20.0,49.7,29.8,0.0,16.3,20.3,53.1
GH-0455,14.7,0.0,22.5,55.4,0.0,17.3,5.6,21.9,54.0
GH-0456,14.3,0.0,26.3,59.4,0.0,42.4,0.0,23.8,52.1
GH-0457,16.4,3.3,27.2,55.4,0.0,64.9,0.0,25.1,48.8
GH-0458,12.3,0.0,24.6,49.2,0.0,11.1,14.2,23.5,51.6
GH-0459,12.3,8.4,24.6,51.7,0.0,25.6,8.3,23.3,49.2
GH-0460,15.8,5.6,23.4,60.1,0.0,8.1,0.0,21.8,55.8
GH-0461,20.6,749.5,30.3,38.2,0.0,69.9,53.9,20.4,48.0
GH-0462,13.7,46.0,21.8,62.7,0.0,9.3,0.0,20.9,61.2
GH-0463,13.6,0.0,19.6,54.1,32.0,0.0,0.4,20.6,54.0
GH-0464,15.9,154.1,26.6,52.9,0.0,47.8,0.0,23.9,48.3
GH-0465,20.8,804.3,28.4,44.8,0.0,63.8,47.4,19.4,47.8
GH-0466,10.0,21.0,19.6,66.7,34.8,0.0,0.0,19.8,63.1
GH-0467,10.2,0.0,25.1,57.0,0.0,37.8,0.0,23.0,53.6
GH-0468,12.3,5.8,20.6,66.8,0.0,0.0,0.0,20.3,64.5
GH-0469,12.6,0.0,21.7,50.2,0.0,0.0,13.0,20.9,57.3
GH-0470,18.8,73.8,25.2,64.1,0.0,42.4,0.0,23.5,60.1
GH-0471,20.0,663.9,28.4,39.6,0.0,25.4,31.2,24.2,46.1
GH-0472,18.9,283.8,24.7,48.0,0.0,15.8,18.7,23.8,52.0
GH-0473,21.4,700.8,27.7,46.8,0.0,62.7,53.1,19.2,52.1
GH-0474,12.8,0.0,23.1,61.8,0.0,25.7,0.0,21.4,62.8
GH-0475,13.1,0.0,25.4,51.2,0.0,25.6,20.7,23.2,51.6
GH-0476,15.0,60.9,21.2,61.1,5.8,0.0,0.0,20.6,63.4
GH-0477,12.2,51.7,20.5,55.9,21.9,0.0,0.0,21.1,57.1
GH-0478,9.1,0.0,22.0,55.7,1.2,0.0,8.3,20.8,59.5
GH-0479,17.9,113.4,26.8,56.6,0.0,73.2,0.0,23.3,55.6
GH-0480,17.8,414.1,29.0,48.9,0.0,91.4,13.9,20.6,44.7
GH-0481,12.2,0.0,21.5,56.5,10.8,0.0,9.0,22.0,61.3
GH-0482,24.1,794.2,31.2,38.2,0.0,98.3,46.5,16.8,41.5
GH-0483,14.3,0.0,25.7,55.5,0.0,50.1,3.9,22.8,52.3
GH-0484,13.4,0.0,20.0,65.6,35.9,0.0,0.0,21.1,66.7
GH-0485,13.3,66.7,23.1,59.9,0.0,6.7,0.0,22.4,60.9
GH-0486,20.5,650.7,28.5,42.8,0.0,58.6,35.1,21.5,44.9
GH-0487,10.8,173.3,21.6,58.3,8.9,9.4,0.0,21.2,58.7
GH-0488,15.7,42.6,24.6,56.5,0.0,23.9,3.2,23.4,57.3
GH-0489,19.4,789.3,27.9,43.3,0.0,50.2,50.2,22.4,46.9
GH-0490,13.5,54.0,22.8,63.0,0.0,0.3,0.0,22.3,63.3
GH-0491,13.3,0.0,21.2,55.8,0.0,0.0,3.9,21.5,55.4
GH-0492,11.7,0.0,23.8,59.9,0.0,46.0,0.0,21.4,56.8
GH-0493,19.9,537.1,26.0,46.4,0.0,39.8,14.7,21.9,47.9
GH-0494,23.3,631.4,30.1,45.3,0.0,81.3,39.1,20.3,48.5
GH-0495,20.2,531.4,28.9,41.4,0.0,46.7,54.0,23.6,47.2
GH-0496,16.8,0.0,22.6,63.4,0.0,16.3,0.0,22.2,60.0
GH-0497,14.5,125.8,22.3,51.3,0.0,0.0,29.8,21.9,60.6
GH-0498,13.6,46.4,20.9,52.5,8.7,0.0,3.3,20.5,55.1
GH-0499,17.0,79.1,25.5,53.4,0.0,30.1,25.1,23.6,55.0
GH-0500,23.0,554.9,26.8,53.7,0.0,53.5,15.9,21.7,50.1
GH-0501,18.6,730.8,30.7,45.8,0.0,97.5,37.3,17.3,46.7
GH-0502,14.9,332.9,23.1,49.6,0.0,7.1,27.7,23.1,55.4
GH-0503,25.1,842.8,31.6,39.3,0.0,100.0,47.9,16.7,43.9
GH-0504,11.8,0.0,22.5,60.0,0.0,0.0,0.0,23.0,63.0
GH-0505,13.7,164.7,24.5,57.8,0.0,42.9,0.0,22.5,56.5
GH-0506,12.9,0.0,23.3,63.4,0.0,41.9,0.0,22.0,59.4
GH-0507,5.6,24.1,21.5,46.7,0.0,0.0,43.4,20.5,55.7
GH-0508,11.4,95.6,25.4,52.4,0.0,32.7,14.7,23.1,52.9
GH-0509,10.7,0.0,24.7,55.5,0.0,8.9,0.0,23.1,57.2
GH-0510,12.2,13.2,20.7,56.6,0.0,0.0,0.2,19.1,58.7
GH-0511,19.3,788.7,28.9,41.7,0.0,80.0,41.1,18.4,43.4
GH-0512,13.7,16.1,23.1,61.4,0.0,8.0,0.0,21.9,62.9
GH-0513,15.9,33.9,22.5,54.6,0.0,0.0,14.3,21.8,60.0
GH-0514,13.0,137.5,24.2,57.6,0.0,20.4,3.3,23.2,57.8
GH-0515,9.0,0.0,19.6,53.9,18.9,0.0,18.2,19.2,60.1
GH-0516,12.6,0.0,21.3,66.1,0.0,19.9,0.0,20.6,62.3
GH-0517,21.3,764.0,28.8,30.0,0.0,13.8,76.3,28.3,42.8
GH-0518,14.8,0.0,22.3,62.1,0.0,4.3,0.0,21.7,62.9
GH-0519,16.4,40.6,26.1,51.9,0.0,24.6,24.8,25.3,56.8
GH-0520,19.2,832.0,27.9,38.9,0.0,25.9,56.3,25.7,47.4
GH-0521,12.9,28.2,23.2,56.6,0.0,11.9,7.2,21.8,57.5
GH-0522,18.9,461.2,27.9,49.6,0.0,82.9,0.0,20.4,44.5
GH-0523,13.4,0.0,21.6,56.8,0.0,0.0,0.0,21.0,58.2
GH-0524,19.2,598.4,25.2,47.9,0.0,25.7,27.7,23.2,51.1
GH-0525,19.9,472.5,27.7,47.7,0.0,84.0,3.6,19.0,45.7
GH-0526,12.6,3.5,24.1,52.9,0.0,28.0,20.3,21.5,55.4
GH-0527,13.1,0.0,19.7,57.5,34.6,0.0,0.3,19.2,58.2
GH-0528,10.4,24.4,23.9,51.5,0.0,7.3,26.1,22.4,59.4
GH-0529,19.1,401.1,28.0,48.6,0.0,69.1,30.8,22.3,51.2
GH-0530,15.2,0.0,22.9,49.8,0.0,0.0,19.1,21.2,60.1
GH-0531,21.5,772.9,33.5,39.0,0.0,100.0,42.8,19.1,42.7
GH-0532,12.9,0.0,21.7,60.6,0.0,0.0,0.0,20.5,59.7
GH-0533,9.2,31.8,19.5,61.8,26.2,0.0,0.0,19.6,60.6
GH-0534,9.5,42.4,18.8,61.9,40.5,0.0,0.0,19.3,59.9
GH-0535,21.0,801.2,30.3,38.0,0.0,88.6,50.4,17.6,40.6
GH-0536,12.7,0.0,23.0,44.3,0.0,0.0,48.4,22.6,57.0
GH-0537,9.6,5.2,23.9,52.3,0.0,33.8,18.8,21.4,54.3
GH-0538,19.5,803.9,31.5,42.2,0.0,75.6,52.6,20.5,44.3
GH-0539,15.9,35.7,23.2,58.0,0.0,2.8,0.0,22.8,57.3
GH-0540,13.7,0.0,22.3,59.7,0.0,0.0,0.0,21.3,61.2
GH-0541,15.1,0.0,20.6,55.9,14.9,0.0,0.0,20.2,59.6
GH-0542,13.3,82.9,22.2,57.6,0.0,16.1,0.0,20.3,56.9
GH-0543,23.4,732.6,27.2,44.4,0.0,40.7,31.7,23.2,49.7
GH-0544,14.3,59.3,23.4,54.8,0.0,0.1,3.5,23.1,56.9
GH-0545,14.3,0.0,22.5,62.3,0.0,22.9,0.0,21.1,58.4
GH-0546,13.3,0.0,21.8,51.8,0.9,0.0,20.8,20.4,56.0
GH-0547,12.7,36.3,19.9,69.2,9.5,0.0,0.0,19.9,67.6
GH-0548,20.6,743.5,31.0,35.4,0.0,55.0,76.8,23.8,43.6
GH-0549,17.3,31.9,24.9,54.9,0.0,35.8,0.0,23.6,52.5
GH-0550,11.8,0.0,21.8,60.5,7.7,0.0,0.0,21.4,60.1
GH-0551,9.4,0.0,27.9,57.6,0.0,81.0,0.0,24.8,55.8
GH-0552,22.1,776.3,30.2,37.8,0.0,85.1,58.8,18.6,43.1
GH-0553,19.2,778.1,26.8,51.5,0.0,60.1,11.2,19.5,51.2
GH-0554,20.3,454.2,30.6,49.2,0.0,82.6,27.2,21.7,49.7
GH-0555,11.2,13.7,23.2,48.3,0.0,0.0,30.8,22.0,52.6
GH-0556,12.9,0.0,22.6,69.7,0.0,14.3,0.0,21.9,66.7
GH-0557,14.9,279.1,23.5,57.1,0.0,23.2,3.5,21.4,58.0
GH-0558,6.7,0.0,20.2,62.8,8.1,0.0,0.0,19.9,62.4
GH-0559,17.4,288.0,22.4,57.1,1.0,0.0,0.0,23.7,61.4
GH-0560,22.6,844.9,29.3,37.6,0.0,54.2,58.4,21.8,45.6
GH-0561,14.3,0.0,23.1,53.8,0.0,9.1,31.6,22.0,59.6
GH-0562,19.9,153.3,27.5,58.7,0.0,71.1,7.4,24.0,54.3
GH-0563,15.7,313.5,23.7,54.3,0.0,30.4,0.0,21.8,56.5
GH-0564,12.5,0.0,24.1,60.7,0.0,32.8,0.0,22.9,57.7
GH-0565,22.6,586.7,28.5,45.6,0.0,68.3,38.6,20.7,47.9
GH-0566,24.3,621.5,27.0,31.4,0.0,1.3,79.9,27.5,49.3
GH-0567,23.9,649.5,30.3,40.1,0.0,85.9,53.8,19.8,44.6
GH-0568,14.1,254.1,23.0,55.8,0.0,0.0,0.0,22.5,57.4
GH-0569,11.4,0.1,22.4,62.3,0.0,16.6,0.0,21.8,62.5
GH-0570,10.3,9.9,24.4,60.2,0.0,51.9,0.0,21.3,54.3
GH-0571,14.6,22.2,25.8,51.4,0.0,39.3,13.1,23.9,52.6
GH-0572,22.9,822.6,32.8,41.3,0.0,100.0,61.8,17.4,43.6
GH-0573,15.6,31.6,26.5,52.2,0.0,34.8,15.9,24.4,54.1
GH-0574,22.2,871.3,29.2,36.7,0.0,62.9,60.1,20.2,44.1
GH-0575,11.3,38.0,27.7,55.7,0.0,77.6,8.4,24.2,51.2
GH-0576,14.8,0.0,24.1,65.6,0.0,40.7,0.0,21.8,57.7
GH-0577,8.9,91.7,20.6,54.0,19.4,0.0,5.0,20.3,57.7
GH-0578,16.7,279.3,29.9,48.0,0.0,82.9,9.0,24.7,45.6
GH-0579,11.7,21.6,22.5,55.5,0.0,0.0,0.0,21.2,59.0
GH-0580,14.5,0.0,23.7,56.6,0.0,28.5,0.0,22.6,54.3
GH-0581,12.9,44.5,25.0,43.6,0.0,0.0,41.2,24.4,51.4
GH-0582,10.9,107.1,22.3,61.9,0.0,2.8,0.0,22.0,58.3
GH-0583,20.6,920.0,31.0,39.4,0.0,73.4,60.0,18.7,44.9
GH-0584,12.1,0.0,21.8,63.6,0.0,0.7,0.0,20.6,62.7
GH-0585,13.8,0.0,19.9,63.9,46.3,0.0,0.0,21.4,63.3
GH-0586,19.8,358.4,29.2,44.2,0.0,43.4,53.8,25.9,50.9
GH-0587,14.1,121.6,26.1,46.6,0.0,20.7,36.9,24.4,49.6
GH-0588,17.1,0.0,19.5,63.4,28.2,0.0,0.0,20.4,61.8
GH-0589,13.5,0.0,22.0,64.8,0.0,0.0,0.0,20.4,67.1
GH-0590,21.1,847.0,27.8,46.8,0.0,57.9,21.4,19.4,48.3
GH-0591,13.7,0.0,24.2,55.1,0.0,27.5,13.4,22.3,59.6
GH-0592,10.2,0.0,21.0,58.0,11.9,0.0,0.0,20.1,59.5
GH-0593,24.2,775.5,29.6,45.5,0.0,68.0,24.2,20.5,44.3
GH-0594,14.9,0.0,20.3,57.1,13.6,0.0,16.6,19.5,60.1
GH-0595,11.1,0.0,22.3,48.1,6.0,0.0,33.3,21.5,57.5
GH-0596,13.0,43.3,21.4,54.6,0.0,0.0,3.0,20.3,60.2
GH-0597,20.5,783.7,29.2,36.1,0.0,39.2,66.3,24.1,49.2
GH-0598,14.4,257.6,24.3,57.6,0.0,35.0,1.6,22.1,53.5
GH-0599,14.3,385.5,25.1,39.8,0.0,0.0,65.9,24.5,54.4
GH-0600,18.4,424.9,26.4,48.1,0.0,20.1,43.3,24.1,54.4
GH-0601,14.7,33.6,20.8,56.8,11.0,0.0,0.0,19.5,57.0
GH-0602,11.8,84.7,24.1,62.8,0.0,12.4,0.0,23.0,62.4
GH-0603,14.0,0.0,22.8,64.4,0.0,23.9,0.0,21.1,65.3
GH-0604,22.2,650.5,29.7,46.7,0.0,65.0,9.4,22.6,46.5
GH-0605,11.9,0.0,23.8,59.2,0.0,46.0,0.0,22.1,55.5
GH-0606,10.6,68.1,21.7,61.1,0.0,0.0,0.0,21.3,59.4
GH-0607,18.9,609.0,29.0,45.4,0.0,62.4,25.5,21.8,49.5
GH-0608,13.1,0.0,25.7,58.8,0.0,50.2,0.0,24.3,54.0
GH-0609,17.8,582.6,25.0,51.5,0.0,42.2,16.1,20.9,50.7
GH-0610,12.2,52.4,24.0,57.9,0.0,22.5,0.0,22.3,57.6
GH-0611,15.9,267.3,25.9,54.4,0.0,35.0,10.3,23.8,58.3
GH-0612,23.0,736.7,30.1,36.3,0.0,52.1,54.2,22.6,43.0
GH-0613,9.6,39.8,21.1,61.5,5.2,0.0,0.0,20.1,62.4
GH-0614,21.8,751.8,30.0,36.0,0.0,72.9,59.0,20.5,43.3
GH-0615,13.8,0.0,23.6,57.8,0.0,26.4,0.0,22.2,58.7
GH-0616,18.8,10.8,25.5,57.0,0.0,30.7,8.8,23.6,53.6
GH-0617,19.3,645.7,26.3,56.0,0.0,64.1,0.0,18.4,51.7
GH-0618,12.6,22.9,23.3,56.6,0.0,5.3,0.0,21.5,58.9
GH-0619,10.5,10.5,22.2,62.2,0.0,0.0,0.0,21.4,60.9
GH-0620,17.6,96.4,23.2,39.9,0.0,0.0,36.0,23.0,47.6
GH-0621,16.9,23.7,24.6,49.7,0.0,0.4,12.9,23.8,52.0
GH-0622,10.6,12.4,22.4,52.3,0.0,0.0,2.3,21.3,55.2
GH-0623,15.0,0.0,22.2,62.0,0.0,5.3,0.0,20.4,62.7
GH-0624,11.5,0.0,22.6,54.8,0.0,17.1,4.3,20.8,55.1
GH-0625,14.8,41.7,28.0,50.2,0.0,75.8,17.9,25.4,46.0
GH-0626,14.3,0.0,23.8,54.6,0.0,13.8,8.5,21.9,53.2
GH-0627,10.5,0.0,20.9,55.3,0.0,0.0,0.0,19.6,57.2
GH-0628,13.2,0.0,20.8,58.9,11.0,0.0,0.0,20.2,60.3
GH-0629,16.8,320.0,24.6,50.5,0.0,3.4,5.1,24.6,56.2
GH-0630,13.0,0.0,21.0,58.8,0.0,0.0,0.0,20.1,60.0
GH-0631,23.1,746.6,29.2,42.4,0.0,56.0,40.1,22.3,45.0
GH-0632,13.7,0.0,19.9,62.5,25.6,0.0,0.0,19.8,62.4
GH-0633,15.9,723.3,29.2,44.1,0.0,64.9,25.6,19.7,44.5
GH-0634,9.8,33.4,23.4,51.0,0.0,27.1,14.5,21.8,53.9
GH-0635,9.4,195.7,22.6,57.8,0.0,0.0,1.8,20.8,62.6
GH-0636,17.5,120.0,25.3,60.6,0.0,59.6,0.0,20.9,54.2
GH-0637,20.6,608.1,27.6,49.4,0.0,51.6,8.3,23.1,50.4
GH-0638,14.4,12.5,22.8,61.1,0.0,17.3,0.0,22.1,59.9
GH-0639,21.8,691.1,27.6,46.7,0.0,48.1,25.9,22.5,48.1
GH-0640,14.1,8.8,22.6,53.1,0.0,0.0,0.2,21.1,53.2
GH-0641,18.6,534.1,26.8,52.2,0.0,54.1,23.7,21.8,49.3
GH-0642,15.1,99.4,24.8,51.7,0.0,31.4,18.5,23.6,55.0
GH-0643,16.5,0.0,21.9,61.5,0.0,10.1,0.0,21.2,58.9
GH-0644,17.4,385.0,25.8,46.7,0.0,28.3,30.7,23.4,52.8
GH-0645,19.7,582.9,29.2,41.8,0.0,51.8,30.2,24.1,44.2
GH-0646,16.3,235.9,24.1,59.6,0.0,28.1,0.0,22.0,58.6
GH-0647,15.2,70.3,23.3,63.5,0.0,18.4,0.0,23.1,60.6
GH-0648,23.2,806.4,31.9,44.9,0.0,100.0,36.6,19.0,45.3
GH-0649,7.7,11.6,22.2,60.4,0.0,25.8,0.0,20.4,59.3
GH-0650,11.4,60.3,19.8,65.6,45.7,0.0,0.0,20.4,65.0
GH-0651,25.1,782.4,31.8,33.0,0.0,93.7,71.7,19.0,41.3
GH-0652,14.2,80.8,24.5,60.3,0.0,50.1,0.0,22.0,53.4
GH-0653,24.5,751.7,33.5,42.8,0.0,100.0,43.6,19.1,44.4
GH-0654,13.8,19.3,24.1,56.4,0.0,14.3,0.0,23.0,57.6
GH-0655,15.1,392.1,27.0,51.7,0.0,37.9,6.2,24.5,50.7
GH-0656,14.4,244.1,26.1,48.5,0.0,44.0,23.7,23.9,50.6
GH-0657,23.0,767.3,27.9,41.9,0.0,20.6,43.8,26.6,48.1
GH-0658,26.1,821.2,32.8,33.3,0.0,86.9,53.4,19.8,37.9
GH-0659,16.6,131.8,25.2,52.9,0.0,29.3,0.0,22.2,51.5
GH-0660,20.4,760.8,31.8,35.9,0.0,93.3,69.5,18.7,44.2
