sequence_id,split,step,temperature_c,door_open,vibration_g,risk_label,event_step
room_0145,train,6,3.739,0,0.124,0,-1
room_0145,train,7,4.433,0,0.097,0,-1
room_0145,train,8,4.218,0,0.243,0,-1
room_0146,train,0,4.154,0,0.279,0,-1
room_0146,train,1,3.783,0,0.18,0,-1
room_0146,train,2,4.497,0,0.202,0,-1
room_0146,train,3,3.008,0,0.144,0,-1
room_0146,train,4,3.755,0,0.188,0,-1
room_0146,train,5,4.479,0,0.222,0,-1
room_0146,train,6,4.431,0,0.252,0,-1
room_0146,train,7,4.201,0,0.229,0,-1
room_0146,train,8,5.404,0,0.149,0,-1
room_0146,train,9,4.252,0,0.178,0,-1
room_0146,train,10,3.899,1,0.221,0,-1
room_0146,train,11,3.87,0,0.242,0,-1
room_0146,train,12,4.32,0,0.309,0,-1
room_0146,train,13,4.325,1,0.185,0,-1
room_0146,train,14,3.701,0,0.178,0,-1
room_0146,train,15,4.759,0,0.177,0,-1
room_0146,train,16,4.362,0,0.221,0,-1
room_0147,train,0,3.868,0,0.157,0,-1
room_0147,train,1,3.971,0,0.243,0,-1
room_0147,train,2,4.14,0,0.201,0,-1
room_0147,train,3,3.43,0,0.275,0,-1
room_0147,train,4,10.215,0,0.282,0,-1
room_0147,train,5,4.129,0,0.348,0,-1
room_0147,train,6,3.191,0,0.248,0,-1
room_0147,train,7,3.745,0,0.24,0,-1
room_0147,train,8,4.145,0,0.235,0,-1
room_0147,train,9,4.126,0,0.178,0,-1
room_0147,train,10,3.848,0,0.144,0,-1
room_0148,train,0,4.299,1,0.267,0,-1
room_0148,train,1,4.486,1,0.886,0,-1
room_0148,train,2,3.577,0,0.188,0,-1
room_0148,train,3,5.047,0,0.179,0,-1
room_0148,train,4,4.115,0,0.181,0,-1
room_0148,train,5,4.761,0,0.226,0,-1
room_0148,train,6,4.108,1,0.23,0,-1
room_0148,train,7,4.006,0,0.114,0,-1
room_0148,train,8,3.946,1,0.283,0,-1
room_0148,train,9,3.964,0,0.2,0,-1
room_0149,test,0,3.75,0,0.21,1,11
room_0149,test,1,3.69,0,0.242,1,11
room_0149,test,2,3.975,0,0.199,1,11
room_0149,test,3,4.025,0,0.216,1,11
room_0149,test,4,3.867,0,0.283,1,11
room_0149,test,5,4.255,0,0.273,1,11
room_0149,test,6,4.44,0,0.16,1,11
room_0149,test,7,4.267,1,0.225,1,11
room_0149,test,8,3.317,0,0.222,1,11
room_0149,test,9,3.892,0,0.194,1,11
room_0149,test,10,3.944,0,0.122,1,11
room_0149,test,11,9.93,1,0.721,1,11
room_0149,test,12,3.326,0,0.234,1,11
room_0149,test,13,4.517,0,0.106,1,11
room_0149,test,14,4.069,0,0.181,1,11
room_0150,train,0,3.77,1,0.183,0,-1
room_0150,train,1,4.511,0,0.266,0,-1
room_0150,train,2,4.388,0,0.134,0,-1
room_0150,train,3,4.115,0,0.271,0,-1
room_0150,train,4,4.001,0,0.159,0,-1
room_0150,train,5,10.841,0,0.186,0,-1
room_0150,train,6,3.22,0,0.205,0,-1
room_0150,train,7,3.903,0,0.123,0,-1
room_0150,train,8,3.887,0,0.209,0,-1
room_0150,train,9,3.215,0,0.142,0,-1
room_0150,train,10,3.462,0,0.171,0,-1
room_0150,train,11,4.46,0,0.222,0,-1
room_0151,train,0,3.674,0,0.237,0,-1
room_0151,train,1,3.956,0,0.235,0,-1
room_0151,train,2,3.84,0,0.25,0,-1
room_0151,train,3,4.659,1,0.228,0,-1
room_0151,train,4,3.732,0,0.226,0,-1
room_0151,train,5,3.871,0,0.242,0,-1
room_0151,train,6,5.091,0,0.161,0,-1
room_0151,train,7,4.05,0,0.216,0,-1
room_0151,train,8,3.857,1,0.938,0,-1
room_0151,train,9,4.066,0,0.19,0,-1
room_0151,train,10,4.166,0,0.251,0,-1
room_0151,train,11,3.509,0,0.133,0,-1
room_0152,test,0,3.781,0,0.202,0,-1
room_0152,test,1,3.843,0,0.124,0,-1
room_0152,test,2,4.146,0,0.192,0,-1
room_0152,test,3,4.244,0,0.19,0,-1
room_0152,test,4,3.353,0,0.207,0,-1
room_0152,test,5,3.136,0,0.134,0,-1
room_0152,test,6,4.109,0,0.124,0,-1
room_0152,test,7,4.078,0,0.207,0,-1
room_0152,test,8,4.378,0,0.156,0,-1
room_0152,test,9,4.432,0,0.198,0,-1
room_0152,test,10,3.57,0,0.213,0,-1
room_0153,train,0,3.647,0,0.226,1,11
room_0153,train,1,2.962,0,0.175,1,11
room_0153,train,2,4.376,0,0.236,1,11
room_0153,train,3,4.629,0,0.227,1,11
room_0153,train,4,4.11,0,0.261,1,11
room_0153,train,5,4.344,0,0.155,1,11
room_0153,train,6,3.246,0,0.165,1,11
room_0153,train,7,3.678,0,0.201,1,11
room_0153,train,8,4.127,0,0.146,1,11
room_0153,train,9,4.285,0,0.18,1,11
room_0153,train,10,4.224,0,0.272,1,11
room_0153,train,11,10.223,1,0.936,1,11
room_0153,train,12,4.137,0,0.171,1,11
room_0154,train,0,3.678,0,0.115,1,1
room_0154,train,1,10.799,1,0.799,1,1
room_0154,train,2,4.148,0,0.195,1,1
room_0154,train,3,4.122,0,0.129,1,1
room_0154,train,4,3.792,0,0.256,1,1
room_0154,train,5,3.669,0,0.262,1,1
room_0154,train,6,4.34,0,0.204,1,1
room_0154,train,7,3.64,0,0.285,1,1
room_0154,train,8,3.705,0,0.169,1,1
room_0154,train,9,4.359,0,0.245,1,1
room_0154,train,10,4.45,0,0.197,1,1
room_0154,train,11,4.457,0,0.26,1,1
room_0154,train,12,3.874,0,0.38,1,1
room_0154,train,13,3.407,0,0.226,1,1
room_0154,train,14,3.965,0,0.152,1,1
room_0154,train,15,4.317,0,0.206,1,1
room_0154,train,16,3.535,0,0.271,1,1
room_0154,train,17,4.229,0,0.21,1,1
room_0155,train,0,4.579,1,0.159,1,2
room_0155,train,1,4.367,0,0.166,1,2
room_0155,train,2,9.979,1,0.874,1,2
room_0155,train,3,4.289,0,0.175,1,2
room_0155,train,4,4.282,0,0.235,1,2
room_0155,train,5,4.737,0,0.168,1,2
room_0155,train,6,4.813,0,0.205,1,2
room_0155,train,7,3.06,0,0.177,1,2
room_0155,train,8,4.494,0,0.259,1,2
room_0155,train,9,4.307,0,0.284,1,2
room_0155,train,10,3.145,0,0.253,1,2
room_0155,train,11,3.963,0,0.11,1,2
room_0155,train,12,4.008,0,0.161,1,2
room_0156,train,0,4.122,0,0.211,1,16
room_0156,train,1,3.921,0,0.315,1,16
room_0156,train,2,3.481,0,0.182,1,16
room_0156,train,3,3.855,0,0.109,1,16
room_0156,train,4,3.727,0,0.209,1,16
room_0156,train,5,3.58,0,0.157,1,16
room_0156,train,6,4.64,0,0.231,1,16
room_0156,train,7,4.347,0,0.231,1,16
room_0156,train,8,3.977,0,0.216,1,16
room_0156,train,9,4.013,0,0.158,1,16
room_0156,train,10,4.224,0,0.175,1,16
room_0156,train,11,4.352,0,0.229,1,16
room_0156,train,12,4.255,0,0.154,1,16
room_0156,train,13,4.57,0,0.174,1,16
room_0156,train,14,4.085,0,0.284,1,16
room_0156,train,15,4.237,0,0.178,1,16
room_0156,train,16,10.855,1,0.775,1,16
room_0156,train,17,4.371,1,0.192,1,16
room_0157,test,0,3.885,0,0.143,1,8
room_0157,test,1,3.494,0,0.204,1,8
room_0157,test,2,4.609,0,0.253,1,8
room_0157,test,3,4.366,0,0.156,1,8
room_0157,test,4,4.205,0,0.185,1,8
room_0157,test,5,3.94,1,0.172,1,8
room_0157,test,6,3.794,0,0.207,1,8
room_0157,test,7,5.26,0,0.231,1,8
room_0157,test,8,9.958,1,0.921,1,8
room_0157,test,9,4.663,1,0.247,1,8
room_0157,test,10,3.944,0,0.235,1,8
room_0157,test,11,3.21,0,0.184,1,8
room_0157,test,12,4.038,0,0.242,1,8
room_0157,test,13,4.49,0,0.247,1,8
room_0157,test,14,3.473,0,0.202,1,8
room_0157,test,15,4.374,0,0.231,1,8
room_0157,test,16,4.078,0,0.155,1,8
room_0157,test,17,3.593,0,0.142,1,8
room_0158,train,0,4.617,0,0.2,0,-1
room_0158,train,1,3.97,0,0.167,0,-1
room_0158,train,2,3.471,0,0.282,0,-1
room_0158,train,3,3.07,0,0.155,0,-1
room_0158,train,4,4.105,0,0.225,0,-1
room_0158,train,5,4.715,0,0.214,0,-1
room_0158,train,6,3.698,0,0.202,0,-1
room_0158,train,7,3.985,0,0.234,0,-1
room_0158,train,8,3.752,0,0.157,0,-1
room_0158,train,9,4.37,0,0.171,0,-1
room_0158,train,10,4.438,0,0.248,0,-1
room_0158,train,11,4.063,0,0.224,0,-1
room_0158,train,12,4.14,0,0.223,0,-1
room_0158,train,13,4.743,0,0.183,0,-1
room_0159,test,0,3.823,0,0.213,1,11
room_0159,test,1,4.381,0,0.287,1,11
room_0159,test,2,3.572,0,0.187,1,11
room_0159,test,3,3.589,0,0.234,1,11
room_0159,test,4,3.559,0,0.128,1,11
room_0159,test,5,3.85,0,0.156,1,11
room_0159,test,6,4.445,1,0.201,1,11
room_0159,test,7,4.313,0,0.247,1,11
room_0159,test,8,4.331,0,0.282,1,11
room_0159,test,9,4.433,0,0.2,1,11
room_0159,test,10,3.95,0,0.212,1,11
room_0159,test,11,9.647,1,0.95,1,11
room_0159,test,12,3.184,0,0.173,1,11
room_0159,test,13,4.029,0,0.271,1,11
room_0160,test,0,4.36,0,0.222,0,-1
room_0160,test,1,4.031,1,0.914,0,-1
room_0160,test,2,4.49,0,0.213,0,-1
room_0160,test,3,3.534,0,0.221,0,-1
room_0160,test,4,3.71,0,0.257,0,-1
room_0160,test,5,4.063,0,0.221,0,-1
room_0160,test,6,3.747,0,0.262,0,-1
room_0160,test,7,3.761,0,0.141,0,-1
room_0160,test,8,4.564,0,0.137,0,-1
room_0160,test,9,3.117,0,0.238,0,-1
room_0160,test,10,4.412,0,0.191,0,-1
room_0160,test,11,4.298,0,0.308,0,-1
room_0160,test,12,4.52,0,0.205,0,-1
room_0160,test,13,4.574,0,0.25,0,-1
room_0161,train,0,3.833,0,0.194,1,4
room_0161,train,1,4.091,0,0.221,1,4
room_0161,train,2,4.302,0,0.224,1,4
room_0161,train,3,3.92,0,0.195,1,4
room_0161,train,4,10.024,1,0.841,1,4
room_0161,train,5,3.346,0,0.131,1,4
room_0161,train,6,4.786,0,0.241,1,4
room_0161,train,7,4.138,0,0.235,1,4
room_0161,train,8,4.381,0,0.175,1,4
room_0161,train,9,4.146,0,0.122,1,4
room_0161,train,10,4.057,0,0.245,1,4
room_0161,train,11,3.695,0,0.193,1,4
room_0161,train,12,4.238,0,0.204,1,4
room_0161,train,13,3.676,0,0.192,1,4
room_0162,train,0,3.784,0,0.148,1,1
room_0162,train,1,9.639,1,0.835,1,1
room_0162,train,2,3.697,0,0.2,1,1
room_0162,train,3,3.894,0,0.071,1,1
room_0162,train,4,4.357,0,0.235,1,1
room_0162,train,5,3.238,0,0.21,1,1
room_0162,train,6,4.06,1,0.183,1,1
room_0162,train,7,4.634,0,0.192,1,1
room_0162,train,8,4.267,0,0.231,1,1
room_0162,train,9,3.732,0,0.206,1,1
room_0162,train,10,4.345,0,0.26,1,1
room_0162,train,11,3.887,0,0.136,1,1
room_0162,train,12,4.301,0,0.206,1,1
room_0162,train,13,4.146,0,0.184,1,1
room_0162,train,14,3.893,0,0.184,1,1
room_0162,train,15,4.228,0,0.242,1,1
room_0162,train,16,3.54,0,0.168,1,1
room_0163,train,0,4.755,0,0.173,1,5
room_0163,train,1,4.596,0,0.276,1,5
room_0163,train,2,4.306,0,0.2,1,5
room_0163,train,3,3.19,0,0.184,1,5
room_0163,train,4,4.68,0,0.209,1,5
room_0163,train,5,9.493,1,0.855,1,5
room_0163,train,6,3.578,0,0.193,1,5
room_0163,train,7,4.063,0,0.124,1,5
room_0163,train,8,3.707,1,0.312,1,5
room_0163,train,9,3.818,0,0.181,1,5
room_0163,train,10,4.705,0,0.198,1,5
room_0163,train,11,4.258,0,0.268,1,5
room_0164,train,0,4.691,0,0.123,0,-1
room_0164,train,1,3.909,1,0.179,0,-1
room_0164,train,2,5.041,0,0.288,0,-1
room_0164,train,3,3.282,1,0.247,0,-1
room_0164,train,4,3.962,1,0.231,0,-1
room_0164,train,5,3.74,0,0.198,0,-1
room_0164,train,6,4.436,0,0.209,0,-1
room_0164,train,7,3.151,0,0.174,0,-1
room_0164,train,8,3.117,0,0.199,0,-1
room_0164,train,9,4.059,0,0.166,0,-1
room_0164,train,10,4.503,0,0.185,0,-1
room_0164,train,11,3.507,0,0.223,0,-1
room_0164,train,12,3.6,0,0.237,0,-1
room_0164,train,13,3.205,0,0.164,0,-1
room_0164,train,14,3.864,0,0.192,0,-1
room_0164,train,15,3.814,0,0.179,0,-1
room_0164,train,16,4.39,0,0.098,0,-1
room_0164,train,17,3.51,0,0.298,0,-1
room_0165,test,0,4.121,0,0.209,0,-1
room_0165,test,1,3.91,0,0.216,0,-1
room_0165,test,2,3.986,0,0.228,0,-1
room_0165,test,3,10.887,0,0.187,0,-1
room_0165,test,4,4.276,0,0.186,0,-1
room_0165,test,5,3.762,0,0.192,0,-1
room_0165,test,6,4.393,0,0.207,0,-1
room_0165,test,7,3.696,0,0.182,0,-1
room_0166,train,0,4.344,0,0.25,1,6
room_0166,train,1,4.075,1,0.151,1,6
room_0166,train,2,4.154,0,0.271,1,6
room_0166,train,3,4.38,0,0.193,1,6
room_0166,train,4,4.187,0,0.233,1,6
room_0166,train,5,3.463,0,0.177,1,6
room_0166,train,6,9.264,1,0.737,1,6
room_0166,train,7,4.145,0,0.23,1,6
room_0166,train,8,3.874,0,0.27,1,6
room_0166,train,9,4.121,0,0.253,1,6
room_0167,train,0,3.398,0,0.141,0,-1
room_0167,train,1,3.767,0,0.181,0,-1
room_0167,train,2,4.231,0,0.232,0,-1
room_0167,train,3,3.904,0,0.182,0,-1
room_0167,train,4,4.187,0,0.273,0,-1
room_0167,train,5,3.587,1,0.219,0,-1
room_0167,train,6,3.991,0,0.155,0,-1
room_0167,train,7,3.895,0,0.135,0,-1
room_0167,train,8,4.475,0,0.207,0,-1
room_0167,train,9,4.795,0,0.161,0,-1
room_0167,train,10,4.108,0,0.129,0,-1
room_0167,train,11,3.808,0,0.192,0,-1
room_0168,train,0,3.586,1,0.156,0,-1
room_0168,train,1,4.066,0,0.203,0,-1
room_0168,train,2,3.992,0,0.121,0,-1
room_0168,train,3,3.925,0,0.239,0,-1
room_0168,train,4,4.237,0,0.217,0,-1
room_0168,train,5,10.635,0,0.233,0,-1
room_0168,train,6,3.807,1,0.231,0,-1
room_0168,train,7,4.082,0,0.204,0,-1
room_0168,train,8,4.43,0,0.214,0,-1
room_0168,train,9,4.688,1,0.202,0,-1
room_0168,train,10,3.356,0,0.186,0,-1
room_0168,train,11,4.058,0,0.207,0,-1
room_0168,train,12,3.669,0,0.153,0,-1
room_0169,train,0,3.621,0,0.206,1,3
room_0169,train,1,4.071,0,0.246,1,3
room_0169,train,2,4.105,0,0.173,1,3
room_0169,train,3,9.984,1,0.935,1,3
room_0169,train,4,3.379,0,0.211,1,3
room_0169,train,5,3.813,0,0.322,1,3
room_0169,train,6,4.18,0,0.173,1,3
room_0169,train,7,4.415,0,0.129,1,3
room_0169,train,8,3.784,0,0.273,1,3
room_0170,train,0,4.34,0,0.262,1,13
room_0170,train,1,3.788,0,0.217,1,13
room_0170,train,2,4.343,0,0.201,1,13
room_0170,train,3,3.495,0,0.291,1,13
room_0170,train,4,4.458,0,0.169,1,13
room_0170,train,5,4.221,0,0.193,1,13
room_0170,train,6,3.936,0,0.106,1,13
room_0170,train,7,3.542,1,0.137,1,13
room_0170,train,8,3.522,0,0.05,1,13
room_0170,train,9,4.728,0,0.215,1,13
room_0170,train,10,3.601,0,0.171,1,13
room_0170,train,11,4.313,0,0.273,1,13
room_0170,train,12,3.446,0,0.238,1,13
room_0170,train,13,10.445,1,0.878,1,13
room_0170,train,14,4.065,0,0.232,1,13
room_0171,train,0,4.636,0,0.142,1,12
room_0171,train,1,3.96,0,0.201,1,12
room_0171,train,2,4.293,0,0.257,1,12
room_0171,train,3,4.034,1,0.226,1,12
room_0171,train,4,2.963,0,0.161,1,12
room_0171,train,5,4.338,0,0.247,1,12
room_0171,train,6,4.593,0,0.215,1,12
room_0171,train,7,4.092,0,0.178,1,12
room_0171,train,8,3.565,1,0.166,1,12
room_0171,train,9,4.471,0,0.194,1,12
room_0171,train,10,4.455,0,0.198,1,12
room_0171,train,11,3.758,0,0.205,1,12
room_0171,train,12,9.252,1,0.807,1,12
room_0171,train,13,4.121,1,0.209,1,12
room_0171,train,14,3.567,0,0.215,1,12
room_0171,train,15,3.333,0,0.145,1,12
room_0171,train,16,3.988,0,0.239,1,12
room_0171,train,17,3.279,1,0.192,1,12
room_0172,train,0,4.025,0,0.145,0,-1
room_0172,train,1,4.45,1,0.85,0,-1
room_0172,train,2,3.592,0,0.249,0,-1
room_0172,train,3,3.92,0,0.282,0,-1
room_0172,train,4,3.939,0,0.12,0,-1
room_0172,train,5,4.173,0,0.229,0,-1
room_0172,train,6,4.521,0,0.064,0,-1
room_0172,train,7,4.006,0,0.268,0,-1
room_0173,train,0,3.378,0,0.237,1,1
room_0173,train,1,9.4,1,0.753,1,1
room_0173,train,2,4.237,0,0.161,1,1
room_0173,train,3,3.756,0,0.167,1,1
room_0173,train,4,4.668,0,0.156,1,1
room_0173,train,5,4.065,0,0.166,1,1
room_0173,train,6,3.946,0,0.233,1,1
room_0173,train,7,4.126,0,0.231,1,1
room_0174,train,0,4.52,0,0.253,0,-1
room_0174,train,1,3.253,0,0.204,0,-1
room_0174,train,2,3.699,0,0.219,0,-1
room_0174,train,3,4.071,0,0.206,0,-1
room_0174,train,4,4.344,0,0.209,0,-1
room_0174,train,5,4.235,0,0.226,0,-1
room_0174,train,6,4.824,0,0.154,0,-1
room_0174,train,7,4.33,0,0.213,0,-1
room_0174,train,8,3.871,0,0.193,0,-1
room_0174,train,9,4.809,0,0.225,0,-1
room_0174,train,10,10.153,0,0.147,0,-1
room_0174,train,11,3.72,0,0.198,0,-1
room_0174,train,12,3.862,0,0.264,0,-1
room_0174,train,13,4.319,0,0.191,0,-1
room_0174,train,14,3.97,0,0.276,0,-1
room_0175,train,0,3.696,0,0.232,1,6
room_0175,train,1,2.943,0,0.185,1,6
room_0175,train,2,3.998,0,0.193,1,6
room_0175,train,3,3.751,0,0.179,1,6
room_0175,train,4,4.905,0,0.328,1,6
room_0175,train,5,4.554,0,0.2,1,6
room_0175,train,6,10.738,1,0.902,1,6
room_0175,train,7,3.97,0,0.218,1,6
room_0175,train,8,3.865,0,0.192,1,6
room_0175,train,9,3.544,0,0.132,1,6
room_0176,train,0,4.313,0,0.172,0,-1
room_0176,train,1,4.655,1,0.218,0,-1
room_0176,train,2,3.698,0,0.19,0,-1
room_0176,train,3,4.269,0,0.13,0,-1
room_0176,train,4,4.039,0,0.255,0,-1
room_0176,train,5,3.772,0,0.152,0,-1
room_0176,train,6,3.135,1,0.158,0,-1
room_0176,train,7,4.254,0,0.185,0,-1
room_0177,test,0,4.424,0,0.27,1,2
room_0177,test,1,4.407,0,0.165,1,2
room_0177,test,2,9.06,1,0.779,1,2
room_0177,test,3,4.162,0,0.173,1,2
room_0177,test,4,3.765,0,0.193,1,2
room_0177,test,5,3.876,0,0.246,1,2
room_0177,test,6,4.086,0,0.158,1,2
room_0177,test,7,3.702,0,0.187,1,2
room_0177,test,8,3.869,0,0.181,1,2
room_0177,test,9,4.184,0,0.269,1,2
room_0177,test,10,4.074,1,0.174,1,2
room_0177,test,11,3.494,0,0.15,1,2
room_0177,test,12,3.989,0,0.237,1,2
room_0177,test,13,4.077,0,0.322,1,2
room_0178,train,0,3.677,1,0.22,1,5
room_0178,train,1,4.089,0,0.164,1,5
room_0178,train,2,3.794,0,0.14,1,5
room_0178,train,3,3.651,0,0.155,1,5
room_0178,train,4,3.796,0,0.228,1,5
room_0178,train,5,10.617,1,0.873,1,5
room_0178,train,6,3.748,0,0.145,1,5
room_0178,train,7,4.147,0,0.202,1,5
room_0178,train,8,4.152,0,0.251,1,5
room_0178,train,9,4.065,0,0.205,1,5
room_0179,test,0,3.82,0,0.149,1,2
room_0179,test,1,3.621,0,0.225,1,2
room_0179,test,2,9.752,1,0.917,1,2
room_0179,test,3,3.207,0,0.2,1,2
room_0179,test,4,4.057,0,0.127,1,2
room_0179,test,5,4.137,0,0.258,1,2
room_0179,test,6,4.177,0,0.141,1,2
room_0179,test,7,4.363,0,0.272,1,2
room_0179,test,8,4.209,0,0.149,1,2
room_0180,train,0,4.487,0,0.172,1,11
room_0180,train,1,4.146,0,0.181,1,11
room_0180,train,2,3.945,0,0.221,1,11
room_0180,train,3,3.885,0,0.3,1,11
room_0180,train,4,4.267,0,0.225,1,11
room_0180,train,5,3.65,0,0.195,1,11
room_0180,train,6,4.603,0,0.186,1,11
room_0180,train,7,4.726,0,0.232,1,11
room_0180,train,8,3.197,0,0.171,1,11
room_0180,train,9,4.772,0,0.203,1,11
room_0180,train,10,3.731,0,0.144,1,11
room_0180,train,11,10.109,1,0.829,1,11
room_0180,train,12,4.078,0,0.2,1,11
room_0180,train,13,4.065,0,0.13,1,11
room_0180,train,14,4.841,0,0.204,1,11
room_0180,train,15,4.201,0,0.141,1,11
room_0181,train,0,3.835,0,0.136,0,-1
room_0181,train,1,3.964,0,0.232,0,-1
room_0181,train,2,4.265,1,0.83,0,-1
room_0181,train,3,4.217,0,0.307,0,-1
room_0181,train,4,3.565,0,0.218,0,-1
room_0181,train,5,4.117,0,0.194,0,-1
room_0181,train,6,4.029,0,0.231,0,-1
room_0181,train,7,4.701,0,0.233,0,-1
room_0181,train,8,4.559,1,0.158,0,-1
room_0181,train,9,3.962,0,0.237,0,-1
room_0182,train,0,4.926,0,0.195,1,8
room_0182,train,1,4.503,0,0.201,1,8
room_0182,train,2,3.963,0,0.244,1,8
room_0182,train,3,4.714,0,0.207,1,8
room_0182,train,4,4.409,0,0.151,1,8
room_0182,train,5,4.097,0,0.153,1,8
room_0182,train,6,3.775,0,0.196,1,8
room_0182,train,7,4.685,0,0.154,1,8
room_0182,train,8,9.321,1,0.768,1,8
room_0182,train,9,4.894,0,0.184,1,8
room_0182,train,10,4.471,0,0.15,1,8
room_0183,train,0,3.683,1,0.162,1,3
room_0183,train,1,4.431,0,0.244,1,3
room_0183,train,2,3.699,0,0.095,1,3
room_0183,train,3,9.883,1,0.944,1,3
room_0183,train,4,4.512,0,0.221,1,3
room_0183,train,5,3.625,1,0.222,1,3
room_0183,train,6,3.87,0,0.247,1,3
room_0183,train,7,4.045,0,0.199,1,3
room_0183,train,8,3.478,0,0.23,1,3
room_0183,train,9,4.401,0,0.261,1,3
room_0183,train,10,4.275,0,0.203,1,3
room_0183,train,11,3.953,0,0.221,1,3
room_0183,train,12,3.811,0,0.144,1,3
room_0183,train,13,3.744,0,0.244,1,3
room_0183,train,14,3.764,0,0.259,1,3
room_0183,train,15,4.292,0,0.117,1,3
room_0183,train,16,4.487,0,0.234,1,3
room_0184,test,0,4.423,0,0.18,1,8
room_0184,test,1,3.715,0,0.252,1,8
room_0184,test,2,4.25,0,0.212,1,8
room_0184,test,3,4.062,0,0.227,1,8
room_0184,test,4,4.572,0,0.145,1,8
room_0184,test,5,3.777,0,0.262,1,8
room_0184,test,6,3.67,0,0.19,1,8
room_0184,test,7,4.114,0,0.289,1,8
room_0184,test,8,10.789,1,0.921,1,8
room_0184,test,9,4.023,0,0.14,1,8
room_0185,train,0,3.923,0,0.198,0,-1
room_0185,train,1,5.164,0,0.174,0,-1
room_0185,train,2,4.038,0,0.146,0,-1
room_0185,train,3,3.58,0,0.222,0,-1
room_0185,train,4,4.162,0,0.223,0,-1
room_0185,train,5,4.177,0,0.228,0,-1
room_0185,train,6,4.051,0,0.149,0,-1
room_0185,train,7,4.402,0,0.202,0,-1
room_0185,train,8,4.562,1,0.271,0,-1
room_0185,train,9,4.736,0,0.245,0,-1
room_0186,train,0,3.894,0,0.143,1,7
room_0186,train,1,4.426,0,0.157,1,7
room_0186,train,2,3.019,0,0.194,1,7
room_0186,train,3,3.497,0,0.104,1,7
room_0186,train,4,4.488,0,0.145,1,7
room_0186,train,5,3.834,0,0.2,1,7
room_0186,train,6,4.071,0,0.174,1,7
room_0186,train,7,9.163,1,0.771,1,7
room_0186,train,8,3.882,0,0.18,1,7
room_0186,train,9,3.516,0,0.191,1,7
room_0186,train,10,4.199,0,0.259,1,7
room_0186,train,11,4.827,0,0.171,1,7
room_0186,train,12,3.047,0,0.19,1,7
room_0186,train,13,4.032,0,0.119,1,7
room_0187,train,0,4.098,0,0.148,0,-1
room_0187,train,1,4.186,0,0.183,0,-1
room_0187,train,2,4.18,0,0.23,0,-1
room_0187,train,3,4.62,0,0.154,0,-1
room_0187,train,4,4.284,0,0.228,0,-1
room_0187,train,5,4.081,1,0.777,0,-1
room_0187,train,6,4.018,0,0.164,0,-1
room_0187,train,7,4.185,0,0.242,0,-1
room_0187,train,8,4.259,0,0.236,0,-1
room_0187,train,9,3.509,0,0.23,0,-1
room_0188,train,0,4.497,1,0.207,1,14
room_0188,train,1,3.779,0,0.211,1,14
room_0188,train,2,3.543,0,0.229,1,14
room_0188,train,3,4.533,0,0.242,1,14
room_0188,train,4,3.909,0,0.23,1,14
room_0188,train,5,4.42,0,0.25,1,14
room_0188,train,6,3.707,0,0.218,1,14
room_0188,train,7,4.497,0,0.213,1,14
room_0188,train,8,3.991,0,0.127,1,14
room_0188,train,9,4.087,0,0.228,1,14
room_0188,train,10,3.722,1,0.167,1,14
room_0188,train,11,3.911,0,0.207,1,14
room_0188,train,12,3.928,0,0.182,1,14
room_0188,train,13,3.737,0,0.221,1,14
room_0188,train,14,9.293,1,0.781,1,14
room_0188,train,15,4.103,0,0.195,1,14
room_0188,train,16,4.845,1,0.196,1,14
room_0189,train,0,3.905,0,0.194,1,9
room_0189,train,1,4.329,0,0.215,1,9
room_0189,train,2,4.173,0,0.124,1,9
room_0189,train,3,3.316,0,0.204,1,9
room_0189,train,4,3.918,0,0.249,1,9
room_0189,train,5,3.253,0,0.251,1,9
room_0189,train,6,2.771,0,0.245,1,9
room_0189,train,7,4.073,0,0.223,1,9
room_0189,train,8,4.079,0,0.21,1,9
room_0189,train,9,10.044,1,0.729,1,9
room_0189,train,10,4.426,0,0.244,1,9
room_0189,train,11,4.261,0,0.166,1,9
room_0189,train,12,3.072,0,0.171,1,9
room_0189,train,13,3.481,0,0.134,1,9
room_0189,train,14,2.996,0,0.184,1,9
room_0189,train,15,4.456,1,0.141,1,9
room_0189,train,16,4.01,0,0.171,1,9
room_0189,train,17,3.552,0,0.13,1,9
room_0190,train,0,3.891,0,0.099,0,-1
room_0190,train,1,4.239,0,0.176,0,-1
room_0190,train,2,4.836,0,0.29,0,-1
room_0190,train,3,3.792,0,0.173,0,-1
room_0190,train,4,4.051,0,0.205,0,-1
room_0190,train,5,4.112,0,0.18,0,-1
room_0190,train,6,4.735,0,0.13,0,-1
room_0190,train,7,3.852,0,0.203,0,-1
room_0190,train,8,3.969,1,0.202,0,-1
room_0190,train,9,3.559,0,0.272,0,-1
room_0190,train,10,4.053,0,0.302,0,-1
room_0190,train,11,3.929,1,0.759,0,-1
room_0190,train,12,4.237,0,0.165,0,-1
room_0190,train,13,4.157,0,0.211,0,-1
room_0191,train,0,4.064,0,0.21,1,4
room_0191,train,1,3.463,1,0.192,1,4
room_0191,train,2,3.369,0,0.335,1,4
room_0191,train,3,4.074,0,0.181,1,4
room_0191,train,4,9.324,1,0.87,1,4
room_0191,train,5,3.586,0,0.304,1,4
room_0191,train,6,3.59,0,0.162,1,4
room_0191,train,7,4.463,0,0.28,1,4
room_0191,train,8,4.715,0,0.192,1,4
