order_item_id,order_id,product_id,quantity,unit_price_at_sale
OI03127,O04217,P035,2,67.39
OI03128,O04217,P053,1,123.07
OI03129,O05731,P002,5,143.4
OI03130,O01202,P055,4,29.47
OI03131,O01202,P058,1,114.8
OI03132,O01202,P052,2,155.23
OI03133,O02384,P054,3,310.0
OI03134,O02384,P011,4,54.4
OI03135,O02975,P018,3,252.47
OI03136,O02975,P053,5,123.07
OI03137,O02975,P052,1,155.23
OI03138,O02975,P039,3,409.81
OI03139,O03363,P005,1,211.1
OI03140,O03363,P004,1,21.91
OI03141,O04146,P057,3,91.24
OI03142,O04146,P007,2,272.71
OI03143,O04270,P031,3,90.92
OI03144,O05217,P010,1,383.82
OI03145,O05217,P041,4,76.71
OI03146,O05217,P020,2,62.75
OI03147,O05217,P017,2,391.13
OI03148,O05683,P034,5,271.08
OI03149,O05831,P039,4,409.81
OI03150,O00665,P051,1,389.34
OI03151,O00665,P050,3,182.2
OI03152,O00665,P042,1,358.05
OI03153,O00903,P052,5,155.23
OI03154,O00903,P019,4,135.4
OI03155,O02410,P003,3,170.2
OI03156,O02806,P018,2,252.47
OI03157,O02806,P040,2,296.82
OI03158,O02839,P056,1,28.94
OI03159,O02839,P008,2,124.5
OI03160,O02839,P026,3,29.64
OI03161,O02846,P051,5,389.34
OI03162,O03531,P017,4,391.13
OI03163,O03750,P026,4,29.64
OI03164,O03750,P032,3,364.88
OI03165,O03750,P012,1,86.46
OI03166,O04415,P014,5,11.23
OI03167,O04415,P033,3,52.04
OI03168,O05589,P015,3,441.96
OI03169,O05589,P032,3,364.88
OI03170,O01378,P060,3,349.64
OI03171,O01378,P013,5,417.94
OI03172,O01378,P024,2,29.52
OI03173,O01378,P018,4,252.47
OI03174,O01987,P030,2,268.92
OI03175,O01987,P059,3,10.1
OI03176,O02458,P024,5,29.52
OI03177,O02458,P026,5,29.64
OI03178,O02458,P032,1,364.88
OI03179,O02820,P015,4,441.96
OI03180,O03245,P025,5,349.98
OI03181,O03245,P031,5,90.92
OI03182,O03376,P059,2,10.1
OI03183,O03376,P040,1,296.82
OI03184,O03376,P046,2,23.84
OI03185,O04055,P012,3,86.46
OI03186,O04055,P008,2,124.5
OI03187,O04055,P017,2,391.13
OI03188,O04510,P053,3,123.07
OI03189,O04510,P019,3,135.4
OI03190,O04510,P003,1,170.2
OI03191,O05267,P055,2,29.47
OI03192,O05673,P008,5,124.5
OI03193,O05673,P056,2,28.94
OI03194,O05673,P033,1,52.04
OI03195,O00961,P009,2,384.59
OI03196,O00961,P040,3,296.82
OI03197,O00961,P014,1,11.23
OI03198,O01012,P017,2,391.13
OI03199,O01029,P028,5,185.4
OI03200,O02209,P034,3,271.08
OI03201,O02209,P024,3,29.52
OI03202,O02209,P040,3,296.82
OI03203,O02209,P045,5,296.59
OI03204,O02533,P060,1,349.64
OI03205,O02533,P043,2,447.66
OI03206,O02533,P048,2,146.16
OI03207,O02533,P038,2,133.77
OI03208,O04010,P042,1,358.05
OI03209,O04010,P013,5,417.94
OI03210,O04969,P010,3,383.82
OI03211,O04969,P046,3,23.84
OI03212,O04969,P019,3,135.4
OI03213,O05475,P036,2,15.81
OI03214,O00124,P055,1,29.47
OI03215,O00124,P036,1,15.81
OI03216,O00124,P024,4,29.52
OI03217,O00124,P012,3,86.46
OI03218,O00997,P059,5,10.1
OI03219,O00997,P030,1,268.92
OI03220,O00997,P054,5,310.0
OI03221,O00997,P056,4,28.94
OI03222,O02039,P010,4,383.82
OI03223,O02039,P021,5,443.61
OI03224,O02690,P052,2,155.23
OI03225,O03331,P004,3,21.91
OI03226,O03331,P006,2,300.89
OI03227,O03331,P025,5,349.98
OI03228,O03963,P022,5,358.81
OI03229,O04059,P036,4,15.81
OI03230,O04059,P054,1,310.0
OI03231,O04059,P056,5,28.94
OI03232,O04882,P016,1,407.27
OI03233,O04882,P028,5,185.4
OI03234,O04882,P001,1,299.31
OI03235,O05051,P022,1,358.81
OI03236,O05051,P021,2,443.61
OI03237,O05051,P057,2,91.24
OI03238,O05539,P036,5,15.81
OI03239,O05539,P008,5,124.5
OI03240,O00271,P012,1,86.46
OI03241,O00672,P044,3,356.11
OI03242,O03497,P037,5,193.81
OI03243,O03497,P025,3,349.98
OI03244,O03698,P041,2,76.71
OI03245,O03698,P015,3,441.96
OI03246,O03900,P003,2,170.2
OI03247,O03900,P021,2,443.61
OI03248,O03900,P023,4,416.72
OI03249,O04278,P007,5,272.71
OI03250,O05403,P059,3,10.1
OI03251,O05403,P019,2,135.4
OI03252,O05684,P039,4,409.81
OI03253,O05981,P058,1,114.8
OI03254,O05981,P049,3,34.75
OI03255,O05981,P043,4,447.66
OI03256,O00768,P004,2,21.91
OI03257,O00768,P012,2,86.46
OI03258,O02459,P053,1,123.07
OI03259,O02459,P015,2,441.96
OI03260,O02459,P006,5,300.89
OI03261,O05645,P045,1,296.59
OI03262,O05645,P048,5,146.16
OI03263,O05645,P039,3,409.81
OI03264,O05801,P017,4,391.13
OI03265,O05801,P047,5,116.76
OI03266,O05801,P049,1,34.75
OI03267,O05994,P023,4,416.72
OI03268,O05994,P018,1,252.47
OI03269,O05994,P060,3,349.64
OI03270,O00451,P039,4,409.81
OI03271,O00451,P025,2,349.98
OI03272,O00451,P048,4,146.16
OI03273,O00451,P017,1,391.13
OI03274,O01036,P021,5,443.61
OI03275,O01212,P006,4,380.87
OI03276,O01212,P020,2,62.75
OI03277,O03576,P058,2,114.8
OI03278,O03576,P005,1,267.21
OI03279,O04099,P014,3,11.23
OI03280,O04099,P044,2,356.11
OI03281,O04343,P047,1,116.76
OI03282,O04343,P048,5,146.16
OI03283,O04343,P054,2,310.0
OI03284,O04343,P045,2,296.59
OI03285,O04953,P060,4,349.64
OI03286,O05361,P007,5,345.2
OI03287,O05361,P060,5,349.64
OI03288,O05361,P049,4,34.75
OI03289,O05804,P012,1,86.46
OI03290,O05804,P010,1,383.82
OI03291,O05804,P003,1,215.44
OI03292,O01721,P049,5,34.75
OI03293,O01721,P003,1,215.44
OI03294,O01817,P027,5,9.99
OI03295,O01817,P009,3,384.59
OI03296,O01817,P011,3,54.4
OI03297,O02063,P033,5,68.48
OI03298,O02063,P060,4,349.64
OI03299,O02063,P017,4,391.13
OI03300,O03801,P048,5,146.16
OI03301,O03801,P033,2,68.48
OI03302,O03973,P019,2,135.4
OI03303,O03973,P001,1,378.87
OI03304,O04557,P019,3,135.4
OI03305,O04557,P034,1,271.08
OI03306,O04557,P053,5,123.07
OI03307,O00376,P037,3,193.81
OI03308,O01246,P028,1,185.4
OI03309,O01246,P021,4,443.61
OI03310,O03914,P030,1,268.92
OI03311,O04867,P015,4,441.96
OI03312,O04867,P042,5,358.05
OI03313,O00761,P059,4,10.1
OI03314,O00761,P031,5,90.92
OI03315,O00761,P004,5,27.73
OI03316,O01143,P047,1,116.76
OI03317,O01184,P050,2,182.2
OI03318,O01184,P025,4,349.98
OI03319,O01781,P043,5,447.66
OI03320,O01781,P050,1,182.2
OI03321,O01781,P011,4,54.4
OI03322,O01781,P045,2,296.59
OI03323,O02580,P008,3,157.6
OI03324,O02580,P058,5,114.8
OI03325,O02580,P045,3,296.59
OI03326,O02580,P010,4,383.82
OI03327,O03425,P029,3,384.93
OI03328,O03425,P016,1,407.27
OI03329,O01441,P005,5,267.21
OI03330,O01441,P034,5,271.08
OI03331,O01441,P023,2,416.72
OI03332,O01441,P025,4,349.98
OI03333,O01686,P027,3,9.99
OI03334,O02166,P019,4,135.4
OI03335,O02166,P008,5,157.6
OI03336,O02479,P007,3,345.2
OI03337,O02479,P016,3,407.27
OI03338,O03116,P041,2,76.71
OI03339,O03116,P060,2,349.64
OI03340,O03116,P010,4,383.82
OI03341,O03457,P033,1,68.48
OI03342,O03457,P005,5,267.21
OI03343,O03457,P042,5,358.05
OI03344,O03457,P003,5,215.44
OI03345,O04409,P050,4,182.2
OI03346,O04741,P053,3,123.07
OI03347,O04741,P033,4,68.48
OI03348,O04741,P006,5,380.87
OI03349,O04741,P016,5,407.27
OI03350,O04786,P036,4,15.81
OI03351,O04786,P051,2,389.34
OI03352,O04786,P003,2,215.44
OI03353,O05960,P008,5,157.6
OI03354,O05960,P059,2,10.1
OI03355,O05960,P037,3,193.81
OI03356,O00810,P032,1,364.88
OI03357,O02465,P019,2,135.4
OI03358,O02465,P041,1,76.71
OI03359,O03168,P047,3,116.76
OI03360,O03168,P008,4,157.6
OI03361,O03168,P035,2,67.39
OI03362,O03240,P017,3,391.13
OI03363,O03240,P041,2,76.71
OI03364,O03240,P011,1,54.4
OI03365,O03240,P030,3,268.92
OI03366,O04482,P032,3,364.88
OI03367,O04569,P041,4,76.71
OI03368,O04569,P039,5,409.81
OI03369,O04569,P047,3,116.76
OI03370,O04569,P060,2,349.64
OI03371,O00109,P054,5,310.0
OI03372,O00109,P024,3,29.52
OI03373,O00123,P052,2,155.23
OI03374,O00123,P008,3,157.6
OI03375,O00625,P040,3,296.82
OI03376,O00625,P047,1,116.76
OI03377,O01042,P003,4,215.44
OI03378,O02020,P041,2,76.71
OI03379,O04544,P027,1,9.99
OI03380,O04544,P032,4,364.88
OI03381,O04544,P028,2,185.4
OI03382,O04544,P037,3,193.81
OI03383,O05000,P025,1,349.98
OI03384,O00009,P048,3,146.16
OI03385,O00009,P007,3,345.2
OI03386,O00009,P014,1,11.23
OI03387,O00994,P002,5,181.52
OI03388,O00994,P034,5,271.08
OI03389,O00994,P027,3,9.99
OI03390,O01226,P024,1,29.52
OI03391,O01226,P031,2,90.92
OI03392,O01226,P054,5,310.0
OI03393,O03220,P026,3,29.64
OI03394,O03220,P020,2,62.75
OI03395,O03220,P044,5,356.11
OI03396,O03220,P028,4,185.4
OI03397,O03366,P058,1,114.8
OI03398,O03366,P047,3,116.76
OI03399,O03452,P042,2,358.05
OI03400,O03452,P008,4,157.6
OI03401,O03452,P059,2,10.1
OI03402,O03866,P007,2,345.2
OI03403,O03866,P031,4,90.92
OI03404,O04138,P016,2,407.27
OI03405,O04138,P047,2,116.76
OI03406,O04138,P027,4,9.99
OI03407,O04138,P019,4,135.4
OI03408,O05046,P029,2,384.93
OI03409,O05449,P045,5,296.59
OI03410,O05572,P025,1,349.98
OI03411,O05572,P024,1,29.52
OI03412,O05927,P021,5,443.61
OI03413,O05927,P051,5,389.34
OI03414,O05927,P048,2,146.16
OI03415,O00818,P031,1,90.92
OI03416,O00839,P010,3,383.82
OI03417,O00839,P022,2,358.81
OI03418,O00839,P059,5,10.1
OI03419,O01307,P045,3,296.59
OI03420,O01307,P055,5,29.47
OI03421,O02150,P032,3,364.88
OI03422,O02150,P029,4,384.93
OI03423,O02150,P015,2,441.96
OI03424,O02447,P045,5,296.59
OI03425,O02957,P006,3,380.87
OI03426,O03368,P039,5,409.81
OI03427,O05259,P004,3,27.73
OI03428,O05259,P057,2,91.24
OI03429,O05259,P053,5,123.07
OI03430,O05259,P002,2,181.52
OI03431,O05297,P059,2,10.1
OI03432,O05297,P053,3,123.07
OI03433,O05297,P049,3,34.75
OI03434,O05426,P014,5,11.23
OI03435,O05426,P006,4,380.87
OI03436,O05527,P056,2,28.94
OI03437,O05527,P037,4,193.81
OI03438,O01824,P045,3,296.59
OI03439,O01824,P028,2,185.4
OI03440,O01824,P049,2,34.75
OI03441,O01848,P010,3,383.82
OI03442,O01848,P060,3,349.64
OI03443,O01848,P032,2,364.88
OI03444,O03546,P049,1,34.75
OI03445,O04904,P023,5,416.72
OI03446,O04904,P048,5,146.16
OI03447,O04904,P013,1,417.94
OI03448,O04904,P035,5,67.39
OI03449,O05333,P034,1,271.08
OI03450,O05333,P021,4,443.61
OI03451,O00181,P013,3,417.94
OI03452,O00253,P053,1,123.07
OI03453,O00253,P033,4,68.48
OI03454,O02859,P001,1,378.87
OI03455,O02859,P049,4,34.75
OI03456,O02991,P043,3,447.66
OI03457,O04572,P003,2,215.44
OI03458,O04572,P059,4,10.1
OI03459,O04573,P043,3,447.66
OI03460,O04573,P005,1,267.21
OI03461,O04573,P025,3,349.98
OI03462,O04961,P053,5,123.07
OI03463,O05070,P018,5,252.47
OI03464,O05070,P008,1,157.6
OI03465,O05070,P004,3,27.73
OI03466,O05090,P030,1,268.92
OI03467,O05090,P051,2,389.34
OI03468,O05441,P004,1,27.73
OI03469,O05441,P005,1,267.21
OI03470,O05441,P033,1,68.48
OI03471,O05441,P031,5,90.92
OI03472,O00365,P010,1,383.82
OI03473,O00365,P003,5,215.44
OI03474,O00365,P059,2,10.1
OI03475,O00820,P037,5,193.81
OI03476,O00820,P022,2,358.81
OI03477,O01606,P021,4,443.61
OI03478,O01606,P047,3,116.76
OI03479,O02004,P011,1,54.4
OI03480,O02004,P045,2,296.59
OI03481,O03061,P047,5,116.76
OI03482,O03061,P030,2,268.92
OI03483,O03061,P054,5,310.0
OI03484,O03358,P021,1,443.61
OI03485,O03358,P018,5,252.47
OI03486,O03358,P014,1,11.23
OI03487,O03358,P037,4,193.81
OI03488,O04427,P018,5,252.47
OI03489,O04427,P023,2,416.72
OI03490,O05206,P044,5,356.11
OI03491,O05326,P059,1,10.1
OI03492,O05326,P050,5,182.2
OI03493,O05326,P013,5,417.94
OI03494,O01714,P012,5,86.46
OI03495,O03000,P003,1,215.44
OI03496,O03000,P048,3,146.16
OI03497,O00912,P020,5,62.75
OI03498,O00912,P029,5,384.93
OI03499,O00924,P016,1,407.27
OI03500,O00924,P034,5,271.08
OI03501,O00924,P012,5,86.46
OI03502,O03474,P012,2,86.46
OI03503,O03474,P025,2,349.98
OI03504,O04962,P037,1,193.81
OI03505,O04962,P051,2,389.34
OI03506,O04962,P019,2,135.4
OI03507,O04962,P009,1,384.59
OI03508,O05494,P043,3,447.66
OI03509,O05494,P001,4,378.87
OI03510,O05494,P022,2,358.81
OI03511,O00805,P016,3,407.27
OI03512,O00805,P041,3,76.71
OI03513,O00948,P028,1,185.4
OI03514,O00948,P018,1,252.47
OI03515,O00948,P034,3,271.08
OI03516,O00962,P056,1,28.94
OI03517,O02577,P056,4,28.94
OI03518,O02577,P050,2,182.2
OI03519,O05429,P009,3,384.59
OI03520,O05429,P055,5,29.47
OI03521,O05429,P044,2,356.11
OI03522,O05429,P049,3,34.75
OI03523,O03155,P039,3,409.81
OI03524,O03155,P002,4,181.52
OI03525,O03381,P015,2,441.96
OI03526,O03381,P040,1,296.82
OI03527,O04853,P010,5,383.82
OI03528,O05765,P017,3,391.13
OI03529,O00251,P028,4,185.4
OI03530,O00251,P030,5,268.92
OI03531,O00251,P040,4,296.82
OI03532,O00340,P006,3,380.87
OI03533,O00340,P019,2,135.4
OI03534,O02399,P008,4,157.6
OI03535,O02399,P057,2,91.24
OI03536,O03160,P019,4,135.4
OI03537,O03160,P052,2,155.23
OI03538,O03160,P048,4,146.16
OI03539,O03160,P011,1,54.4
OI03540,O03975,P001,4,378.87
OI03541,O04905,P053,4,123.07
OI03542,O04905,P059,3,10.1
OI03543,O04905,P005,1,267.21
OI03544,O05082,P033,1,68.48
OI03545,O05082,P045,4,296.59
OI03546,O05082,P028,1,185.4
OI03547,O05082,P011,3,54.4
OI03548,O05548,P049,4,34.75
OI03549,O00358,P049,3,34.75
OI03550,O00358,P037,2,193.81
OI03551,O01377,P053,3,123.07
OI03552,O02099,P027,4,9.99
OI03553,O02099,P022,1,358.81
OI03554,O02831,P054,3,310.0
OI03555,O02831,P019,2,135.4
OI03556,O02831,P040,1,296.82
OI03557,O03179,P006,3,380.87
OI03558,O04333,P006,2,380.87
OI03559,O04333,P057,4,91.24
OI03560,O04333,P003,1,215.44
OI03561,O04337,P007,5,345.2
OI03562,O04337,P060,5,349.64
OI03563,O04337,P001,1,378.87
OI03564,O04723,P028,4,185.4
OI03565,O04820,P049,1,34.75
OI03566,O04820,P037,4,193.81
OI03567,O04820,P057,4,91.24
OI03568,O04820,P033,3,68.48
OI03569,O04913,P032,1,364.88
OI03570,O04913,P047,2,116.76
OI03571,O04913,P009,2,384.59
OI03572,O05056,P039,1,409.81
OI03573,O05584,P026,1,29.64
OI03574,O05584,P057,2,91.24
OI03575,O05650,P016,1,407.27
OI03576,O05650,P038,3,133.77
OI03577,O05650,P025,4,349.98
OI03578,O05833,P037,2,193.81
OI03579,O05899,P050,3,182.2
OI03580,O05899,P021,2,443.61
OI03581,O05899,P002,5,181.52
OI03582,O01404,P040,3,296.82
OI03583,O01404,P043,4,447.66
OI03584,O01910,P023,5,416.72
OI03585,O02072,P022,2,358.81
OI03586,O02072,P032,4,364.88
OI03587,O02072,P016,5,407.27
OI03588,O02611,P047,5,116.76
OI03589,O02611,P024,3,29.52
OI03590,O03274,P037,2,193.81
OI03591,O03870,P037,4,193.81
OI03592,O03870,P016,4,407.27
OI03593,O03870,P021,3,443.61
OI03594,O03991,P030,3,268.92
OI03595,O03991,P047,1,116.76
OI03596,O03991,P002,2,181.52
OI03597,O03991,P059,1,10.1
OI03598,O05185,P058,1,114.8
OI03599,O05185,P043,4,447.66
OI03600,O05185,P022,1,358.81
OI03601,O05185,P024,5,29.52
OI03602,O05268,P010,1,383.82
OI03603,O05268,P059,5,10.1
OI03604,O05268,P023,3,416.72
OI03605,O05873,P058,2,114.8
OI03606,O05873,P027,3,9.99
OI03607,O05873,P020,5,62.75
OI03608,O00306,P003,2,215.44
OI03609,O00306,P030,1,268.92
OI03610,O00306,P009,3,384.59
OI03611,O00306,P040,5,296.82
OI03612,O00944,P034,1,271.08
OI03613,O01735,P010,2,383.82
OI03614,O01735,P042,1,358.05
OI03615,O01735,P018,4,252.47
OI03616,O01867,P048,4,146.16
OI03617,O01867,P028,5,185.4
OI03618,O01867,P035,3,67.39
OI03619,O01867,P040,3,296.82
OI03620,O03398,P053,3,123.07
OI03621,O03398,P018,5,252.47
OI03622,O03398,P049,5,34.75
OI03623,O05680,P016,3,407.27
OI03624,O05680,P029,4,384.93
OI03625,O05680,P002,5,181.52
OI03626,O00813,P026,4,29.64
OI03627,O00813,P013,2,417.94
OI03628,O00813,P050,2,182.2
OI03629,O00813,P028,4,185.4
OI03630,O01132,P030,5,268.92
OI03631,O01132,P008,4,157.6
OI03632,O01216,P007,3,345.2
OI03633,O01216,P010,4,383.82
OI03634,O02077,P021,3,443.61
OI03635,O02077,P059,3,10.1
OI03636,O02298,P001,5,378.87
OI03637,O03247,P056,3,28.94
OI03638,O03247,P022,1,358.81
OI03639,O03522,P039,5,409.81
OI03640,O04239,P004,3,27.73
OI03641,O04239,P038,2,133.77
OI03642,O04239,P013,3,417.94
OI03643,O04239,P011,4,54.4
OI03644,O04892,P011,2,54.4
OI03645,O04892,P012,1,86.46
OI03646,O04892,P025,3,349.98
OI03647,O04892,P057,3,91.24
OI03648,O05850,P037,2,193.81
OI03649,O05850,P045,4,296.59
OI03650,O00373,P041,3,76.71
OI03651,O00373,P007,3,345.2
OI03652,O00373,P031,2,90.92
OI03653,O00373,P026,4,29.64
OI03654,O00584,P013,5,417.94
OI03655,O00584,P047,4,116.76
OI03656,O00584,P037,2,193.81
OI03657,O00731,P031,1,90.92
OI03658,O00731,P047,4,116.76
OI03659,O01823,P027,4,9.99
OI03660,O02353,P059,5,10.1
OI03661,O02353,P037,2,193.81
OI03662,O02353,P044,4,356.11
OI03663,O02617,P012,1,86.46
OI03664,O02617,P049,1,34.75
OI03665,O04588,P021,2,443.61
OI03666,O05852,P026,3,29.64
OI03667,O05852,P050,4,182.2
OI03668,O05852,P029,3,384.93
OI03669,O00294,P020,4,62.75
OI03670,O00294,P053,1,123.07
OI03671,O00294,P019,2,135.4
OI03672,O01496,P052,3,155.23
OI03673,O01496,P022,1,358.81
OI03674,O02315,P017,2,391.13
OI03675,O05485,P009,3,384.59
OI03676,O05485,P056,5,28.94
OI03677,O05485,P054,4,310.0
OI03678,O05763,P009,2,384.59
OI03679,O01309,P030,5,268.92
OI03680,O01309,P022,2,358.81
OI03681,O03032,P018,3,252.47
OI03682,O03032,P056,2,28.94
OI03683,O03032,P035,4,67.39
OI03684,O03032,P031,3,90.92
OI03685,O03148,P049,2,34.75
OI03686,O03148,P044,2,356.11
OI03687,O03148,P051,4,389.34
OI03688,O04414,P025,2,349.98
OI03689,O04414,P047,2,116.76
OI03690,O04414,P037,3,193.81
OI03691,O05495,P018,4,252.47
OI03692,O05495,P027,3,9.99
OI03693,O05495,P057,2,91.24
OI03694,O05495,P050,2,182.2
OI03695,O05507,P005,1,267.21
OI03696,O05507,P008,2,157.6
OI03697,O05507,P009,1,384.59
OI03698,O03009,P054,5,310.0
OI03699,O03009,P031,4,90.92
OI03700,O03009,P042,1,358.05
OI03701,O03808,P047,2,116.76
OI03702,O03808,P045,3,296.59
OI03703,O03808,P028,2,185.4
OI03704,O03808,P016,4,407.27
OI03705,O04095,P039,5,409.81
OI03706,O04095,P007,5,345.2
OI03707,O04282,P030,3,268.92
OI03708,O05132,P035,2,67.39
OI03709,O05132,P002,2,181.52
OI03710,O00472,P023,2,416.72
OI03711,O00472,P025,1,349.98
OI03712,O00475,P051,5,389.34
OI03713,O00475,P052,2,155.23
OI03714,O00732,P041,5,76.71
OI03715,O00732,P056,1,28.94
OI03716,O00732,P011,3,54.4
OI03717,O01900,P002,2,181.52
OI03718,O02748,P033,4,68.48
OI03719,O02748,P048,5,146.16
OI03720,O02748,P053,5,123.07
OI03721,O03772,P012,3,86.46
OI03722,O04944,P035,4,67.39
OI03723,O04944,P048,1,146.16
OI03724,O04944,P006,4,380.87
OI03725,O04944,P043,2,447.66
OI03726,O04946,P026,1,29.64
OI03727,O04946,P019,2,135.4
OI03728,O04946,P055,5,29.47
OI03729,O00939,P051,1,389.34
OI03730,O00939,P020,1,62.75
OI03731,O01518,P037,1,193.81
OI03732,O01518,P001,1,378.87
OI03733,O01518,P006,1,380.87
OI03734,O02087,P039,1,409.81
OI03735,O02087,P032,2,364.88
OI03736,O02932,P015,5,441.96
OI03737,O02932,P058,4,114.8
OI03738,O02932,P022,1,358.81
OI03739,O02932,P038,2,133.77
OI03740,O04757,P054,5,310.0
OI03741,O04757,P031,3,90.92
OI03742,O05022,P038,4,133.77
OI03743,O01026,P014,5,11.23
OI03744,O01026,P057,1,91.24
OI03745,O01026,P006,5,380.87
OI03746,O01759,P053,1,123.07
OI03747,O01759,P023,5,416.72
OI03748,O01759,P012,5,86.46
OI03749,O02312,P006,5,380.87
OI03750,O02312,P054,3,310.0
OI03751,O02312,P038,5,133.77
OI03752,O02677,P039,2,409.81
OI03753,O02677,P030,1,268.92
OI03754,O02677,P053,1,123.07
OI03755,O03601,P029,1,384.93
OI03756,O04541,P020,1,62.75
OI03757,O04541,P012,1,86.46
OI03758,O04541,P002,4,181.52
OI03759,O04610,P028,4,185.4
OI03760,O04610,P047,5,116.76
OI03761,O04610,P052,4,155.23
OI03762,O04610,P024,3,29.52
OI03763,O00011,P018,5,252.47
OI03764,O00011,P036,1,15.81
OI03765,O00011,P041,1,76.71
OI03766,O00011,P002,4,181.52
OI03767,O00531,P059,4,10.1
OI03768,O00531,P051,1,389.34
OI03769,O00531,P042,3,358.05
OI03770,O00773,P005,3,267.21
OI03771,O00773,P034,1,271.08
OI03772,O00773,P013,4,417.94
OI03773,O00773,P025,1,349.98
OI03774,O01205,P049,3,34.75
OI03775,O01853,P011,4,54.4
OI03776,O01853,P058,4,114.8
OI03777,O01853,P047,4,116.76
OI03778,O02722,P050,1,182.2
OI03779,O02722,P046,1,23.84
OI03780,O03428,P050,3,182.2
OI03781,O03586,P021,1,443.61
OI03782,O03586,P034,1,271.08
OI03783,O03586,P001,1,378.87
OI03784,O04026,P047,4,116.76
OI03785,O04026,P048,1,146.16
OI03786,O04026,P035,5,67.39
OI03787,O04169,P038,4,133.77
OI03788,O04169,P010,5,383.82
OI03789,O04169,P027,3,9.99
OI03790,O04169,P020,1,62.75
OI03791,O04308,P009,3,384.59
OI03792,O04627,P057,5,91.24
OI03793,O04809,P021,4,443.61
OI03794,O04809,P058,4,114.8
OI03795,O04809,P041,4,76.71
OI03796,O04809,P045,2,296.59
OI03797,O04949,P009,5,384.59
OI03798,O04949,P055,3,29.47
OI03799,O04949,P005,3,267.21
OI03800,O05028,P026,1,29.64
OI03801,O05028,P019,5,135.4
OI03802,O05028,P038,5,133.77
OI03803,O05028,P052,4,155.23
OI03804,O05340,P054,4,310.0
OI03805,O05340,P011,2,54.4
OI03806,O05829,P047,2,116.76
OI03807,O01789,P014,1,11.23
OI03808,O01789,P004,3,27.73
OI03809,O03147,P057,4,91.24
OI03810,O03147,P044,2,356.11
OI03811,O03264,P032,4,364.88
OI03812,O03388,P025,5,349.98
OI03813,O03388,P028,4,185.4
OI03814,O04701,P019,2,135.4
OI03815,O04701,P052,1,155.23
OI03816,O04896,P021,3,443.61
OI03817,O04896,P027,4,9.99
OI03818,O04896,P039,3,409.81
OI03819,O01405,P021,2,443.61
OI03820,O01405,P056,2,28.94
OI03821,O01405,P028,5,185.4
OI03822,O01932,P002,2,181.52
OI03823,O01932,P057,1,91.24
OI03824,O01932,P055,1,29.47
OI03825,O02043,P021,5,443.61
OI03826,O02043,P022,2,358.81
OI03827,O02085,P029,2,384.93
OI03828,O02225,P033,2,68.48
OI03829,O02225,P058,1,114.8
OI03830,O02405,P033,5,68.48
OI03831,O02405,P013,1,417.94
OI03832,O02405,P030,4,268.92
OI03833,O02535,P032,3,364.88
OI03834,O02535,P044,1,356.11
OI03835,O02535,P027,3,9.99
OI03836,O02535,P041,1,76.71
OI03837,O02963,P032,5,364.88
OI03838,O02963,P027,2,9.99
OI03839,O03999,P024,2,29.52
OI03840,O03999,P055,2,29.47
OI03841,O03999,P008,4,157.6
OI03842,O04172,P023,5,416.72
OI03843,O04172,P021,5,443.61
OI03844,O04172,P013,4,417.94
OI03845,O04857,P055,4,29.47
OI03846,O04857,P034,2,271.08
OI03847,O04857,P021,5,443.61
OI03848,O04857,P026,5,29.64
OI03849,O05453,P044,1,356.11
OI03850,O05453,P051,3,389.34
OI03851,O00413,P020,3,62.75
OI03852,O00413,P009,3,384.59
OI03853,O00413,P053,2,123.07
OI03854,O01837,P026,2,29.64
OI03855,O02774,P014,2,11.23
OI03856,O02774,P022,4,358.81
OI03857,O02774,P047,2,116.76
OI03858,O03688,P047,2,116.76
OI03859,O04006,P045,1,296.59
OI03860,O04006,P031,1,90.92
OI03861,O04006,P007,2,345.2
OI03862,O04043,P038,4,111.03
OI03863,O00422,P006,2,380.87
OI03864,O01904,P012,4,86.46
OI03865,O01904,P031,4,90.92
OI03866,O01904,P022,5,358.81
OI03867,O02019,P017,3,391.13
OI03868,O02019,P020,4,62.75
OI03869,O02763,P005,3,267.21
OI03870,O02807,P028,3,185.4
OI03871,O02827,P046,5,23.84
OI03872,O02827,P001,3,378.87
OI03873,O02827,P049,1,34.75
OI03874,O02968,P059,3,10.1
OI03875,O02968,P054,1,310.0
OI03876,O03768,P011,4,54.4
OI03877,O03768,P018,2,252.47
OI03878,O03768,P014,2,11.23
OI03879,O03768,P001,1,378.87
OI03880,O04191,P029,1,384.93
OI03881,O04191,P056,5,28.94
OI03882,O04191,P035,4,67.39
OI03883,O04191,P046,1,23.84
OI03884,O04934,P050,1,182.2
OI03885,O04934,P009,2,384.59
OI03886,O05385,P017,1,391.13
OI03887,O05385,P031,1,90.92
OI03888,O00789,P031,1,90.92
OI03889,O02052,P021,4,332.71
OI03890,O02083,P009,2,384.59
OI03891,O02790,P044,5,356.11
OI03892,O02790,P021,5,332.71
OI03893,O02790,P016,2,407.27
OI03894,O03532,P059,1,10.1
OI03895,O03809,P018,5,189.35
OI03896,O04214,P038,5,111.03
OI03897,O04214,P048,2,146.16
OI03898,O04214,P042,3,358.05
OI03899,O05054,P048,5,146.16
OI03900,O05054,P001,2,378.87
OI03901,O05054,P007,4,345.2
OI03902,O05054,P026,3,29.64
