order_id,order_date,customer_id,channel,status
O05494,2024-06-27,C0122,web,completed
O00805,2024-06-28,C0100,store,completed
O00948,2024-06-28,C0050,web,completed
O00962,2024-06-28,C0123,web,completed
O02577,2024-06-28,C0171,store,completed
O05429,2024-06-28,C0159,web,completed
O03155,2024-06-29,C0043,web,completed
O03381,2024-06-29,C0095,store,completed
O04853,2024-06-29,C0112,web,completed
O05765,2024-06-29,C0065,web,completed
O00251,2024-06-30,C0056,web,completed
O00340,2024-06-30,C0053,web,completed
O02399,2024-06-30,C0141,store,completed
O03160,2024-06-30,C0074,web,completed
O03975,2024-06-30,C0126,store,completed
O04905,2024-06-30,C0162,web,completed
O05082,2024-06-30,C0117,phone,pending
O05548,2024-06-30,C0115,web,completed
O00358,2024-07-01,C0164,web,completed
O01377,2024-07-01,C0123,web,completed
O02099,2024-07-01,C0144,web,completed
O02831,2024-07-01,C0012,store,cancelled
O03179,2024-07-01,C0129,store,completed
O04333,2024-07-01,C0079,store,completed
O04337,2024-07-01,C0027,web,completed
O04723,2024-07-01,C0003,web,completed
O04820,2024-07-01,C0113,store,completed
O04913,2024-07-01,C0103,web,completed
O05056,2024-07-01,C0038,web,completed
O05584,2024-07-01,C0066,store,completed
O05650,2024-07-01,C0174,phone,completed
O05833,2024-07-01,C0059,store,completed
O05899,2024-07-01,C0114,web,cancelled
O01404,2024-07-02,C0019,web,completed
O01910,2024-07-02,C0009,web,completed
O02072,2024-07-02,C0094,store,completed
O02611,2024-07-02,C0028,store,completed
O03274,2024-07-02,C0162,store,completed
O03870,2024-07-02,C0106,store,completed
O03991,2024-07-02,C0165,web,completed
O05185,2024-07-02,C0168,store,completed
O05268,2024-07-02,C0156,web,completed
O05873,2024-07-02,C0087,web,completed
O00306,2024-07-03,C0095,web,completed
O00944,2024-07-03,C0041,store,completed
O01735,2024-07-03,C0149,web,completed
O01867,2024-07-03,C0053,web,completed
O03398,2024-07-03,C0160,phone,completed
O05680,2024-07-03,C0043,web,completed
O00813,2024-07-04,C0064,web,completed
O01132,2024-07-04,C0054,store,completed
O01216,2024-07-04,C0069,web,completed
O02077,2024-07-04,C0001,web,completed
O02298,2024-07-04,C0032,phone,completed
O03247,2024-07-04,C0108,phone,completed
O03522,2024-07-04,C0036,store,completed
O04239,2024-07-04,C0112,web,completed
O04892,2024-07-04,C0021,web,cancelled
O05850,2024-07-04,C0101,web,completed
O00373,2024-07-05,C0119,web,completed
O00584,2024-07-05,C0114,web,completed
O00731,2024-07-05,C0085,store,completed
O01823,2024-07-05,C0169,phone,completed
O02353,2024-07-05,C0047,store,completed
O02617,2024-07-05,C0075,store,completed
O04588,2024-07-05,C0176,web,completed
O05852,2024-07-05,C0176,web,completed
O00294,2024-07-06,C0007,web,completed
O01496,2024-07-06,C0009,web,completed
O02315,2024-07-06,C0011,web,completed
O05485,2024-07-06,C0153,store,completed
O05763,2024-07-06,C0032,web,cancelled
O01309,2024-07-07,C0025,web,completed
O03032,2024-07-07,C0045,web,completed
O03148,2024-07-07,C0130,store,completed
O04414,2024-07-07,C0148,store,completed
O05495,2024-07-07,C0022,web,completed
O05507,2024-07-07,C0050,web,completed
O03009,2024-07-08,C0041,store,completed
O03808,2024-07-08,C0136,web,completed
O04095,2024-07-08,C0107,phone,completed
O04282,2024-07-08,C0179,web,completed
O05132,2024-07-08,C0013,phone,completed
O00472,2024-07-09,C0011,web,completed
O00475,2024-07-09,C0162,web,completed
O00732,2024-07-09,C0168,web,completed
O01900,2024-07-09,C0077,web,completed
O02748,2024-07-09,C0179,phone,completed
O03772,2024-07-09,C0071,web,completed
O04944,2024-07-09,C0102,web,completed
O04946,2024-07-09,C0136,phone,completed
O00939,2024-07-10,C0008,phone,completed
O01518,2024-07-10,C0134,web,completed
O02087,2024-07-10,C0160,phone,completed
O02932,2024-07-10,C0130,web,completed
O04757,2024-07-10,C0119,phone,completed
O05022,2024-07-10,C0016,phone,completed
O01026,2024-07-11,C0040,store,completed
O01759,2024-07-11,C0005,web,completed
O02312,2024-07-11,C0043,web,completed
O02677,2024-07-11,C0164,store,completed
O03601,2024-07-11,C0090,store,completed
O04541,2024-07-11,C0023,web,completed
O04610,2024-07-11,C0096,store,pending
O00011,2024-07-12,C0001,web,pending
O00531,2024-07-12,C0084,web,completed
O00773,2024-07-12,C0016,web,completed
O01205,2024-07-12,C0094,store,completed
O01853,2024-07-12,C0077,web,completed
O02722,2024-07-12,C0138,store,completed
O03428,2024-07-12,C0104,web,completed
O03586,2024-07-12,C0044,web,completed
O04026,2024-07-12,C0114,web,completed
O04169,2024-07-12,C0176,store,completed
O04308,2024-07-12,C0056,web,completed
O04627,2024-07-12,C0063,web,completed
O04809,2024-07-12,C0040,store,completed
O04949,2024-07-12,C0007,web,completed
O05028,2024-07-12,C0159,web,pending
O05340,2024-07-12,C0079,web,completed
O05829,2024-07-12,C0081,store,completed
O01789,2024-07-13,C0111,store,completed
O03147,2024-07-13,C0011,store,completed
O03264,2024-07-13,C0169,web,completed
O03388,2024-07-13,C0168,web,completed
O04701,2024-07-13,C0002,store,completed
O04896,2024-07-13,C0011,store,completed
O01405,2024-07-14,C0127,web,completed
O01932,2024-07-14,C0110,web,completed
O02043,2024-07-14,C0135,store,pending
O02085,2024-07-14,C0038,web,completed
O02225,2024-07-14,C0076,web,cancelled
O02405,2024-07-14,C0017,store,completed
O02535,2024-07-14,C0020,web,completed
O02963,2024-07-14,C0174,phone,cancelled
O03999,2024-07-14,C0085,web,completed
O04172,2024-07-14,C0035,web,completed
O04857,2024-07-14,C0084,web,completed
O05453,2024-07-14,C0119,web,completed
O00413,2024-07-15,C0051,web,completed
O01837,2024-07-15,C0061,store,completed
O02774,2024-07-15,C0175,web,completed
O03688,2024-07-15,C0155,web,completed
O04006,2024-07-15,C0114,store,completed
O04043,2024-07-15,C0138,store,completed
O00422,2024-07-16,C0168,phone,completed
O01904,2024-07-16,C0179,web,completed
O02019,2024-07-16,C0073,web,completed
O02763,2024-07-16,C0065,web,completed
O02807,2024-07-16,C0053,web,completed
O02827,2024-07-16,C0071,web,pending
O02968,2024-07-16,C0006,phone,completed
O03768,2024-07-16,C0158,web,completed
O04191,2024-07-16,C0133,store,completed
O04934,2024-07-16,C0084,web,completed
O05385,2024-07-16,C0062,web,completed
O00789,2024-07-17,C0149,web,completed
O02052,2024-07-17,C0126,web,completed
O02083,2024-07-17,C0108,web,completed
O02790,2024-07-17,C0082,web,completed
O03532,2024-07-17,C0173,web,completed
O03809,2024-07-17,C0094,web,completed
O04214,2024-07-17,C0097,web,completed
O05054,2024-07-17,C0028,web,completed
O05813,2024-07-17,C0121,web,completed
O05872,2024-07-17,C0166,web,completed
O00635,2024-07-18,C0028,web,completed
O00957,2024-07-18,C0045,store,completed
O01008,2024-07-18,C0038,web,completed
O01009,2024-07-18,C0004,web,completed
O01921,2024-07-18,C0161,web,cancelled
O02887,2024-07-18,C0094,web,completed
O05198,2024-07-18,C0116,store,completed
O05573,2024-07-18,C0166,store,completed
O00513,2024-07-19,C0032,store,completed
O00827,2024-07-19,C0102,web,completed
O02691,2024-07-19,C0071,web,completed
O04443,2024-07-19,C0139,web,completed
O04848,2024-07-19,C0110,web,completed
O00292,2024-07-20,C0025,phone,completed
O00504,2024-07-20,C0053,phone,completed
O00783,2024-07-20,C0098,web,completed
O00826,2024-07-20,C0145,web,completed
O01752,2024-07-20,C0004,phone,completed
O01815,2024-07-20,C0102,web,completed
O02715,2024-07-20,C0002,web,completed
O02759,2024-07-20,C0151,phone,completed
O04782,2024-07-20,C0144,web,completed
O05242,2024-07-20,C0132,web,completed
O05294,2024-07-20,C0079,web,pending
O00676,2024-07-21,C0045,web,completed
O01283,2024-07-21,C0153,web,completed
O01605,2024-07-21,C0106,web,completed
O02279,2024-07-21,C0073,store,completed
O02415,2024-07-21,C0171,web,completed
O03540,2024-07-21,C0129,web,pending
O03742,2024-07-21,C0179,web,completed
O03804,2024-07-21,C0021,store,completed
O03897,2024-07-21,C0045,web,completed
O04827,2024-07-21,C0036,web,completed
O04833,2024-07-21,C0034,store,completed
O05277,2024-07-21,C0005,store,completed
O05295,2024-07-21,C0045,web,completed
O05910,2024-07-21,C0057,web,cancelled
O00714,2024-07-22,C0128,phone,completed
O02001,2024-07-22,C0069,web,completed
O03146,2024-07-22,C0102,store,completed
O03338,2024-07-22,C0147,web,cancelled
O04963,2024-07-22,C0125,phone,completed
O01624,2024-07-23,C0033,store,completed
O03034,2024-07-23,C0064,web,completed
O03077,2024-07-23,C0033,web,completed
O05026,2024-07-23,C0163,store,completed
O05246,2024-07-23,C0111,web,completed
O00074,2024-07-24,C0051,web,completed
O00126,2024-07-24,C0013,web,completed
O00742,2024-07-24,C0135,web,completed
O00925,2024-07-24,C0062,web,completed
O01158,2024-07-24,C0027,web,completed
O01179,2024-07-24,C0001,web,cancelled
O02395,2024-07-24,C0125,store,completed
O02553,2024-07-24,C0076,store,cancelled
O04667,2024-07-24,C0166,web,completed
O05091,2024-07-24,C0130,web,pending
O00410,2024-07-25,C0026,web,completed
O02578,2024-07-25,C0096,web,cancelled
O03237,2024-07-25,C0179,web,completed
O03806,2024-07-25,C0027,web,completed
O04852,2024-07-25,C0102,web,completed
O05430,2024-07-25,C0059,web,completed
O00881,2024-07-26,C0155,web,completed
O00901,2024-07-26,C0080,store,completed
O00973,2024-07-26,C0054,web,completed
O01281,2024-07-26,C0039,phone,completed
O01883,2024-07-26,C0021,web,completed
O02226,2024-07-26,C0097,store,completed
O02257,2024-07-26,C0021,web,completed
O04244,2024-07-26,C0148,web,completed
O04285,2024-07-26,C0170,web,completed
O05083,2024-07-26,C0145,phone,completed
O00526,2024-07-27,C0144,web,completed
O01019,2024-07-27,C0053,web,completed
O01512,2024-07-27,C0115,web,completed
O02383,2024-07-27,C0034,web,completed
O03718,2024-07-27,C0108,web,completed
O03777,2024-07-27,C0055,web,completed
O04866,2024-07-27,C0060,phone,completed
O00073,2024-07-28,C0116,web,pending
O00622,2024-07-28,C0156,web,completed
O04229,2024-07-28,C0122,web,completed
O04513,2024-07-28,C0111,store,completed
O05161,2024-07-28,C0015,store,cancelled
O05356,2024-07-28,C0030,web,completed
O05668,2024-07-28,C0161,web,pending
O00144,2024-07-29,C0076,store,completed
O01695,2024-07-29,C0117,store,completed
O01809,2024-07-29,C0027,store,completed
O04339,2024-07-29,C0045,web,completed
O00081,2024-07-30,C0161,store,pending
O00492,2024-07-30,C0106,phone,completed
O02327,2024-07-30,C0063,web,completed
O03005,2024-07-30,C0007,web,completed
O03997,2024-07-30,C0109,web,completed
O05905,2024-07-30,C0003,phone,completed
O00001,2024-07-31,C0046,phone,completed
O00107,2024-07-31,C0155,web,completed
O01959,2024-07-31,C0094,web,completed
O02061,2024-07-31,C0065,web,completed
O02648,2024-07-31,C0089,store,completed
O04104,2024-07-31,C0150,web,completed
O05363,2024-07-31,C0071,web,completed
O01366,2024-08-01,C0100,web,completed
O02115,2024-08-01,C0172,store,completed
O02249,2024-08-01,C0035,web,completed
O02360,2024-08-01,C0044,store,completed
O02734,2024-08-01,C0113,web,completed
O02923,2024-08-01,C0122,store,completed
O03125,2024-08-01,C0008,web,completed
O05440,2024-08-01,C0094,store,cancelled
O05728,2024-08-01,C0168,web,completed
O00929,2024-08-02,C0176,store,completed
O01594,2024-08-02,C0027,phone,completed
O02002,2024-08-02,C0011,store,completed
O02114,2024-08-02,C0118,web,completed
O02546,2024-08-02,C0149,phone,completed
O02740,2024-08-02,C0084,phone,completed
O02841,2024-08-02,C0142,web,completed
O04329,2024-08-02,C0119,web,completed
O05235,2024-08-02,C0102,web,pending
O00817,2024-08-03,C0117,web,completed
O01931,2024-08-03,C0126,web,completed
O02754,2024-08-03,C0008,web,completed
O02920,2024-08-03,C0043,store,completed
O03199,2024-08-03,C0131,store,completed
O03304,2024-08-03,C0178,store,completed
O03793,2024-08-03,C0153,store,completed
O00536,2024-08-04,C0138,phone,completed
O00564,2024-08-04,C0061,web,completed
O00823,2024-08-04,C0063,store,completed
O00893,2024-08-04,C0169,phone,completed
O01526,2024-08-04,C0168,web,completed
O01550,2024-08-04,C0148,phone,completed
O02557,2024-08-04,C0020,store,cancelled
O04380,2024-08-04,C0102,web,cancelled
O05343,2024-08-04,C0113,web,completed
O05520,2024-08-04,C0114,web,completed
O00320,2024-08-05,C0039,web,completed
O00967,2024-08-05,C0051,web,completed
O01103,2024-08-05,C0098,web,completed
O01533,2024-08-05,C0047,store,completed
O01731,2024-08-05,C0070,web,completed
O02543,2024-08-05,C0035,store,completed
O02693,2024-08-05,C0159,phone,completed
O04438,2024-08-05,C0104,phone,completed
O04801,2024-08-05,C0083,store,completed
O05457,2024-08-05,C0043,web,completed
O00275,2024-08-06,C0122,store,completed
O01174,2024-08-06,C0124,web,completed
O01546,2024-08-06,C0085,web,cancelled
O02199,2024-08-06,C0099,web,completed
O02560,2024-08-06,C0161,store,completed
O02674,2024-08-06,C0074,web,completed
O03542,2024-08-06,C0032,web,completed
O04188,2024-08-06,C0018,web,completed
O04190,2024-08-06,C0141,web,completed
O04466,2024-08-06,C0089,web,completed
O00213,2024-08-07,C0099,web,completed
O00524,2024-08-07,C0005,web,completed
O00613,2024-08-07,C0036,store,completed
O00645,2024-08-07,C0045,web,completed
O00697,2024-08-07,C0168,web,completed
O01540,2024-08-07,C0059,store,completed
O02306,2024-08-07,C0106,web,completed
O02602,2024-08-07,C0001,store,completed
O02626,2024-08-07,C0038,web,completed
O05933,2024-08-07,C0117,web,completed
O00152,2024-08-08,C0123,web,completed
O00631,2024-08-08,C0111,web,completed
O00824,2024-08-08,C0086,phone,completed
O02667,2024-08-08,C0156,web,completed
O03660,2024-08-08,C0063,web,completed
O03867,2024-08-08,C0141,web,completed
O04287,2024-08-08,C0154,web,completed
O04299,2024-08-08,C0100,phone,completed
O05201,2024-08-08,C0180,web,completed
O00437,2024-08-09,C0130,web,completed
O00470,2024-08-09,C0106,web,cancelled
O00611,2024-08-09,C0160,store,completed
O01794,2024-08-09,C0168,store,completed
O02137,2024-08-09,C0030,store,completed
O02453,2024-08-09,C0100,web,completed
O02876,2024-08-09,C0110,web,completed
O03106,2024-08-09,C0119,web,pending
O03222,2024-08-09,C0112,web,completed
O03949,2024-08-09,C0170,web,completed
O05170,2024-08-09,C0093,web,completed
O00089,2024-08-10,C0004,web,completed
O01944,2024-08-10,C0002,store,completed
O03637,2024-08-10,C0108,store,completed
O04035,2024-08-10,C0058,store,completed
O04077,2024-08-10,C0137,web,completed
O00414,2024-08-11,C0068,store,completed
O00539,2024-08-11,C0108,phone,completed
O02523,2024-08-11,C0113,web,completed
O03166,2024-08-11,C0025,store,completed
O03578,2024-08-11,C0180,web,completed
O04121,2024-08-11,C0127,web,completed
O04908,2024-08-11,C0173,web,pending
O00482,2024-08-12,C0035,store,completed
O00490,2024-08-12,C0113,web,completed
O01148,2024-08-12,C0003,web,completed
O02094,2024-08-12,C0074,web,completed
O02124,2024-08-12,C0109,web,completed
O02462,2024-08-12,C0041,web,completed
O02530,2024-08-12,C0137,web,completed
O03059,2024-08-12,C0123,web,completed
O04710,2024-08-12,C0019,web,completed
O05749,2024-08-12,C0153,phone,completed
O00303,2024-08-13,C0091,web,completed
O00357,2024-08-13,C0075,store,completed
O00650,2024-08-13,C0025,web,completed
O00702,2024-08-13,C0060,web,completed
O01227,2024-08-13,C0009,store,completed
O01419,2024-08-13,C0111,web,completed
O01763,2024-08-13,C0088,web,completed
O02245,2024-08-13,C0011,store,completed
O03249,2024-08-13,C0162,web,cancelled
O05391,2024-08-13,C0158,store,pending
O00808,2024-08-14,C0167,phone,completed
O02217,2024-08-14,C0108,phone,completed
O02363,2024-08-14,C0004,web,completed
O02411,2024-08-14,C0174,store,completed
O03030,2024-08-14,C0142,web,cancelled
O03472,2024-08-14,C0107,web,completed
O04645,2024-08-14,C0166,web,completed
O04903,2024-08-14,C0022,web,completed
O05093,2024-08-14,C0162,store,completed
O00612,2024-08-15,C0140,web,completed
O01785,2024-08-15,C0131,web,completed
O02354,2024-08-15,C0059,store,completed
O02435,2024-08-15,C0014,web,completed
O03524,2024-08-15,C0175,web,completed
O03564,2024-08-15,C0137,web,completed
O04471,2024-08-15,C0011,store,completed
O05557,2024-08-15,C0103,web,completed
O05629,2024-08-15,C0039,web,completed
O05702,2024-08-15,C0001,web,completed
O00508,2024-08-16,C0137,web,completed
O01865,2024-08-16,C0176,store,completed
O02777,2024-08-16,C0147,web,pending
O03350,2024-08-16,C0095,web,completed
O03819,2024-08-16,C0166,phone,completed
O03845,2024-08-16,C0034,web,completed
O03941,2024-08-16,C0133,phone,completed
O04318,2024-08-16,C0076,web,completed
O04402,2024-08-16,C0127,phone,completed
O05258,2024-08-16,C0112,store,cancelled
O05325,2024-08-16,C0062,store,completed
O05531,2024-08-16,C0085,web,completed
O05753,2024-08-16,C0098,web,completed
O00669,2024-08-17,C0039,store,completed
O01109,2024-08-17,C0164,web,completed
O02974,2024-08-17,C0040,web,completed
O03479,2024-08-17,C0029,web,completed
O03869,2024-08-17,C0102,web,completed
O04288,2024-08-17,C0134,web,completed
O04384,2024-08-17,C0106,store,completed
O01111,2024-08-18,C0058,store,completed
O02454,2024-08-18,C0059,web,completed
O04334,2024-08-18,C0107,web,pending
O05411,2024-08-18,C0011,web,pending
O00102,2024-08-19,C0152,phone,completed
O01342,2024-08-19,C0084,store,completed
O01507,2024-08-19,C0048,web,completed
O01552,2024-08-19,C0077,store,completed
O01757,2024-08-19,C0048,web,completed
O01885,2024-08-19,C0020,phone,completed
O02093,2024-08-19,C0155,web,completed
O04258,2024-08-19,C0142,web,cancelled
O04632,2024-08-19,C0083,phone,completed
O05148,2024-08-19,C0094,web,completed
O05870,2024-08-19,C0056,store,completed
O05993,2024-08-19,C0088,web,completed
O01406,2024-08-20,C0041,web,completed
O01880,2024-08-20,C0037,store,completed
O02008,2024-08-20,C0120,web,completed
O02606,2024-08-20,C0140,store,completed
O03676,2024-08-20,C0122,web,completed
O05685,2024-08-20,C0094,web,completed
O01163,2024-08-21,C0077,store,completed
O01479,2024-08-21,C0073,web,completed
O02394,2024-08-21,C0170,web,completed
O03605,2024-08-21,C0163,store,completed
O05770,2024-08-21,C0160,web,completed
O00844,2024-08-22,C0013,phone,cancelled
O01645,2024-08-22,C0177,store,completed
O01983,2024-08-22,C0007,web,completed
O02015,2024-08-22,C0089,web,completed
O02179,2024-08-22,C0057,web,completed
O02694,2024-08-22,C0038,web,completed
O02976,2024-08-22,C0023,store,cancelled
O03119,2024-08-22,C0101,web,completed
O05036,2024-08-22,C0111,phone,completed
O05513,2024-08-22,C0130,web,completed
O01183,2024-08-23,C0011,store,completed
O01367,2024-08-23,C0070,web,completed
O01371,2024-08-23,C0041,web,completed
O01456,2024-08-23,C0151,store,completed
O01705,2024-08-23,C0094,store,completed
O04781,2024-08-23,C0050,web,completed
O05477,2024-08-23,C0158,store,completed
O00416,2024-08-24,C0071,store,completed
O00596,2024-08-24,C0072,web,completed
O01185,2024-08-24,C0013,web,completed
O03225,2024-08-24,C0143,web,completed
O04210,2024-08-24,C0110,web,completed
O04449,2024-08-24,C0116,phone,completed
O05554,2024-08-24,C0158,web,completed
O00088,2024-08-25,C0121,store,completed
O00384,2024-08-25,C0080,web,completed
O00420,2024-08-25,C0005,web,completed
O00521,2024-08-25,C0031,web,completed
O00727,2024-08-25,C0045,phone,completed
O02735,2024-08-25,C0115,store,completed
O03711,2024-08-25,C0161,store,cancelled
O03823,2024-08-25,C0095,store,completed
O03888,2024-08-25,C0116,web,completed
O04957,2024-08-25,C0109,web,completed
O05284,2024-08-25,C0005,web,completed
O00481,2024-08-26,C0064,web,completed
O01416,2024-08-26,C0110,web,completed
O02659,2024-08-26,C0025,web,completed
O03317,2024-08-26,C0140,store,completed
O04603,2024-08-26,C0132,web,completed
O05285,2024-08-26,C0004,web,completed
O05390,2024-08-26,C0069,web,completed
O00132,2024-08-27,C0136,web,completed
O00248,2024-08-27,C0096,store,completed
O00342,2024-08-27,C0125,store,completed
O02090,2024-08-27,C0059,web,completed
O03115,2024-08-27,C0017,web,completed
O03780,2024-08-27,C0130,web,completed
O04735,2024-08-27,C0168,web,completed
O04891,2024-08-27,C0060,store,completed
O00060,2024-08-28,C0094,web,completed
O02689,2024-08-28,C0141,web,completed
O03090,2024-08-28,C0078,phone,completed
O03527,2024-08-28,C0037,web,completed
O04761,2024-08-28,C0053,phone,completed
O04816,2024-08-28,C0057,web,completed
O04901,2024-08-28,C0018,web,completed
O00566,2024-08-29,C0010,web,completed
O00587,2024-08-29,C0003,web,completed
O01125,2024-08-29,C0079,web,completed
O01648,2024-08-29,C0012,web,completed
O03275,2024-08-29,C0158,store,completed
O03362,2024-08-29,C0038,web,completed
O04281,2024-08-29,C0110,web,completed
O04744,2024-08-29,C0080,web,completed
O05320,2024-08-29,C0174,store,completed
O05376,2024-08-29,C0036,web,completed
O00037,2024-08-30,C0030,store,completed
O01452,2024-08-30,C0086,store,completed
O01895,2024-08-30,C0129,web,completed
O01905,2024-08-30,C0153,web,completed
O02531,2024-08-30,C0076,web,completed
O03403,2024-08-30,C0022,phone,completed
O03875,2024-08-30,C0118,web,cancelled
O04613,2024-08-30,C0065,store,completed
O05097,2024-08-30,C0051,web,completed
O05938,2024-08-30,C0056,web,completed
O01207,2024-08-31,C0029,store,completed
O02194,2024-08-31,C0119,web,completed
O02417,2024-08-31,C0174,web,completed
O02618,2024-08-31,C0094,web,completed
O04298,2024-08-31,C0167,web,completed
O04676,2024-08-31,C0132,web,completed
O05067,2024-08-31,C0014,phone,completed
O05127,2024-08-31,C0164,phone,completed
O05730,2024-08-31,C0100,web,completed
O00853,2024-09-01,C0095,store,completed
O01058,2024-09-01,C0173,phone,completed
O01107,2024-09-01,C0124,phone,completed
O04268,2024-09-01,C0050,store,completed
O04659,2024-09-01,C0167,store,completed
O04729,2024-09-01,C0097,store,completed
O05103,2024-09-01,C0057,web,completed
O05400,2024-09-01,C0135,phone,cancelled
O00537,2024-09-02,C0135,web,completed
O02591,2024-09-02,C0110,web,completed
O02709,2024-09-02,C0171,web,completed
O02870,2024-09-02,C0148,web,completed
O02987,2024-09-02,C0112,store,completed
O03466,2024-09-02,C0092,web,completed
O04497,2024-09-02,C0114,web,completed
O00791,2024-09-03,C0001,web,completed
O05003,2024-09-03,C0180,web,completed
O05866,2024-09-03,C0098,store,completed
O00036,2024-09-04,C0068,web,completed
O00128,2024-09-04,C0118,store,completed
O01061,2024-09-04,C0057,web,completed
O01676,2024-09-04,C0131,store,completed
O03705,2024-09-04,C0108,store,completed
O00151,2024-09-05,C0039,web,completed
O00255,2024-09-05,C0065,web,completed
O00322,2024-09-05,C0173,store,completed
O00623,2024-09-05,C0132,store,completed
O00907,2024-09-05,C0071,store,completed
O00963,2024-09-05,C0039,web,completed
O01302,2024-09-05,C0133,phone,completed
O01914,2024-09-05,C0055,phone,completed
O01948,2024-09-05,C0050,web,completed
O02224,2024-09-05,C0089,web,completed
O02231,2024-09-05,C0032,store,completed
O02536,2024-09-05,C0070,phone,completed
O02571,2024-09-05,C0038,phone,completed
O02936,2024-09-05,C0154,web,completed
O03833,2024-09-05,C0170,store,completed
O04193,2024-09-05,C0039,web,completed
O04451,2024-09-05,C0156,phone,completed
O05234,2024-09-05,C0066,store,completed
O00450,2024-09-06,C0060,web,completed
O00921,2024-09-06,C0160,web,completed
O01090,2024-09-06,C0048,web,completed
O01454,2024-09-06,C0152,web,completed
O01469,2024-09-06,C0010,store,completed
O02576,2024-09-06,C0051,web,completed
O03636,2024-09-06,C0152,web,completed
O03725,2024-09-06,C0015,phone,completed
O05153,2024-09-06,C0152,web,completed
O00026,2024-09-07,C0085,store,completed
O00156,2024-09-07,C0048,web,completed
O00256,2024-09-07,C0071,web,completed
O00538,2024-09-07,C0137,web,completed
O01396,2024-09-07,C0002,web,completed
O01662,2024-09-07,C0168,web,completed
O02290,2024-09-07,C0070,web,completed
O03111,2024-09-07,C0068,web,completed
O03214,2024-09-07,C0131,web,completed
O03458,2024-09-07,C0027,web,completed
O03673,2024-09-07,C0089,web,completed
O04000,2024-09-07,C0003,web,completed
O05718,2024-09-07,C0074,web,cancelled
O00155,2024-09-08,C0065,web,completed
O02455,2024-09-08,C0052,web,completed
O03039,2024-09-08,C0098,store,completed
O03964,2024-09-08,C0161,web,cancelled
O04204,2024-09-08,C0180,store,completed
O05160,2024-09-08,C0016,store,completed
O01133,2024-09-09,C0111,phone,completed
O01259,2024-09-09,C0046,store,completed
O01641,2024-09-09,C0149,web,completed
O02165,2024-09-09,C0004,web,completed
O02873,2024-09-09,C0102,store,completed
O03137,2024-09-09,C0044,web,cancelled
O03965,2024-09-09,C0026,web,completed
O04437,2024-09-09,C0090,web,completed
O05564,2024-09-09,C0039,phone,completed
O05638,2024-09-09,C0004,phone,completed
O01314,2024-09-10,C0027,web,completed
O03243,2024-09-10,C0106,web,completed
O03499,2024-09-10,C0012,web,completed
O04053,2024-09-10,C0059,web,completed
O05880,2024-09-10,C0124,store,completed
O00145,2024-09-11,C0102,web,completed
O00546,2024-09-11,C0020,web,completed
O00895,2024-09-11,C0002,web,completed
O02299,2024-09-11,C0085,web,completed
O02686,2024-09-11,C0015,web,completed
O03690,2024-09-11,C0093,web,completed
O04302,2024-09-11,C0130,web,completed
O04870,2024-09-11,C0039,web,completed
O05254,2024-09-11,C0020,phone,completed
O05798,2024-09-11,C0136,phone,completed
O01289,2024-09-12,C0050,phone,completed
O02593,2024-09-12,C0122,store,completed
O03027,2024-09-12,C0094,web,completed
O03079,2024-09-12,C0169,web,completed
O03748,2024-09-12,C0081,web,completed
O04418,2024-09-12,C0125,web,completed
O04542,2024-09-12,C0133,phone,completed
O05957,2024-09-12,C0026,web,completed
O00452,2024-09-13,C0168,web,completed
O00581,2024-09-13,C0030,web,completed
O00615,2024-09-13,C0042,phone,completed
O00748,2024-09-13,C0134,web,completed
O01337,2024-09-13,C0025,store,completed
O02097,2024-09-13,C0077,store,completed
O03503,2024-09-13,C0174,phone,completed
O04357,2024-09-13,C0158,web,completed
O04830,2024-09-13,C0020,web,completed
O02128,2024-09-14,C0081,web,completed
O03047,2024-09-14,C0020,store,completed
O03417,2024-09-14,C0089,phone,completed
O03455,2024-09-14,C0130,web,completed
O05471,2024-09-14,C0116,web,completed
O05521,2024-09-14,C0103,web,completed
O05794,2024-09-14,C0073,store,completed
O00686,2024-09-15,C0116,web,completed
O02376,2024-09-15,C0034,web,completed
O02871,2024-09-15,C0114,store,completed
O04822,2024-09-15,C0173,store,cancelled
O04917,2024-09-15,C0092,web,cancelled
O05033,2024-09-15,C0162,phone,completed
O05220,2024-09-15,C0166,web,completed
O00046,2024-09-16,C0172,web,completed
O02144,2024-09-16,C0113,web,completed
O02562,2024-09-16,C0152,store,completed
O03373,2024-09-16,C0054,store,completed
O03863,2024-09-16,C0167,web,completed
O04363,2024-09-16,C0111,store,completed
O04651,2024-09-16,C0135,web,completed
O01579,2024-09-17,C0020,phone,completed
O01915,2024-09-17,C0009,web,completed
O02208,2024-09-17,C0046,web,completed
O03074,2024-09-17,C0087,store,completed
O04245,2024-09-17,C0136,web,completed
O04536,2024-09-17,C0116,web,completed
O05031,2024-09-17,C0042,phone,completed
O05190,2024-09-17,C0149,phone,completed
O05195,2024-09-17,C0160,web,completed
O01021,2024-09-18,C0123,web,completed
O02868,2024-09-18,C0076,web,cancelled
O05570,2024-09-18,C0046,web,completed
O05878,2024-09-18,C0113,phone,completed
O05884,2024-09-18,C0092,web,completed
O00024,2024-09-19,C0174,web,completed
O00062,2024-09-19,C0023,phone,completed
O02189,2024-09-19,C0057,web,completed
O02545,2024-09-19,C0115,web,completed
O03496,2024-09-19,C0025,web,completed
