sample_id,turbidity_ntu,conductivity_change_pct,uv_absorbance,requires_review,split
DP-N-0407,1.551,2.903,0.013,0,deployment
DP-N-1981,1.603,-3.983,0.047,0,deployment
DP-N-3618,0.63,-0.594,0.032,0,deployment
DP-N-3113,1.319,2.548,0.043,0,deployment
DP-N-2029,0.841,1.682,0.045,0,deployment
DP-N-3145,0.967,4.139,0.064,0,deployment
DP-N-2654,1.406,0.173,0.065,0,deployment
DP-R-0031,3.794,2.563,0.085,1,deployment
DP-N-1222,2.628,-4.141,0.03,0,deployment
DP-N-2564,1.958,-4.262,0.044,0,deployment
DP-N-1040,2.206,2.493,0.051,0,deployment
DP-N-0769,2.86,0.479,0.037,0,deployment
DP-N-2418,1.179,4.896,0.018,0,deployment
DP-N-0790,2.708,8.45,0.034,0,deployment
DP-N-2567,1.771,6.471,0.043,0,deployment
DP-N-0087,1.572,-8.343,0.048,0,deployment
DP-N-0252,1.988,-5.118,0.038,0,deployment
DP-N-3384,2.309,-1.9,0.038,0,deployment
DP-R-0169,2.806,0.974,0.068,1,deployment
DP-N-2736,0.927,-4.439,0.042,0,deployment
DP-N-2809,1.913,-0.505,0.039,0,deployment
DP-N-0127,1.496,-0.765,0.039,0,deployment
DP-N-2650,2.047,4.19,0.033,0,deployment
DP-N-1240,2.096,-1.86,0.021,0,deployment
DP-N-0166,1.665,1.17,0.024,0,deployment
DP-N-1101,1.603,4.275,0.048,0,deployment
DP-N-3565,1.672,-2.266,0.031,0,deployment
DP-N-1134,1.561,-2.507,0.047,0,deployment
DP-N-3280,2.33,-1.624,0.036,0,deployment
DP-N-0681,1.8,6.735,0.022,0,deployment
DP-N-2128,2.222,3.053,0.064,0,deployment
DP-R-0089,3.696,0.717,0.067,1,deployment
DP-N-0857,0.988,-1.582,0.054,0,deployment
DP-N-2534,0.899,-0.333,0.042,0,deployment
DP-N-0108,2.025,0.097,0.037,0,deployment
DP-R-0087,3.429,5.478,0.097,1,deployment
DP-N-2523,1.241,-2.994,0.022,0,deployment
DP-N-0855,1.506,0.73,0.04,0,deployment
DP-N-2550,1.474,-2.097,0.051,0,deployment
DP-N-2111,2.54,-1.108,0.038,0,deployment
DP-N-2557,1.191,-3.548,0.046,0,deployment
DP-N-2952,1.246,-2.077,0.038,0,deployment
DP-N-0136,2.27,3.078,0.043,0,deployment
DP-N-1558,1.333,-2.199,0.042,0,deployment
DP-N-3669,1.803,-3.47,0.054,0,deployment
DP-N-1031,1.365,0.171,0.019,0,deployment
DP-N-2362,2.147,5.316,0.048,0,deployment
DP-N-1627,2.368,3.744,0.011,0,deployment
DP-N-2005,2.573,-3.099,0.058,0,deployment
DP-N-1164,2.419,-0.626,0.049,0,deployment
DP-N-1000,1.691,-0.664,0.031,0,deployment
DP-R-0071,3.27,1.304,0.079,1,deployment
DP-N-3674,1.199,-1.424,0.051,0,deployment
DP-N-0230,1.888,-1.948,0.046,0,deployment
DP-N-1846,1.01,-3.636,0.041,0,deployment
DP-N-3759,2.041,-0.619,0.035,0,deployment
DP-N-3043,2.417,0.14,0.015,0,deployment
DP-N-2974,1.435,-2.566,0.05,0,deployment
DP-N-2339,1.933,0.105,0.043,0,deployment
DP-N-0114,1.99,-4.948,0.026,0,deployment
DP-N-3064,1.933,-1.389,0.042,0,deployment
DP-N-2150,2.197,1.407,0.059,0,deployment
DP-N-1116,1.591,1.682,0.045,0,deployment
DP-N-0018,2.368,3.225,0.045,0,deployment
DP-N-3638,2.638,-2.467,0.057,0,deployment
DP-N-0291,1.049,-1.069,0.037,0,deployment
DP-N-3019,1.507,2.661,0.058,0,deployment
DP-N-1878,1.863,4.676,0.039,0,deployment
DP-N-0666,1.864,0.379,0.021,0,deployment
DP-N-1921,0.911,2.263,0.051,0,deployment
DP-N-0499,2.136,-1.366,0.014,0,deployment
DP-N-3361,1.681,2.316,0.056,0,deployment
DP-N-0715,1.244,-1.661,0.024,0,deployment
DP-N-1174,2.161,3.085,0.051,0,deployment
DP-N-3739,2.326,-0.762,0.041,0,deployment
DP-N-3187,1.64,3.83,0.035,0,deployment
DP-N-3622,2.163,3.316,0.045,0,deployment
DP-N-2197,1.968,-0.014,0.038,0,deployment
DP-N-2827,1.538,-3.775,0.029,0,deployment
DP-N-1699,2.117,-3.148,0.045,0,deployment
DP-N-3686,2.048,0.811,0.053,0,deployment
DP-N-0835,1.523,-6.22,0.031,0,deployment
DP-N-2264,1.253,-6.916,0.043,0,deployment
DP-N-0095,2.315,0.173,0.014,0,deployment
DP-N-1114,1.665,1.278,0.038,0,deployment
DP-N-0534,2.441,-0.159,0.053,0,deployment
DP-N-0219,2.861,-0.297,0.054,0,deployment
DP-N-1028,1.445,-1.743,0.031,0,deployment
DP-N-2053,1.514,-0.978,0.068,0,deployment
DP-N-1705,1.52,0.395,0.033,0,deployment
DP-N-1089,1.869,-2.801,0.051,0,deployment
DP-N-3322,1.633,3.926,0.045,0,deployment
DP-N-3075,1.219,-5.146,0.042,0,deployment
DP-N-1454,1.094,3.698,0.053,0,deployment
DP-N-0944,2.401,1.217,0.054,0,deployment
DP-N-3710,2.123,1.823,0.015,0,deployment
DP-N-1617,1.996,0.135,0.045,0,deployment
DP-N-2951,1.24,-0.404,0.038,0,deployment
DP-N-0662,1.837,-3.079,0.037,0,deployment
DP-N-0256,0.694,-1.069,0.035,0,deployment
DP-N-2341,2.073,-0.109,0.045,0,deployment
DP-N-1145,1.749,-3.871,0.047,0,deployment
DP-N-1432,1.733,10.499,0.036,0,deployment
DP-R-0194,4.193,5.409,0.043,1,deployment
DP-N-1775,2.609,-3.064,0.049,0,deployment
DP-N-1637,1.305,-4.975,0.044,0,deployment
DP-N-1567,1.375,1.676,0.049,0,deployment
DP-N-0051,1.519,1.972,0.034,0,deployment
DP-N-2231,2.972,0.4,0.058,0,deployment
DP-N-1857,2.654,1.01,0.043,0,deployment
DP-N-1073,2.113,-2.876,0.036,0,deployment
DP-N-0726,1.304,1.747,0.042,0,deployment
DP-N-0188,2.152,1.646,0.041,0,deployment
DP-N-1030,1.513,0.128,0.042,0,deployment
DP-N-0501,2.256,-8.719,0.016,0,deployment
DP-R-0033,3.569,1.243,0.097,1,deployment
DP-N-1492,1.259,1.127,0.066,0,deployment
DP-N-1370,1.866,-0.633,0.062,0,deployment
DP-N-0454,2.37,-0.907,0.03,0,deployment
DP-N-1124,1.177,0.536,0.046,0,deployment
DP-N-2220,1.511,3.856,0.038,0,deployment
DP-N-0936,1.72,-4.794,0.035,0,deployment
DP-N-1224,1.627,-4.439,0.038,0,deployment
DP-N-3560,0.568,0.063,0.037,0,deployment
DP-N-2655,1.716,-0.017,0.063,0,deployment
DP-N-0875,2.031,2.637,0.048,0,deployment
DP-N-3733,2.199,-2.748,0.033,0,deployment
DP-N-1828,1.106,2.206,0.038,0,deployment
DP-N-2851,0.972,4.887,0.032,0,deployment
DP-N-3123,1.025,0.672,0.044,0,deployment
DP-N-0856,1.795,-0.7,0.045,0,deployment
DP-R-0118,2.849,-2.848,0.067,1,deployment
DP-N-3545,2.297,1.1,0.026,0,deployment
DP-N-0355,1.242,4.096,0.047,0,deployment
DP-N-0741,1.607,-3.247,0.054,0,deployment
DP-N-2624,1.392,0.699,0.038,0,deployment
DP-N-3211,2.605,0.763,0.042,0,deployment
DP-N-2273,2.396,-0.844,0.064,0,deployment
DP-N-0981,2.004,3.885,0.03,0,deployment
DP-R-0055,3.982,9.58,0.061,1,deployment
DP-N-1417,2.182,-2.175,0.06,0,deployment
DP-N-1866,1.66,2.351,0.022,0,deployment
DP-R-0018,2.076,4.374,0.071,1,deployment
DP-N-3730,2.005,-2.197,0.036,0,deployment
DP-N-0107,2.044,5.842,0.026,0,deployment
DP-N-0366,2.286,-2.558,0.03,0,deployment
DP-N-0946,1.078,3.765,0.028,0,deployment
DP-N-0794,1.931,1.061,0.023,0,deployment
DP-N-1198,2.349,1.68,0.044,0,deployment
DP-N-0113,2.625,-0.241,0.034,0,deployment
DP-N-0851,1.505,-0.247,0.038,0,deployment
DP-N-3049,0.736,-0.96,0.035,0,deployment
DP-N-3202,2.232,-3.395,0.037,0,deployment
DP-N-0673,0.472,-4.097,0.027,0,deployment
DP-N-0663,1.028,-2.453,0.045,0,deployment
DP-N-3390,0.878,-4.775,0.061,0,deployment
DP-N-2357,2.006,0.545,0.063,0,deployment
DP-N-1665,1.661,-3.686,0.029,0,deployment
DP-N-1715,1.687,-5.252,0.048,0,deployment
DP-N-0132,1.158,3.902,0.048,0,deployment
DP-N-3020,0.863,-0.871,0.04,0,deployment
DP-N-1239,2.856,-2.098,0.056,0,deployment
DP-N-3150,1.091,0.204,0.039,0,deployment
DP-N-2007,2.608,1.447,0.047,0,deployment
DP-N-2764,1.574,-1.51,0.061,0,deployment
DP-N-3039,1.81,-2.481,0.073,0,deployment
DP-N-3135,3.156,3.054,0.044,0,deployment
DP-N-3319,2.373,-5.129,0.029,0,deployment
DP-N-1620,1.395,1.524,0.05,0,deployment
DP-N-2643,2.652,5.592,0.058,0,deployment
DP-N-1501,1.463,5.438,0.042,0,deployment
DP-R-0148,3.558,8.928,0.061,1,deployment
DP-N-3393,1.184,-3.551,0.057,0,deployment
DP-N-1655,1.922,-1.57,0.033,0,deployment
DP-N-0676,1.933,1.235,0.039,0,deployment
DP-N-0765,1.539,0.274,0.049,0,deployment
DP-N-0263,1.551,3.807,0.049,0,deployment
DP-N-3307,1.352,3.313,0.046,0,deployment
DP-N-1907,1.521,0.988,0.061,0,deployment
DP-N-2810,1.79,4.603,0.049,0,deployment
DP-R-0054,2.609,8.712,0.072,1,deployment
DP-R-0129,4.532,7.499,0.092,1,deployment
DP-N-1892,1.17,1.675,0.036,0,deployment
DP-N-0085,1.125,6.014,0.039,0,deployment
DP-N-2821,2.363,6.447,0.024,0,deployment
DP-N-2524,1.684,7.699,0.049,0,deployment
DP-N-3715,2.207,3.185,0.049,0,deployment
DP-N-1318,1.551,1.37,0.027,0,deployment
DP-N-3037,2.095,-0.996,0.035,0,deployment
DP-N-0074,1.503,2.282,0.029,0,deployment
DP-N-2903,2.003,4.775,0.031,0,deployment
DP-N-3552,0.848,-1.661,0.032,0,deployment
DP-N-2591,1.689,-0.014,0.022,0,deployment
DP-R-0109,2.059,10.071,0.059,1,deployment
DP-N-2600,2.139,0.223,0.021,0,deployment
DP-N-3310,1.809,-3.949,0.048,0,deployment
DP-N-2130,2.292,-2.532,0.038,0,deployment
DP-N-0925,3.194,2.331,0.04,0,deployment
DP-N-3186,2.119,-1.409,0.045,0,deployment
DP-N-0365,1.509,-4.318,0.021,0,deployment
DP-N-1359,1.535,-2.378,0.065,0,deployment
DP-N-0111,1.578,-0.738,0.037,0,deployment
DP-N-0484,1.635,0.926,0.041,0,deployment
DP-N-2235,2.587,-4.57,0.022,0,deployment
DP-N-2471,1.494,-5.114,0.031,0,deployment
DP-N-1087,1.229,-0.6,0.034,0,deployment
DP-N-1354,1.797,-6.047,0.036,0,deployment
DP-N-3709,1.993,-3.457,0.03,0,deployment
DP-N-2713,0.991,-0.348,0.032,0,deployment
DP-N-0231,1.242,2.663,0.038,0,deployment
DP-N-3659,0.947,-0.496,0.055,0,deployment
DP-N-2343,0.769,-1.5,0.019,0,deployment
DP-N-1489,2.07,-4.246,0.032,0,deployment
DP-N-3023,1.628,-5.064,0.022,0,deployment
DP-N-0597,2.53,4.362,0.036,0,deployment
DP-N-0026,2.085,1.084,0.028,0,deployment
DP-N-0318,1.172,1.626,0.036,0,deployment
DP-N-2088,1.957,5.683,0.042,0,deployment
DP-N-0576,2.089,0.792,0.04,0,deployment
DP-N-0622,1.652,-0.25,0.034,0,deployment
DP-N-0705,2.36,3.076,0.036,0,deployment
DP-N-1312,1.004,-1.593,0.021,0,deployment
DP-N-2021,1.573,1.723,0.049,0,deployment
DP-N-1261,2.114,2.71,0.062,0,deployment
DP-N-0017,2.222,1.393,0.037,0,deployment
DP-N-1736,1.54,-1.783,0.032,0,deployment
DP-N-2747,1.802,0.288,0.036,0,deployment
DP-N-0495,2.16,-0.14,0.044,0,deployment
DP-N-0059,0.904,-3.903,0.034,0,deployment
DP-N-1750,2.292,-3.551,0.045,0,deployment
DP-N-2240,2.349,-3.113,0.048,0,deployment
DP-N-1698,2.092,0.391,0.027,0,deployment
DP-N-3189,2.12,0.177,0.052,0,deployment
DP-N-0864,1.601,-4.457,0.029,0,deployment
DP-N-2723,1.773,1.775,0.042,0,deployment
DP-R-0030,3.254,6.111,0.087,1,deployment
DP-N-1476,1.898,-4.095,0.037,0,deployment
DP-N-2746,1.572,1.473,0.038,0,deployment
DP-N-2321,1.177,-2.335,0.04,0,deployment
DP-N-2889,2.256,-3.355,0.039,0,deployment
DP-N-0190,2.102,4.08,0.033,0,deployment
DP-N-1161,2.282,-2.592,0.05,0,deployment
DP-N-0469,1.412,1.505,0.051,0,deployment
DP-N-3006,1.342,-2.159,0.056,0,deployment
DP-N-2906,2.669,3.954,0.037,0,deployment
DP-N-2288,1.884,2.27,0.045,0,deployment
DP-N-3736,1.674,-2.082,0.072,0,deployment
DP-N-3004,1.606,0.297,0.017,0,deployment
DP-N-3660,1.335,-2.297,0.048,0,deployment
DP-N-1799,1.658,-0.216,0.05,0,deployment
DP-N-1721,0.918,2.654,0.035,0,deployment
DP-N-1257,1.569,2.867,0.045,0,deployment
DP-N-2255,1.167,3.18,0.033,0,deployment
DP-N-3483,1.29,2.175,0.025,0,deployment
DP-N-0349,-0.261,-2.162,0.04,0,deployment
DP-N-3522,2.519,-3.617,0.046,0,deployment
DP-N-1316,1.113,-3.723,0.048,0,deployment
DP-N-3099,3.09,0.567,0.017,0,deployment
DP-N-1185,1.898,-0.132,0.052,0,deployment
DP-N-2397,1.788,2.312,0.029,0,deployment
DP-N-2987,3.155,-3.173,0.04,0,deployment
DP-N-2862,2.604,1.165,0.041,0,deployment
DP-N-1888,2.279,-2.028,0.036,0,deployment
DP-N-0331,2.493,4.396,0.027,0,deployment
DP-N-1054,1.77,0.063,0.015,0,deployment
DP-N-2572,1.804,3.868,0.031,0,deployment
DP-N-0709,1.974,4.996,0.036,0,deployment
DP-N-0873,1.627,1.539,0.023,0,deployment
DP-N-1236,1.352,-0.159,0.048,0,deployment
DP-N-0064,1.954,1.292,0.053,0,deployment
DP-N-3184,1.383,1.789,0.024,0,deployment
DP-N-2953,1.766,-1.315,0.029,0,deployment
DP-N-1179,1.526,1.659,0.032,0,deployment
DP-N-1987,1.409,6.633,0.047,0,deployment
DP-N-1804,1.467,3.364,0.014,0,deployment
DP-N-3800,0.193,2.176,0.03,0,deployment
DP-N-0800,1.783,-0.362,0.045,0,deployment
DP-N-1084,1.749,-3.234,0.025,0,deployment
DP-N-0485,1.154,2.562,0.054,0,deployment
DP-N-0285,1.829,-3.396,0.055,0,deployment
DP-N-3344,1.904,-2.738,0.035,0,deployment
DP-N-0360,1.956,-4.043,0.045,0,deployment
DP-N-2657,2.416,-1.506,0.043,0,deployment
DP-N-3257,1.717,-1.709,0.053,0,deployment
DP-N-0439,2.285,-2.645,0.046,0,deployment
DP-N-3507,1.406,1.205,0.047,0,deployment
DP-N-1687,2.22,-1.037,0.046,0,deployment
DP-N-0807,3.061,-2.162,0.023,0,deployment
DP-N-0187,1.575,1.767,0.027,0,deployment
DP-N-2061,2.267,-5.005,0.049,0,deployment
DP-N-0750,2.495,-0.76,0.046,0,deployment
DP-R-0180,3.043,17.76,0.063,1,deployment
DP-N-2907,1.206,2.225,0.032,0,deployment
DP-N-2186,1.348,-0.524,0.041,0,deployment
DP-N-2935,1.998,-3.779,0.03,0,deployment
DP-N-2570,1.641,-0.626,0.025,0,deployment
DP-N-0364,1.826,-0.73,0.047,0,deployment
DP-N-1360,2.094,-0.482,0.046,0,deployment
DP-N-1059,2.352,-4.001,0.045,0,deployment
DP-N-1781,1.568,-1.016,0.035,0,deployment
DP-N-1509,1.976,0.951,0.041,0,deployment
DP-N-1439,1.851,-2.132,0.061,0,deployment
DP-N-0828,1.684,2.039,0.053,0,deployment
DP-N-2036,1.801,3.218,0.061,0,deployment
DP-N-2955,0.733,-3.335,0.036,0,deployment
DP-N-2365,1.769,1.76,0.034,0,deployment
DP-N-1528,1.418,1.788,0.024,0,deployment
DP-N-3661,2.103,1.651,0.031,0,deployment
DP-N-3496,2.022,-4.433,0.033,0,deployment
DP-N-2653,1.407,-4.81,0.044,0,deployment
DP-N-2686,1.989,-3.799,0.03,0,deployment
DP-N-0414,1.112,3.179,0.061,0,deployment
DP-N-3315,1.82,1.97,0.038,0,deployment
DP-R-0186,3.204,8.003,0.064,1,deployment
DP-N-2784,1.126,-1.512,0.029,0,deployment
DP-N-0671,1.572,-4.58,0.026,0,deployment
DP-N-3290,1.485,0.57,0.015,0,deployment
DP-N-3356,2.642,-2.532,0.077,0,deployment
DP-N-2356,1.618,-2.458,0.045,0,deployment
DP-N-2462,1.814,-3.9,0.052,0,deployment
DP-N-1285,1.075,-3.416,0.027,0,deployment
DP-N-1908,0.916,-2.18,0.024,0,deployment
DP-N-1914,1.44,-1.674,0.04,0,deployment
DP-N-3265,0.667,0.197,0.034,0,deployment
DP-N-1589,1.489,-1.664,0.026,0,deployment
DP-N-1044,2.673,3.34,0.065,0,deployment
DP-N-1021,1.036,-0.526,0.042,0,deployment
DP-N-2796,1.558,4.12,0.05,0,deployment
DP-N-1287,2.512,-2.935,0.054,0,deployment
DP-N-3414,2.707,-2.835,0.048,0,deployment
DP-N-2279,1.067,-4.954,0.053,0,deployment
DP-N-3176,1.226,-2.635,0.047,0,deployment
DP-N-3790,1.856,-1.329,0.031,0,deployment
DP-N-1986,2.986,4.098,0.035,0,deployment
DP-N-1755,1.21,3.44,0.03,0,deployment
DP-N-1871,1.496,-3.249,0.035,0,deployment
DP-N-0593,0.908,-0.25,0.052,0,deployment
DP-N-1850,1.144,-3.504,0.043,0,deployment
DP-N-2121,2.305,-6.676,0.039,0,deployment
DP-N-0213,1.739,0.776,0.021,0,deployment
DP-N-0674,2.591,3.066,0.014,0,deployment
DP-N-3749,2.036,2.741,0.044,0,deployment
DP-N-3458,1.653,1.069,0.027,0,deployment
DP-N-1092,1.665,1.381,0.038,0,deployment
DP-N-1574,1.914,-0.566,0.043,0,deployment
DP-N-3533,2.093,-6.352,0.063,0,deployment
DP-N-3213,1.881,-2.898,0.038,0,deployment
DP-N-0617,1.696,0.801,0.052,0,deployment
DP-N-3112,1.799,1.07,0.045,0,deployment
DP-N-2347,1.936,6.771,0.054,0,deployment
DP-R-0102,2.609,0.128,0.077,1,deployment
DP-N-3572,1.666,4.183,0.054,0,deployment
DP-N-0249,1.662,1.815,0.023,0,deployment
DP-N-2943,2.16,1.873,0.044,0,deployment
DP-N-1756,1.702,2.561,0.025,0,deployment
DP-R-0172,2.254,1.466,0.068,1,deployment
DP-N-1214,1.857,-3.463,0.035,0,deployment
DP-N-1497,1.64,1.394,0.053,0,deployment
DP-N-1005,2.437,1.753,0.052,0,deployment
DP-N-0479,1.111,0.763,0.052,0,deployment
DP-N-0483,1.546,0.473,0.063,0,deployment
DP-N-2322,1.8,3.162,0.031,0,deployment
DP-N-1422,2.379,-3.901,0.027,0,deployment
DP-N-2488,2.952,-1.965,0.042,0,deployment
DP-N-0964,1.763,7.392,0.028,0,deployment
DP-N-3541,2.353,1.319,0.057,0,deployment
DP-N-2147,1.049,-2.696,0.028,0,deployment
DP-N-2106,2.025,4.071,0.028,0,deployment
DP-N-3544,1.952,-0.401,0.054,0,deployment
DP-N-3495,1.157,3.145,0.039,0,deployment
DP-N-3382,2.118,4.489,0.051,0,deployment
DP-N-2438,2.223,4.046,0.029,0,deployment
DP-N-0214,1.852,3.675,0.049,0,deployment
DP-N-3040,2.13,0.213,0.041,0,deployment
DP-N-0053,2.147,3.986,0.035,0,deployment
DP-N-0808,1.277,-1.205,0.039,0,deployment
DP-N-2733,2.007,-5.386,0.051,0,deployment
DP-N-0642,1.11,-2.194,0.044,0,deployment
DP-N-2781,1.228,-2.005,0.041,0,deployment
DP-N-0298,1.538,1.934,0.039,0,deployment
DP-N-0605,1.984,-2.386,0.051,0,deployment
DP-N-2101,1.731,1.128,0.039,0,deployment
DP-N-2568,2.141,-7.571,0.027,0,deployment
DP-N-3693,1.466,0.471,0.041,0,deployment
DP-N-2269,3.328,-2.874,0.062,0,deployment
DP-N-3173,1.211,2.856,0.038,0,deployment
DP-N-2162,1.667,1.002,0.036,0,deployment
DP-N-1307,2.046,0.032,0.041,0,deployment
DP-N-0415,1.602,-5.938,0.035,0,deployment
DP-N-3157,1.696,-0.155,0.034,0,deployment
DP-N-0603,1.422,3.719,0.05,0,deployment
DP-N-0472,1.95,3.893,0.055,0,deployment
DP-N-0515,2.611,-2.296,0.012,0,deployment
DP-N-1043,2.09,1.526,0.058,0,deployment
DP-N-2904,2.007,-0.006,0.008,0,deployment
DP-R-0160,3.357,3.238,0.088,1,deployment
DP-N-3604,1.192,-4.863,0.024,0,deployment
DP-N-1314,1.562,-2.948,0.057,0,deployment
DP-R-0115,1.503,7.797,0.07,1,deployment
DP-N-0142,1.607,3.471,0.023,0,deployment
DP-N-2191,0.929,-4.715,0.032,0,deployment
DP-N-2797,2.092,2.297,0.028,0,deployment
DP-N-1924,1.748,-5.628,0.053,0,deployment
DP-N-1652,1.45,0.973,0.039,0,deployment
DP-N-1618,1.628,-3.113,0.025,0,deployment
DP-N-1688,2.714,3.142,0.048,0,deployment
DP-N-2243,0.795,4.118,0.036,0,deployment
DP-N-2919,1.938,-1.454,0.044,0,deployment
DP-R-0034,1.92,5.984,0.074,1,deployment
DP-N-1304,2.668,2.077,0.041,0,deployment
DP-N-2660,1.132,2.929,0.033,0,deployment
DP-N-1602,3.083,3.924,0.035,0,deployment
DP-N-2577,1.87,-1.027,0.039,0,deployment
DP-N-1682,2.449,2.614,0.036,0,deployment
DP-N-2760,1.348,-0.854,0.045,0,deployment
DP-N-2358,2.573,1.001,0.058,0,deployment
DP-N-1053,1.817,0.183,0.036,0,deployment
DP-N-2287,1.67,-4.684,0.04,0,deployment
DP-N-0967,2.302,3.99,0.05,0,deployment
DP-N-2346,2.899,-2.144,0.023,0,deployment
DP-N-0097,1.809,4.235,0.041,0,deployment
DP-N-1254,1.034,-0.429,0.036,0,deployment
DP-N-2638,1.351,0.016,0.038,0,deployment
DP-N-0150,1.951,-0.134,0.024,0,deployment
DP-N-3045,1.46,-5.002,0.044,0,deployment
DP-N-1349,2.942,-4.652,0.023,0,deployment
DP-N-3316,1.584,-1.903,0.013,0,deployment
DP-N-0559,2.051,6.988,0.034,0,deployment
DP-N-0253,2.46,0.987,0.019,0,deployment
DP-N-0247,1.063,3.132,0.043,0,deployment
DP-N-0770,1.353,1.897,0.038,0,deployment
DP-N-0682,1.666,-1.622,0.047,0,deployment
DP-N-1780,1.858,4.009,0.046,0,deployment
DP-N-2504,1.327,-2.527,0.048,0,deployment
DP-N-1745,1.833,-1.503,0.036,0,deployment
DP-N-3526,1.055,1.593,0.036,0,deployment
DP-N-0766,1.776,6.507,0.018,0,deployment
DP-N-1135,1.638,-0.558,0.046,0,deployment
DP-N-0123,0.998,-1.479,0.03,0,deployment
DP-N-3377,2.34,2.806,0.047,0,deployment
DP-N-1661,1.948,-3.383,0.046,0,deployment
DP-N-0125,1.886,-6.916,0.036,0,deployment
DP-N-0997,1.994,1.762,0.046,0,deployment
DP-N-1355,2.282,-0.268,0.022,0,deployment
DP-N-3360,3.002,-0.127,0.023,0,deployment
DP-N-0880,2.637,-0.386,0.043,0,deployment
DP-N-2203,1.574,2.655,0.06,0,deployment
DP-N-2580,1.921,-6.227,0.015,0,deployment
DP-N-3539,1.292,1.854,0.062,0,deployment
DP-N-0934,0.832,6.082,0.038,0,deployment
DP-N-3105,2.196,4.307,0.027,0,deployment
DP-N-1306,1.814,-1.492,0.045,0,deployment
DP-N-0525,2.442,-4.371,0.039,0,deployment
DP-N-1459,2.337,-1.78,0.048,0,deployment
DP-N-0293,2.393,-4.45,0.035,0,deployment
DP-N-2314,1.415,0.445,0.041,0,deployment
DP-R-0059,3.527,-1.287,0.08,1,deployment
DP-N-2743,1.911,-2.775,0.042,0,deployment
DP-N-2582,2.847,2.357,0.046,0,deployment
DP-N-2363,2.202,1.257,0.023,0,deployment
DP-N-3735,2.86,1.556,0.048,0,deployment
DP-N-3690,1.384,2.661,0.016,0,deployment
DP-N-0963,1.511,0.546,0.049,0,deployment
DP-N-0389,1.297,-0.866,0.05,0,deployment
DP-N-2623,1.868,-2.146,0.04,0,deployment
DP-N-1421,0.645,-1.981,0.03,0,deployment
DP-N-2839,1.576,-0.224,0.048,0,deployment
DP-N-1068,2.218,-0.797,0.03,0,deployment
DP-N-3456,1.882,1.503,0.048,0,deployment
DP-R-0069,2.658,2.788,0.062,1,deployment
DP-N-2532,2.977,-3.041,0.032,0,deployment
DP-N-2668,0.779,1.9,0.036,0,deployment
DP-N-1262,2.255,0.634,0.029,0,deployment
DP-R-0167,2.893,5.025,0.075,1,deployment
DP-N-0459,1.745,1.105,0.025,0,deployment
DP-N-0442,1.87,-1.556,0.04,0,deployment
DP-N-0029,0.866,5.563,0.058,0,deployment
DP-N-1554,1.115,-2.248,0.024,0,deployment
DP-N-3214,1.748,-8.538,0.061,0,deployment
DP-N-0115,1.339,-0.268,0.066,0,deployment
DP-N-1931,2.143,-2.968,0.045,0,deployment
DP-N-1685,3.051,2.799,0.039,0,deployment
DP-N-2853,2.232,-0.511,0.031,0,deployment
DP-N-0370,2.73,0.477,0.028,0,deployment
DP-N-2189,2.13,-0.275,0.058,0,deployment
DP-N-1782,3.061,-2.732,0.032,0,deployment
DP-N-2153,0.959,-0.516,0.011,0,deployment
DP-N-2094,1.867,1.528,0.011,0,deployment
DP-N-2044,2.518,6.918,0.05,0,deployment
DP-N-1595,1.268,2.567,0.043,0,deployment
DP-R-0105,3.052,8.761,0.076,1,deployment
DP-N-1559,2.199,-2.668,0.054,0,deployment
DP-N-1972,2.175,-3.229,0.049,0,deployment
DP-N-1991,2.442,1.004,0.021,0,deployment
DP-N-1870,1.858,1.266,0.051,0,deployment
DP-N-3542,1.75,2.28,0.045,0,deployment
DP-N-0627,1.3,3.3,0.034,0,deployment
DP-N-1943,1.16,-1.36,0.042,0,deployment
DP-N-3473,1.544,3.013,0.057,0,deployment
DP-N-3471,0.913,2.35,0.04,0,deployment
DP-N-1753,1.113,1.284,0.035,0,deployment
DP-N-1258,2.043,-3.233,0.048,0,deployment
DP-N-2975,1.17,5.84,0.07,0,deployment
DP-N-1139,1.697,4.509,0.042,0,deployment
DP-N-2779,2.683,-2.597,0.047,0,deployment
DP-R-0035,2.658,3.482,0.071,1,deployment
DP-N-0910,1.796,4.818,0.034,0,deployment
DP-N-1189,1.959,-2.501,0.048,0,deployment
DP-N-0374,1.52,-7.49,0.061,0,deployment
DP-N-0045,1.937,0.755,0.036,0,deployment
DP-N-1882,2.091,-3.368,0.031,0,deployment
DP-N-3053,2.164,-0.131,0.02,0,deployment
DP-N-2500,1.297,4.664,0.047,0,deployment
DP-N-1568,2.78,1.732,0.039,0,deployment
DP-N-0118,1.552,1.782,0.042,0,deployment
DP-N-1215,1.39,-4.383,0.047,0,deployment
DP-N-1789,1.75,4.126,0.059,0,deployment
DP-N-1178,2.128,-0.731,0.039,0,deployment
DP-N-2536,1.508,3.433,0.046,0,deployment
DP-N-3666,2.141,-2.981,0.037,0,deployment
DP-N-0027,2.097,-5.341,0.059,0,deployment
DP-N-3366,2.291,4.681,0.026,0,deployment
DP-N-3256,1.371,-1.651,0.039,0,deployment
DP-N-0297,2.072,-4.324,0.046,0,deployment
DP-N-3309,3.982,-2.694,0.064,0,deployment
DP-N-3340,1.783,-2.158,0.034,0,deployment
DP-N-3365,1.6,2.098,0.026,0,deployment
